"","x"
"1135","Wahlenbergia_rupestris_G.Simpson"
"1136","Mwasumbia_alba_Couvreur_&_D.M.Johnson"
"1137","Limoniastrum_monopetalum_-L.-_Boiss."
"1138","Horsfieldia_sylvestris_-Houtt.-_Warb."
"1139","Adinandra_dumosa_Jack"
"1140","Physocarpus_alternans_-M.E.Jones-_J.T.Howell"
"1141","Connarus_panamensis_Turcz."
"1142","Durio_griffithii_-Mast.-_Bakh."
"1143","Myosotis_uniflora_Hook.fil."
"1144","Spiraeanthemum_densiflorum_Brongn._&_Gris"
"1145","Champereia_manillana_-Blume-_Merr."
"1146","Piper_begoniicolor_Trel._&_Yunck."
"1147","Akebia_trifoliata_-Thunb.-_Koidz."
"1148","Agdestis_clematidea_Moc._&_Sessé_ex_DC."
"1149","Coptosapelta_montana_Korth._ex_Valeton"
"1150","Delosperma_nakurense_-Engl.-_Herre"
"1151","Heteropyxis_natalensis_Harv."
"1152","Ostrearia_australiana_Baill."
"1153","Pelargonium_whytei_Baker"
"1154","Saxifraga_cotyledon_L."
"1155","Quiina_tinifolia_Planch._&_Triana"
"1156","Cassinopsis_madagascariensis_Baill."
"1157","Citronella_smythii_-F.Muell.-_R.A.Howard"
"1158","Steganthera_hirsuta_-Warb.-_Perkins"
"1159","Saurauia_pentapetala_-Jack-_Hoogland"
"1160","Vitis_monticola_Buckley"
"1161","Passiflora_macropoda_Killip"
"1162","Fusispermum_minutiflorum_Cuatrec."
"1163","Alphonsea_johorensis_J.Sinclair"
"1164","Meliosma_schlimii_-Turcz.-_Triana_&_Planch."
"1165","Intsia_bijuga_-Colebr.-_Kuntze"
"1166","Acaena_fissistipula_Bitter"
"1167","Elaeocarpus_floribundus_Blume"
"1168","Bossiaea_cordigera_Benth._ex_Hook.f."
"1169","Agonandra_macrocarpa_L.O.Williams"
"1170","Combretum_obovatum_F.Hoffm."
"1171","Combretocarpus_rotundatus_-Miq.-_Danser"
"1172","Acridocarpus_humbertii_Arènes"
"1173","Duguetia_hadrantha_-Diels-_R.E.Fr."
"1174","Gonocarpus_longifolius_-Schindl.-_Orchard"
"1175","Frankenia_hirsuta_L."
"1176","Unonopsis_elegantissima_R.E.Fr."
"1177","Aristolochia_gibertii_Hook."
"1178","Tetracera_parviflora_-Rusby-_Sleumer"
"1179","Saxifraga_hyperborea_R.Br."
"1180","Endiandra_glauca_R.Br."
"1181","Bathiorhamnus_cryptophorus_Capuron"
"1182","Enkianthus_chinensis_Franch."
"1183","Combretum_coccineum_-Sonn.-_Lam."
"1184","Sedum_rupestre_L."
"1185","Laurophyllus_capensis_Thunb."
"1186","Carpobrotus_edulis_-L.-_N.E.Br."
"1187","Cloezia_floribunda_Brongn._&_Gris"
"1188","Meriania_urceolata_Triana"
"1189","Enkianthus_quinqueflorus_Lour."
"1190","Hagenia_abyssinica_-Bruce-_J.F.Gmel."
"1191","Knema_cinerea_-Poir.-_Warb."
"1192","Celtis_tala_Gillies_ex_Planch."
"1193","Sonneratia_apetala_Buch.-Ham."
"1194","Machilus_velutina_Champ._ex_Benth."
"1195","Sycopsis_sinensis_Oliv."
"1196","Berberis_pruinosa_Franch."
"1197","Bottegoa_insignis_Chiov."
"1198","Woodfordia_fruticosa_-L.-_Kurz"
"1199","Beilschmiedia_volckii_B.Hyland"
"1200","Synandrodaphne_paradoxa_Gilg"
"1201","Uvariastrum_insculptum_-Engl._&_Diels-_Sprague_&_Hutch."
"1202","Lysidice_rhodostegia_Hance"
"1203","Wilsonia_humilis_R.Br."
"1204","Hamamelis_virginiana_L."
"1205","Santalum_acuminatum_-R.Br.-_A.DC."
"1206","Quintinia_quatrefagesii_F.Muell."
"1207","Tetrastigma_cruciatum_Craib_&_Gagnep."
"1208","Dactylocladus_stenostachys_Oliv."
"1209","Fothergilla_gardenii_L."
"1210","Buchholzia_coriacea_Engl."
"1211","Ampelocissus_africana_-Lour.-_Merr."
"1212","Vitis_popenoei_Fennell"
"1213","Cardiopteris_quinqueloba_-Hassk.-_Hassk."
"1214","Leea_philippinensis_Merr."
"1215","Hedycarya_angustifolia_A.Cunn."
"1216","Ampelocissus_elegans_-Kurz-_Gagnep."
"1217","Piper_sancti-felicis_Trel."
"1218","Petiveria_alliacea_L."
"1219","Jasminum_abyssinicum_Hochst._ex_DC."
"1220","Carpolobia_goetzei_Gürke"
"1221","Parthenocissus_himalayana_-Royle-_Planch."
"1222","Polycardia_libera_O.Hoffm."
"1223","Picrasma_quassioides_-D.Don-_Benn."
"1224","Euphronia_guianensis_-R.H.Schomb.-_Hallier_fil."
"1225","Leptomeria_aphylla_R.Br."
"1226","Ilex_guianensis_-Aubl.-_Kuntze"
"1227","Ribes_orientale_Desf."
"1228","Rhodotypos_scandens_-Thunb.-_Makino"
"1229","Rosa_sempervirens_L."
"1230","Turraea_sericea_Sm."
"1231","Liquidambar_formosana_Hance"
"1232","Thladiantha_hookeri_C.B.Clarke"
"1233","Chrysophyllum_eximium_Ducke"
"1234","Indigofera_heterantha_Wall._ex_Brandis"
"1235","Lebruniodendron_leptanthum_-Harms-_J.Léonard"
"1236","Chrysosplenium_flagelliferum_F.Schmidt"
"1237","Sarcopetalum_harveyanum_F.Muell."
"1238","Zaleya_galericulata_-Melville-_H.Eichler"
"1239","Monoon_michaelii_-C.T.White-_B.Xue_&_R.M.K.Saunders"
"1240","Sacoglottis_cydonioides_Cuatrec."
"1241","Ranunculus_omiophyllus_Ten."
"1242","Betula_alleghaniensis_Britton"
"1243","Artabotrys_brachypetalus_Benth."
"1244","Osyris_alba_L."
"1245","Haematoxylum_campechianum_L."
"1246","Deverra_tortuosa_-Desf.-_DC."
"1247","Eritrichium_caucasicum_-Albov-_Grossh."
"1248","Acer_caesium_subsp._giraldii_-Pax-_A.E.Murray"
"1249","Begonia_luxurians_Scheidw."
"1250","Clematis_gouriana_Roxb._ex_DC."
"1251","Polygala_obscura_Benth."
"1252","Horsfieldia_polyspherula_-Hook.fil.-_J.Sinclair"
"1253","Rubus_grossus_H.E.Weber"
"1254","Guiera_senegalensis_J.F.Gmel."
"1255","Tristaniopsis_laurina_-Sm.-_Paul_G.Wilson_&_J.T.Waterh."
"1256","Phedimus_stolonifer_-S.G.Gmel.-_'t_Hart"
"1257","Unonopsis_rufescens_-Baill.-_R.E.Fr."
"1258","Dipelta_yunnanensis_Franch."
"1259","Monnina_hirta_-Bonpl.-_B.Eriksen"
"1260","Hedyosmum_scaberrimum_Standl."
"1261","Alangium_ridleyi_King"
"1262","Diclinanona_calycina_-Diels-_R.E.Fr."
"1263","Nepenthes_rajah_Hook.fil."
"1264","Clematis_potaninii_Maxim."
"1265","Cayaponia_amazonica_-Poepp._&_Endl.-_Cogn."
"1266","Lavigeria_macrocarpa_-Oliv.-_Pierre"
"1267","Frankenia_corymbosa_Desf."
"1268","Syzygium_luehmannii_-F.Muell.-_L.A.S.Johnson"
"1269","Melanophylla_alnifolia_Baker"
"1270","Mollinedia_ovata_Ruiz_&_Pav."
"1271","Carpenteria_californica_Torr."
"1272","Griselinia_lucida_-J.R.Forst._&_G.Forst.-_G.Forst."
"1273","Meliosma_frondosa_Cuatrec._&_Idrobo"
"1274","Phaeoptilum_spinosum_Radlk."
"1275","Mitrephora_winitii_Craib"
"1276","Davilla_angustifolia_A.St.-Hil."
"1277","Pelargonium_australe_Willd."
"1278","Mosquitoxylum_jamaicense_Krug_&_Urb."
"1279","Clematis_fruticosa_Turcz."
"1280","Alchemilla_stuhlmannii_Engl."
"1281","Fissicalyx_fendleri_Benth."
"1282","Aristolochia_ringens_Vahl"
"1283","Triomma_malaccensis_Hook.fil."
"1284","Hydrangea_quercifolia_Bartram"
"1285","Cyclea_polypetala_Dunn"
"1286","Compsoneura_mutisii_A.C.Sm."
"1287","Pseudocedrela_kotschyi_-Schweinf.-_Harms"
"1288","Luetkea_pectinata_-Pursh-_Kuntze"
"1289","Physocarpus_amurensis_-Maxim.-_Maxim."
"1290","Diapensia_obovata_-F.Schmidt-_Nakai"
"1291","Karrabina_biagiana_-F.Muell.-_Rozefelds_&_H.C.Hopkins"
"1292","Vallesia_antillana_Woodson"
"1293","Ribes_alpinum_L."
"1294","Xylopia_pierrei_Hance"
"1295","Aphananthe_cuspidata_-Blume-_Planch."
"1296","Hydrangea_arborescens_L."
"1297","Miconia_stenophylla_Wurdack"
"1298","Quintinia_sieberi_A.DC."
"1299","Froesia_diffusa_Gereau_&_R.Vásquez"
"1300","Steganthera_australiana_C.T.White"
"1301","Anomospermum_solimoesanum_-Moldenke-_Krukoff_&_Barneby"
"1302","Anisophyllea_sororia_Pierre"
"1303","Crinodendron_patagua_Molina"
"1304","Lecythis_alutacea_-A.C.Sm.-_S.A.Mori"
"1305","Rosa_omeiensis_Rolfe"
"1306","Pseuduvaria_froggattii_-F.Muell.-_Jessup"
"1307","Geum_leiospermum_Petrie"
"1308","Perrottetia_longistylis_Rose"
"1309","Tournefortia_polystachya_Ruiz_&_Pav."
"1310","Roupala_montana_Aubl."
"1311","Sambucus_canadensis_L."
"1312","Sterigmapetalum_guianense_subsp._ichunense_Steyerm._&_Liesner"
"1313","Embothrium_coccineum_J.R.Forst._&_G.Forst."
"1314","Rubus_allegheniensis_Porter"
"1315","Corylopsis_glandulifera_Hemsl."
"1316","Deutzia_triradiata_Nakai"
"1317","Parthenocissus_heptaphylla_Britton_ex_Small"
"1318","Celtis_schippii_Standl."
"1319","Leptospermum_trinervium_-Sm.-_J.Thomps."
"1320","Clutia_angustifolia_Knauf"
"1321","Vantanea_parviflora_Lam."
"1322","Lindera_lucida_-Blume-_Boerl."
"1323","Picramnia_latifolia_Tul."
"1324","Sarcotheca_laxa_-Ridl.-_Knuth"
"1325","Centroplacus_glaucinus_Pierre"
"1326","Cuervea_kappleriana_-Miq.-_A.C.Sm."
"1327","Ribes_glaciale_Wall."
"1328","Corynocarpus_dissimilis_Hemsl."
"1329","Cornus_officinalis_Siebold_&_Zucc."
"1330","Tripterococcus_brunonis_Endl."
"1331","Physocalymma_scaberrimum_Pohl"
"1332","Alloxylon_wickhamii_-W.Hill_&_F.Muell.-_P.H.Weston_&_Crisp"
"1333","Ribes_incarnatum_Wedd."
"1334","Leucadendron_salicifolium_-Salisb.-_I.Williams"
"1335","Clermontia_oblongifolia_subsp._oblongifolia"
"1336","Dialium_schlechteri_Harms"
"1337","Alyssum_corsicum_Duby"
"1338","Neoscortechinia_forbesii_-Hook.f.-_S.Moore"
"1339","Rhamnus_alaternus_L."
"1340","Opuntia_guatemalensis_-Rose-_Britton_&_Rose"
"1341","Knema_elegans_Warb."
"1342","Meliosma_rigida_Siebold_&_Zucc."
"1343","Fagus_crenata_Blume"
"1344","Ranunculus_penicillatus_-Dumort.-_Bab."
"1345","Dracontomelon_lenticulatum_H.P.Wilk."
"1346","Schotia_afra_Thunb."
"1347","Dianthus_diffusus_Sm."
"1348","Menepetalum_schlechteri_Loes."
"1349","Halesia_diptera_J.Ellis"
"1350","Persea_lingue_-Ruiz_&_Pav.-_Nees"
"1351","Hydrangea_preslii_Briq."
"1352","Quercus_rotundifolia_Lam."
"1353","Sloanea_berteroana_Choisy_ex_DC."
"1354","Hectorella_caespitosa_Hook.fil."
"1355","Horsfieldia_hellwigii_-Warb.-_Warb."
"1356","Swietenia_humilis_Zucc."
"1357","Pterocelastrus_echinatus_N.E.Br."
"1358","Celastrus_orbiculatus_Thunb."
"1359","Heliotropium_amplexicaule_Vahl"
"1360","Lumnitzera_racemosa_Willd."
"1361","Hexalobus_salicifolius_Engl."
"1362","Weigela_florida_-Bunge-_A.DC."
"1363","Freziera_verrucosa_-Hieron.-_Kobuski"
"1364","Berberis_trigona_Kunze"
"1365","Hydrangea_luteovenosa_Koidz."
"1366","Phaeanthus_splendens_Miq."
"1367","Tetrastigma_papillosum_-Blume-_Planch."
"1368","Argythamnia_candicans_Sw."
"1369","Larrea_nitida_Cav."
"1370","Neea_buxifolia_-Hook.fil.-_Heimerl"
"1371","Dirca_palustris_L."
"1372","Stellaria_crassifolia_Ehrh."
"1373","Microdesmis_caseariifolia_Planch._ex_Hook."
"1374","Rosa_helenae_Rehder_&_E.H.Wilson"
"1375","Billia_hippocastanum_Peyr."
"1376","Maesa_permollis_Kurz"
"1377","Rhaphiostylis_ferruginea_Engl."
"1378","Melaleuca_glomerata_F.Muell."
"1379","Philacra_auriculata_Dwyer"
"1380","Episcia_lilacina_Hanst."
"1381","Sphenocentrum_jollyanum_Pierre"
"1382","Trivalvaria_macrophylla_-Blume-_Miq."
"1383","Astrothalamus_reticulatus_-Wedd.-_C.B.Rob."
"1384","Fouquieria_columnaris_Kellogg_ex_Curran"
"1385","Terminalia_litoralis_Seem."
"1386","Styrax_americanus_Lam."
"1387","Beilschmiedia_tarairi_-A.Cunn.-_Kirk"
"1388","Tetrastigma_campylocarpum_-Kurz-_Planch."
"1389","Elaeagnus_umbellata_Thunb."
"1390","Gynostemma_pentaphyllum_-Thunb.-_Makino"
"1391","Polylepis_pepei_B.B.Simpson"
"1392","Berberis_repens_Lindl."
"1393","Popowia_tomentosa_Maingay_ex_Hook.f._&_Thomson"
"1394","Garcinia_griffithii_T.Anderson"
"1395","Annona_deminuta_R.E.Fr."
"1396","Phlox_caespitosa_Nutt."
"1397","Sloanea_lepida_Tirel"
"1398","Rubus_ellipticus_Sm."
"1399","Grayia_spinosa_-Hook.-_Moq."
"1400","Hibbertia_banksii_-R.Br._ex_DC.-_Benth."
"1401","Combretum_schumannii_Engl."
"1402","Ampelocissus_barbata_-Wall.-_Planch."
"1403","Crassula_orbicularis_L."
"1404","Meliosma_pinnata_-Roxb.-_Maxim."
"1405","Hibiscus_mutabilis_L."
"1406","Eucryphia_cordifolia_Cav."
"1407","Suregada_glomerulata_-Blume-_Baill."
"1408","Sinojackia_xylocarpa_Hu"
"1409","Kalanchoe_pubescens_Baker"
"1410","Machilus_yunnanensis_Lecomte"
"1411","Hemiptelea_davidii_-Hance-_Planch."
"1412","Quercus_dumosa_Nutt."
"1413","Combretum_latifolium_Blume"
"1414","Pentadiplandra_brazzeana_Baill."
"1415","Symplocos_tinctoria_-L.-_L'Hér."
"1416","Begonia_maculata_Raddi"
"1417","Myricaria_bracteata_Royle"
"1418","Cayratia_debilis_-Baker-_Suess."
"1419","Hullettia_dumosa_King"
"1420","Guatteria_wachenheimii_Benoist"
"1421","Cuphea_hyssopifolia_Kunth"
"1422","Rubus_lasiococcus_A.Gray"
"1423","Trigonobalanus_verticillata_Forman"
"1424","Myristica_fragrans_Houtt."
"1425","Sedum_oreganum_Nutt."
"1426","Cayratia_geniculata_-Blume-_Gagnep."
"1427","Celtis_madagascariensis_Sattarian"
"1428","Meliosma_occidentalis_Cuatrec."
"1429","Sarcochlamys_pulcherrima_Gaudich."
"1430","Larrea_cuneifolia_Cav."
"1431","Artabotrys_hexapetalus_-L.f.-_Bhandari"
"1432","Sedum_mexicanum_Britton"
"1433","Polygala_fruticosa_P.J.Bergius"
"1434","Primula_suffrutescens_A.Gray"
"1435","Balbisia_meyeniana_Klotzsch"
"1436","Nolana_pallida_I.M.Johnst."
"1437","Parrotiopsis_jacquemontiana_-Decne.-_Rehder"
"1438","Rubus_alceifolius_Poir."
"1439","Campnosperma_micranteium_Marchand"
"1440","Serruria_villosa_-Lam.-_R.Br."
"1441","Phlox_colubrina_Wherry_&_Constance"
"1442","Camellia_saluenensis_Stapf_ex_Bean"
"1443","Exomis_microphylla_-Thunb.-_Aellen"
"1444","Oxandra_xylopioides_Diels"
"1445","Rosa_setipoda_Hemsl._&_E.H.Wilson"
"1446","Xylopia_langsdorfiana_A.St.-Hil._&_Tul."
"1447","Mcvaughia_bahiana_W.R.Anderson"
"1448","Chrysosplenium_pilosum_Maxim."
"1449","Aralidium_pinnatifidum_-Jungh._&_de_Vriese-_Miq."
"1450","Sparrmannia_africana_L.fil."
"1451","Beilschmiedia_oreophila_Schltr."
"1452","Carronia_multisepalea_F.Muell."
"1453","Xanthophyllum_beccarianum_Chodat"
"1454","Clematis_microphylla_DC."
"1455","Adenaria_floribunda_Kunth"
"1456","Batis_maritima_L."
"1457","Rosa_henryi_Boulenger"
"1458","Lunasia_amara_Blanco"
"1459","Polyceratocarpus_parviflorus_-Baker_f.-_Ghesq."
"1460","Rosa_laevigata_Michx."
"1461","Cryptocarya_melanocarpa_B.Hyland"
"1462","Pilgerina_madagascariensis_Z.S.Rogers-_Nickrent_&_Malécot"
"1463","Sageraea_elliptica_-A.DC.-_Hook.f._&_Thomson"
"1464","Kairoa_suberosa_Philipson"
"1465","Wilkiea_hugeliana_-Tul.-_A.DC."
"1466","Lophostemon_confertus_-R.Br.-_Paul_G.Wilson_&_J.T.Waterh."
"1467","Memecylon_ovatum_Sm."
"1468","Crossostylis_grandiflora_Pancher_ex_Brongn._&_Gris"
"1469","Cryptocarya_corrugata_C.T.White_&_Francis"
"1470","Idesia_polycarpa_Maxim."
"1471","Endiandra_pubens_Meisn."
"1472","Meliosma_glabrata_-Liebm.-_Urb."
"1473","Ancistrocladus_abbreviatus_Airy_Shaw"
"1474","Allexis_obanensis_-Baker_fil.-_Melch."
"1475","Carpinus_turczaninovii_Hance"
"1476","Duguetia_inconspicua_Sagot"
"1477","Osbornia_octodonta_F.Muell."
"1478","Breviea_sericea_Aubrév._&_Pellegr."
"1479","Adolphia_infesta_-Kunth-_Meisn."
"1480","Carpinus_betulus_L."
"1481","Crassula_kirkii_-Allan-_A.P.Druce_&_Given"
"1482","Duguetia_confinis_-Engl._&_Diels-_Chatrou"
"1483","Sesbania_cinerascens_Welw._ex_Baker"
"1484","Sedum_ochroleucum_Chaix"
"1485","Conicosia_pugioniformis_-L.-_N.E.Br."
"1486","Baphiopsis_parviflora_Benth._ex_Baker"
"1487","Salix_triandra_L."
"1488","Uebelinia_kiwuensis_T.C.E.Fr."
"1489","Quiina_pteridophylla_-Radlk.-_Pires"
"1490","Petalonyx_nitidus_S.Watson"
"1491","Cornus_disciflora_Moc._&_Sessé_ex_DC."
"1492","Lyrocarpa_coulteri_Hook._&_Harv."
"1493","Burkea_africana_Hook."
"1494","Crotalaria_lebrunii_Baker_f."
"1495","Passiflora_holosericea_L."
"1496","Piptostigma_macranthum_Mildbr._&_Diels"
"1497","Lampranthus_spectabilis_-Haw.-_N.E.Br."
"1498","Strychnos_potatorum_L.fil."
"1499","Reinwardtia_indica_Dumort."
"1500","Davilla_tintinnabulata_Schltdl."
"1501","Tetracera_hydrophila_Triana_&_Planch."
"1502","Ranunculus_circinatus_Sibth."
"1503","Anaxagorea_dolichocarpa_Sprague_&_Sandwith"
"1504","Castela_erecta_Turpin"
"1505","Gonystylus_macrophyllus_-Miq.-_Airy_Shaw"
"1506","Meliosma_impressa_Krug_&_Urb."
"1507","Ilex_liebmannii_Standl."
"1508","Dedeckera_eurekensis_Reveal_&_J.T.Howell"
"1509","Rubus_odoratus_L."
"1510","Tamarix_ramosissima_Ledeb."
"1511","Leucadendron_laureolum_-Lam.-_Fourc."
"1512","Crypteronia_griffithii_C.B.Clarke"
"1513","Myristica_maxima_Warb."
"1514","Cymbopetalum_torulosum_G.E.Schatz"
"1515","Davilla_grandiflora_A.St.-Hil._&_Tul."
"1516","Orophea_polycarpa_A.DC."
"1517","Lithocarpus_sundaicus_-Blume-_Rehder"
"1518","Ampelocissus_erdvendbergiana_Planch."
"1519","Lovoa_trichilioides_Harms"
"1520","Xanthostemon_aurantiacus_-Brongn._&_Gris-_Schltr."
"1521","Pterisanthes_eriopoda_-Miq.-_Planch."
"1522","Casuarina_collina_Poiss._ex_Pancher_&_Sebert"
"1523","Huberantha_perrieri_-Cavaco_&_Keraudren-_Chaowasku"
"1524","Cistus_salviifolius_L."
"1525","Sarcostigma_kleinii_Wight_&_Arn."
"1526","Moringa_drouhardii_Jum."
"1527","Fuchsia_boliviana_Carrière"
"1528","Protea_nitida_Mill."
"1529","Grevillea_petrophiloides_subsp._petrophiloides"
"1530","Vitis_flexuosa_Thunb."
"1531","Persicaria_capitata_-Buch.-Ham._ex_D.Don-_H.Gross"
"1532","Alnus_rhombifolia_Nutt."
"1533","Phelline_lucida_Vieill._ex_Baill."
"1534","Leycesteria_formosa_Wall."
"1535","Epiprinus_siletianus_-Baill.-_Croizat"
"1536","Sloanea_brevipes_Benth."
"1537","Ilex_pedunculosa_Miq."
"1538","Cansjera_leptostachya_Benth."
"1539","Zornia_sericea_Moric."
"1540","Sibbaldia_parviflora_Willd."
"1541","Ilex_lundii_Warm."
"1542","Ilex_buergeri_Miq."
"1543","Ilex_sebertii_Pancher"
"1544","Nyssa_javanica_-Blume-_Wangerin"
"1545","Tetracera_willdenowiana_Steud."
"1546","Callerya_atropurpurea_-Wall.-_Schot"
"1547","Piper_aequale_Vahl"
"1548","Cornus_glabrata_Benth."
"1549","Rhodomyrtus_macrocarpa_Benth."
"1550","Lissocarpa_guianensis_Gleason"
"1551","Quercus_engelmannii_Greene"
"1552","Purdiaea_nutans_Planch."
"1553","Linanthus_pungens_-Torr.-_J.M.Porter_&_L.A.Johnson"
"1554","Meliosma_allenii_Standl._&_L.O.Williams"
"1555","Salix_bebbiana_Sarg."
"1556","Poeppigia_procera_-Poepp._ex_Spreng.-_C.Presl"
"1557","Reissantia_buchananii_-Loes.-_N.Hallé"
"1558","Isoberlinia_doka_Craib_&_Stapf"
"1559","Scleropyrum_pentandrum_-Dennst.-_Mabb."
"1560","Harrisonia_brownii_A.Juss."
"1561","Saurauia_roxburghii_Wall."
"1562","Ilex_fargesii_Franch."
"1563","Chrysosplenium_sinicum_Maxim."
"1564","Diogoa_zenkeri_-Engl.-_Exell_&_Mendonça"
"1565","Chionanthus_virginicus_L."
"1566","Ilex_colchica_Pojark."
"1567","Hydrangea_macrophylla_-Thunb.-_Ser."
"1568","Arbutus_menziesii_Pursh"
"1569","Machilus_chinensis_-Benth.-_Hemsl."
"1570","Doliocarpus_multiflorus_Standl."
"1571","Macrocarpaea_harlingii_J.S.Pringle"
"1572","Dodonaea_lobulata_F.Muell."
"1573","Guatteria_alata_Maas_&_van_Setten"
"1574","Microcos_chungii_-Merr.-_Chun"
"1575","Conchocarpus_concinnus_Kallunki"
"1576","Huberantha_nitidissima_-Dunal-_Chaowasku"
"1577","Myriophyllum_spicatum_L."
"1578","Ochthocosmus_longipedicellatus_Steyerm._&_Luteyn"
"1579","Nanophyton_erinaceum_-Pall.-_Bunge"
"1580","Craibia_zimmermannii_-Harms-_Dunn"
"1581","Anisophyllea_fallax_Elliott"
"1582","Protea_roupelliae_subsp._roupelliae"
"1583","Clematis_reticulata_Walter"
"1584","Haematodendron_glabrum_Capuron"
"1585","Dinizia_excelsa_Ducke"
"1586","Hymenolobium_flavum_Kleinhoonte"
"1587","Wilkiea_angustifolia_-Bailey-_Perkins"
"1588","Berberis_actinacantha_Mart."
"1589","Corylus_heterophylla_Fisch._ex_Trautv."
"1590","Fusaea_peruviana_R.E.Fr."
"1591","Piper_bellidifolium_Yunck."
"1592","Gymnostoma_nobile_-Whitmore-_L.A.S.Johnson"
"1593","Albertisia_papuana_Becc."
"1594","Banksia_aemula_R.Br."
"1595","Axinandra_zeylanica_Thwaites"
"1596","Combretum_fruticosum_-Loefl.-_Stuntz"
"1597","Knema_latericia_Elmer"
"1598","Sedum_anglicum_Huds."
"1599","Beilschmiedia_velutina_Kosterm."
"1600","Androsace_delavayi_Franch."
"1601","Cornus_mas_L."
"1602","Eliea_articulata_-Lam.-_Cambess."
"1603","Begonia_guaduensis_Kunth"
"1604","Begonia_acetosella_Craib"
"1605","Xanthophyllum_octandrum_-F.Muell.-_Domin"
"1606","Phellodendron_amurense_Rupr."
"1607","Larrea_divaricata_Cav."
"1608","Beaufortia_sparsa_R.Br."
"1609","Aristolochia_indica_L."
"1610","Endiandra_wolfei_B.Hyland"
"1611","Schoepfia_jasminodora_Siebold_&_Zucc."
"1612","Schizocolea_linderi_-Hutch._&_Dalziel-_Bremek."
"1613","Pennantia_cunninghamii_Miers"
"1614","Oxandra_venezuelana_R.E.Fr."
"1615","Storckiella_australiensis_J.H.Ross_&_B.Hyland"
"1616","Momordica_foetida_Schum."
"1617","Rubus_phoenicolasius_Maxim."
"1618","Monocarpia_euneura_Miq."
"1619","Deutzia_pulchra_S.Vidal"
"1620","Heliciopsis_terminalis_-Kurz-_Sleumer"
"1621","Davilla_alata_-Vent.-_Briq."
"1622","Heptacodium_miconioides_Rehder"
"1623","Roupala_glaberrima_Pittier"
"1624","Cleyera_japonica_Thunb."
"1625","Suaeda_foliosa_Moq."
"1626","Pterodon_pubescens_-Benth.-_Benth."
"1627","Sideroxylon_oxyacanthum_Baill."
"1628","Annickia_pilosa_-Exell-_Setten_&_Maas"
"1629","Cotoneaster_turbinatus_Craib"
"1630","Coccoloba_liebmannii_Lindau"
"1631","Antigonon_leptopus_Hook._&_Arn."
"1632","Cryptocarya_obovata_R.Br."
"1633","Euonymus_europaeus_L."
"1634","Stachyanthus_zenkeri_Engl."
"1635","Aristolochia_jackii_Steud."
"1636","Mortonia_scabrella_A.Gray"
"1637","Fuchsia_cyrtandroides_J.W.Moore"
"1638","Blepharandra_hypoleuca_-Benth.-_Griseb."
"1639","Olax_aphylla_R.Br."
"1640","Meliosma_brenesii_Standl."
"1641","Galearia_filiformis_-Blume-_Boerl."
"1642","Cryptocarya_pluricostata_Kosterm."
"1643","Hasseltia_floribunda_Kunth"
"1644","Steganthera_macooraia_-F.M.Bailey-_P.K.Endress"
"1645","Lithocarpus_variolosus_-Franch.-_Chun"
"1646","Cleistochlamys_kirkii_-Benth.-_Oliv."
"1647","Beilschmiedia_dictyoneura_Kosterm."
"1648","Tetracera_masuiana_De_Wild._&_T.Durand"
"1649","Paypayrola_confertiflora_Tul."
"1650","Coccoloba_venosa_L."
"1651","Sarcobatus_vermiculatus_-Hook.-_Torr."
"1652","Corylopsis_veitchiana_Bean"
"1653","Physocarpus_malvaceus_-Greene-_Kuntze"
"1654","Staphylea_bumalda_DC."
"1655","Xylopia_bocatorena_Schery"
"1656","Jacquinia_arborea_Vahl"
"1657","Sideroxylon_stenospermum_-Standl.-_T.D.Penn."
"1658","Anaxagorea_crassipetala_Hemsl."
"1659","Cinnamomum_mairei_H.Lév."
"1660","Myristica_cinnamomea_King"
"1661","Vasconcellea_parviflora_A.DC."
"1662","Bauhinia_penicilliloba_Pierre_ex_Gagnep."
"1663","Goniothalamus_undulatus_Ridl."
"1664","Phoebe_lanceolata_-Nees-_Nees"
"1665","Ilex_chinensis_Sims"
"1666","Kalanchoe_integrifolia_Baker"
"1667","Tetrapterocarpon_geayi_Humbert"
"1668","Rulingia_dasyphylla_-Andrews-_Sweet"
"1669","Alyssum_diffusum_Ten."
"1670","Alnus_acuminata_Kunth"
"1671","Anisoptera_marginata_Korth."
"1672","Saxifraga_caesia_L."
"1673","Cissus_anisophylla_Lombardi"
"1674","Charpentiera_obovata_Gaudich."
"1675","Siphonodon_membranaceus_F.M.Bailey"
"1676","Sambucus_peruviana_Kunth"
"1677","Pterisanthes_cissioides_Blume"
"1678","Rubus_cochinchinensis_Tratt."
"1679","Pittosporopsis_kerrii_Craib"
"1680","Jasminum_mesnyi_Hance"
"1681","Pisonia_subcordata_Sw."
"1682","Arbutus_unedo_L."
"1683","Miconia_calvescens_DC."
"1684","Vitis_mustangensis_Buckley"
"1685","Hydrangea_aspera_Buch.-Ham._ex_D.Don"
"1686","Banksia_canei_J.H.Willis"
"1687","Rourea_glabra_Kunth"
"1688","Maclura_cochinchinensis_-Lour.-_Corner"
"1689","Deutzia_parviflora_Bunge"
"1690","Protea_acaulos_-L.-_Reichard"
"1691","Artemisia_waltonii_J.R.Drumm._ex_Pamp."
"1692","Parthenocissus_tricuspidata_-Siebold_&_Zucc.-_Planch."
