"","df","logLik","AICc","delta","weight"
"1+4+6+7+8+9+10",10,-1856.86530037308,3733.87054985558,0,0.254334057873881
"1+4+5+6+7+8+9+10",11,-1856.40586630012,3734.97977843091,1.10922857533615,0.146062454929271
"1+2+4+6+7+8+9+10",11,-1856.41584935469,3734.99974454005,1.12919468447353,0.144611559704209
"1+3+4+6+7+8+9+10",11,-1856.5413817227,3735.25080927608,1.38025942050308,0.127551331189691
"4+5+6+7+8+9+10",10,-1857.59273672413,3735.32542255768,1.45487270210106,0.122880487950774
"1+2+4+5+6+7+8+9+10",12,-1855.72941747823,3735.65756107111,1.78701121553286,0.104078246206919
"2+4+5+6+7+8+9+10",11,-1856.7799233688,3735.72789256828,1.85734271270167,0.100481862145256
