"","(Intercept)","ai","bio_2","bio_3","bio_5","deciduousnessevergreen","wind","alt","bio_19","srad","bio_18"
"full",1.95417708601784,4.01766854525297e-05,-0.132706973796126,0.0108679132405798,0.053285226475348,-0.469640067913998,-0.168548587708689,5.58794864524895e-05,-6.38910202595434e-05,-1.97885575238361e-06,1.24698181793723e-05
"subset",1.95417708601784,4.01766854525297e-05,-0.132706973796126,0.0108679132405798,0.053285226475348,-0.469640067913998,-0.168548587708689,0.000122157000705341,-0.000209608312511613,-1.84449270098347e-05,0.000117366956503569
