"","(Intercept)","bio_1","bio_12","bio_4","lat","srad","ai","wind","bio_15"
"full",-0.152018281527806,-0.253078747022909,-0.0935326203980323,-0.217682856106999,0.119899504408121,0.148406493301854,-0.036456313566755,0.00229630527598742,0.000702592957609686
"subset",-0.152018281527806,-0.253078747022909,-0.122111274935647,-0.217682856106999,0.119899504408121,0.148406493301854,-0.0951982034694704,0.0161577278845502,0.00545586407496978
