"scientificName","gbifID","institutionCode","eventDate","country","license","rightsHolder","filesize","status","error_message"
"Chaetocarpus africanus Pax","1928561823","NY","2008-02-03","Gabon","http://creativecommons.org/publicdomain/zero/1.0/legalcode","The New York Botanical Garden",6383558,"succeeded",NA
"Chaetocarpus africanus Pax","4093697011","NY","2003-02-26","Gabon","http://creativecommons.org/publicdomain/zero/1.0/legalcode","The New York Botanical Garden",2811900,"succeeded",NA
"Chaetocarpus africanus Pax","3855132329","DR","2018-09-26","Angola","http://creativecommons.org/licenses/by/4.0/legalcode",NA,111490,"succeeded",NA
"Chaetocarpus africanus Pax","3855131486","DR","2015-02-19","Angola","http://creativecommons.org/licenses/by/4.0/legalcode",NA,139449,"succeeded",NA
"Chaetocarpus africanus Pax","3855099645","DR","2015-07-22","Angola","http://creativecommons.org/licenses/by/4.0/legalcode",NA,108960,"succeeded",NA
