"scientificName","gbifID","institutionCode","eventDate","country","license","rightsHolder","filesize","status","error_message"
"Bruguiera sexangula (Lour.) Poir.","2517242623",NA,"2009-07-15","Malaysia","http://creativecommons.org/publicdomain/zero/1.0/legalcode","Naturalis Biodiversity Center",797115,"succeeded",NA
"Bruguiera sexangula (Lour.) Poir.","2517271685",NA,"2008-07-30","Indonesia","http://creativecommons.org/publicdomain/zero/1.0/legalcode","Naturalis Biodiversity Center",974650,"succeeded",NA
"Bruguiera sexangula (Lour.) Poir.","575134307","RBGE","2006-06-24","Thailand","http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,16917,"succeeded",NA
"Bruguiera sexangula (Lour.) Poir.","2515300946",NA,"2006-06-24","Thailand","http://creativecommons.org/publicdomain/zero/1.0/legalcode","Naturalis Biodiversity Center",823002,"succeeded",NA
"Bruguiera sexangula (Lour.) Poir.","1322031256","US","2005-02-11","United States of America","http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,53519068,"succeeded",NA
