"scientificName","gbifID","institutionCode","eventDate","country","license","rightsHolder","filesize","status","error_message"
"Rinorea bullata H.Perrier","2517709527",NA,"2006-10-11","Madagascar","http://creativecommons.org/publicdomain/zero/1.0/legalcode","Naturalis Biodiversity Center",237159,"succeeded",NA
"Rinorea bullata H.Perrier","2517300947",NA,"2006-12-13","Madagascar","http://creativecommons.org/publicdomain/zero/1.0/legalcode","Naturalis Biodiversity Center",247513,"succeeded",NA
"Rinorea bullata H.Perrier","694534610","MNHN","2003-01-03","Madagascar","http://creativecommons.org/licenses/by/4.0/legalcode",NA,5618386,"succeeded",NA
"Rinorea bullata H.Perrier","439119286","MNHN","1951-12-20","Madagascar","http://creativecommons.org/licenses/by/4.0/legalcode",NA,5844317,"succeeded",NA
"Rinorea bullata H.Perrier","1257898959","P","2012-11-13","Madagascar","http://creativecommons.org/licenses/by/4.0/legalcode","Missouri Botanical Garden",86021,"succeeded",NA
