"scientificName","gbifID","institutionCode","eventDate","country","license","rightsHolder","filesize","status","error_message"
"Lophopyxis maingayi Hook.fil.","1928829712","NY","2007-08-14","Palau","http://creativecommons.org/publicdomain/zero/1.0/legalcode","The New York Botanical Garden",2424458,"succeeded",NA
"Lophopyxis maingayi Hook.fil.","4607894518","K","2011-05-18T00:00","Papua New Guinea","http://creativecommons.org/licenses/by/4.0/legalcode",NA,265222,"succeeded",NA
"Lophopyxis maingayi Hook.fil.","2516150272",NA,"1990-12-11","Indonesia","http://creativecommons.org/publicdomain/zero/1.0/legalcode","Naturalis Biodiversity Center",257342,"succeeded",NA
"Lophopyxis maingayi Hook.fil.","2516071571",NA,"1985-12-01","Indonesia","http://creativecommons.org/publicdomain/zero/1.0/legalcode","Naturalis Biodiversity Center",223220,"succeeded",NA
"Lophopyxis maingayi Hook.fil.","3897781303","US","1978-01-14","Palau","http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,67194098,"succeeded",NA
