"specimen","mean_LMA","lat","lon"
"Agonandra_macrocarpa_1847921781",7.31930053411272,10.5,-85.25
"Agonandra_macrocarpa_1847933727",9.26997441462063,10,-84.8333
"Ailanthus_triphysa_1929847815",6.24246485707252,14.508489,120.591756
"Akania_bidwillii_2514252186",5.21332694989211,-28.01667,153.01667
"Akania_bidwillii_2827816055",2.89656386453317,-28.39803,153.28531
"Akebia_quinata_1928903019",7.17844198982577,40.657217,-73.971761
"Akebia_quinata_1929756807",6.31545374001623,40.658228,-73.969906
"Akebia_quinata_1930783539",7.12318157424065,41.405081,-73.934364
"Akebia_quinata_1931280650",11.4355282431169,40.75,-73.83
"Akebia_quinata_4873186700",6.75036948194109,38.478071,-77.780015
"Akebia_trifoliata_1318433568",9.62656253605782,25.761017,110.48375
"Akebia_trifoliata_1455997984",6.76160828546644,24.9726,113.14
"Akebia_trifoliata_4455459307",16.8112642043863,29.6436,-82.3449
"Akebia_trifoliata_4911529191",7.44634279902726,28.991833,107.393472
"Alangium_chinense_1928661415",8.56880482342729,16.19397,107.85297
"Alangium_chinense_1929209071",11.095826984035,40.859707,-73.874887
"Alangium_chinense_2433349785",8.0368151313968,1.580848,99.220788
"Alangium_chinense_3898409686",6.57112877055122,21.19867,94.06669
"Alangium_kurzii_1928754863",8.3836188081277,16.19775,107.86614
"Alangium_kurzii_2461264850",5.00033936807695,16.18583,107.86611
"Alangium_kurzii_2517276828",5.62901128105558,18.53438,98.52009
"Alangium_kurzii_2517320828",4.12655710143951,18.53432,98.52005
"Alangium_kurzii_3059556397",5.30521595856317,20.38694,105.51917
"Alangium_nobile_2514348405",5.50037526609814,-0.98333,116.93333
"Alangium_nobile_2514348406",8.60559075606201,4.405,117.48333
"Alangium_nobile_2515029462",5.25606016343194,2.49833,114.51233
"Alangium_polyosmoides_2437259999",5.83894085608313,-29.6667,152.9167
"Alangium_polyosmoides_3446205402",6.7655470682337,-28.22583,153.12861
"Alangium_polyosmoides_4020505789",6.22149066801368,-17.12111,145.63444
"Alangium_uniloculare_144832514",4.32480658033237,4.30528,114.43444
"Alangium_uniloculare_2514902417",6.17962226781752,3.23333,101.63333
"Alangium_uniloculare_2515372628",4.92285904619706,1.35,103.7833
"Alangium_uniloculare_2516276244",3.41361077607363,0.43333,117.58333
"Alangium_uniloculare_2516643641",9.71113555267041,4.5,114.66667
"Alangium_uniloculare_4101782140",4.69583878721972,1.066667,127.45
"Albertisia_papuana_3898021484",9.48867383956882,-6.597629,106.79957
"Alchorneopsis_floribunda_1928211385",12.8954841161673,-9.59267,-55.25564
"Alchorneopsis_floribunda_1928649507",8.27040266340794,8.6717,-83.5047
"Alchorneopsis_floribunda_1929041319",10.1083974961737,-9.2703,-64.4581
"Alchorneopsis_floribunda_1991444677",5.58686508193012,4.53206,-56.54836
"Alfaroa_guanacastensis_1847940756",4.88174281781857,10.5,-84.5
"Alfaroa_guanacastensis_2397746119",5.76669600890614,11.03,-85.4217
"Allexis_obanensis_1840421120",14.6458708716368,3.016667,10.116667
"Allexis_obanensis_1840421125",10.5773993732597,2.866667,10.016667
"Alloberberis_fremontii_2270463292",9.66543600598894,35.18194,-111.4821
"Alloberberis_nevinii_3503199974",7.22058322940963,38.531568,-121.75925
"Alloxylon_wickhamii_2517261183",7.05346981851039,-17.30444,145.96639
"Alloxylon_wickhamii_4020483521",9.40544491978618,-17.1225,145.63139
"Alniphyllum_fortunei_1928350495",9.14009006711041,16.19619,107.86236
"Alniphyllum_fortunei_1928963813",8.00647596039857,16.19678,107.86175
"Alniphyllum_fortunei_1930630630",7.28433368488354,16.18961,107.885
"Alniphyllum_fortunei_1931159257",6.72692025570059,16.1965,107.85522
"Alniphyllum_fortunei_3969819017",7.15154286812448,16.196194,107.862361
"Alnus_acuminata_4066816990",9.40938152418802,13.81783,-89.63158
"Alnus_acuminata_4066817966",9.7216363676656,13.81897,-89.63097
"Alnus_acuminata_4066819508",7.96299845909225,4.43697,-74.14425
"Alnus_acuminata_4066821983",9.56572828597762,13.83894,-89.62528
"Alnus_alnobetula_1929699459",9.73812470830538,46.14881,-115.50214
"Alnus_alnobetula_1929739211",7.47039197769372,61.034258,-149.120758
"Alnus_alnobetula_1930157187",9.02585702539703,60.877758,-149.558944
"Alnus_alnobetula_1930500767",9.16580010752873,61.310233,-149.578969
"Alnus_alnobetula_1930621615",6.79708263953913,59.770986,-151.832553
"Alnus_firma_1839548228",6.11587751173183,51.035277,3.722777
"Alnus_firma_1839549440",8.12640175153564,50.965,5.408888
"Alnus_firma_2572982193",8.07588049964067,36.583333,137.116667
"Alnus_nepalensis_1929168528",5.44189813702933,21.12308,-156.91692
"Alnus_nepalensis_3898425948",5.71501818552265,27.5,84.58
"Alnus_nepalensis_3898432871",7.62065455950275,27.681033,85.378183
"Alnus_nepalensis_3898433416",5.51003400170594,26.4881,98.8933
"Alnus_pendula_2397733199",13.8766933672059,36.58,137.12
"Alnus_pendula_2572980126",6.74195035022591,36.583333,137.116667
"Alnus_pendula_2572982353",7.4172044132164,36.541929,137.266667
"Alnus_pendula_3320750479",4.85538589763874,36.775,138.941667
"Alnus_pendula_3898420464",10.9717257272588,35.7417,120.12
"Alnus_rhombifolia_2566038610",5.45131261104729,41.631667,-122.730556
"Alnus_rhombifolia_3395990501",10.2833860878302,40.5455,-121.733722
"Alnus_rhombifolia_3503204817",9.31364644725007,33.587077,-117.518435
"Alnus_rhombifolia_4040321377",7.59604281931819,41.378478,-123.42212
"Alnus_rhombifolia_4851207941",7.52464385873564,46.51145,-117.231717
"Alnus_rubra_1927800538",7.21698924418582,49.21386,-124.17622
"Alnus_rubra_1928086173",13.1105463955204,43.87489,-122.69864
"Alnus_rubra_1930170827",4.24098928445217,46.22814,-115.44572
"Alnus_rubra_1930300475",8.44331085510328,43.82483,-122.62025
"Alseodaphnopsis_petiolaris_1930697191",2.00465402970007,26.364989,97.698192
"Alseuosmia_quercifolia_4060348398",12.4528458853829,-35.238833,173.627833
"Alseuosmia_quercifolia_4520717508",7.30135421395472,-35.17158,173.2722
"Alseuosmia_quercifolia_4520733823",6.08998348037122,-36.3716648,174.8484487
"Alseuosmia_quercifolia_4520831598",4.80749976045859,-36.16344,174.5344
"Alseuosmia_quercifolia_4520876529",8.39391130600128,-36.2517,174.601
"Alsomitra_macrocarpa_1999145228",5.11248821595981,-6.733333,146.733333
"Alsomitra_macrocarpa_2572983063",4.03990525354022,6.989444,125.269722
"Alsomitra_macrocarpa_2572983769",3.93433915044809,9.307,123.3074
"Alvaradoa_arborescens_1929537680",6.93927908750959,20.441815,-75.738379
"Alvaradoa_arborescens_1931009248",51.4008589525799,20.1967,-74.4547
"Alvaradoa_haitiensis_1929770547",6.44050467601477,19.72,-73.35
"Alzatea_verticillata_1928464004",1.48578488703638,8.8,-82.2
"Alzatea_verticillata_1944822915",4.63277155851028,-5.664389,-76.839
"Alzatea_verticillata_3762895767",8.36598272274731,-13.07042,-71.55591
"Alzatea_verticillata_4920337155",3.12245575375874,5.820083,-74.263278
"Amborella_trichopoda_1455735631",6.87775832499404,-21.1675,165.31583
"Amborella_trichopoda_1802475625",5.9571441155557,-20.85278,165.01167
"Amborella_trichopoda_1807475614",7.34835835185295,-21.61056,165.81056
"Amborella_trichopoda_4130425313",7.69811876590255,-21.17913,165.30183
"Amborella_trichopoda_4455462301",3.80824953612493,29.6436,-82.3449
"Ampelocissus_acapulcensis_1228420537",11.451593101564,16.5,-92.5
"Ampelocissus_africana_1840348261",10.2607502541624,7.883333,-1.783333
"Ampelocissus_africana_1840448648",2.4158415640872,10.933333,3.7
"Ampelocissus_africana_439205650",12.2293121468607,15.53333,-11.94194
"Ampelocissus_barbata_2514356874",10.60578786554,12.913,92.89815
"Ampelocissus_elegans_437204692",5.75781157229866,5.83333,101.83333
"Ampelocissus_erdvendbergiana_2397745430",4.86059643430675,16.7189,-93.5179
"Ampelocissus_thyrsiflora_2514343899",6.76994189325746,1.50767,99.05883
"Ampelocissus_thyrsiflora_2516352761",8.55563976156227,1.50222,99.05167
"Ampelocissus_thyrsiflora_2516871908",6.476589306192,-1.21667,110.1
"Ampelocissus_thyrsiflora_4020488302",6.4769379679202,19.44,101.83
"Ampelocissus_thyrsiflora_912466337",8.0370777172052,-2.131111,103.373611
"Ampelopsis_cordata_1928056280",17.685237058802,36.975542,-89.146328
"Ampelopsis_cordata_1929382971",12.0039576214499,33.4485,-97.38347
"Ampelopsis_cordata_1929938617",7.83425760381068,38.61658,-90.2655
"Ampelopsis_cordata_1930355607",5.58284220735313,39.8603,-91.4536
"Ampelopsis_cordata_1949830285",11.5510442294995,40.2564,-91.5342
"Ampelopsis_denudata_1320714019",8.51099494904673,16.75,-92.83
"Ampelopsis_glandulosa_1928297622",4.22108288119512,41.749983,-72.711036
"Ampelopsis_glandulosa_1928399408",9.79094345977398,41.11575,-73.78997
"Ampelopsis_glandulosa_1930718502",13.0182475453109,41.710289,-73.938028
"Ampelopsis_glandulosa_1930861377",8.8088657358069,40.766672,-73.975367
"Ampelopsis_glandulosa_4850931309",10.4511453973774,35.735889,-77.928171
"Ampelozizyphus_amazonicus_1928151208",3.40298261877872,-2.88,-59.97
"Ampelozizyphus_amazonicus_1929145937",7.51803392527963,-2.434182,-59.904816
"Amphorogyne_celastroides_439243249",5.7663788220148,-20.90694,165.02583
"Amphorogyne_celastroides_667607349",6.08037591577199,-21.75,166
"Amphorogyne_celastroides_667607463",3.14869503375396,-22.03333,166.46667
"Amphorogyne_celastroides_694290104",6.10751305413756,-21.88083,166.40611
"Anacolosa_griffithii_2513956596",8.07926190067908,12.34494,102.4536
"Anacolosa_griffithii_2513957580",6.53165909431462,6.61076,99.65159
"Anacolosa_griffithii_2513957792",8.16149253891587,8,98.5
"Anacolosa_griffithii_2513959402",5.82676793670947,14.41801,101.86113
"Anacolosa_griffithii_2513959408",11.3070353422668,8.53333,98.66667
"Anacolosa_papuana_2517269303",4.43143683738354,-5.80765,142.30807
"Anacolosa_papuana_4020504400",8.92694075750835,-12.96972,143.33194
"Anacolosa_papuana_4029534481",2.48978538673704,-7.73,146.4917
"Anaxagorea_acuminata_1929743750",3.76192675069671,-4.60153,-56.4283
"Anaxagorea_acuminata_1930530364",4.8199343767044,-3.12,-46.08
"Anaxagorea_acuminata_1931340735",8.49731974088224,-4.61175,-56.40789
"Anaxagorea_allenii_1228515087",4.07927185713241,5.57,-77.52
"Anaxagorea_allenii_1838431104",3.04287322174414,9.31667,-78.9167
"Anaxagorea_allenii_2515268186",4.76451910946984,9.33333,-78.96667
"Anaxagorea_allenii_2515379562",3.30655421092872,9.33333,-79.76667
"Anaxagorea_allenii_3962865136",5.40692383216865,6,-77
"Anaxagorea_borneensis_2592285002",3.56561519386752,4.97,118.17
"Anaxagorea_brachycarpa_1929950128",6.03407228065247,0.183333,-66.85
"Anaxagorea_brachycarpa_1930377819",11.4568066439983,-7.7636,-72.7494
"Anaxagorea_brevipedicellata_1456425430",6.21423993899124,3.26,-53.59
"Anaxagorea_brevipedicellata_1930479524",3.25156617398923,-0.695136,-56.814959
"Anaxagorea_brevipedicellata_2515178550",2.64908529910124,2.86667,-53.01667
"Anaxagorea_brevipedicellata_2515296672",2.99590755980031,3.18333,-53.48333
"Anaxagorea_brevipes_1929122746",7.0515886888535,-10.07,-67.62
"Anaxagorea_brevipes_1929628031",4.56156449660168,-9.3258,-69.33525
"Anaxagorea_brevipes_1930475891",5.30884792112247,-7.954947,-69.944581
"Anaxagorea_crassipetala_1228294045",3.80480446876434,10.5,-84
"Anaxagorea_crassipetala_1228334454",4.32862399227305,-11.849152,-70.639074
"Anaxagorea_crassipetala_1936678518",3.65080982732399,10.3333,-84.0667
"Anaxagorea_crassipetala_2592218752",3.1119229108101,8.8289,-80.6744
"Anaxagorea_dolichocarpa_1927845052",5.19361757039941,-7.0833,-35.2806
"Anaxagorea_dolichocarpa_1928277040",6.49417911767546,-9.2589,-36.43
"Anaxagorea_dolichocarpa_1929207442",10.4173054789456,-9.59447,-55.25458
"Anaxagorea_dolichocarpa_1929863665",6.62668832135777,-9.643464,-55.175633
"Anaxagorea_dolichocarpa_1931312568",5.21794947019526,-9.244317,-36.43575
"Anaxagorea_guatemalensis_1228440098",4.63194707222195,17,-96.5
"Anaxagorea_guatemalensis_2517079461",4.74850823275716,15.5,-87.43333
"Anaxagorea_guatemalensis_2517300443",3.87734736648879,17.06194,-94.76806
"Anaxagorea_guatemalensis_2592234261",4.58430709767718,16.3972,-89.0933
"Anaxagorea_guatemalensis_3400991380",2.7212911011275,16.37633,-89.11833
"Anaxagorea_guatemalensis_3416611459",3.33226181430086,15.41447,-89.215708
"Anaxagorea_javanica_2516673816",5.57432281120042,5.02183,117.74983
"Anaxagorea_javanica_2517014519",2.10423231946394,3.23333,101.63333
"Anaxagorea_javanica_2517042534",9.19676718855038,5.85278,100.91194
"Anaxagorea_javanica_2640596283",3.11159317351748,-1.03,100.4
"Anaxagorea_javanica_2640596308",4.98779240531719,-0.39,102.44
"Anaxagorea_javanica_4907330525",3.74692052998837,-1.18419,110.11425
"Anaxagorea_manausensis_1228633312",3.67967338215445,-4,-75
"Anaxagorea_manausensis_1423905609",4.64135288418951,-9.163333,-64.620278
"Anaxagorea_manausensis_1929657697",4.97644787697008,-2.883333,-59.966667
"Anaxagorea_manausensis_1930912309",8.30328786188956,-2.9519,-59.9292
"Anaxagorea_manausensis_2235847268",4.46008923995285,-2.88,-59.97
"Anaxagorea_pachypetala_1228320610",4.45931295573232,-8.1522,-74.2581
"Anaxagorea_pachypetala_1228340780",4.44227875400001,-7,-76.8333
"Anaxagorea_pachypetala_2514979010",6.03826164905783,-10.16639,-75.26806
"Anaxagorea_pachypetala_2515185599",4.55556679309306,-8.15361,-74.26333
"Anaxagorea_pachypetala_2517569514",4.54205783138929,-3.03639,-77.91056
"Anaxagorea_petiolata_1928842777",5.81507827586518,2.783333,-63.6
"Anaxagorea_petiolata_1929337675",6.17512627355915,1.533333,-62.8
"Anaxagorea_petiolata_1929640647",6.72069690955197,4.05,-64.37
"Anaxagorea_petiolata_1930358224",6.30004130039383,-7.4458,-65.3019
"Anaxagorea_petiolata_1930641429",7.03695342930368,4.05,-64.366667
"Anaxagorea_phaeocarpa_1928609282",5.95924598535052,0.480139,-70.415278
"Anaxagorea_phaeocarpa_1928793402",2.8915285406105,-3.5608,-55.28189
"Anaxagorea_phaeocarpa_1930427671",4.15141465151703,-9.1633,-64.6203
"Anaxagorea_prinoides_1845613478",4.74040530686237,1.203889,-52.391389
"Anaxagorea_prinoides_1927854107",7.29979510702467,-3.7695106,-49.6730661
"Anaxagorea_prinoides_1929424589",5.32370161274704,-3.88,-46.18
"Anaxagorea_prinoides_1930314215",6.65610074491963,-3.756433,-49.55423
"Anaxagorea_prinoides_1930314266",7.07877100580645,-1.639205,-46.795037
"Anaxagorea_rheophytica_1228263336",7.33355005789796,3.8811,-72.8667
"Anaxagorea_rheophytica_1456137916",6.80393744244917,0.83,-66.08
"Anaxagorea_rheophytica_1928237411",7.99661228764076,0.83,-66.12
"Anaxagorea_rheophytica_2514036242",35.9270963448751,0.83333,-66.13333
"Anaxagorea_rheophytica_2515256290",10.4710618776992,0.83333,-66.11667
"Anaxagorea_silvatica_1228373426",6.44221410880744,-18,-44
"Anaxagorea_silvatica_1586074982",4.92654548841311,-20.8,-42.183333
"Anaxagorea_silvatica_1930462338",5.98429114554289,-19.92,-40.58
"Anaxagorea_silvatica_2515071417",5.00971944223899,-18.89222,-40.73
"Anaxagorea_silvatica_2516929874",4.89174867574706,-19.91667,-40.58333
"Ancistrocladus_guineensis_2515825078",1.43349408769438,-1.21667,10.86667
"Ancistrocladus_guineensis_2516003261",6.5778600418665,-1.23533,10.949
"Ancistrocladus_guineensis_2516278882",4.79135960524426,4.97944,8.92111
"Ancistrocladus_likoko_1839426173",5.1949740301489,1.166667,24.391666
"Ancistrocladus_likoko_1839426375",6.20060844272753,1.183333,23.766667
"Ancistrocladus_robertsoniorum_1322302460",10.7418644904422,-4.4,39.4667
"Ancistrocladus_robertsoniorum_912287914",3.38809715529171,-4.416667,39.466667
"Anisophyllea_disticha_1931013976",5.26568451186967,-0.8,102.52
"Anisophyllea_disticha_1931291329",3.46103613483655,-1.22,110.1
"Anisophyllea_fallax_2235748595",4.52385354680773,-15.5,49.97
"Anisophyllea_fallax_2235802821",3.5285129547162,-15.5,49.77
"Anisophyllea_fallax_2243164813",5.02977577188046,-15.5,49.766667
"Anisophyllea_fallax_3762896611",5.81075445577757,-17.93115,49.20343
"Anisophyllea_sororia_1840256519",3.31089676734516,5.016667,8.783333
"Anisophyllea_sororia_1840256544",2.56003456372518,-0.516667,9.583333
"Anisophyllea_sororia_4066453456",3.44034946083508,4.04,9.7
"Anisophyllea_sororia_4876268160",3.73882578233892,4.916667,9.066667
"Anisophyllea_sororia_730892005",6.94618118704041,-0.51667,9.58333
"Anneslea_fragrans_1319818412",9.04697129079835,26.5419,110.58
"Anneslea_fragrans_1322752295",11.9984794333362,21.3367,93.7722
"Anneslea_fragrans_1988071840",10.8674164271884,24.3406,100.818167
"Anneslea_fragrans_2004956676",7.71368696616973,18.51667,98.53333
"Anneslea_fragrans_437487255",6.41215549679814,11.15,104.23333
"Annickia_letestui_438826172",3.49426206871997,0.15,11.88333
"Annona_deminuta_1228147636",3.34677081248673,-10.07,-71.1
"Annona_deminuta_1228517999",4.0926481544703,-4,-75
"Annona_deminuta_1322619767",3.90187881267191,-11.7856,-72.6992
"Annona_deminuta_1424484765",5.49666596105446,-9.713889,-68.096111
"Annona_deminuta_3126842303",6.17308287579103,-9.721667,-68.729444
"Anthodiscus_amazonicus_1228536900",4.73329885044039,-10.5,-75.25
"Anthodiscus_amazonicus_1717043057",8.5181233561246,-10.1667,-74.8333
"Anthodiscus_amazonicus_4073279302",5.72171513953795,-6.716667,-66.783333
"Anthodiscus_amazonicus_694393749",4.73617696519582,-6.71667,-66.78333
"Anthoshorea_bracteolata_2514363389",5.85816551909815,-0.85884,112.22151
"Anthoshorea_bracteolata_2514409386",2.09958769405504,1.01667,116.81667
"Anthoshorea_bracteolata_2516172077",8.01726867964424,2,117
"Anthoshorea_bracteolata_2516379229",6.47972417658432,4.8,115.03333
"Anthoshorea_bracteolata_2517051415",9.90981824218583,3.66028,115.28194
"Antiaris_toxicaria_1839844022",3.31875090660171,0.766667,24.45
"Antiaris_toxicaria_1931224147",7.1149318149183,22.17,-159.75
"Antiaris_toxicaria_4876414735",8.22284152799815,-18.58722,44.19889
"Antigonon_leptopus_1928149802",10.2324215980715,28.1055,-82.45669
"Antigonon_leptopus_1929078999",7.77277204984535,18.2433,-65.7283
"Antigonon_leptopus_1930208384",8.12811756579476,28.09317,-81.73119
"Antigonon_leptopus_1931188113",5.66166510323347,-12.85217,-72.74869
"Aosa_rupestris_1928725793",14.0369943911918,-12.45,-41.45
"Aosa_rupestris_2447666832",18.5334769283622,-8.3975,-3.6425
"Apeiba_glabra_1928652643",8.10623011187858,1.35,-53.25
"Apeiba_glabra_1928935236",6.84144429070788,1.05,-52.07
"Apeiba_glabra_1929556610",8.57703799395084,0.53,-51.87
"Apeiba_glabra_1929754177",5.68425262380831,-1.833333,-59.483333
"Apeiba_glabra_1930608003",7.04779900192422,-1.2,-46.1167
"Aphananthe_cuspidata_3762954068",8.43986611007403,18.3905,109.128
"Aphananthe_cuspidata_3991082944",6.03853683806533,18.390535,109.127742
"Aphananthe_cuspidata_3991107927",6.64092132407679,19.232708,109.851257
"Aphananthe_cuspidata_4072864611",9.44769686834083,38.666667,-90.75
"Aphananthe_philippinensis_2265600213",4.80043462620634,-5.25,145.266667
"Aphananthe_philippinensis_2513873632",5.20986789913226,14.2025,120.46889
"Aphananthe_philippinensis_2517007017",5.24542849467371,18.45,120.85
"Aphananthe_philippinensis_2517242809",7.48469892898467,14.7,120.68333
"Aphananthe_philippinensis_2575488679",4.59630487289363,-27.992222,153.34
"Aphananthe_philippinensis_4513495756",4.85879767613098,14.7,120.683333
"Aphanopetalum_resinosum_1091221491",5.64915006025465,-39.923187,175.029836
"Aphanopetalum_resinosum_2514131290",7.57580135836898,-33.28333,150.58333
"Aphanopetalum_resinosum_2575488403",4.33064627711242,-27.47361,152.95
"Aphanopetalum_resinosum_2575488694",5.37777916814227,-30.115833,153.154167
"Aphanopetalum_resinosum_2575488904",5.6811474964684,-28.193056,153.190833
"Aphanopetalum_resinosum_4519400214",7.12389134752206,-33.8,151.066667
"Aphanopetalum_resinosum_4912052799",5.52027063025033,-27.91202,153.1875
"Aphloia_theiformis_2312218699",6.1211529676766,-13.77028,48.1025
"Aphloia_theiformis_2312218753",6.77187091528714,-24.86111,47.12417
"Aphloia_theiformis_2312218794",8.09727564624706,-19.15639,48.58444
"Aphloia_theiformis_2312218842",4.57514970120254,-21.25472,47.43917
"Aphloia_theiformis_2312218845",7.36247070936005,-12.56667,49.13333
