"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs.type","recordedByIDs.value","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","recordedByIDs","coordinateUncertaintyInMeters","identifiedByIDs.type","identifiedByIDs.value","occurrenceRemarks","informationWithheld","identificationRemarks","gadm","distanceFromCentroidInMeters","projectId","individualCount","elevation","elevationAccuracy","institutionKey","preparations","recordNumber","nomenclaturalCode","institutionID","ownerInstitutionCode","networkKeys","gadm.level0.gid","gadm.level0.name","collectionKey","fieldNumber","otherCatalogNumbers","habitat","http...unknown.org.recordID","associatedTaxa","locality","county","taxonRemarks","locationID","rights","higherClassification","collectionID","reproductiveCondition","georeferenceRemarks","http...unknown.org.recordEnteredBy","disposition","previousIdentifications","language","type","higherGeography","municipality","islandGroup","island","lifeStage","dynamicProperties","verbatimElevation","locationRemarks","eventRemarks","associatedOccurrences","nomenclaturalStatus","bibliographicCitation","organismID","accessRights","georeferencedDate","georeferenceSources","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","media_url"
"2270673404","Eugenia foetida Pers.",18.3167,-71.5667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.853+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Independencia",1987,1,24,"1987-01-24",24,24,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.853+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762613","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"762613","none","none",FALSE,NA,"T. Zanoni; W.R. Buck, R. Harris.","Andrew Salywon,  Sept/2001.","WGS84","Magnoliopsida","DO",NA,NA,"none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762613",NA,NA,NA,"Plants","2270673404","7734bd70-d02a-499b-ba2c-8a64e6f56846","47823","ASU0010028","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"4m de alto, esteril, madera dura recortada del tallo principal.",NA,NA,NA,NA,NA,NA,950,50,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"37825",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"191165","Bosque seco sobre roca calcarea, poco suelo, casi limite del pinar.","7734bd70-d02a-499b-ba2c-8a64e6f56846","ecologicallyOccursWith: Junipertus","Sierra de Bahoruco. Aproximadamente 9km por le camino al 'S' de Puerto Escondido, en el camino a las casetas (no.1 y no.2 de Foresta) y Aceitillar.",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","sterile",NA,"marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0010/ASU0010028_lg.jpg"
"1930741781","Eugenia foetida Pers.",18,-66.83,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:34.727+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC","1989-01-01T00:00:00","NORTH_AMERICA",NA,1987,1,6,"1987-01-06",6,6,NA,"2024-07-21T05:14:34.727+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1219165","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"d26d104a-5d6d-491b-b0c8-bceab8878de8","none","none",FALSE,"Vascular plants","B. M. Boom","L. R. Landrum","WGS84","Magnoliopsida","PR",NA,NA,"none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","d26d104a-5d6d-491b-b0c8-bceab8878de8",NA,"06 Jan 1987",NA,"NY","1930741781","d26d104a-5d6d-491b-b0c8-bceab8878de8",NA,"01053771","NY",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","sheet","6966","ICN","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,"Dry forest.",NA,NA,"Guánica Forest, near main ranger station. Near sea level.",NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/253/562/v-247-01053771.jpg"
"2270674751","Eugenia foetida Pers.",19.3,-70.7833,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.670+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Santiago",1987,4,22,"1987-04-22",112,112,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.670+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762614","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"762614","none","none",FALSE,NA,"R. Garcia; J. Pimentel.",NA,"WGS84","Magnoliopsida","DO",NA,NA,"none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762614",NA,NA,NA,"Plants","2270674751","fb8362aa-6b5b-4d65-9537-21d0b8a12c45","47823","ASU0010029","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"Arbolito de 4m de alto, fruto verde.",NA,NA,NA,NA,NA,NA,485,35,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"2060",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"221344","Area de bosque secundario.","fb8362aa-6b5b-4d65-9537-21d0b8a12c45","ecologicallyOccursWith: Polygala panaea|ecologicallyOccursWith: Maytenus","Cordillera Central.","Janico",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","fruit",NA,"marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0010/ASU0010029_lg.jpg"
"2430150047","Eugenia foetida Pers.",27.36016,-82.611082,"cdc,inmafu","9781ce05-2379-4a10-ab3b-c91346510df8","55807027-6d78-46bd-b2cb-301295ee35aa","cb27a4ab-3360-4cf5-b5de-48a06a9c47ae","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T15:23:49.790+00:00","2024-08-01T15:51:04.211+00:00",259,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Florida",1987,5,13,"1987-05-13",133,133,"2023-04-12T00:18:41.000+00:00","2024-08-01T15:51:04.211+00:00","https://cch2.org/portal/collections/individual/index.php?occid=1121843","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"1121843","none","none",FALSE,NA,"Robert F. Thorne",NA,"WGS84","Magnoliopsida","US",NA,NA,"none","NORTH_AMERICA","United States of America","NORTH_AMERICA",NA,"1121843",NA,"13 May 1987",NA,"RSA","2430150047","c2c3ab86-2cd2-4975-a60f-31dc32a46789","18512","RSA0126489","RSA",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"Sterile shrub.",NA,NA,"none",NA,NA,NA,NA,NA,"f0478ac0-217e-47a7-b264-24e59dcf19cc","herbarium sheet","62958",NA,NA,NA,NA,NA,NA,"a4814c88-fc5d-4f61-a896-5f342c9c2654",NA,"RSA accession: 865737","Partly cleared coastal hammock.","80a71354-773a-49ba-9463-b43685181a8e",NA,"S. half of Longboat Key.","Sarasota",NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Myrtales|Myrtaceae|Eugenia","3818e1d3-b6a4-11e8-b408-001a64db2964","sterile","Located Longboat Key. Measured the length of Longboat Key, which was approx. 9.9 mi long. Measured from the southern end to a point 2.48 mi away and located what appeared to a vegetated area to determine coordinates. Error radius encompasses the entire so","Jessica Wong; cataloged date: 2018-03-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEOLocate","Jessica Wong; georef date: 2018-03-28",NA,NA,"https://cch2.org/imglib/cch2/RSA_VascularPlants/RSA0126/RSA0126489_lg.jpg"
"2430167998","Eugenia foetida Pers.",27.57948,-82.580375,"cdc,inmafu","9781ce05-2379-4a10-ab3b-c91346510df8","55807027-6d78-46bd-b2cb-301295ee35aa","cb27a4ab-3360-4cf5-b5de-48a06a9c47ae","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T15:23:49.790+00:00","2024-08-01T15:51:08.816+00:00",259,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Florida",1987,5,15,"1987-05-15",135,135,"2023-04-12T00:18:41.000+00:00","2024-08-01T15:51:08.816+00:00","https://cch2.org/portal/collections/individual/index.php?occid=1140328","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"1140328","none","none",FALSE,NA,"Robert F. Thorne; Barbara Thorne Fredericks",NA,"WGS84","Magnoliopsida","US",NA,NA,"none","NORTH_AMERICA","United States of America","NORTH_AMERICA",NA,"1140328",NA,"May 15, 1987",NA,"RSA","2430167998","cb85db41-9bb4-4717-a817-c0166fd12596","18512","RSA0126500","RSA",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"Sterile shrub on mound.",NA,NA,NA,NA,NA,NA,NA,NA,"f0478ac0-217e-47a7-b264-24e59dcf19cc","herbarium sheet","62967",NA,NA,NA,NA,NA,NA,"a4814c88-fc5d-4f61-a896-5f342c9c2654",NA,"RSA accession: 865726","Hammock on Terra Ceia Indian shell-mound.","8254cdab-383e-445d-a9ca-7b671c52897b",NA,"Terra Ceia Key, Tampa Bay.","Manatee",NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Myrtales|Myrtaceae|Eugenia","3818e1d3-b6a4-11e8-b408-001a64db2964",NA,"Input locality string, ""Terra Ceia Key"". Found coordinates for Terra Ceia, Florida. Error radius encompasses the bay, Terra Ceia Aquatic Preserve, and Terra Ceia Preserve State Park.","Jessica Wong; cataloged date: 2018-03-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEOLocate","Jessica Wong; georef date: 2018-03-28",NA,NA,"https://cch2.org/imglib/cch2/RSA_VascularPlants/RSA0126/RSA0126500_lg.jpg"
"2270677159","Eugenia foetida Pers.",19.5,-71.2667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.747+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Santiago Rodriguez",1987,6,9,"1987-06-09",160,160,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.747+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762615","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"762615","none","none",FALSE,NA,"R. Garcia; J. Pimentel",NA,"WGS84","Magnoliopsida","DO",NA,NA,"none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762615",NA,NA,NA,"Plants","2270677159","463f9a62-e129-409a-a2d9-a79c822eb6ae","47823","ASU0010010","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"Arbusto de 2.5m de alto, botones florales verdes.",NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"2195",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"225696","Bosque seco.","463f9a62-e129-409a-a2d9-a79c822eb6ae","ecologicallyOccursWith: Exostema|ecologicallyOccursWith: Senna|ecologicallyOccursWith: Amyris","Aproximadamente 23km al E de la ciudad de Santiago Rodriguez, en un lugar llamado Los Caimonies (no figura en el mapa), sobre una loma en el ladoN de la carretera hacia Mao.",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","flowers",NA,"marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0010/ASU0010010_lg.jpg"
"2270674635","Eugenia foetida Pers.",19.5833,-70.7833,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.754+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Santiago",1987,6,26,"1987-06-26",177,177,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.754+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762658","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"762658","none","none",FALSE,NA,"T. Zanoni; J. Pimentel.",NA,"WGS84","Magnoliopsida","DO",NA,NA,"none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762658",NA,NA,NA,"Plants","2270674635","dc2a8198-94a4-4466-ac71-774f4c96740d","47823","ASU0010047","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"3m, flores en boton.",NA,NA,NA,NA,NA,NA,550,50,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"39679",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"198170","Campos abiertos con bosque secundario y seco, en la ladera sur-occidental de la loma Diego de Ocampo.","dc2a8198-94a4-4466-ac71-774f4c96740d",NA,"Base de Cordillera Septentrional. EN el camino detras (N) de Palmar Abajo (de Villa Gonzalez).",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","flowers",NA,"marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0010/ASU0010047_lg.jpg"
"2270672202","Eugenia foetida Pers.",18.6167,-71.7667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.673+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Independencia",1987,7,16,"1987-07-16",197,197,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.673+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762650","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"762650","none","none",TRUE,NA,"T. Zanoni; M. Mejia, R. Garcia",NA,"WGS84","Magnoliopsida","DO",NA,NA,"none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762650",NA,NA,NA,"Plants","2270672202","4746e355-e25d-4ce8-8977-552aaee5f7ec","47823","ASU0010048","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"In 5 athers seen, each had 0-1 anther seen.; Arbusto 2.5m; fruto muy nuevo y no maduro.",NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"40119",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"176982","Bosque algo seco.","4746e355-e25d-4ce8-8977-552aaee5f7ec",NA,"Sierra de Neiba: En la ladera de la Canada de Maniel, entre Los Pinos de Eden y Angel Felix.",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","fruit",NA,"marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0010/ASU0010048_lg.jpg"
"2270673013","Eugenia foetida Pers.",18.5167,-70.5,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.590+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Peravia",1987,12,11,"1987-12-11",345,345,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.590+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762627","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"762627","none","none",FALSE,NA,"J. Pimentel; F. Jimenez",NA,"WGS84","Magnoliopsida","DO",NA,NA,"none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762627",NA,NA,NA,"Plants","2270673013","407c05c6-6fb2-4725-aa63-0c5ee2c1bdf8","47823","ASU0010011","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"Arbusto de 2m de alto; fruto verde.",NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"914",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"225697",NA,"407c05c6-6fb2-4725-aa63-0c5ee2c1bdf8","ecologicallyOccursWith: Coccoloba diversifolia|ecologicallyOccursWith: Pitcairnia","Cordillera Central: Aproximadamente 8km al N de San Jose de Ocoa a orillas de un arroyo al O del poblado El Canal.","El Canal",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","fruit",NA,"marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0010/ASU0010011_lg.jpg"
"1928823887","Eugenia foetida Pers.",19.08,-70.58,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:52.575+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","La Vega",1986,5,21,"1986-05-21",141,141,NA,"2024-07-21T05:13:52.575+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1680001","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"4aab6d0d-1e22-47d7-8ef8-8ff18111dca9","none","none",FALSE,"Vascular plants","T. A. Zanoni",NA,"WGS84","Magnoliopsida","DO",NA,NA,"none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","The New York Botanical Garden","4aab6d0d-1e22-47d7-8ef8-8ff18111dca9",NA,"21 May 1986",NA,"NY","1928823887","4aab6d0d-1e22-47d7-8ef8-8ff18111dca9",NA,"1435878","NY",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","sheet","36394","ICN","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,NA,NA,"Cordillera Central: ladera del N de loma de La Sal, frente al valle de Jarabacoa.",NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,NA,NA,NA,"2297-4593 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/478/151/v-247-01435878.jpg"
"2270672893","Eugenia foetida Pers.",18.275,-69.6333,"gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.855+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,NA,"Distrito Nacional",1986,6,15,"1986-06-15",166,166,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.855+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762640","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"762640","none","none",FALSE,NA,"J. Pimentel; R. Garcia",NA,"WGS84","Magnoliopsida","DO",NA,NA,"none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762640",NA,NA,NA,"Plants","2270672893","a596499e-0505-4354-9b4f-00988cf64969","47823","ASU0010012","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"Arbusto de 3m de alto, botones verdes.",NA,NA,"none",NA,NA,NA,5,5,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"584",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"225698","EN la costa, suelo de rocas calizas.","a596499e-0505-4354-9b4f-00988cf64969",NA,"1km al SO de Andres Boca Chica.",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","flowers",NA,"marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0010/ASU0010012_lg.jpg"
