"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","identificationRemarks","sex","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","gadm","informationWithheld","projectId","individualCount","elevation","elevationAccuracy","networkKeys","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","county","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","collectionID","media_url"
"4420558911","Luma apiculata (DC.) Burret",-42.482,-72.344379,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:15.675+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5420309,6,7707728,220,690,5014,3187179,5420309,5420309,"Luma apiculata (DC.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Luma","Luma apiculata","Luma","apiculata","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Los Lagos",2022,2,17,"2022-02-17",48,48,NA,"2024-07-30T17:32:15.675+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"https://data.rbge.org.uk/herb/E01080651","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E01080651",NA,"17th February 2022",NA,"E","4420558911","https://data.rbge.org.uk/herb/E01080651",NA,"E01080651","RBGE",NA,NA,NA,"Luma apiculata (DC.) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","196","Mosaico de bosque adulto abierto con parches degradados.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","CHILE. Región de Los Lagos. Provincia de Palena. Comuna de Hualaihué. Vodudahue.","Palena","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","1237974","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","https://iiif.rbge.org.uk/herb/iiif/E01080651/manifest"
