"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","informationWithheld","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","occurrenceRemarks","http...unknown.org.captive","identificationID","name","distanceFromCentroidInMeters","identifiedByIDs.type","identifiedByIDs.value","projectId","individualCount","elevation","elevationAccuracy","recordedByIDs.type","recordedByIDs.value","institutionKey","collectionKey","recordNumber","habitat","http...unknown.org.recordID","locality","county","disposition","rights","http...unknown.org.recordEnteredBy","verbatimElevation","higherClassification","collectionID","gadm","preparations","institutionID","nomenclaturalCode","ownerInstitutionCode","reproductiveCondition","nomenclaturalStatus","fieldNumber","type","bibliographicCitation","identificationRemarks","otherCatalogNumbers","locationRemarks","previousIdentifications","networkKeys","municipality","fieldNotes","higherGeography","island","dynamicProperties","georeferencedBy","georeferenceVerificationStatus","identificationQualifier","georeferenceSources","associatedTaxa","associatedOccurrences","georeferenceProtocol","organismID","locationID","accessRights","language","georeferencedDate","georeferenceRemarks","typeStatus","typifiedName","datasetID","media_url","license"
"3120772391","Psidium friedrichsthalianum (O.Berg) Nied.",33.3286,-111.96141,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:22.922+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC",NA,30,"NORTH_AMERICA","Arizona",2020,7,6,"2020-07-06",188,188,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:22.922+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=27849949",FALSE,"27849949","none","none",FALSE,NA,"L. R. Landrum",NA,"WGS84","Magnoliopsida","US","none","none","NORTH_AMERICA","United States of America","NORTH_AMERICA",NA,"27849949",NA,NA,NA,NA,"Plants","3120772391","e907941a-ae36-4995-a425-2b87e0eeecbe","34288","ASU0310759","ASU",NA,NA,NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,366,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","12321","Tree ca. 2.3 m high.","e907941a-ae36-4995-a425-2b87e0eeecbe","Tempe, 9308 S. Margo Dr., NE corner of front yard.","Maricopa","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Landrum","1200 ft","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/ASU0310/ASU0310759_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"4032157434","Psidium friedrichsthalianum (O.Berg) Nied.",12.524195,-84.681861,"cdround,gass84,osiic,colmano,inmafu","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:16:10.271+00:00","2024-08-02T20:17:16.062+00:00",340,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2019-01-01T00:00:00",NA,"NORTH_AMERICA","Atlántico Sur",2019,5,1,"2019-05-01",121,121,"2022-12-03T23:25:00.000+00:00","2024-08-02T20:17:16.062+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:103102202","none","none",TRUE,"Tropicos","W. D. Stevens|G. Calero Ch.","W.D. Stevens","WGS84","Magnoliopsida","NI","none","none","LATIN_AMERICA","Nicaragua","NORTH_AMERICA","Missouri Botanical Garden","urn:catalog:MO:Tropicos:103102202",NA,NA,NA,NA,"Tropicos","4032157434","urn:catalog:MO:Tropicos:103102202","22102111","103102202","MO",NA,NA,NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,1,94,NA,NA,NA,"1be3aa67-8f90-4309-92f4-bd55426a8c09",NA,"Stevens 41676",NA,NA,"From El Ayote 3.0 km E and then 13.8 km S toward El Tortuguero, 0.5 km N of Río Nawawás bridge; tall moist forest, fluffy gray soil",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,"ICNafp","MOBOT",NA,"No opinion","2271","PhysicalObject","http://www.tropicos.org/Specimen/103102202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/TropicosImageVol3/100763000/7E13B11A-2D8A-4C87-99AB-194B2A03F698.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270581209","Psidium friedrichsthalianum (O.Berg) Nied.",0.716667,-79.066667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:17.678+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Esmeraldas",2015,2,17,"2015-02-17",48,48,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:17.678+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6418907",FALSE,"6418907","none","none",FALSE,NA,"Cornejo, X.; Anchundia",NA,"WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","NORTH_AMERICA",NA,"6418907",NA,NA,NA,NA,"Plants","2270581209","596dcba4-ef55-4bd2-91b9-a74a59dbdcc9","34288","asu0084382","ASU",NA,"Nombre comun: yunguilla, the common name of Psidium in Chachi language",NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","8670",NA,"596dcba4-ef55-4bd2-91b9-a74a59dbdcc9","cerca a estero Capuli, en huerto Chachi",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Landrum",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"292174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU_Plants/ASU0084/ASU0084382_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"4441031395","Psidium friedrichsthalianum (O.Berg) Nied.",10.345833,-85.344444,"cdround,gass84,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T19:58:49.827+00:00",102,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2014-01-01T00:00:00",NA,"NORTH_AMERICA","Guanacaste",2014,6,10,"2014-06-10",161,161,"2023-11-16T07:50:00.000+00:00","2024-08-02T19:58:49.827+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:103425335","none","none",TRUE,"Tropicos","Nelson Zamora","Zamora Villalobos, Nelson A.","WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","Missouri Botanical Garden","urn:catalog:MO:Tropicos:103425335",NA,NA,NA,NA,"Tropicos","4441031395","urn:catalog:MO:Tropicos:103425335","22102111","103425335","CR",NA,NA,NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,100,NA,NA,NA,"6dcf2ee2-c348-4b04-9ef6-1e10109f2136",NA,"Zamora Villalobos 6726",NA,NA,"Área de Conservación Arenal-Tempisque, Cuenca del Río Tempisque. Parque Nacional Palo Verde, Sector Palo Verde. Laguna y bosques aledaños.","Bagaces",NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,"ICNafp","MOBOT",NA,"No opinion",NA,"PhysicalObject","http://www.tropicos.org/Specimen/103425335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages5/detailimages/TropicosImagesVol5/101905000/B6B4AA94-8402-45C8-810E-E6A3E73D0D6D.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270571252","Psidium friedrichsthalianum (O.Berg) Nied.",-10.374167,-75.066667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:17.022+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2014-01-01T00:00:00",NA,"SOUTH_AMERICA","Pasco",2009,3,20,"2009-03-20",79,79,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:17.022+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=4335303",FALSE,"4335303","none","none",TRUE,NA,"R. Rojas; R. Rivera","L.R. Landrum","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"4335303",NA,NA,NA,NA,"Plants","2270571252","8a87bdac-1aec-4645-a2ff-ee7b3b2713d8","34288","ASU0077594","ASU",NA,NA,NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,355,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","6562","Bosque en ribera de rio","8a87bdac-1aec-4645-a2ff-ee7b3b2713d8","Oxapampa, comunidad nativa Nueva Aldea - Sector Santa Maria",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Landrum",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,"fr",NA,NA,NA,NA,NA,"289299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet//201405/ASU0077594_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"3046071673","Psidium friedrichsthalianum (O.Berg) Nied.",9.360167,-79.573617,"cdc,cdround,gass84,incomis,inmafu","966426ce-f762-11e1-a439-00145eb45e9a","c76cf030-2a95-11da-9cc1-b8a03c50a862","60383ab8-f762-11e1-a439-00145eb45e9a","c76cf030-2a95-11da-9cc1-b8a03c50a862","DE","BIOCASE","2024-07-31T17:21:32.052+00:00","2024-08-01T00:31:03.380+00:00",274,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA",NA,2008,2,25,"2008-02-25",56,56,NA,"2024-08-01T00:31:03.380+00:00","http://sesam.senckenberg.de/page/index.asp?objekt_id=809457&sprache_kurz=en",FALSE,"urn:catalog:SMF:FR:FR-0113924","none","none",FALSE,NA,NA,NA,"WGS84","Magnoliopsida","PA","none","none","LATIN_AMERICA","Panama","EUROPE",NA,NA,NA,NA,NA,NA,"FR","3046071673",NA,NA,"FR-0113924","SMF",NA,NA,NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16946ec1-8db3-45b8-b084-7644384cc5f5",NA,NA,NA,NA,"Isla de Barro Colorado, Parcela de 50 hectareas, Norte: 1011568.985 m, Este: 625753.985 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655,3aee7756-565e-4dc5-b22c-f997fbd7105c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sesam.senckenberg.de/pictures/originale/32/107017.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270562592","Psidium friedrichsthalianum (O.Berg) Nied.",-10.2,-75.57,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.343+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2014-01-01T00:00:00",NA,"SOUTH_AMERICA","Pasco",2006,11,1,"2006-11-01",305,305,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.343+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3196624",FALSE,"3196624","none","none",FALSE,NA,"E. Blasido; E. Becerra","L. R. Landrum","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"3196624",NA,NA,NA,NA,"Plants","2270562592","5f8bb793-9a16-499d-9e5d-cedd529f3d85","34288","ASU0018680","ASU",NA,NA,NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,850,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","221","Bosque intervenido y pastizal.","5f8bb793-9a16-499d-9e5d-cedd529f3d85","Oxapampa. Dist. Pozuzo, Sector Palmira, Parcela del Sr. Agustin Egg.",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,"fl",NA,NA,NA,NA,NA,"272338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet//201405/ASU0018680_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270484371","Psidium friedrichsthalianum (O.Berg) Nied.",-13.1333,-69.6,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.832+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2014-01-01T00:00:00",NA,"SOUTH_AMERICA","Madre de Dios",2002,11,25,"2002-11-25",329,329,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.832+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125468",FALSE,"1125468","none","none",TRUE,NA,"L. Valenzuela; I. Huamantupa","L. R. Landrum","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"1125468",NA,NA,NA,NA,"Plants","2270484371","7b740d32-b49a-48d9-95de-32e054c2b9b4","34288","ASU0005149","ASU",NA,"Arbol 6m; frutos verdes.",NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,292.5,7.5,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","1047","Bosque primario.","7b740d32-b49a-48d9-95de-32e054c2b9b4","Dist. Puerto Maldonado. Cusco Amazonico.","Tambopata",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,"fr",NA,NA,NA,NA,NA,"255468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet//201405/ASU0005149_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270479070","Psidium friedrichsthalianum (O.Berg) Nied.",14.4167,-89.35,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.851+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2007-01-01T00:00:00",NA,"NORTH_AMERICA","Santa Ana",2001,10,9,"2001-10-09",282,282,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.851+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125544",FALSE,"1125544","none","none",TRUE,NA,"Martinez, V. M.","L. R. Landrum, 2007","WGS84","Magnoliopsida","SV","none","none","LATIN_AMERICA","El Salvador","NORTH_AMERICA",NA,"1125544",NA,NA,NA,NA,"Plants","2270479070","53a7b71b-e2bd-485b-8d34-b5a86567704b","34288","ASU0007288","ASU",NA,"6 m",NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,1900,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","25",NA,"53a7b71b-e2bd-485b-8d34-b5a86567704b","San Jose Ingenio, P. N. Montecristo, cuesta de los mira",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Les",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,"flowers",NA,NA,NA,NA,NA,"266174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0007/ASU0007288_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"4031482003","Psidium friedrichsthalianum (O.Berg) Nied.",12.433333,-86.9,"cdround,gass84,osiic,colmano,inmafu","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:16:10.271+00:00","2024-08-02T20:17:05.559+00:00",340,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","León",2000,3,11,"2000-03-11",71,71,"2022-12-03T21:28:00.000+00:00","2024-08-02T20:17:05.559+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:101849578","none","none",TRUE,"Tropicos","R. M. Rueda|L. D. Paguaga",NA,"WGS84","Magnoliopsida","NI","none","none","LATIN_AMERICA","Nicaragua","NORTH_AMERICA","Missouri Botanical Garden","urn:catalog:MO:Tropicos:101849578",NA,NA,NA,NA,"Tropicos","4031482003","urn:catalog:MO:Tropicos:101849578","22102111","101849578","MO",NA,NA,NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,5,90,NA,NA,NA,"1be3aa67-8f90-4309-92f4-bd55426a8c09",NA,"Rueda 12998",NA,NA,"Municipio de León. Barrio Juan José Alvares.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,"ICNafp","MOBOT",NA,"No opinion","396","PhysicalObject","http://www.tropicos.org/Specimen/101849578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/Tropicos/222/7023EB56-FAB9-4FAC-B2BD-BF5349C1B1B2.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
