"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","informationWithheld","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","occurrenceRemarks","http...unknown.org.captive","identificationID","name","distanceFromCentroidInMeters","identifiedByIDs.type","identifiedByIDs.value","projectId","individualCount","elevation","elevationAccuracy","recordedByIDs.type","recordedByIDs.value","institutionKey","collectionKey","recordNumber","habitat","http...unknown.org.recordID","locality","county","disposition","rights","http...unknown.org.recordEnteredBy","verbatimElevation","higherClassification","collectionID","gadm","preparations","institutionID","nomenclaturalCode","ownerInstitutionCode","reproductiveCondition","nomenclaturalStatus","fieldNumber","type","bibliographicCitation","identificationRemarks","otherCatalogNumbers","locationRemarks","previousIdentifications","networkKeys","municipality","fieldNotes","higherGeography","island","dynamicProperties","georeferencedBy","georeferenceVerificationStatus","identificationQualifier","georeferenceSources","associatedTaxa","associatedOccurrences","georeferenceProtocol","organismID","locationID","accessRights","language","georeferencedDate","georeferenceRemarks","typeStatus","typifiedName","datasetID","media_url","license"
"2270483894","Psidium friedrichsthalianum (O.Berg) Nied.",13.6411,-89.1947,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.760+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2007-01-01T00:00:00",NA,"NORTH_AMERICA",NA,2000,7,20,"2000-07-20",202,202,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.760+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125542",FALSE,"1125542","none","none",TRUE,NA,"Monro, A. K. et al.","L. R. Landrum, 2007","WGS84","Magnoliopsida","SV","none","none","LATIN_AMERICA","El Salvador","NORTH_AMERICA",NA,"1125542",NA,NA,NA,NA,"Plants","2270483894","c9df0604-59f9-4166-a6e9-ccef10d9a1b5","34288","ASU0007290","ASU",NA,"Tree, 10 m, fruit green, bitter",NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","3458","coffee farm 35 years old","c9df0604-59f9-4166-a6e9-ccef10d9a1b5","San Salvador, Finca Leticia, Los Planes de Renderos",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Les",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,"fruit",NA,NA,NA,NA,NA,"266171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0007/ASU0007290_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270482229","Psidium friedrichsthalianum (O.Berg) Nied.",13.2667,-86.2667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.890+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2007-01-01T00:00:00",NA,"NORTH_AMERICA","Esteli",1999,5,15,"1999-05-15",135,135,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.890+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125543",FALSE,"1125543","none","none",TRUE,NA,"Rueda, R. & Velasquez, W.","L. R. Landrum, 2007","WGS84","Magnoliopsida","NI","none","none","LATIN_AMERICA","Nicaragua","NORTH_AMERICA",NA,"1125543",NA,NA,NA,NA,"Plants","2270482229","e2381c01-8725-4505-9f3c-d2707d8e74a4","34288","ASU0007289","ASU",NA,"Arbol, 7 m",NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,1500,300,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","11208",NA,"e2381c01-8725-4505-9f3c-d2707d8e74a4","Esteli, Res. Natural Miraflor, Comarca Puertas Azules",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Les",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,"flowers",NA,NA,NA,NA,NA,"266172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0007/ASU0007289_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270679518","Psidium friedrichsthalianum (O.Berg) Nied.",-5.125,-79.0167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.803+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2014-01-01T00:00:00",NA,"SOUTH_AMERICA","Cajamarca",1997,1,13,"1997-01-13",13,13,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.803+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=768703",FALSE,"768703","none","none",TRUE,NA,"J. Campos et al.","L. R. Landrum","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"768703",NA,NA,NA,NA,"Plants","2270679518","39d391e7-f669-4577-9a94-4f7ce6673c05","34288","ASU0005138","ASU",NA,"Arbol 9m de alto; flor blanca; fruto amarillo. N.V: ;vasilla'",NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,750,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","3333",NA,"39d391e7-f669-4577-9a94-4f7ce6673c05","Namballe: Las Juntas de Namball (nasciente del Chimchipe por Union de Los Rios Mayo y Canthis)","San Ignacio",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,"flowers and fruit",NA,NA,NA,NA,NA,"255908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet//201405/ASU0005138_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1258554615","Psidium friedrichsthalianum (O.Berg) Nied.",0.016667,-79.75,"cdround,gass84,osiic,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T19:59:11.776+00:00",102,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2016-01-01T00:00:00",NA,"SOUTH_AMERICA","Manabí",1997,4,7,"1997-04-07",97,97,"2017-05-09T11:06:00.000+00:00","2024-08-02T19:59:11.776+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:1336581","none","none",TRUE,"Tropicos","John L. Clark|Tamara Núñez|Carlos Robles","L.R. Landrum","WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","NORTH_AMERICA","Missouri Botanical Garden","urn:catalog:MO:Tropicos:1336581",NA,NA,NA,NA,"Tropicos","1258554615","urn:catalog:MO:Tropicos:1336581","22102111","1336581","QCNE",NA,NA,NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,4,500,200,NA,NA,"814866d5-4a47-4a7a-8bab-3fcce9e98d60",NA,"Clark 4284",NA,NA,"Reserva Ecologica Mache-Chindul. Cerro Pata de Pajaro. Cabaceras de Río Vite, estero Nuquepe. Bosque al norte de La Loma de Pajaro y caratera vía al Carmen.","Pedernales",NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,"ICNafp","MOBOT",NA,"No opinion","34","PhysicalObject","http://www.tropicos.org/Specimen/1336581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/TropicosImageVol3/100909000/054599D9-97CE-45C0-A098-4FF38B80E3E7.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270679152","Psidium friedrichsthalianum (O.Berg) Nied.",-4.97944,-79.0836,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:07.012+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2014-01-01T00:00:00",NA,"SOUTH_AMERICA","Cajamarca",1997,12,8,"1997-12-08",342,342,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:07.012+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=768704",FALSE,"768704","none","none",TRUE,NA,"J. Campos; A. Pena, & E. Chavez","L.R. Landrum","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"768704",NA,NA,NA,NA,"Plants","2270679152","1c2f71ae-c60a-4d1a-9c42-f7434e1c2b83","34288","ASU0005136","ASU",NA,"Arbol 14m; flores blancas.",NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,1700,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","4775","Bosque secundario.","1c2f71ae-c60a-4d1a-9c42-f7434e1c2b83","Namballe, Las Melgas.","San Ignacio",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,"flowers",NA,NA,NA,NA,NA,"255913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet//201405/ASU0005136_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1258529869","Psidium friedrichsthalianum (O.Berg) Nied.",-4.979444,-79.083611,"cdround,gass84,osiic,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T19:57:25.131+00:00",102,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2016-01-01T00:00:00",NA,"SOUTH_AMERICA","Cajamarca",1997,12,8,"1997-12-08",342,342,"2021-04-20T17:52:00.000+00:00","2024-08-02T19:57:25.131+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:1313434","none","none",TRUE,"Tropicos","José Campos de la Cruz|et al.","L.R. Landrum (ASU)","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA","Missouri Botanical Garden","urn:catalog:MO:Tropicos:1313434",NA,NA,NA,NA,"Tropicos","1258529869","urn:catalog:MO:Tropicos:1313434","22102111","1313434","F",NA,NA,NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,8,1700,NA,NA,NA,"689b4219-8256-4c6e-890b-2e81405d4c58",NA,"Campos de la Cruz 4775",NA,NA,"Namballe, Las Melgas. Bosque secundario.","San Ignacio",NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,"ICNafp","MOBOT",NA,"No opinion",NA,"PhysicalObject","http://www.tropicos.org/Specimen/1313434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/TropicosImageVol3/100906000/FD13BA5E-A672-4946-BADC-1AA8C7F920EC.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270680626","Psidium friedrichsthalianum (O.Berg) Nied.",-4.98333,-79.1,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.796+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","2014-01-01T00:00:00",NA,"SOUTH_AMERICA","Cajamarca",1996,12,20,"1996-12-20",355,355,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.796+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=768701",FALSE,"768701","none","none",TRUE,NA,"J. Campos et al.","L. R. Landrum","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"768701",NA,NA,NA,NA,"Plants","2270680626","c0d035f6-b08c-493e-a838-b808d6755345","34288","ASU0005137","ASU",NA,"Arbol 10m alto; flor blanca; fruto verde, de maduroo el fruto es amarillo. N.V: ;Guoyaba Seda' Usos: fruto comible, sabor acido.",NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,800,50,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","3210","Bosque primario.","c0d035f6-b08c-493e-a838-b808d6755345","Namballe: La Vega del Toro. Margen derecha dle Rio Canchis. Limite fronterizo con El Ecuador.","San Ignacio",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,"flowers and fruit",NA,NA,NA,NA,NA,"255907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet//201405/ASU0005137_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270566934","Psidium friedrichsthalianum (O.Berg) Nied.",-10.26732,-67.188436,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:17.039+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC",NA,5000,"SOUTH_AMERICA","Acre",1995,1,14,"1995-01-14",14,14,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:17.039+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3355778",FALSE,"3355778","none","none",FALSE,NA,"C. Figueiredo; I. Riveiro",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"3355778",NA,NA,NA,NA,"Plants","2270566934","a33789d7-588f-4a08-9e10-5d29876c6e8a","34288","ASU0069357","ASU",NA,"Arbusto com 4.60 m de altura. Frutos imaturos verdes maduros amarelos. Flor com calice verde e corola branca. Araca-boi.",NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","559","Tierra firme.","a33789d7-588f-4a08-9e10-5d29876c6e8a","Mun. Placido de Castro. Rio Xipamano. Colocacao Vai-Quem-Quer.","CRAS",NA,"http://creativecommons.org/licenses/by-nc/3.0/","acbarber",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"244303",NA,NA,NA,NA,NA,NA,NA,NA,"alorozco","reviewed - high confidence","cf.","georef batch tool 2013-03-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0069/ASU0069357_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270483932","Psidium friedrichsthalianum (O.Berg) Nied.",15.4219,-86.8303,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.783+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Yoro",1994,7,2,"1994-07-02",183,183,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.783+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125196",FALSE,"1125196","none","none",TRUE,NA,"Davidsen et al.","L.R. Landrum, 1999.","WGS84","Magnoliopsida","HN","none","none","LATIN_AMERICA","Honduras","NORTH_AMERICA",NA,"1125196",NA,NA,NA,NA,"Plants","2270483932","9b9939f8-c135-4811-93ce-e9612c47ebf8","34288","ASU0007283","ASU",NA,"Treelet 4m tall; flowers white.",NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,NA,250,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","35526","Gallery forest remnant along dry bed.","9b9939f8-c135-4811-93ce-e9612c47ebf8","27 miles W of Olanchito at the intersection of the Rio San Juan.",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,"fl",NA,NA,NA,NA,NA,"226396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecologicallyOccursWith: Ficus|ecologicallyOccursWith: Inga|ecologicallyOccursWith: Crataeva|ecologicallyOccursWith: Homalium|ecologicallyOccursWith: etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0007/ASU0007283_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1260503598","Psidium friedrichsthalianum (O.Berg) Nied.",15.42194,-86.83027,"gass84,osiic,colmano,inmafu","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:16:10.271+00:00","2024-08-02T20:14:11.873+00:00",340,"PRESERVED_SPECIMEN","PRESENT",5420358,6,7707728,220,690,5014,3187232,5420358,5420358,"Psidium friedrichsthalianum (O.Berg) Nied.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium friedrichsthalianum","Psidium","friedrichsthalianum","SPECIES","ACCEPTED","LC","1999-01-01T00:00:00",NA,"NORTH_AMERICA","Yoro",1994,7,2,"1994-07-02",183,183,"2017-09-26T05:20:00.000+00:00","2024-08-02T20:14:11.873+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:311948","none","none",TRUE,"Tropicos","Gerrit Davidse|Mario Sousa S.|José Linares","L. R. Landrum (ARIX)","WGS84","Magnoliopsida","HN","none","none","LATIN_AMERICA","Honduras","NORTH_AMERICA","Missouri Botanical Garden","urn:catalog:MO:Tropicos:311948",NA,NA,NA,NA,"Tropicos","1260503598","urn:catalog:MO:Tropicos:311948","22102111","311948","MO",NA,NA,NA,NA,"Psidium friedrichsthalianum (O.Berg) Nied.",NA,NA,NA,NA,3,250,NA,NA,NA,"1be3aa67-8f90-4309-92f4-bd55426a8c09",NA,"Davidse 35526",NA,NA,"Municipio Olanchito: 27 mi W of Olanchito at the intersection of the Río San Juan. Gallery forest remnant dominated by Ficus, Inga, Crataeva, Homalium, etc. along dry river bed (this time of year).","Olanchito",NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,"ICNafp","MOBOT",NA,"No opinion","93","PhysicalObject","http://www.tropicos.org/Specimen/311948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/TropicosImageVol3/100525000/4D54EC8F-7FA0-46AF-B510-CBC2BB116709.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
