"key","scientificName","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","gadm","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","identifiedBy","preparations","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","habitat","institutionID","nomenclaturalCode","verbatimEventDate","locality","collectionCode","gbifID","language","occurrenceID","type","catalogNumber","institutionCode","collectionID","name","networkKeys","individualCount","elevation","higherGeography","modified","higherClassification","decimalLatitude","decimalLongitude","geodeticDatum","georeferenceProtocol","organismID","locationID","ownerInstitutionCode","accessRights","georeferenceSources","county","typeStatus","eventID","disposition","media_url"
"1228149460","Psidium cupreum O.Berg","gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:13.343+00:00",313,"PRESERVED_SPECIMEN","PRESENT",5420666,6,7707728,220,690,5014,3187232,5420661,5420661,"Psidium rufum Mart. ex DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium rufum","Psidium","cupreum","SPECIES","SYNONYM","NE",NA,"SOUTH_AMERICA","Minas Gerais",NA,1968,2,24,"1968-02-24",55,55,"2024-01-25T11:00:13.343+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"4d4e4653-d7f8-4879-866c-3844bf9f7017","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,TRUE,"seeds-22-sep-2023","H. S. Irwin",NA,NA,"Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The Field Museum of Natural History","20770","4d4e4653-d7f8-4879-866c-3844bf9f7017",NA,"F","ICBN",NA,"Minas Gerais","Botany","1228149460",NA,"4d4e4653-d7f8-4879-866c-3844bf9f7017",NA,"V0121090F","F","Botany","Psidium cupreum O.Berg",NA,NA,NA,"South America, Brazil, Minas Gerais. [LL]","2023-03-02T20:40:00.000+00:00","Plantae Spermatophyta Dicotyledoneae Myrtaceae",-18,-44,"WGS84","TGN - Centroid","2761908","4846d7c1-8783-4f59-a44b-c2aeebdb56b3","F","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/532/538/V0121090F.jpg"
