"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","identifiedBy","preparations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","georeferencedDate","identifier.1","habitat","institutionID","nomenclaturalCode","verbatimEventDate","locality","collectionCode","gbifID","language","occurrenceID","type","catalogNumber","institutionCode","collectionID","georeferenceSources","name","networkKeys","individualCount","lifeStage","gadm","higherGeography","modified","higherClassification","typeStatus","typifiedName","datasetID","ownerInstitutionCode","fieldNumber","nomenclaturalStatus","taxonID","bibliographicCitation","eventID","disposition","media_url","license"
"1930307754","Eugenia sintenisii Krug & Urb.",18.173121,-66.996454,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:25.343+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416583,6,7707728,220,690,5014,3177662,5416581,5416582,"Eugenia cordata var. sintenisii (Kiaersk.) Krug & Urb.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia cordata","Eugenia","sintenisii","SPECIES","SYNONYM","NE","2020-07-25T00:00:00","NORTH_AMERICA","Maricao",1915,2,13,"1915-02-13",44,44,"2024-07-21T05:14:25.343+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941454",FALSE,"b3b4508f-f4ae-4ab2-ba64-04440d9d878b","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants","N. L. Britton","J. A. Flickinger","sheet","WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","4121","2009-05-06","b3b4508f-f4ae-4ab2-ba64-04440d9d878b","Mountain forest.","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","13 Feb 1915","Montoso. Pico Montoso. Monte Montoso.","NY","1930307754","en","b3b4508f-f4ae-4ab2-ba64-04440d9d878b","PhysicalObject","819252","NY","http://biocol.org/urn:lsid:biocol.org:col:15556","Google Earth","Eugenia sintenisii Krug & Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/812/355/00819252.jpg","http://creativecommons.org/licenses/by/4.0/"
