"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","identifiedBy","preparations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","identifier.1","catalogNumber","institutionID","institutionCode","fieldNotes","fieldNumber","gbifID","verbatimLocality","collectionCode","occurrenceID","name","county","occurrenceRemarks","gadm","dateIdentified","references","datasetID","datasetName","otherCatalogNumbers","rightsHolder","recordNumber","eventID","habitat","nomenclaturalCode","verbatimEventDate","locality","language","type","verbatimIdentification","ownerInstitutionCode","accessRights","higherClassification","collectionID","identificationID","recordedByIDs.type","recordedByIDs.value","georeferenceSources","identifiedByIDs.type","identifiedByIDs.value","locationRemarks","dynamicProperties","municipality","elevationAccuracy","verbatimElevation","eventRemarks","individualCount","higherGeography","media_url","license"
"3866231301","Archirhodomyrtus turbinata (Schltr.) Burret",-21.984,166.6658,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","17abcf75-2f1e-46dd-bf75-a5b21dd02655","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:16.723+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3181207,6,7707728,220,690,5014,3181190,3181207,3181207,"Archirhodomyrtus turbinata (Schltr.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Archirhodomyrtus","Archirhodomyrtus turbinata","Archirhodomyrtus","turbinata","SPECIES","ACCEPTED","LC",40,"OCEANIA","Province Sud",2020,10,19,"2020-10-19",293,293,"2022-07-21T17:08:15.000+00:00","2024-07-31T15:50:16.723+00:00",FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00942231","none","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2",FALSE,"Gâteblé, G.|Bruy, D.|Lannuzel, G.","Lannuzel & Donnat","hb","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00942231","P00942231","http://grbio.org/institution/museum-national-dhistoire-naturelle","MNHN","Arbuste 2 m. en lisière de forestiere, pétale rose","1228","3866231301","Yaté - Basse Ouinné, rive gauche","P","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00942231","Archirhodomyrtus turbinata (Schltr.) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1658416094926AYPEUcjodxMLESx0","http://creativecommons.org/licenses/by/4.0/"
"3866253302","Archirhodomyrtus turbinata (Schltr.) Burret",-21.97444,166.65186,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","17abcf75-2f1e-46dd-bf75-a5b21dd02655","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:16.673+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3181207,6,7707728,220,690,5014,3181190,3181207,3181207,"Archirhodomyrtus turbinata (Schltr.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Archirhodomyrtus","Archirhodomyrtus turbinata","Archirhodomyrtus","turbinata","SPECIES","ACCEPTED","LC",399,"OCEANIA","province sud",2020,10,20,"2020-10-20",294,294,"2022-07-21T17:08:20.000+00:00","2024-07-31T15:50:16.673+00:00",FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00942364","none","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2",FALSE,"Bruy, D.|Gâteblé, G.|Lannuzel, G.","Hequet","hb","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00942364","P00942364","http://grbio.org/institution/museum-national-dhistoire-naturelle","MNHN","Arbuste 3 m. Arbuste grèle, assez ramifié. Feuilles révolutées. Fleurs roses. 1 pied vu","1794","3866253302","Ouinné, au dessus de la concession Crabe","P","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00942364","Archirhodomyrtus turbinata (Schltr.) Burret","Yaté","duplicata NOU107253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1658416100299sIMBNeBu4rywxjfq","http://creativecommons.org/licenses/by/4.0/"
"4520743729","Archirhodomyrtus turbinata (Schltr.) Burret",-21.960888,166.533983,"cdround","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140",NA,"8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.154+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3181207,6,7707728,220,690,5014,3181190,3181207,3181207,"Archirhodomyrtus turbinata (Schltr.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Archirhodomyrtus","Archirhodomyrtus turbinata","Archirhodomyrtus","turbinata","SPECIES","ACCEPTED","LC",750,"OCEANIA","Grand Terre, Province Sud",2004,10,21,"2004-10-21",295,295,"2021-04-16T04:13:29.000+00:00","2024-07-30T01:23:27.154+00:00",FALSE,"tepapa:collection/object/1928366","none","none","2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",FALSE,"Jérôme Munzinger|Gordon McPherson","Dawson, J.W.",NA,"WGS84","Magnoliopsida","NC",NA,"none","OCEANIA","New Caledonia","OCEANIA","tepapa:collection/object/1928366","SP110289","https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","NMNZ",NA,NA,"4520743729",NA,"WELT","tepapa:collection/object/1928366","Archirhodomyrtus turbinata (Schltr.) Burret",NA,NA,NA,"2005-01-01T00:00:00","https://collections.tepapa.govt.nz/object/1928366","tepapa:collection/dataset/plants","WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","NOU006258","Museum of New Zealand Te Papa Tongarewa","JM 2475","tepapa:collection/fieldcollection/318411","Foret humide.","ICBN","21 Oct 2004","Massif du Kouakoué, par la haute Ni, camp.","en","PhysicalObject","Archirhodomyrtus turbinata (Schltr.) Burret","NMNZ","https://data.tepapa.govt.nz/docs/","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Archirhodomyrtus | turbinata","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550","tepapa:collection/identification/1928366/74027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632600/preview","http://creativecommons.org/licenses/by/4.0/"
"439202523","Archirhodomyrtus turbinata (Schltr.) Burret",-22.13333,166.16667,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","17abcf75-2f1e-46dd-bf75-a5b21dd02655","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:13.604+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3181207,6,7707728,220,690,5014,3181190,3181207,3181207,"Archirhodomyrtus turbinata (Schltr.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Archirhodomyrtus","Archirhodomyrtus turbinata","Archirhodomyrtus","turbinata","SPECIES","ACCEPTED","LC",215,"OCEANIA",NA,2003,8,15,"2003-08-15",227,227,"2015-09-04T16:02:10.000+00:00","2024-07-31T15:50:13.604+00:00",FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459471","none","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2",TRUE,"Snow, N.|Dawson, J.|Williamson, B.|Sneddon, B.","Snow","hb","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459471","P00459471","http://grbio.org/institution/museum-national-dhistoire-naturelle","MNHN","Tree","9260","439202523","Southern province: Rivière Bleue Park, roadside in vicinity (both directsion) of  Grand Kaori site","P","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459471","Archirhodomyrtus turbinata (Schltr.) Burret",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441399565158fMyXdbKo8WgZ16TA","http://creativecommons.org/licenses/by/4.0/"
"438202786","Archirhodomyrtus turbinata (Schltr.) Burret",-22.23333,166.8,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","17abcf75-2f1e-46dd-bf75-a5b21dd02655","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:13.330+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3181207,6,7707728,220,690,5014,3181190,3181207,3181207,"Archirhodomyrtus turbinata (Schltr.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Archirhodomyrtus","Archirhodomyrtus turbinata","Archirhodomyrtus","turbinata","SPECIES","ACCEPTED","LC",760,"OCEANIA",NA,2003,8,16,"2003-08-16",228,228,"2015-09-03T19:52:20.000+00:00","2024-07-31T15:50:13.330+00:00",FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459476","none","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2",FALSE,"Snow, N.|Dawson, J.|Williamson, B.|Sneddon, B.","Snow","hb","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459476","P00459476","http://grbio.org/institution/museum-national-dhistoire-naturelle","MNHN","Tree 3.5 m tall. Bark light brown and smooth","9268","438202786","Southern province : Creek Pernod, at road crossing en route to Chutes de la Madeleine","P","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459476","Archirhodomyrtus turbinata (Schltr.) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441398960516F9HyDbXN7w4gFxSr","http://creativecommons.org/licenses/by/4.0/"
"437204260","Archirhodomyrtus turbinata (Schltr.) Burret",-21.91667,165.28333,"gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","17abcf75-2f1e-46dd-bf75-a5b21dd02655","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:13.265+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3181207,6,7707728,220,690,5014,3181190,3181207,3181207,"Archirhodomyrtus turbinata (Schltr.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Archirhodomyrtus","Archirhodomyrtus turbinata","Archirhodomyrtus","turbinata","SPECIES","ACCEPTED","LC",485,NA,NA,2003,8,13,"2003-08-13",225,225,"2015-09-04T12:15:15.000+00:00","2024-07-31T15:50:13.265+00:00",FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459514","none","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2",FALSE,"Snow, N.|Dawson, J.|Williamson, B.|Sneddon, B.","Snow","hb","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459514","P00459514","http://grbio.org/institution/museum-national-dhistoire-naturelle","MNHN","Tree 4 m tall. Bark brown, smooth. Petals greenish white, reflexed at anthesis","9243","437204260","Southern province : Tontouta river valley on road to Roulage Mine","P","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459514","Archirhodomyrtus turbinata (Schltr.) Burret",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441399565257Ytjuz7WTFI2g0yfS","http://creativecommons.org/licenses/by/4.0/"
"4520850259","Archirhodomyrtus turbinata (Schltr.) Burret",-22.23,166.8,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140",NA,"8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.102+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3181207,6,7707728,220,690,5014,3181190,3181207,3181207,"Archirhodomyrtus turbinata (Schltr.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Archirhodomyrtus","Archirhodomyrtus turbinata","Archirhodomyrtus","turbinata","SPECIES","ACCEPTED","LC",760,"OCEANIA","Grand Terre, Province Sud",2003,8,16,"2003-08-16",228,228,"2021-04-16T04:13:28.000+00:00","2024-07-30T01:23:27.102+00:00",FALSE,"tepapa:collection/object/1928291","none","none","2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",FALSE,"N Snow|Dawson, J.W.|B Williamson|Dr Barry Sneddon","N Snow",NA,"WGS84","Magnoliopsida","NC",NA,"none","OCEANIA","New Caledonia","OCEANIA","tepapa:collection/object/1928291","SP110213","https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","NMNZ","Southern Province permit: 6024-3303/DNR/ENV | [Original alt.;] ca. 760 m (2500 ft).",NA,"4520850259",NA,"WELT","tepapa:collection/object/1928291","Archirhodomyrtus turbinata (Schltr.) Burret",NA,NA,NA,NA,"https://collections.tepapa.govt.nz/object/1928291","tepapa:collection/dataset/plants","WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","NOU000633","Museum of New Zealand Te Papa Tongarewa","NS 9268","tepapa:collection/fieldcollection/318250",NA,"ICBN","16 Aug 2003","Creek Pernod, at road crossing en route to Chutes de la Madeleine.","en","PhysicalObject","Archirhodomyrtus turbinata (Schltr.) Burret","NMNZ","https://data.tepapa.govt.nz/docs/","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Archirhodomyrtus | turbinata","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550","tepapa:collection/identification/1928291/74027","WIKIDATA","https://www.wikidata.org/wiki/Q5405699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632524/preview","http://creativecommons.org/licenses/by/4.0/"
"4520736904","Archirhodomyrtus turbinata (Schltr.) Burret",-22.13,166.17,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140",NA,"8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.117+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3181207,6,7707728,220,690,5014,3181190,3181207,3181207,"Archirhodomyrtus turbinata (Schltr.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Archirhodomyrtus","Archirhodomyrtus turbinata","Archirhodomyrtus","turbinata","SPECIES","ACCEPTED","LC",215,"OCEANIA","Grand Terre, Province Sud",2003,8,15,"2003-08-15",227,227,"2021-04-16T04:13:28.000+00:00","2024-07-30T01:23:27.117+00:00",FALSE,"tepapa:collection/object/1928298","none","none","2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",FALSE,"N Snow|Dawson, J.W.|B Williamson|Dr Barry Sneddon","N Snow",NA,"WGS84","Magnoliopsida","NC",NA,"none","OCEANIA","New Caledonia","OCEANIA","tepapa:collection/object/1928298","SP110220","https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","NMNZ","Southern Province permit: 6024-3303/DNR/ENV | [Original alt.] ca. 215 m (705 ft.)",NA,"4520736904",NA,"WELT","tepapa:collection/object/1928298","Archirhodomyrtus turbinata (Schltr.) Burret",NA,NA,"none",NA,"https://collections.tepapa.govt.nz/object/1928298","tepapa:collection/dataset/plants","WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","NOU000687","Museum of New Zealand Te Papa Tongarewa","NS 9260","tepapa:collection/fieldcollection/318256",NA,"ICBN","15 Aug 2003","Riviere Bleue Park. Roadside in vicinity (both directsion [direction]) of ""Grand Kaori"" site.","en","PhysicalObject","Archirhodomyrtus turbinata (Schltr.) Burret","NMNZ","https://data.tepapa.govt.nz/docs/","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Archirhodomyrtus | turbinata","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550","tepapa:collection/identification/1928298/74027","WIKIDATA","https://www.wikidata.org/wiki/Q5405699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632531/preview","http://creativecommons.org/licenses/by/4.0/"
"4520736099","Archirhodomyrtus turbinata (Schltr.) Burret",-21.92,165.28,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140",NA,"8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.103+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3181207,6,7707728,220,690,5014,3181190,3181207,3181207,"Archirhodomyrtus turbinata (Schltr.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Archirhodomyrtus","Archirhodomyrtus turbinata","Archirhodomyrtus","turbinata","SPECIES","ACCEPTED","LC",485,NA,"Grand Terre, Province Sud",2003,8,13,"2003-08-13",225,225,"2022-03-30T22:23:58.000+00:00","2024-07-30T01:23:27.103+00:00",FALSE,"tepapa:collection/object/1928327","none","none","2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",FALSE,"N Snow|Dawson, J.W.|B Williamson|Dr Barry Sneddon","N Snow",NA,"WGS84","Magnoliopsida","NC",NA,"none","OCEANIA","New Caledonia","OCEANIA","tepapa:collection/object/1928327","SP110249","https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","NMNZ","Southern Province permit: 6024-3303/DNR/ENV | [Original alt.;] ca. 485 m (1600 ft).",NA,"4520736099",NA,"WELT","tepapa:collection/object/1928327","Archirhodomyrtus turbinata (Schltr.) Burret",NA,NA,"none",NA,"https://collections.tepapa.govt.nz/object/1928327","tepapa:collection/dataset/plants","WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","NOU000629","Museum of New Zealand Te Papa Tongarewa","NS 9243","tepapa:collection/fieldcollection/318276",NA,"ICBN","13 Aug 2003","Tontouta, Tontouta River valley on road to ""Roulage Mine"".","en","PhysicalObject","Archirhodomyrtus turbinata (Schltr.) Burret","NMNZ","https://data.tepapa.govt.nz/docs/","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Archirhodomyrtus | turbinata","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550","tepapa:collection/identification/1928327/74027","WIKIDATA","https://www.wikidata.org/wiki/Q5405699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/705801/preview","http://creativecommons.org/licenses/by/4.0/"
"438116440","Archirhodomyrtus turbinata (Schltr.) Burret",-21.72418,166.37098,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","17abcf75-2f1e-46dd-bf75-a5b21dd02655","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:52.038+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3181207,6,7707728,220,690,5014,3181190,3181207,3181207,"Archirhodomyrtus turbinata (Schltr.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Archirhodomyrtus","Archirhodomyrtus turbinata","Archirhodomyrtus","turbinata","SPECIES","ACCEPTED","LC",20,"OCEANIA",NA,2001,11,21,"2001-11-21",325,325,"2015-09-03T22:39:57.000+00:00","2024-07-31T15:50:52.038+00:00",FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00239218","none","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2",FALSE,"Munzinger, J.K.|Carriconde, F.","Snow","hb","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00239218","P00239218","http://grbio.org/institution/museum-national-dhistoire-naturelle","MNHN","Arbuste de 2 mètres, fruits verts","916","438116440","Port Bouquet, Rivière Koum, près du camp de base, à côté de la confluence entre la Néma et de la Koum","P","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00239218","Archirhodomyrtus turbinata (Schltr.) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/14413989504156NGCPKZlMmuo92nb","http://creativecommons.org/licenses/by/4.0/"
