"key","scientificName","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","gadm","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","preparations","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","habitat","institutionID","dynamicProperties","locality","fieldNumber","verbatimLocality","collectionCode","gbifID","language","occurrenceID","type","disposition","catalogNumber","institutionCode","accessRights","verbatimElevation","collectionID","reproductiveCondition","name","networkKeys","higherClassification","occurrenceRemarks","decimalLatitude","decimalLongitude","individualCount","geodeticDatum","nomenclaturalCode","elevation","georeferenceProtocol","verbatimEventDate","county","locationRemarks","municipality","recordedByIDs.type","recordedByIDs.value","http...unknown.org.recordID","taxonID","rights","http...unknown.org.recordEnteredBy","eventID","media_url"
"2236001901","Myrtella beccarii F.Muell.","ccm,gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:44.088+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3180871,6,7707728,220,690,5014,3180866,3180871,3180871,"Myrtella beccarii F.Muell.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtella","Myrtella beccarii","Myrtella","beccarii","SPECIES","ACCEPTED","NE","ASIA","Morobe",NA,"Asia-Tropical, Papua New Guinea, Morobe",2001,1,11,"2001-01-11",11,11,"2019-01-10T16:52:00.000+00:00","2024-08-02T12:39:44.088+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"http://n2t.net/ark:/65665/39563de01-50d6-43a7-b4f2-59672c4b53ea","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",TRUE,"NMNH Extant Biology","W. Takeuchi, B. Siga & A. Towati",NA,"Magnoliopsida","PG","none","none","OCEANIA","Papua New Guinea","NORTH_AMERICA",NA,"14814","http://n2t.net/ark:/65665/39563de01-50d6-43a7-b4f2-59672c4b53ea",NA,"urn:lsid:biocol.org:col:15463",NA,"Morobe Province, Kamiali Wildlife Management Area, tributary of the Ariwiri River, alluvial forest on river flats.",NA,NA,"US","2236001901",NA,"http://n2t.net/ark:/65665/39563de01-50d6-43a7-b4f2-59672c4b53ea",NA,NA,"US 3490265","US",NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,"Myrtella beccarii F.Muell.","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae",NA,-7.325,147.12,1,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m34d9e3b5f-996a-4a9f-8706-ff5ced4dc14f"
"2515162547","Myrtella beccarii F.Muell.","colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:47.653+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180871,6,7707728,220,690,5014,3180866,3180871,3180871,"Myrtella beccarii F.Muell.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtella","Myrtella beccarii","Myrtella","beccarii","SPECIES","ACCEPTED","NE","OCEANIA",NA,NA,NA,2001,1,11,"2001-01-11",11,11,NA,"2024-07-18T23:54:47.653+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"L.4158618@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,NA,"Takeuchi WN; Siga B; Towati A",NA,"Magnoliopsida","PG","none","none","OCEANIA","Papua New Guinea","EUROPE","Naturalis Biodiversity Center","Takeuchi, WN; Siga, B; Towati, A 14814","L.4158618@BRAHMS",NA,"Naturalis Biodiversity Center",NA,"Morobe Province, Kamiali Wildlife Management Area, tributary of the Ariwiri River.",NA,NA,"Botany","2515162547",NA,"https://data.biodiversitydata.nl/naturalis/specimen/L.4158618",NA,NA,"L.4158618",NA,NA,NA,NA,NA,"Myrtella beccarii F.Muell.","17abcf75-2f1e-46dd-bf75-a5b21dd02655","Plantae|Myrtales|Myrtaceae",NA,-7.33056,147.11667,NA,"WGS84","ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.4158618/format/large"
"2515199776","Myrtella beccarii F.Muell.","colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:18.833+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180871,6,7707728,220,690,5014,3180866,3180871,3180871,"Myrtella beccarii F.Muell.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtella","Myrtella beccarii","Myrtella","beccarii","SPECIES","ACCEPTED","NE","OCEANIA",NA,"none",NA,2001,11,23,"2001-11-23",327,327,NA,"2024-07-18T23:56:18.833+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"L.4158619@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,NA,"Takeuchi WN; Siga B; Ama D",NA,"Magnoliopsida","PG","none","none","OCEANIA","Papua New Guinea","EUROPE","Naturalis Biodiversity Center","Takeuchi, WN; Siga, B; Ama, D 15583","L.4158619@BRAHMS",NA,"Naturalis Biodiversity Center",NA,"Morobe Province; Kamiali Wildlife Management Area; Bulili Ridge near Lababia.",NA,NA,"Botany","2515199776",NA,"https://data.biodiversitydata.nl/naturalis/specimen/L.4158619",NA,NA,"L.4158619",NA,NA,NA,NA,NA,"Myrtella beccarii F.Muell.","17abcf75-2f1e-46dd-bf75-a5b21dd02655","Plantae|Myrtales|Myrtaceae",NA,-7.3,147.13333,NA,"WGS84","ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.4158619/format/large"
"2284059190","Myrtella beccarii F.Muell.","cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:24.829+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3180871,6,7707728,220,690,5014,3180866,3180871,3180871,"Myrtella beccarii F.Muell.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtella","Myrtella beccarii","Myrtella","beccarii","SPECIES","ACCEPTED","NE","OCEANIA",NA,NA,NA,2000,5,24,"2000-05-24T00:00",145,145,NA,"2024-08-02T01:14:24.829+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"K000062322","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,TRUE,NA,"Takeuchi, W.",NA,"Magnoliopsida","PG","none","none","OCEANIA","Papua New Guinea","EUROPE",NA,"14349","K000062322","open Gleichenia woodland with Gymnostoma-dominant canopy, along the crestline",NA,NA,"Morobe Province, Kamiali Wildlife Management area; Bulili Ridge near Lababia",NA,NA,"Herbarium","2284059190",NA,"http://specimens.kew.org/herbarium/K000062322",NA,NA,"K000062322","K",NA,NA,NA,NA,"Myrtella beccarii F.Muell.","17abcf75-2f1e-46dd-bf75-a5b21dd02655","Myrtaceae",NA,-7.3,147.138333,NA,"WGS84",NA,320,"label",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/81bf3922c8bf277a4d9cf33597e51cd8.jpg"
"2517149782","Myrtella beccarii F.Muell.","colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:43.515+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180871,6,7707728,220,690,5014,3180866,3180871,3180871,"Myrtella beccarii F.Muell.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtella","Myrtella beccarii","Myrtella","beccarii","SPECIES","ACCEPTED","NE","OCEANIA",NA,NA,NA,2000,5,25,"2000-05-25",146,146,NA,"2024-07-18T23:54:43.515+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"L.3927456@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,NA,"Takeuchi WN",NA,"Magnoliopsida","PG","none","none","OCEANIA","Papua New Guinea","EUROPE","Naturalis Biodiversity Center","Takeuchi, WN 14380","L.3927456@BRAHMS",NA,"Naturalis Biodiversity Center",NA,"Morobe Province; Kamiali Wildlife Management Area; foreshore by Sachsen Bay, near mouth of Alealer River.",NA,NA,"Botany","2517149782",NA,"https://data.biodiversitydata.nl/naturalis/specimen/L.3927456",NA,NA,"L.3927456",NA,NA,NA,NA,NA,"Myrtella beccarii F.Muell.","17abcf75-2f1e-46dd-bf75-a5b21dd02655","Plantae|Myrtales|Myrtaceae",NA,-7.325,147.13,NA,"WGS84","ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3927456/format/large"
"2515055863","Myrtella beccarii F.Muell.","colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:43.554+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180871,6,7707728,220,690,5014,3180866,3180871,3180871,"Myrtella beccarii F.Muell.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtella","Myrtella beccarii","Myrtella","beccarii","SPECIES","ACCEPTED","NE","OCEANIA",NA,NA,NA,2000,5,24,"2000-05-24",145,145,NA,"2024-07-18T23:54:43.554+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"L.3931842@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",TRUE,NA,"Takeuchi WN",NA,"Magnoliopsida","PG","none","none","OCEANIA","Papua New Guinea","EUROPE","Naturalis Biodiversity Center","Takeuchi, WN 14349","L.3931842@BRAHMS",NA,"Naturalis Biodiversity Center",NA,"Morobe province; Kamiali Wildlife Management Area; Bulili Ridge near Lababia, open Gleichenia woodland with Gymnostoma-dominant canopy, along the crestline.",NA,NA,"Botany","2515055863",NA,"https://data.biodiversitydata.nl/naturalis/specimen/L.3931842",NA,NA,"L.3931842",NA,NA,NA,NA,NA,"Myrtella beccarii F.Muell.","17abcf75-2f1e-46dd-bf75-a5b21dd02655","Plantae|Myrtales|Myrtaceae",NA,-7.3,147.13833,NA,"WGS84","ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3931842/format/large"
"2514430025","Myrtella beccarii F.Muell.","colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:19.701+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180871,6,7707728,220,690,5014,3180866,3180871,3180871,"Myrtella beccarii F.Muell.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtella","Myrtella beccarii","Myrtella","beccarii","SPECIES","ACCEPTED","NE","OCEANIA","New Guinea",NA,NA,1981,6,15,"1981-06-15",166,166,NA,"2024-07-18T23:54:19.701+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"L.2527974@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",TRUE,NA,"Katik P",NA,"Magnoliopsida","PG","none","none","OCEANIA","Papua New Guinea","EUROPE","Naturalis Biodiversity Center","Katik, P LAE 74928","L.2527974@BRAHMS",NA,"Naturalis Biodiversity Center",NA,"Payawa Village, Morobe Subrpovince. Papua New Guinea Morobe. Swampy regrowth forest.",NA,NA,"Botany","2514430025",NA,"https://data.biodiversitydata.nl/naturalis/specimen/L.2527974",NA,NA,"L.2527974",NA,NA,NA,NA,NA,"Myrtella beccarii F.Muell.","17abcf75-2f1e-46dd-bf75-a5b21dd02655","Plantae|Myrtales|Myrtaceae",NA,-7.58333,147.16667,NA,"WGS84","ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2527974/format/large"
"2514408009","Myrtella beccarii F.Muell.","colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:19.356+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180871,6,7707728,220,690,5014,3180866,3180871,3180871,"Myrtella beccarii F.Muell.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtella","Myrtella beccarii","Myrtella","beccarii","SPECIES","ACCEPTED","NE","OCEANIA","New Guinea",NA,NA,1979,11,28,"1979-11-28",332,332,NA,"2024-07-18T23:54:19.356+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"L.2527990@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",TRUE,NA,"Henty EE",NA,"Magnoliopsida","PG","none","none","OCEANIA","Papua New Guinea","EUROPE","Naturalis Biodiversity Center","Henty, EE LAE 72469","L.2527990@BRAHMS",NA,"Naturalis Biodiversity Center",NA,"Buso, Lae subprovince, Morobe province, P.N.G.",NA,NA,"Botany","2514408009",NA,"https://data.biodiversitydata.nl/naturalis/specimen/L.2527990",NA,NA,"L.2527990",NA,NA,NA,NA,NA,"Myrtella beccarii F.Muell.","17abcf75-2f1e-46dd-bf75-a5b21dd02655","Plantae|Myrtales|Myrtaceae",NA,-7.41667,147.16667,NA,"WGS84","ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2527990/format/large"
"2516214830","Myrtella beccarii F.Muell.","colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:21.973+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180871,6,7707728,220,690,5014,3180866,3180871,3180871,"Myrtella beccarii F.Muell.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtella","Myrtella beccarii","Myrtella","beccarii","SPECIES","ACCEPTED","NE","OCEANIA","New Guinea",NA,NA,1973,1,5,"1973-01-05",5,5,NA,"2024-07-18T23:54:21.973+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"L.2528091@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",TRUE,NA,"Foreman DB",NA,"Magnoliopsida","PG","none","none","OCEANIA","Papua New Guinea","EUROPE","Naturalis Biodiversity Center","Foreman, DB LAE 52292","L.2528091@BRAHMS",NA,"Naturalis Biodiversity Center",NA,"New Guinea. Buso River, Lae subdistrict, Morobe District. In river bed and by side of river.",NA,NA,"Botany","2516214830",NA,"https://data.biodiversitydata.nl/naturalis/specimen/L.2528091",NA,NA,"L.2528091",NA,NA,NA,NA,NA,"Myrtella beccarii F.Muell.","17abcf75-2f1e-46dd-bf75-a5b21dd02655","Plantae|Myrtales|Myrtaceae",NA,-7.41667,147.16667,NA,"WGS84","ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2528091/format/large"
"2235869657","Myrtella beccarii F.Muell.","ccm,gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:07.032+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3180871,6,7707728,220,690,5014,3180866,3180871,3180871,"Myrtella beccarii F.Muell.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtella","Myrtella beccarii","Myrtella","beccarii","SPECIES","ACCEPTED","NE","ASIA",NA,NA,"Asia-Tropical, Papua New Guinea",1973,11,18,"1973-11-18",322,322,"2019-01-10T08:40:00.000+00:00","2024-08-02T12:39:07.032+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"http://n2t.net/ark:/65665/34c0160c1-662c-4e56-bf3b-a209bd4ee684","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,"NMNH Extant Biology","M. Jacobs",NA,"Magnoliopsida","PG","none","none","OCEANIA","Papua New Guinea","NORTH_AMERICA",NA,"9650","http://n2t.net/ark:/65665/34c0160c1-662c-4e56-bf3b-a209bd4ee684",NA,"urn:lsid:biocol.org:col:15463",NA,"Eastern New Guinea, Southeast of Lae on the coast, opposite Lasanga I., Buso River.",NA,NA,"US","2235869657",NA,"http://n2t.net/ark:/65665/34c0160c1-662c-4e56-bf3b-a209bd4ee684",NA,NA,"US 2758417","US",NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,"Myrtella beccarii F.Muell.","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae",NA,-7.42,147.17,1,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m314a26489-4285-452e-8901-1d8aea7ccb52"
