"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","coordinateUncertaintyInMeters","networkKeys","elevation","elevationAccuracy","institutionKey","collectionKey","recordNumber","municipality","fieldNotes","occurrenceRemarks","bibliographicCitation","informationWithheld","otherCatalogNumbers","institutionID","locality","gadm","dynamicProperties","identificationQualifier","habitat","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","higherClassification","collectionID","county","reproductiveCondition","associatedTaxa","individualCount","higherGeography","nomenclaturalCode","verbatimElevation","associatedOccurrences","georeferenceProtocol","lifeStage","fieldNumber","organismID","locationID","ownerInstitutionCode","accessRights","georeferenceSources","nomenclaturalStatus","type","georeferenceRemarks","georeferencedBy","georeferenceVerificationStatus","preparations","georeferencedDate","language","locationRemarks","identificationRemarks","recordedByIDs.type","recordedByIDs.value","infraspecificEpithet","typeStatus","island","islandGroup","disposition","eventID","media_url","license"
"4900517407","Siphoneugena dussii (Krug & Urb.) Proença",-11.573333,-41.225833,"cdc,cdround,elmms,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:48.825+00:00",203,"PRESERVED_SPECIMEN","PRESENT",9070154,6,7707728,220,690,5014,3181140,9070154,9070154,"Siphoneugena dussii (Krug & Urb.) Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Siphoneugena","Siphoneugena dussii","Siphoneugena","dussii","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Bahia",2023,4,25,"2023-04-25",115,115,NA,"2024-07-01T12:17:48.825+00:00",NA,FALSE,"6277794","none","none",FALSE,NA,"Stadnik, A;Lucresia, L","Stadnik, A","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","6277794",NA,"25/04/2023",NA,"ALCB","4900517407","6277794",NA,"ALCB00078236","ALCB",NA,NA,NA,"Siphoneugena dussii (Krug & Urb.) Proença",NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97",560.5,560.5,"7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e","776","Morro do Chapéu","ca. 5 m. Folhas discolores. Fruto maduro amarelo, castanhos quando seco.","ca. 5 m. Folhas discolores. Fruto maduro amarelo, castanhos quando seco.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6277794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/7/82/36/alcb00078236.dzi","Usage Conditions Apply"
"3107254332","Siphoneugena dussii (Krug & Urb.) Proença",-11.400833,-64.060556,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:55.572+00:00",520,"PRESERVED_SPECIMEN","PRESENT",9070154,6,7707728,220,690,5014,3181140,9070154,9070154,"Siphoneugena dussii (Krug & Urb.) Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Siphoneugena","Siphoneugena dussii","Siphoneugena","dussii","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Rondônia",2018,11,5,"2018-11-05",309,309,"2023-07-05T16:33:09.000+00:00","2024-08-01T12:21:55.572+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:1438092","none","none",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","K.S. Gonçalves; A.C. Oliveira; D. Daly; A.L.P. Silveira; A.A. Soares; K.R.C. Paixão; I.M. Silva","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1438092",NA,NA,NA,"RB","3107254332","urn:catalog:JBRJ:RB:1438092",NA,"RB01438092","JBRJ",NA,NA,NA,"Siphoneugena dussii (Krug & Urb.) Proença",NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97",NA,NA,"48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa","675","Campo Novo de Rondônia",NA,NA,NA,NA,"RB 810391","04.936.616/0001-20","Parque Pacaás Novos, Pico do Tracoá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/43/80/92/01438092.jpg","Usage Conditions Apply"
"1423898112","Siphoneugena dussii (Krug & Urb.) Proença",-18.130833,-43.371667,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:45.228+00:00",520,"PRESERVED_SPECIMEN","PRESENT",9070154,6,7707728,220,690,5014,3181140,9070154,9070154,"Siphoneugena dussii (Krug & Urb.) Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Siphoneugena","Siphoneugena dussii","Siphoneugena","dussii","SPECIES","ACCEPTED","LC","2017-06-01T00:00:00","SOUTH_AMERICA","Minas Gerais",2015,10,12,"2015-10-12",285,285,"2020-06-07T05:28:52.000+00:00","2024-08-01T12:21:45.228+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:1049261","none","none",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","G. Martinelli; C.Baez","M.SOBRAL","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1049261",NA,NA,NA,"RB","1423898112","urn:catalog:JBRJ:RB:1049261",NA,"RB01049261","JBRJ",NA,NA,NA,"Siphoneugena dussii (Krug & Urb.) Proença",NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97",985,NA,"48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa","18794","São Gonçalo do Rio Preto",NA,"arbusto, 3m, heliófila; folhas verdes, concolores; frutos imaturos de cor verde com nuances avermelhados.",NA,NA,"RB 637593","04.936.616/0001-20","Parque Estadual do Rio Preto, capão de mata nas margens do Córrego do Meio.",NA,"{""project"" : ""Inventário em Áreas Prioritárias para Conservação""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/4/92/61/01049261.jpg","Usage Conditions Apply"
"1424476043","Siphoneugena dussii (Krug & Urb.) Proença",-22.3525,-42.556111,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:45.396+00:00",520,"PRESERVED_SPECIMEN","PRESENT",9070154,6,7707728,220,690,5014,3181140,9070154,9070154,"Siphoneugena dussii (Krug & Urb.) Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Siphoneugena","Siphoneugena dussii","Siphoneugena","dussii","SPECIES","ACCEPTED","LC","2013-07-26T00:00:00","SOUTH_AMERICA","Rio de Janeiro",2012,7,NA,"2012-07",NA,NA,"2017-10-14T12:24:43.000+00:00","2024-08-01T12:21:45.396+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:841602","none","none",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","A. Uhlmann; et al","Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:841602",NA,NA,NA,"RB","1424476043","urn:catalog:JBRJ:RB:841602",NA,"RB00841602","JBRJ",NA,NA,NA,"Siphoneugena dussii (Krug & Urb.) Proença",NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97",1200,NA,"48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa","383","Nova Friburgo","Floresra ombrófila densa montana","Árvore de 18m de altura",NA,NA,"RB 594501","04.936.616/0001-20","Área da Pousada Vale dos Sonhos.",NA,NA,"cf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/84/16/2/00841602.jpg","Usage Conditions Apply"
"1435462080","Siphoneugena dussii (Krug & Urb.) Proença",-16.5525,-42.898611,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:49.405+00:00",520,"PRESERVED_SPECIMEN","PRESENT",9070154,6,7707728,220,690,5014,3181140,9070154,9070154,"Siphoneugena dussii (Krug & Urb.) Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Siphoneugena","Siphoneugena dussii","Siphoneugena","dussii","SPECIES","ACCEPTED","LC","2017-08-30T00:00:00","SOUTH_AMERICA","Minas Gerais",2010,9,17,"2010-09-17",260,260,"2017-10-15T17:27:16.000+00:00","2024-08-01T12:21:49.405+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:1224850","none","none",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","T.B. Flores; H. Lorenzi; F.C.C. Neto; M. Peixoto","STADNIK,A.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1224850",NA,NA,NA,"RB","1435462080","urn:catalog:JBRJ:RB:1224850",NA,"RB01224850","JBRJ",NA,NA,NA,"Siphoneugena dussii (Krug & Urb.) Proença",NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97",956,NA,"48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa","848","Grão Mogol","Campo pedregoso",NA,NA,NA,"RB 675842","04.936.616/0001-20","Alto da Trilha do tropeiro - Serra de Grão Mogol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/48/50/01224850.jpg","Usage Conditions Apply"
"3802874381","Siphoneugena dussii (Krug & Urb.) Proença",-21.921944,-46.361111,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:54.166+00:00",520,"PRESERVED_SPECIMEN","PRESENT",9070154,6,7707728,220,690,5014,3181140,9070154,9070154,"Siphoneugena dussii (Krug & Urb.) Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Siphoneugena","Siphoneugena dussii","Siphoneugena","dussii","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Minas Gerais",2008,7,NA,"2008-07",NA,NA,"2022-05-27T19:35:19.000+00:00","2024-08-01T12:21:54.166+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:1462881","none","none",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","M.Sobral; R.Cardoso","M.Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1462881",NA,NA,NA,"RB","3802874381","urn:catalog:JBRJ:RB:1462881",NA,"RB01462881","JBRJ",NA,NA,NA,"Siphoneugena dussii (Krug & Urb.) Proença",NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97",NA,NA,"48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa","12531","Poços de Caldas",NA,NA,NA,NA,"RB 831216","04.936.616/0001-20","Pedra Branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/46/28/81/01462881.jpg","Usage Conditions Apply"
"2270563356","Siphoneugena dussii (Krug & Urb.) Proença",-10.64722,-75.505,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.690+00:00",276,"PRESERVED_SPECIMEN","PRESENT",9070154,6,7707728,220,690,5014,3181140,9070154,9070154,"Siphoneugena dussii (Krug & Urb.) Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Siphoneugena","Siphoneugena dussii","Siphoneugena","dussii","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Pasco",2007,9,14,"2007-09-14",257,257,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.690+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3224933",FALSE,"3224933","none","none",TRUE,NA,"A. Monteagudo; J. Mateo, V. Flores, C. Rojas",NA,"WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"3224933",NA,NA,NA,"Plants","2270563356","336a1e58-77d7-4c56-ac97-9f2b40121ba2","48269","ASU0061810","ASU",NA,NA,NA,"Siphoneugena dussii (Krug & Urb.) Proença",NA,NA,2060,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","15489",NA,NA,"Arbol 14 m; frutos negros.",NA,NA,"285114",NA,"Oxapampa. Dist. Chontabamba. Zona de amortiguamiento del Parque Nacional Yanachaga-Chemillén, sector la Suiza Vieja.",NA,NA,NA,"Bosque húmedo montano secundario.","336a1e58-77d7-4c56-ac97-9f2b40121ba2","http://creativecommons.org/licenses/by-nc/3.0/","Anne 2012_09_21","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Siphoneugena","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0061/ASU0061810_lg.jpg","Usage Conditions Apply"
"2270563042","Siphoneugena dussii (Krug & Urb.) Proença",-5.0925,-78.83944,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.406+00:00",276,"PRESERVED_SPECIMEN","PRESENT",9070154,6,7707728,220,690,5014,3181140,9070154,9070154,"Siphoneugena dussii (Krug & Urb.) Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Siphoneugena","Siphoneugena dussii","Siphoneugena","dussii","SPECIES","ACCEPTED","LC","2008-01-01T00:00:00","SOUTH_AMERICA","Cajamarca",2006,10,16,"2006-10-16",289,289,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.406+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3224576",FALSE,"3224576","none","none",TRUE,NA,"Juan Perea; Valerio Flores","L. R. Landrum","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"3224576",NA,NA,NA,"Plants","2270563042","e22bbe3e-1f30-40c6-a3c4-896de2ccd8fe","48269","ASU0018736","ASU",NA,NA,NA,"Siphoneugena dussii (Krug & Urb.) Proença",NA,NA,2002,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","2894",NA,NA,"Arbol 5 m, frutos verdosos.",NA,NA,"272353",NA,"San Ignacio. Dist. San José de Lourdes. Poblado los Llanos.",NA,NA,NA,"Bosque esclerófito en borde de carretera.","e22bbe3e-1f30-40c6-a3c4-896de2ccd8fe","http://creativecommons.org/licenses/by-nc/3.0/","Anne 2012_09_20","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Siphoneugena","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0018/ASU0018736_lg.jpg","Usage Conditions Apply"
"1424266178","Siphoneugena dussii (Krug & Urb.) Proença",-21.716667,-43.883333,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:39.944+00:00",520,"PRESERVED_SPECIMEN","PRESENT",9070154,6,7707728,220,690,5014,3181140,9070154,9070154,"Siphoneugena dussii (Krug & Urb.) Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Siphoneugena","Siphoneugena dussii","Siphoneugena","dussii","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Minas Gerais",2005,8,11,"2005-08-11",223,223,"2017-10-19T16:24:18.000+00:00","2024-08-01T12:21:39.944+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:551055","none","none",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","R.C. Forzza; ´R. Dias-Melo; R. Domingues; R.F. Monteiro; C. Mynsen; A.R. Pereira´","M.Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:551055",NA,NA,NA,"RB","1424266178","urn:catalog:JBRJ:RB:551055",NA,"RB00551055","JBRJ",NA,NA,NA,"Siphoneugena dussii (Krug & Urb.) Proença",NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97",1500,NA,"48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa","4154","Lima Duarte",NA,"Arvoreta 5 m alt., folhas discolores, hipanto verde, calice verde a levemente vinaceo, petalas, estames e gineceu alvos",NA,NA,"RB 427572","04.936.616/0001-20","Parque Estadual do Ibitipoca, Janela do Céu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/55/10/55/00551055.jpg","Usage Conditions Apply"
"2270686653","Siphoneugena dussii (Krug & Urb.) Proença",-13.0667,-72.3667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:07.352+00:00",276,"PRESERVED_SPECIMEN","PRESENT",9070154,6,7707728,220,690,5014,3181140,9070154,9070154,"Siphoneugena dussii (Krug & Urb.) Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Siphoneugena","Siphoneugena dussii","Siphoneugena","dussii","SPECIES","ACCEPTED","LC","2007-01-01T00:00:00","SOUTH_AMERICA","Cuzco",2005,9,17,"2005-09-17",260,260,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:07.352+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=775613",FALSE,"775613","none","none",TRUE,NA,"I. Huamantupa; N. Anaya, M. Callalli, J. Tito, L. Vargas","L. R. Landrum, 2007","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"775613",NA,NA,NA,"Plants","2270686653","119cdaf7-0d74-4810-8d7e-411d44802f7d","48269","ASU0018963","ASU",NA,NA,NA,"Siphoneugena dussii (Krug & Urb.) Proença",NA,NA,2420,0,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","6684",NA,NA,"Arbol hasta 20 m, flores blancas axilares",NA,NA,"266359",NA,"Dist. Santa Teresa, subida a Yerbabuenayoc, Rocotal.",NA,NA,NA,"Bosque primario","119cdaf7-0d74-4810-8d7e-411d44802f7d","http://creativecommons.org/licenses/by-nc/3.0/","Veronica","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Siphoneugena","a2e32c87-d320-4a01-bafd-a9182ae2e191","La Convencion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0018/ASU0018963_lg.jpg","Usage Conditions Apply"
