"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","individualCount","occurrenceStatus","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","stateProvince","gadm","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","habitat","institutionID","verbatimEventDate","island","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","identificationQualifier","higherClassification","collectionID","name","typeStatus","otherCatalogNumbers","dynamicProperties","fieldNumber","references","preparations","rightsHolder","nomenclaturalCode","language","type","identificationRemarks","verbatimElevation","elevationAccuracy","media_url"
"1321723607","Psidium sessilifolium Alain",19.87,-70.75,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:39.468+00:00",403,"PRESERVED_SPECIMEN",1,"PRESENT","Flowering",5420615,6,7707728,220,690,5014,3187232,5420615,5420615,"Psidium sessilifolium Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium sessilifolium","Psidium","sessilifolium","SPECIES","ACCEPTED","NE",50,"NORTH_AMERICA","Puerto Plata","none","West Indies - Neotropics, Dominican Republic, Puerto Plata, Hispaniola",1985,4,9,"1985-04-09",99,99,"2019-01-08T22:15:00.000+00:00","2024-08-02T12:41:39.468+00:00","Usage Conditions Apply",FALSE,"http://n2t.net/ark:/65665/3c7f49d5d-0e49-4a1c-9e84-1ef96bc717dc","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,"NMNH Extant Biology","A. H. Gentry & T. A. Zanoni","Strong, M. T., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","50637","http://n2t.net/ark:/65665/3c7f49d5d-0e49-4a1c-9e84-1ef96bc717dc","Serpentine hill near coast.","urn:lsid:biocol.org:col:15463","09 Apr 1985","Hispaniola","Loma Frances Viejo, W of Puerto Plata","US","1321723607","http://n2t.net/ark:/65665/3c7f49d5d-0e49-4a1c-9e84-1ef96bc717dc","US 3633188","US","cf.","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8","Psidium sessilifolium Alain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m35f20ab96-27ed-4e92-bc45-5762ffe7496e"
