"key","scientificName","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","gadm","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","isInCluster","recordedBy","preparations","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","informationWithheld","institutionID","nomenclaturalCode","verbatimEventDate","verbatimLocality","gbifID","occurrenceID","disposition","catalogNumber","previousIdentifications","institutionCode","ownerInstitutionCode","occurrenceRemarks","reproductiveCondition","name","stateProvince","collectionKey","datasetName","locality","collectionCode","language","type","verbatimElevation","collectionID","typeStatus","networkKeys","individualCount","elevation","higherGeography","modified","identifiedBy","islandGroup","island","higherClassification","elevationAccuracy","decimalLatitude","decimalLongitude","geodeticDatum","habitat","georeferenceProtocol","eventRemarks","media_url"
"912286470","Calyptranthes selleana Urb. & Ekman","cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:34.486+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181606,6,7707728,220,690,5014,3173889,10763671,10763671,"Myrcia selleana (Urb. & Ekman) K.Campbell & Peguero","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia selleana","Calyptranthes","selleana","SPECIES","SYNONYM","NE","NORTH_AMERICA",NA,1927,2,21,"1927-02-21T00:00",52,52,"2024-08-02T01:14:34.486+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"K000331059","none","none","fa252605-26f6-426c-9892-94d071c2c77f",TRUE,"Ekman, E.L.",NA,"Magnoliopsida","HT","none","none","LATIN_AMERICA","Haiti","EUROPE",NA,"H7645","K000331059",NA,NA,NA,NA,NA,"912286470","http://specimens.kew.org/herbarium/K000331059",NA,"K000331059",NA,"K",NA,NA,NA,"Calyptranthes selleana Urb. & Ekman",NA,NA,NA,"Massif de la Selle, Croix des Bosquets, Badeau.","Herbarium",NA,NA,NA,NA,"TYPE","17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,1600,NA,NA,NA,NA,NA,"Myrtaceae",NA,18.316667,-72,"WGS84","Hillside above the source.","Gazetteer","Shrub 2m.","http://d2seqvvyy3b8p2.cloudfront.net/0f3e9560b43a96f93127371e3e8743ae.jpg"
