"key","scientificName","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","gadm","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","locality","gbifID","collectionCode","occurrenceID","higherClassification","collectionID","name","preparations","recordedByIDs.type","recordedByIDs.value","rightsHolder","nomenclaturalCode","type","locationRemarks","decimalLatitude","decimalLongitude","dateIdentified","identifiedBy","geodeticDatum","elevationAccuracy","stateProvince","references","language","typeStatus","typifiedName","datasetID","verbatimEventDate","footprintWKT","fieldNumber","ownerInstitutionCode","verbatimElevation","occurrenceRemarks","media_url","license"
"2517439573","Eugenia zeyheri (Harv.) Harv.","colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:55:11.102+00:00",270,"PRESERVED_SPECIMEN",NA,"PRESENT",5416781,6,7707728,220,690,5014,3177662,9490829,9490829,"Eugenia zeyheri (Harv.) Harv. ex Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia zeyheri","Eugenia","zeyheri","SPECIES","SYNONYM","DD",NA,"AFRICA",NA,NA,1971,1,13,"1971-01-13",13,13,NA,"2024-07-18T23:55:11.102+00:00",FALSE,"WAG.1115791@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,NA,"S; R","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE","S; R 12","WAG.1115791@BRAHMS","WAG.1115791","Naturalis Biodiversity Center",NA,"3327 AD (Peddie) Kaap, Peddie, Keiskammarivier, 10 myl. van mond.","2517439573","Botany","https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115791","Plantae|Myrtales|Myrtaceae",NA,"Eugenia zeyheri (Harv.) Harv.",NA,NA,NA,"Naturalis Biodiversity Center","ICN",NA,NA,-33.26184,27.45027,"2017-09-01T00:00:00","Byng JW","WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/WAG.1115791/format/large","all rights reserved"
"2575263949","Eugenia zeyheri (Harv.) Harv.","cdc,rdativ,colmano,inmafu","064508e2-255e-4d82-9f13-05d73476cc03","605e7170-1123-11d9-8433-b8a03c50a862",NA,"7e9670e7-b45c-4f66-9300-fa8f98c9c79d","605e7170-1123-11d9-8433-b8a03c50a862","CH","EML","2024-08-05T07:01:56.149+00:00","2024-08-05T07:12:28.631+00:00",1431,"PRESERVED_SPECIMEN",NA,"PRESENT",5416781,6,7707728,220,690,5014,3177662,9490829,9490829,"Eugenia zeyheri (Harv.) Harv. ex Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia zeyheri","Eugenia","zeyheri","SPECIES","SYNONYM","DD",111,"AFRICA",NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-18T13:15:27.000+00:00","2024-08-05T07:12:28.631+00:00",FALSE,"9d25ff48-4b0b-11e9-b8e8-005056be20a7","none","none","5b487a79-76ef-4615-93d9-f4ea25a40c33",NA,TRUE,NA,"Karl Ludwig Philipp Zeyher","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE","107.11","9d25ff48-4b0b-11e9-b8e8-005056be20a7","Z-000016132",NA,"Z","Eastern Cape, Albany, am Ufer und östlich vom Fluss Kowie (= locality code 107)","2575263949",NA,"9d25ff48-4b0b-11e9-b8e8-005056be20a7",NA,NA,"Eugenia zeyheri (Harv.) Harv.",NA,NA,NA,"United Herbaria of the University and ETH Zurich",NA,"PhysicalObject",NA,-33.47926,26.734936,NA,NA,"WGS84",NA,NA,NA,NA,"TYPE","Eugenia capensis subsp. zeyheri (Harv.) F.White","Z-000016132","s.d.","POINT(26.734936 -33.47926)","107.11","Z","< 500'",NA,"https://www.digitalis.uzh.ch/media/specimen/16/Z-000016132_A.jpg","all rights reserved"
