"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","elevationAccuracy","continent","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","license","isSequenced","associatedSequences","identifier","facts","relations","institutionKey","isInCluster","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","identifier.1","catalogNumber","institutionCode","locality","gbifID","occurrenceID","verbatimIdentification","name","networkKeys","dateIdentified","stateProvince","collectionKey","otherCatalogNumbers","publishedByGbifRegion","rightsHolder","recordNumber","habitat","institutionID","nomenclaturalCode","collectionCode","verbatimElevation","higherClassification","coordinateUncertaintyInMeters","gadm","higherGeography","typeStatus","dynamicProperties","fieldNumber","modified","preparations","media_url"
"2515690866","Eugenia talbotii Keay",2.23083,9.93389,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:55:11.096+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5417590,6,7707728,220,690,5014,3177662,5417590,5417590,"Eugenia talbotii Keay","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia talbotii","Eugenia","talbotii","SPECIES","ACCEPTED","NE",NA,NA,"AFRICA",2000,3,8,"2000-03-08",68,68,"2024-07-18T23:55:11.096+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,NA,"WAG.1115699@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92",FALSE,"Tchouto Mbatchou GP; Elad ME","Tchouto Mbatchou GP","WGS84","Magnoliopsida","CM","none","none","AFRICA","Cameroon","WAG.1115699@BRAHMS","WAG.1115699",NA,"Bibabimvoto, Dipikar island along transect T2.","2515690866","https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115699",NA,"Eugenia talbotii Keay","17abcf75-2f1e-46dd-bf75-a5b21dd02655","2002-04-23T00:00:00","South Region","0add23db-a8f7-4d15-95ad-4ed0c5c8a055","WAG0254389","EUROPE","Naturalis Biodiversity Center","Tchouto Mbatchou, GP; Elad, ME MMX 131","Atlantic biafran forest rich in Caesalpiniaceae with Calpocalyx heitzii and Sacoglottis gabonensis.","Naturalis Biodiversity Center","ICN","Botany","60.0 m","Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/WAG.1115699/format/large"
"2515726326","Eugenia talbotii Keay",2.98333,9.98333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:55:11.312+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5417590,6,7707728,220,690,5014,3177662,5417590,5417590,"Eugenia talbotii Keay","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia talbotii","Eugenia","talbotii","SPECIES","ACCEPTED","NE",NA,NA,"AFRICA",1969,5,19,"1969-05-19",139,139,"2024-07-18T23:55:11.312+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,NA,"WAG.1115700@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92",FALSE,"Bos JJ","Jacques-Félix H","WGS84","Magnoliopsida","CM","none","none","AFRICA","Cameroon","WAG.1115700@BRAHMS","WAG.1115700",NA,"12 km from Kribi, Lolodorf road.","2515726326","https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115700",NA,"Eugenia talbotii Keay","17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,"South Region","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,"EUROPE","Naturalis Biodiversity Center","Bos, JJ 4574","Wet high forest.","Naturalis Biodiversity Center","ICN","Botany","0.0 m","Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/WAG.1115700/format/large"
