"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","occurrenceRemarks","http...unknown.org.captive","identificationID","name","identifiedByIDs.type","identifiedByIDs.value","identificationRemarks","recordedByIDs.type","recordedByIDs.value","networkKeys","elevation","elevationAccuracy","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","county","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","verbatimElevation","collectionID","otherCatalogNumbers","http...unknown.org.recordID","associatedTaxa","rights","http...unknown.org.recordEnteredBy","higherClassification","verbatimTaxonRank","reproductiveCondition","samplingProtocol","verbatimCoordinateSystem","disposition","fieldNotes","http...unknown.org.LatestDateCollected","gadm","associatedOccurrences","individualCount","georeferenceProtocol","georeferenceRemarks","organismID","locationID","accessRights","georeferenceSources","iucnRedListCategory","eventID","footprintSRS","bibliographicCitation","verbatimIdentification","informationWithheld","media_url"
"574875276","Myrceugenia ovata var. nannophylla (Burret) Landrum",-37.801944,-72.860278,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.436+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185646,6,7707728,220,690,5014,3185514,3185639,3185646,"Myrceugenia ovata var. nannophylla (Burret) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia ovata","Myrceugenia","ovata","nannophylla","VARIETY","ACCEPTED",NA,NA,"SOUTH_AMERICA","Araucanía",1998,3,10,"1998-03-10",69,69,NA,"2024-07-30T17:31:57.436+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00096207","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096207",NA,"10th March 1998",NA,"E","574875276","https://data.rbge.org.uk/herb/E00096207",NA,"E00096207","RBGE",NA,NA,NA,NA,"Myrceugenia ovata var. nannophylla (Burret) Landrum",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",490,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","482","Margin of small river with Podocarpus salignu., Austrocedrus chilensis and Desfontainia spinos..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucania]:Prov. de Malleco:Angol:Approach from Angol to Parque Nacional Nahuelbuta, El Manzana on the Río Picoiquen.","Malleco","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67594","490m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096207/full/300,/0/default.jpg"
"575271293","Myrceugenia ovata var. nannophylla (Burret) Landrum",-39.783056,-71.706389,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.569+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185646,6,7707728,220,690,5014,3185514,3185639,3185646,"Myrceugenia ovata var. nannophylla (Burret) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia ovata","Myrceugenia","ovata","nannophylla","VARIETY","ACCEPTED",NA,NA,"SOUTH_AMERICA","Los Lagos",1998,3,4,"1998-03-04",63,63,NA,"2024-07-30T17:31:57.569+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00096208","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096208",NA,"4th March 1998",NA,"E","575271293","https://data.rbge.org.uk/herb/E00096208",NA,"E00096208","RBGE",NA,NA,NA,NA,"Myrceugenia ovata var. nannophylla (Burret) Landrum",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",1000,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","421","Edge of grassy meadow bordering mountain stream.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Valdivia:Vicinity of Carabiñeros Refugio below Paso de Carirriñe",NA,"CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","88061","1000m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096208/full/300,/0/default.jpg"
"574648701","Myrceugenia ovata var. nannophylla (Burret) Landrum",-39.142778,-71.713056,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.168+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185646,6,7707728,220,690,5014,3185514,3185639,3185646,"Myrceugenia ovata var. nannophylla (Burret) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia ovata","Myrceugenia","ovata","nannophylla","VARIETY","ACCEPTED",NA,NA,"SOUTH_AMERICA","Araucanía",1998,4,6,"1998-04-06",96,96,NA,"2024-07-30T17:31:57.168+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00078029","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00078029",NA,"6th April 1998",NA,"E","574648701","https://data.rbge.org.uk/herb/E00078029",NA,"E00078029","RBGE",NA,NA,NA,NA,"Myrceugenia ovata var. nannophylla (Burret) Landrum",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",1040,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","29","Araucaria forest, growing with Nothofagus dombeyi and  Chusque..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucania]:Prov. de Cautin:Communa de Pucon:Parque Nacional Huerquehue, Lago El Toro",NA,"CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","73685","1040m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00078029/manifest"
"575074966","Myrceugenia ovata var. nannophylla (Burret) Landrum",-37.3975,-71.494167,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:56.486+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185646,6,7707728,220,690,5014,3185514,3185639,3185646,"Myrceugenia ovata var. nannophylla (Burret) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia ovata","Myrceugenia","ovata","nannophylla","VARIETY","ACCEPTED",NA,NA,"SOUTH_AMERICA","Bío-Bío",1996,2,27,"1996-02-27",58,58,NA,"2024-07-30T17:31:56.486+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00043496","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00043496",NA,"27th February 1996",NA,"E","575074966","https://data.rbge.org.uk/herb/E00043496",NA,"E00043496","RBGE",NA,NA,NA,NA,"Myrceugenia ovata var. nannophylla (Burret) Landrum",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",1150,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","485","Amongst boulders on river margin in temperate rainforest with Nothofagus procera and Saxegothaea conspicua","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VIII [Biobío]:Prov. de Biobío:Antuco:New logging road west of Parque Nacional Laguna de La Laja","Biobío","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","18590","1150m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00043496/full/300,/0/default.jpg"
"575034230","Myrceugenia ovata var. nannophylla (Burret) Landrum",-42.708889,-73.896944,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:56.457+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185646,6,7707728,220,690,5014,3185514,3185639,3185646,"Myrceugenia ovata var. nannophylla (Burret) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia ovata","Myrceugenia","ovata","nannophylla","VARIETY","ACCEPTED",NA,NA,"SOUTH_AMERICA","Los Lagos",1996,2,20,"1996-02-20",51,51,NA,"2024-07-30T17:31:56.457+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00043975","none","none",TRUE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00043975",NA,"20th February 1996",NA,"E","575034230","https://data.rbge.org.uk/herb/E00043975",NA,"E00043975","RBGE",NA,NA,NA,NA,"Myrceugenia ovata var. nannophylla (Burret) Landrum",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","244","Poorly drained soils with secondary vegetation dominated by Drimys winter..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Chiloé:Chonchi:Road to Lago Tepuhueico from Lago Huillinco.","Chiloé","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","18379",NA,"https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00043975/full/300,/0/default.jpg"
"2270675631","Myrceugenia ovata var. nannophylla (Burret) Landrum",-35.5833,-71.0667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.277+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185646,6,7707728,220,690,5014,3185514,3185639,3185646,"Myrceugenia ovata var. nannophylla (Burret) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia ovata","Myrceugenia","ovata","nannophylla","VARIETY","ACCEPTED",NA,NA,"SOUTH_AMERICA","Maule",1994,1,4,"1994-01-04",4,4,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.277+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764224","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"764224","none","none",FALSE,NA,"D. Burckhardt","L.R. Landrum, 1996.","WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764224",NA,NA,NA,"Plants","2270675631","c39c2201-4da7-4a44-8a6c-848a7773f7b1","51112","ASU0043397","ASU",NA,NA,NA,NA,"Myrceugenia ovata var. nannophylla (Burret) Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","47",NA,NA,NA,"Parque Gil de Vilches. Monumento Natural.","Talca",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","201509","c39c2201-4da7-4a44-8a6c-848a7773f7b1","ecologicallyOccursWith: Nothofagus","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia ovata","var.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043397_lg.jpg"
"2270674439","Myrceugenia ovata var. nannophylla (Burret) Landrum",-37.4167,-71.4167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.064+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185646,6,7707728,220,690,5014,3185514,3185639,3185646,"Myrceugenia ovata var. nannophylla (Burret) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia ovata","Myrceugenia","ovata","nannophylla","VARIETY","ACCEPTED",NA,NA,"SOUTH_AMERICA","Biobio",1993,10,19,"1993-10-19",292,292,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.064+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764222","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"764222","none","none",FALSE,NA,"L. R. Landrum; S.S. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764222",NA,NA,NA,"Plants","2270674439","a49d8972-56f3-40ea-81d1-804f1011094a","51112","ASU0043393","ASU",NA,"Shrub ca. 0.5m high in forest.",NA,NA,"Myrceugenia ovata var. nannophylla (Burret) Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","7960",NA,NA,NA,"Antuco, ca. 2km E of Hosteria El Bosque on road to Volcan Antuco and ca. 2km along road to SE to recinto of Endesa.","Los Angeles",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","191623","a49d8972-56f3-40ea-81d1-804f1011094a",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia ovata","var.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043393_lg.jpg"
"2270676281","Myrceugenia ovata var. nannophylla (Burret) Landrum",-40.75,-72.3333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.805+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185646,6,7707728,220,690,5014,3185514,3185639,3185646,"Myrceugenia ovata var. nannophylla (Burret) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia ovata","Myrceugenia","ovata","nannophylla","VARIETY","ACCEPTED",NA,NA,"SOUTH_AMERICA","Los Lagos",1993,11,9,"1993-11-09",313,313,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.805+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764220","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"764220","none","none",FALSE,NA,"L. R. Landrum; S.S. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764220",NA,NA,NA,"Plants","2270676281","6710956f-8154-4929-8414-23c596f03e40","51112","ASU0043390","ASU",NA,"Shrub ca. 2m high; old flowers reddish.",NA,NA,"Myrceugenia ovata var. nannophylla (Burret) Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","8055",NA,NA,NA,"Parque Nacional Puyehue, road to Antillanca, ca. 8 km above Administration at Aguas Calientes.","Osorno",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","191826","6710956f-8154-4929-8414-23c596f03e40","ecologicallyOccursWith: Nothofagus|ecologicallyOccursWith: Spharnum bog|ecologicallyOccursWith: Saxegothea|ecologicallyOccursWith: Pilgerodendron","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia ovata","var.","flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043390_lg.jpg"
"2270675864","Myrceugenia ovata var. nannophylla (Burret) Landrum",-38.3333,-71.8333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.104+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185646,6,7707728,220,690,5014,3185514,3185639,3185646,"Myrceugenia ovata var. nannophylla (Burret) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia ovata","Myrceugenia","ovata","nannophylla","VARIETY","ACCEPTED",NA,NA,"SOUTH_AMERICA","Araucania",1992,2,15,"1992-02-15",46,46,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.104+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764225","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"764225","none","none",TRUE,NA,"M.F. Gardner; C.N. Page",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764225",NA,NA,NA,"Plants","2270675864","3b830eb4-9a45-4ab4-a889-36aa7fdf9944","51112","ASU0043403","ASU",NA,"Shrub to 2.5m with very fragrant creamy yellow flowers.",NA,NA,"Myrceugenia ovata var. nannophylla (Burret) Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","5023","Margin of richly vegetated river.",NA,NA,"Laguna Verde.","Malleco",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","187039","3b830eb4-9a45-4ab4-a889-36aa7fdf9944","ecologicallyOccursWith: Nothofagus","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia ovata","var.","flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043403_lg.jpg"
"2270674985","Myrceugenia ovata var. nannophylla (Burret) Landrum",-38.3333,-71.8333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.120+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185646,6,7707728,220,690,5014,3185514,3185639,3185646,"Myrceugenia ovata var. nannophylla (Burret) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia ovata","Myrceugenia","ovata","nannophylla","VARIETY","ACCEPTED",NA,NA,"SOUTH_AMERICA","Araucania",1992,2,15,"1992-02-15",46,46,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.120+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764226","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"764226","none","none",TRUE,NA,"M.F. Gardner; C.N. Page",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764226",NA,NA,NA,"Plants","2270674985","66a7170d-8a27-479d-93d9-4eee5ebcbb5b","51112","ASU0043402","ASU",NA,"Shrub to 2.5m with dark glossy green leaves above, paler below. Fruits orange.",NA,NA,"Myrceugenia ovata var. nannophylla (Burret) Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","5019","Margin of richly vegetated river.",NA,NA,"Laguna Verde.","Malleco",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","187925","66a7170d-8a27-479d-93d9-4eee5ebcbb5b","ecologicallyOccursWith: Nothofagus","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia ovata","var.","fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043402_lg.jpg"
"575034509","Myrceugenia ovata var. nannophylla (Burret) Landrum",-38.333333,-71.833333,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:55.701+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185646,6,7707728,220,690,5014,3185514,3185639,3185646,"Myrceugenia ovata var. nannophylla (Burret) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia ovata","Myrceugenia","ovata","nannophylla","VARIETY","ACCEPTED",NA,NA,"SOUTH_AMERICA","Araucanía",1992,2,15,"1992-02-15",46,46,NA,"2024-07-30T17:31:55.701+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00005896","none","none",TRUE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00005896",NA,"15th February 1992",NA,"E","575034509","https://data.rbge.org.uk/herb/E00005896",NA,"E00005896","RBGE",NA,NA,NA,NA,"Myrceugenia ovata var. nannophylla (Burret) Landrum",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",1150,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","5020","Richly vegetated area dominated by Nothofagus dombey..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucania]:Prov. de Malleco:Parque Nacional Tolhuaca, Laguna Verde.",NA,"CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67042","1150m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00005896/manifest"
