"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","identificationRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","occurrenceRemarks","informationWithheld","projectId","individualCount","elevation","elevationAccuracy","gadm","networkKeys","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","verbatimElevation","collectionID","county","establishmentMeans","georeferencedBy","organismQuantityType","acceptedNameUsage","verbatimSRS","georeferenceRemarks","municipality","verbatimCoordinateSystem","associatedReferences","language","taxonRemarks","vernacularName","otherCatalogNumbers","http...unknown.org.recordID","associatedTaxa","rights","http...unknown.org.recordEnteredBy","higherClassification","reproductiveCondition","georeferenceVerificationStatus","georeferenceSources","dynamicProperties","bibliographicCitation","fieldNotes","preparations","dataGeneralizations","georeferenceProtocol","organismID","locationID","accessRights","locationRemarks","typeStatus","typifiedName","fieldNumber","disposition","nomenclaturalStatus","eventID","datasetID","footprintSRS","verbatimIdentification","media_url","license"
"2270675449","Myrceugenia exsucca (DC.) O.Berg",-37.2807,-72.8948,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.126+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Biobio",2001,11,1,"2001-11-01",305,305,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.126+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764307",FALSE,"764307","none","none",FALSE,NA,"L. R. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764307",NA,NA,NA,"Plants","2270675449","38d4832b-ffe0-4c8f-add0-4b7550788eda","33064","ASU0043265","ASU",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,"Shrub ca. 4m high.",NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","10067","Wet area being pasteured.",NA,NA,"Santa Juana, ca. 4km from Los Martinez towards Colico, Los Martinez being on the road from Santa Juana to Los Angeles.",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","Concepcion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"238312","38d4832b-ffe0-4c8f-add0-4b7550788eda","ecologicallyOccursWith: Juncus|ecologicallyOccursWith: Myrceugenia|ecologicallyOccursWith: Blepharocalyx","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043265_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270680242","Myrceugenia exsucca (DC.) O.Berg",-36.7007,-72.866,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.173+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Biobio",2001,11,3,"2001-11-03",307,307,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.173+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764308",FALSE,"764308","none","none",TRUE,NA,"L. R. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764308",NA,NA,NA,"Plants","2270680242","07bc6dc9-bde6-4aa7-9216-8bb267ece88d","33064","ASU0043266","ASU",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,"Spreading shrub ca. 3m high; fruit first yellow then reddish.",NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","10073","Wet area.",NA,NA,"About 1km N of road to San Rafael from Penco-Chillan highway.",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","Concepcion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"238318","07bc6dc9-bde6-4aa7-9216-8bb267ece88d","ecologicallyOccursWith: Juncus|ecologicallyOccursWith: Myrtaceae|ecologicallyOccursWith: Luma chequen|ecologicallyOccursWith: Blepharocalyx","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia","fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043266alg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270674717","Myrceugenia exsucca (DC.) O.Berg",-33.5833,-71.5167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.072+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,5000,"SOUTH_AMERICA","Valparaiso",2000,7,28,"2000-07-28",210,210,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.072+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764303",FALSE,"764303","none","none",FALSE,NA,"L. R. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764303",NA,NA,NA,"Plants","2270674717","d2070cb2-e27c-40e8-895f-5958724ed4f0","33064","ASU0043270","ASU",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,"Shrub along stream.",NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","9811","Remnants of sclerophyllous vegetation along small stream.",NA,NA,"San Antonio Province, Malvilla. Ca. 1km W of Malvilla along railroad tracks.",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"238048","d2070cb2-e27c-40e8-895f-5958724ed4f0","ecologicallyOccursWith: Luma chequen|ecologicallyOccursWith: Myrceugenia obtusa|ecologicallyOccursWith: M. exsucca|ecologicallyOccursWith: Berberis actinacantha","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia",NA,"reviewed - high confidence","georef batch tool 2012-10-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043270_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"575318638","Myrceugenia exsucca (DC.) O.Berg",-40.683333,-71.7,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.453+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1999,12,2,"1999-12-02",336,336,NA,"2024-07-30T17:31:57.453+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096177","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","AR","none","none","LATIN_AMERICA","Argentina","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096177",NA,"2nd December 1999",NA,"E","575318638","https://data.rbge.org.uk/herb/E00096177",NA,"E00096177","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,700,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","6152","Stoney shore of lake.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Argentina:Prov. de Río Negro:North shore of Lago Nahuel Huapi.","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","98159","700m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096177/manifest","http://creativecommons.org/publicdomain/zero/1.0/"
"574838091","Myrceugenia exsucca (DC.) O.Berg",-42.283333,-72.716667,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.546+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1998,2,25,"1998-02-25",56,56,NA,"2024-07-30T17:31:57.546+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096084","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096084",NA,"25th February 1998",NA,"E","574838091","https://data.rbge.org.uk/herb/E00096084",NA,"E00096084","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","355","Margin of large lake","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Palena:Chaitén:Ayacara Peninsula; western margin of Laguna Huequi","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67607","125m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Palena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096084/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"575251851","Myrceugenia exsucca (DC.) O.Berg",-38.249167,-72.51,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.479+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",1998,3,9,"1998-03-09",68,68,NA,"2024-07-30T17:31:57.479+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096220","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096220",NA,"9th March 1998",NA,"E","575251851","https://data.rbge.org.uk/herb/E00096220",NA,"E00096220","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","446","Overhanging well vegetated riverside bank with Austrocedrus chilensis","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucania]:Prov. de Malleco:Traiguén:Cerro Adencul; north bank of Río Traiguén","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","88040","100m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Malleco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096220/manifest","http://creativecommons.org/publicdomain/zero/1.0/"
"575112032","Myrceugenia exsucca (DC.) O.Berg",-40.232778,-72.266389,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.456+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1998,3,2,"1998-03-02",61,61,NA,"2024-07-30T17:31:57.456+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096230","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096230",NA,"2nd March 1998",NA,"E","575112032","https://data.rbge.org.uk/herb/E00096230",NA,"E00096230","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","376","Thicket on margin of river","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Valdivia:Llifén; near to the mouth of the Río Calcurrupe, east of Lago Ranco.","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67602","20m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096230/manifest","http://creativecommons.org/publicdomain/zero/1.0/"
"575099679","Myrceugenia exsucca (DC.) O.Berg",-37.572222,-73.364167,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.466+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Bío-Bío",1998,3,11,"1998-03-11",70,70,NA,"2024-07-30T17:31:57.466+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096232","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096232",NA,"11th March 1998",NA,"E","575099679","https://data.rbge.org.uk/herb/E00096232",NA,"E00096232","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,110,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","515","Isolated thickets of myrtle shrubs in poorly drained pasture.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VIII [Biobío]:Prov. de Arauco:Lebu:Río Trongol","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67591","110m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Arauco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096232/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"575016050","Myrceugenia exsucca (DC.) O.Berg",-39.783611,-73.173889,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:56.806+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Ríos",1996,2,26,"1996-02-26",57,57,NA,"2024-07-30T17:31:56.806+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00043974","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00043974",NA,"26th February 1996",NA,"E","575016050","https://data.rbge.org.uk/herb/E00043974",NA,"E00043974","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","436","Flooded margins of river.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región XIV [Los Ríos]:Prov. de Valdivia:Valdivia:Beside the Río Callecalle.","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","18562","5m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Valdivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00043974/manifest","http://creativecommons.org/publicdomain/zero/1.0/"
"575078594","Myrceugenia exsucca (DC.) O.Berg",-37.816667,-71.7,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:55.700+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Bío-Bío",1993,2,20,"1993-02-20",51,51,NA,"2024-07-30T17:31:55.700+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00005869","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00005869",NA,"20th February 1993",NA,"E","575078594","https://data.rbge.org.uk/herb/E00005869",NA,"E00005869","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,600,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","5601","Grazing pasture with isolated pockets of evergreen forest dominated by Myrtaceae, Persea lingue and Peumus boldu..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VIII [Biobío]:Prov. de Biobío:Santa Bárabra:Road from Santa Barbara to Locopangue.","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","66818","600m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00005869/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
