"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","identificationRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","occurrenceRemarks","informationWithheld","projectId","individualCount","elevation","elevationAccuracy","gadm","networkKeys","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","verbatimElevation","collectionID","county","establishmentMeans","georeferencedBy","organismQuantityType","acceptedNameUsage","verbatimSRS","georeferenceRemarks","municipality","verbatimCoordinateSystem","associatedReferences","language","taxonRemarks","vernacularName","otherCatalogNumbers","http...unknown.org.recordID","associatedTaxa","rights","http...unknown.org.recordEnteredBy","higherClassification","reproductiveCondition","georeferenceVerificationStatus","georeferenceSources","dynamicProperties","bibliographicCitation","fieldNotes","preparations","dataGeneralizations","georeferenceProtocol","organismID","locationID","accessRights","locationRemarks","typeStatus","typifiedName","fieldNumber","disposition","nomenclaturalStatus","eventID","datasetID","footprintSRS","verbatimIdentification","media_url","license"
"3312492833","Myrceugenia exsucca (DC.) O.Berg",39.681667,72.268611,"cdc,cucdmis","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:11.249+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"ASIA","Los Ríos",2018,8,21,"2018-08-21",233,233,NA,"2024-07-30T17:32:11.249+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00822520","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","EUROPE",NA,"https://data.rbge.org.uk/herb/E00822520",NA,"21st August 2018",NA,"E","3312492833","https://data.rbge.org.uk/herb/E00822520",NA,"E00822520","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","1","Remnant mrtle forest with M. exsucca and Blepharocalyx cruckshanksii","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Los Rios:Valdivia:Puyamen","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","942684","140m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00822520/manifest","http://creativecommons.org/publicdomain/zero/1.0/"
"3312492806","Myrceugenia exsucca (DC.) O.Berg",-41.315,-3.175833,"cucdmis","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:10.692+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,NA,"Los Lagos",2018,8,21,"2018-08-21",233,233,NA,"2024-07-30T17:32:10.692+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00822585","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00822585",NA,"21st August 2018",NA,"E","3312492806","https://data.rbge.org.uk/herb/E00822585",NA,"E00822585","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,"none","17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","9428","Remnant myrtle forest on river margin.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Provincia de Llanquihue:Puerto Varas:6 km due west of Puerto Varas on the banks of the Río Maullín .","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","943080","51m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Llanquihue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00822585/manifest","http://creativecommons.org/publicdomain/zero/1.0/"
"1563114850","Myrceugenia exsucca (DC.) O.Berg",-37.804167,-72.875278,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:10.673+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",2017,2,23,"2017-02-23",54,54,NA,"2024-07-30T17:32:10.673+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00813542","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00813542",NA,"23rd February 2017",NA,"E","1563114850","https://data.rbge.org.uk/herb/E00813542",NA,"E00813542","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,575,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","334","Thin strip of riparian woodland with Austrocedrus chilensis, Laurelia semperivirens, Myrceugenia exsuccca & M. parviflora, Nothofagus obliqua, Persea lingue and Podocarpus salignus","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucanía]:Provincia de Malleco:Angol:Road leading to Parque Nacional Nahuelbuta at El Manzano","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","834738","575m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Malleco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00813542/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2235623587","Myrceugenia exsucca (DC.) O.Berg",-33.2204,-71.5587,"gass84,ambinst","f69687da-edff-43a7-be3a-6ec8a6f80a1d","bf0d80b3-46da-4e60-b1cf-39f2320acb43","faeb021c-ab9f-4c80-9587-3749a8f6fb23","bf0d80b3-46da-4e60-b1cf-39f2320acb43","CL","EML","2024-04-27T15:17:45.085+00:00","2024-04-29T09:01:19.991+00:00",183,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Región de Valparaíso",2017,10,12,"2017-10-12",285,285,"2019-03-25T00:00:00.000+00:00","2024-04-29T09:01:19.991+00:00",NA,FALSE,"CONC:CONC:186585","none","none",FALSE,"Base de datos consultoría biotopos, GEF Montaña","Constanza Aguilera|Pierre Gilbert","M. T. Serra|H. Retamales","WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","LATIN_AMERICA",NA,"CONC:CONC:186585",NA,"2017/10/12","Casablanca","CONC","2235623587","CONC:CONC:186585",NA,"186585","CONC",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bosque semidenso Cryptocarya alba",NA,NA,"Casablanca",NA,"PhysicalObject",NA,NA,NA,"497",NA,"Valparaíso","native","Constanza Aguilera|Pierre Gilbert","BraunBlanquetScale","Myrceugenia exsucca (DC.) O. Berg","WGS84","261538 E| 6321361 S| WGS84 UTM 19 Sur","Casablanca","Grados decimales","GEF-MMA, 2017. Corredores Biológicos de Montaña","Es","Árbol","Pitra| petra| patagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://img-especies.mma.gob.cl/storage/4/OcurrenciasÁreaProyectoGEFMontana_506parcelas/lrphFYN7pWPdxfpnrp8I8m8GBgij6NpUWexARw42.jpeg","http://creativecommons.org/publicdomain/zero/1.0/"
"665872142","Myrceugenia exsucca (DC.) O.Berg",-41.983333,-71.84,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:06.137+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",2012,3,22,"2012-03-22",82,82,NA,"2024-07-30T17:32:06.137+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00593044","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00593044",NA,"22nd March 2012",NA,"E","665872142","https://data.rbge.org.uk/herb/E00593044",NA,"E00593044","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,243,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","40","Margin of lake dominated by large trees of Nothofagus dombeyi, Caldcluvia paniculata, Lomatia hirsuta, Myrceugenia exsucca and Weinmannia trichosperma","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Provincia de Puerto Montt:Comuna de Puelo:Valle de Puelo; eastern margin Lago Azul cloes to the house of Miguel Gallardo","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","587301","243m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00593044/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270554598","Myrceugenia exsucca (DC.) O.Berg",-42.40288,-73.604917,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:15.658+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,20,"SOUTH_AMERICA","Los Lagos",2011,11,12,"2011-11-12",316,316,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:15.658+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=2470599",FALSE,"2470599","none","none",FALSE,NA,"L. R. Landrum; S. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"2470599",NA,NA,NA,"Plants","2270554598","8b9f5c36-f656-44ff-88f5-1ce702607698","33064","ASU0059808","ASU",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,"Shrub ca. 3 m high",NA,NA,NA,170,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","11627","Disturbed, mixed evergreen forest",NA,NA,"Chiloe, Isla Quinchao, on two side roads from road to Achao, ca. 5.4 km directly ESE of Dalcahue, ca. 0.75 km NW of Lago Pulul",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"284372","8b9f5c36-f656-44ff-88f5-1ce702607698","ecologicallyOccursWith: Luma apiculata|ecologicallyOccursWith: Amomyrtus luma|ecologicallyOccursWith: Myrceugenia exsucca|ecologicallyOccursWith: Berberis darwinii|ecologicallyOccursWith: Buddleja globosa","http://creativecommons.org/licenses/by-nc/3.0/","Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0059/ASU0059808_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270681000","Myrceugenia exsucca (DC.) O.Berg",-36.8032,-73.1632,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.873+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Biobio",2006,3,18,"2006-03-18",77,77,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.873+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=769450",FALSE,"769450","none","none",FALSE,NA,"L. R. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"769450",NA,NA,NA,"Plants","2270681000","531b8a43-35e2-477a-b783-dde2aac0d0e0","33064","ASU0043254","ASU",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,"Small tree at edge of wet pasture.",NA,NA,NA,20,10,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","11109","Forest of evergreen species pruned by ocean winds.",NA,NA,"Desembocadura of Rio Bio Bio.  Ca. 1.5 km along road E of desembocadura.",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"259728","531b8a43-35e2-477a-b783-dde2aac0d0e0","ecologicallyOccursWith: Peumus boldus|ecologicallyOccursWith: Myrceugenia obtusa|ecologicallyOccursWith: Aextoxicon|ecologicallyOccursWith: Lapageria|ecologicallyOccursWith: Senna","http://creativecommons.org/licenses/by-nc/3.0/","Les","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia","flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043254_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"574945174","Myrceugenia exsucca (DC.) O.Berg",-41.411389,-73.050556,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.569+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",2002,9,13,"2002-09-13",256,256,NA,"2024-07-30T17:31:58.569+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00163641","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00163641",NA,"13th September 2002",NA,"E","574945174","https://data.rbge.org.uk/herb/E00163641",NA,"E00163641","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","6404","Five or six large specimens of  Myrceugenia exsucca and one specimen of Luma apiculata in a flooded depression which is likely to be dry during the summer months.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Provincia de Llanquihue:Puerto Montt:Adjacent private property to the east of Reserva Lahuén Nadi","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","158591","100m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Llanquihue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00163641/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"575050090","Myrceugenia exsucca (DC.) O.Berg",-39.802778,-73.268611,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.626+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Ríos",2002,9,19,"2002-09-19",262,262,NA,"2024-07-30T17:31:58.626+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00163643","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00163643",NA,"19th September 2002",NA,"E","575050090","https://data.rbge.org.uk/herb/E00163643",NA,"E00163643","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","6455","Flood plain of very wide river. Margin dominated by 2m tall Blechnum chilensis  and  Chusque.. Woody associates including Aristotelia chilensi., Drimys winteri and Maytenus boaria","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región XIV [Los Ríos]:Prov. de Valdivia:Valdivia:Eastern bank of  the Río Cruces on the western edge of Isla Teja","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","158831","3m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Valdivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00163643/manifest","http://creativecommons.org/publicdomain/zero/1.0/"
"575157409","Myrceugenia exsucca (DC.) O.Berg",-41.411389,-73.050556,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.637+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185537,6,7707728,220,690,5014,3185514,3185537,3185537,"Myrceugenia exsucca (DC.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia exsucca","Myrceugenia","exsucca","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",2002,9,13,"2002-09-13",256,256,NA,"2024-07-30T17:31:58.637+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00167245","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00167245",NA,"13th September 2002",NA,"E","575157409","https://data.rbge.org.uk/herb/E00167245",NA,"E00167245","RBGE",NA,NA,NA,"Myrceugenia exsucca (DC.) O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","6405","Five or six large specimens of  Myrceugenia exsucca and one specimen of Luma apiculata in a flooded depression which is likely to be dry during the summer months.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Provincia de Llanquihue:Puerto Montt:Adjacent private property to the east of Reserva Lahuén Nadi","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","158598","100m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Llanquihue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00167245/full/300,/0/default.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
