"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","municipality","locality","gbifID","occurrenceRemarks","collectionCode","occurrenceID","name","gadm","iucnRedListCategory","elevation","references","http...unknown.org.recordID","taxonID","rights","http...unknown.org.recordEnteredBy","higherClassification","collectionID","reproductiveCondition","habitat","fieldNotes","associatedOccurrences","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","county","individualCount","higherGeography","preparations","nomenclaturalCode","verbatimEventDate","language","type","elevationAccuracy","georeferencedDate","georeferenceProtocol","verbatimElevation","georeferenceRemarks","organismID","locationID","ownerInstitutionCode","accessRights","bibliographicCitation","informationWithheld","verbatimLocality","disposition","previousIdentifications","fieldNumber","distanceFromCentroidInMeters","typeStatus","dynamicProperties","typifiedName","recordedByIDs.type","recordedByIDs.value","media_url","license"
"1987022860","Psidium australe var. suffruticosum (O.Berg) Landrum",-23.203333,-55.226944,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:50.283+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5420460,6,7707728,220,690,5014,3187232,5420449,5420460,"Psidium australe var. suffruticosum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","suffruticosum","VARIETY","ACCEPTED","2019-01-21T00:00:00","SOUTH_AMERICA","Mato Grosso do Sul",2018,11,25,"2018-11-25",329,329,"2019-06-06T20:23:25.000+00:00","2024-08-01T12:21:50.283+00:00",FALSE,"urn:catalog:JBRJ:RB:1400961","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 778015","A. Bevacqua; I. Sousa, Ida, Joe, Antonia, Adelaide, Helena, Luiz, Orida.","A. Tuler","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","37","urn:catalog:JBRJ:RB:1400961","RB01400961","04.936.616/0001-20","JBRJ","Amambai","Comunidade Limão Verde.","1987022860","Planta rasteira, fruto globular verde, caule lenhoso, heliofita, solo arenoso, folha coriáceae, ao masserar a folha forte cheiro (presença de oleo essencial).","RB","urn:catalog:JBRJ:RB:1400961","Psidium australe var. suffruticosum (O.Berg) Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/40/9/61/01400961.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270571672","Psidium suffruticosum O.Berg",-15.8117,-61.4846,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:17.026+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420463,6,7707728,220,690,5014,3187232,5420449,5420460,"Psidium australe var. suffruticosum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","suffruticosum",NA,"SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Departamento de Santa Cruz",2008,11,14,"2008-11-14",319,319,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:17.026+00:00",FALSE,"4342567","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"288090","J.R.I. Wood",NA,"WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"25359","4342567","ASU0078689",NA,"ASU",NA,"Nuflo de Chavez, 15 km por el camiono de Santa Rosa a Piso Firme","2270571672",NA,"Plants","b18bc97f-f7a3-42d7-bc4c-2a073a465295","Psidium suffruticosum O.Berg",NA,"NE",358,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=4342567","b18bc97f-f7a3-42d7-bc4c-2a073a465295","33722","http://creativecommons.org/licenses/by-nc/3.0/","waltola64","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU_Plants/ASU0078/ASU0078689_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270559915","Psidium suffruticosum O.Berg",-24.183611,-55.28,"cdc,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.203+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420463,6,7707728,220,690,5014,3187232,5420449,5420460,"Psidium australe var. suffruticosum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","suffruticosum",NA,"SPECIES","SYNONYM","2007-01-01T00:00:00","SOUTH_AMERICA",NA,1999,9,23,"1999-09-23",266,266,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.203+00:00",FALSE,"3101349","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"282942","Elsa Matilde Zardini; Silverio Ramirez Benitez","L. R. Landrum","WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"51202","3101349","ASU0060388",NA,"ASU",NA,"Canendiyu. Mbaracayu Natural Reserve administered by Fundacion Moises Bertoni: Aguara Nu.","2270559915","Subshrub 30 cm. Flower bud green.","Plants","63241653-1cc2-4f5b-b5a1-5c354751dc89","Psidium suffruticosum O.Berg",NA,"NE",NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3101349","63241653-1cc2-4f5b-b5a1-5c354751dc89","33722","http://creativecommons.org/licenses/by-nc/3.0/","karrivas","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Cerrado scrub on red sandy soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0060/ASU0060388_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270559135","Psidium suffruticosum O.Berg",-23.994167,-55.478889,"cdc,gass84,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.288+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420463,6,7707728,220,690,5014,3187232,5420449,5420460,"Psidium australe var. suffruticosum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","suffruticosum",NA,"SPECIES","SYNONYM",NA,"SOUTH_AMERICA",NA,1998,10,31,"1998-10-31",304,304,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.288+00:00",FALSE,"3101360","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"282978","Elsa Matilde Zardini; Isabelino Chaparro",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"49521","3101360","ASU0060399",NA,"ASU",NA,"Canendiyu. Mbaracayu Natural Reserve, administered by Fundacion Moises Bertoni. Nandurokai.","2270559135","Shrub 50 cm. Fruit green.","Plants","700a2f39-d318-45fb-9379-aa6bb420a3ad","Psidium suffruticosum O.Berg",NA,"NE",NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3101360","700a2f39-d318-45fb-9379-aa6bb420a3ad","33722","http://creativecommons.org/licenses/by-nc/3.0/","karrivas","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Cerrado scrub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0060/ASU0060399_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270480793","Psidium suffruticosum O.Berg",-13.8947,-60.8128,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.823+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420463,6,7707728,220,690,5014,3187232,5420449,5420460,"Psidium australe var. suffruticosum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","suffruticosum",NA,"SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Santa Cruz",1997,1,28,"1997-01-28",28,28,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.823+00:00",FALSE,"1124578","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"212215","Soto et al.",NA,"WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"424","1124578","ASU0005422",NA,"ASU",NA,"Velasco, Parque Nacional Noel Kempff Mercado (13*53'41""S, 60*48'46""W)","2270480793",NA,"Plants","1cdc9f7c-3ebb-46f8-9fa0-9f52c1a28e6c","Psidium suffruticosum O.Berg",NA,"NE",NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124578","1cdc9f7c-3ebb-46f8-9fa0-9f52c1a28e6c","33722","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005422_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270483180","Psidium suffruticosum O.Berg",-23.3134,-48.5264,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.823+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420463,6,7707728,220,690,5014,3187232,5420449,5420460,"Psidium australe var. suffruticosum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","suffruticosum",NA,"SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Sao Paulo",1996,1,2,"1996-01-02",2,2,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.823+00:00",FALSE,"1124587","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"235903","Souza et al.",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"10752","1124587","ASU0005407",NA,"ASU",NA,"Angatuba, Estrada para Itatinga, ca. 29 km de Angatuba","2270483180",NA,"Plants","9ddf1efd-73bd-4f82-bdb4-44f4454254b4","Psidium suffruticosum O.Berg",NA,"NE",NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124587","9ddf1efd-73bd-4f82-bdb4-44f4454254b4","33722","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","yfr",NA,NA,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=e2c21334-43e5-43b0-af31-b3576747758e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005407_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482574","Psidium suffruticosum O.Berg",-23.789069,-46.820441,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.749+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420463,6,7707728,220,690,5014,3187232,5420449,5420460,"Psidium australe var. suffruticosum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","suffruticosum",NA,"SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Sao Paulo",1995,5,28,"1995-05-28",148,148,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.749+00:00",FALSE,"1124585","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"204992","Souza et al.",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"8684","1124585","ASU0005401",NA,"ASU",NA,"Itarare, estrada para Itarare-Itapeva, ponte Rio Verde","2270482574",NA,"Plants","436659f2-ac3e-4992-a404-87d90807a741","Psidium suffruticosum O.Berg",NA,"NE",NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124585","436659f2-ac3e-4992-a404-87d90807a741","33722","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","yfr",NA,NA,NA,3000,"alorozco","reviewed - high confidence","GoogleEarth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005401_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270483266","Psidium suffruticosum O.Berg",-24.1667,-55.6667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.654+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420463,6,7707728,220,690,5014,3187232,5420449,5420460,"Psidium australe var. suffruticosum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","suffruticosum",NA,"SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Canindeyu",1995,11,19,"1995-11-19",323,323,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.654+00:00",FALSE,"1124615","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"205815","L. R. Landrum",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"8857","1124615","ASU0005424",NA,"ASU",NA,"Ygatimi', Res. Natural del Bosque Mbaracayu', Nandurocai (ca. 24*10'S, 55*40'W)","2270483266",NA,"Plants","4a2d4d0b-1108-402f-80a8-fac04016a81b","Psidium suffruticosum O.Berg",NA,"NE",NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124615","4a2d4d0b-1108-402f-80a8-fac04016a81b","33722","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005424_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270483630","Psidium suffruticosum O.Berg",-24.0736,-49.0525,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.887+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420463,6,7707728,220,690,5014,3187232,5420449,5420460,"Psidium australe var. suffruticosum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","suffruticosum",NA,"SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Sao Paulo",1994,11,12,"1994-11-12",316,316,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.887+00:00",FALSE,"1124582","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"205097","Souza et al.",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"7092","1124582","ASU0005427",NA,"ASU",NA,"Itapeva, Estacao Ecologica de Itapeva","2270483630",NA,"Plants","25582cc2-6d78-446d-9f4b-143b4f5570ee","Psidium suffruticosum O.Berg",NA,"NE",NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124582","25582cc2-6d78-446d-9f4b-143b4f5570ee","33722","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005427_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482089","Psidium suffruticosum O.Berg",-23.789069,-46.820441,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.680+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420463,6,7707728,220,690,5014,3187232,5420449,5420460,"Psidium australe var. suffruticosum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","suffruticosum",NA,"SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Sao Paulo",1994,11,14,"1994-11-14",318,318,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.680+00:00",FALSE,"1124584","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"204995","Souza et al.",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"7235","1124584","ASU0005405",NA,"ASU",NA,"Itarare, estrada para Itarare-Itapeva, ponte Rio Verde","2270482089",NA,"Plants","506af2de-07b2-44fc-91b8-8e01506a4c2b","Psidium suffruticosum O.Berg",NA,"NE",NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124584","506af2de-07b2-44fc-91b8-8e01506a4c2b","33722","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,3000,"alorozco","reviewed - high confidence","GoogleEarth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005405_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
