"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","elevation","elevationAccuracy","continent","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","habitat","http...unknown.org.recordID","locality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","higherClassification","collectionID","reproductiveCondition","name","networkKeys","individualCount","higherGeography","datasetName","institutionID","stateProvince","verbatimEventDate","georeferenceProtocol","eventRemarks","gadm","rightsHolder","municipality","typeStatus","nomenclaturalCode","organismID","ownerInstitutionCode","accessRights","typifiedName","preparations","recordedByIDs.type","recordedByIDs.value","type","fieldNumber","verbatimLocality","media_url"
"2270676748","Eugenia armeniaca Sagot",3.1,-59.4167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.808+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5416573,6,7707728,220,690,5014,3177662,5416573,5416573,"Eugenia armeniaca Sagot","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia armeniaca","Eugenia","armeniaca","SPECIES","ACCEPTED","NE","1986-01-01T00:00:00",75,75,"SOUTH_AMERICA",1985,2,16,"1985-02-16",47,47,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.808+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=763214","http://creativecommons.org/licenses/by/4.0/",FALSE,"763214","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"146920","M.J. Jansen-Jacobs; C. Feuillet, P. Hiepko, L. Skog, B.J.H. ter Welle","L.R. Landrum, 1986.","WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA","252","763214","Along stream with sand and rocks in forest.","e5174e4a-2cbb-4890-abda-64bb730af368","Kanuku mountains.","Plants","2270676748","e5174e4a-2cbb-4890-abda-64bb730af368","47762","ASU0016944","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Tree to 10m tall; ca. 15cm in diameter. Young fruits green like figs. Mature fruit soft, juicy, velvety, golden yellow, resembling a ripe apricot. Leaves dull green above. Young branches soft brown. Tree leaning on a plam.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","fruit","Eugenia armeniaca Sagot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0016/ASU0016944a_lg.jpg"
"2270676860","Eugenia armeniaca Sagot",3.13333,-59.3833,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.881+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5416573,6,7707728,220,690,5014,3177662,5416573,5416573,"Eugenia armeniaca Sagot","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia armeniaca","Eugenia","armeniaca","SPECIES","ACCEPTED","NE","1986-01-01T00:00:00",340,60,"SOUTH_AMERICA",1985,2,21,"1985-02-21",52,52,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.881+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=763215","http://creativecommons.org/licenses/by/4.0/",FALSE,"763215","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"146924","M.J. Jansen-Jacobs; C. Feuillet, P. Hiepko, L. Skog, B.J.H. ter Welle","L.R. Landrum, 1986.","WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA","358","763215","High forest along creek.","f39d6ce2-064b-41d1-b867-fbe5f9b9eab4","Kanuku mountains.","Plants","2270676860","f39d6ce2-064b-41d1-b867-fbe5f9b9eab4","47762","ASU0016913","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Tree, 7m x7cm. Sepals pale green. Fruit somewhat pear-shaped, 4.5 x 4cm, green, when mature yellow and soft.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","fruit","Eugenia armeniaca Sagot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0016/ASU0016913_lg.jpg"
