"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","coordinateUncertaintyInMeters","networkKeys","elevation","institutionKey","collectionKey","recordNumber","locality","higherGeography","otherCatalogNumbers","dynamicProperties","georeferenceProtocol","fieldNumber","higherClassification","preparations","institutionID","nomenclaturalCode","county","language","type","identificationRemarks","verbatimElevation","collectionID","habitat","eventRemarks","http...unknown.org.recordID","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","gadm","organismID","locationID","ownerInstitutionCode","accessRights","georeferenceSources","individualCount","associatedTaxa","elevationAccuracy","typeStatus","disposition","reproductiveCondition","media_url"
"3763059640","Calyptranthes hylobates Standl. ex Amshoff",8.40583,-83.33556,"cdc,gass84,inmafu","85714c48-f762-11e1-a439-00145eb45e9a","57254bd0-8256-11d8-b7ed-b8a03c50a862","60454014-f762-11e1-a439-00145eb45e9a","57254bd0-8256-11d8-b7ed-b8a03c50a862","DE","BIOCASE","2023-12-05T09:13:43.838+00:00","2024-01-25T10:15:03.433+00:00",271,"PRESERVED_SPECIMEN","PRESENT",3181658,6,7707728,220,690,5014,3173889,10840504,10840504,"Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hylobates","Calyptranthes","hylobates","SPECIES","SYNONYM","LC",NA,"NORTH_AMERICA",NA,2010,4,13,"2010-04-13",103,103,NA,"2024-01-25T10:15:03.433+00:00","https://herbarium.bgbm.org/object/B101143140","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://herbarium.bgbm.org/object/B101143140","none","none",TRUE,NA,"González,A.F.R.","A. Rodríguez","WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE",NA,"https://herbarium.bgbm.org/object/B101143140",NA,NA,NA,"Herbarium Berolinense","3763059640","https://herbarium.bgbm.org/object/B101143140",NA,"B 10 1143140","B",NA,NA,NA,"Calyptranthes hylobates Standl. ex Amshoff",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655,3aee7756-565e-4dc5-b22c-f997fbd7105c",30,"4cf93dd2-06c8-4f49-89bc-a5d0805c6747","fceacd29-9f6c-4c9c-a4bc-67795f9cb972","13004","Costa Rica: Golfito: Jiménez. Jiménez, Piro. R. N. V. S. Osa. Centro Los Amigos de Osa. Sendero que lleva a Cerro Osa. Acompaña Carlos Olivares. Arbusto 2 m. Frutos verdes. Bajo dosel dentro de bosque maduro, aunque selectivamente aprovechado. Escaso. lifestage: fruiting. Alt.: 30 m.2010-04-13, Leg.: González,A.F.R. 13004.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://herbarium.bgbm.org/data/iiif/B101143140/manifest.json"
"1826249869","Calyptranthes hylobates Standl. ex Amshoff",14.4,-85.18,"gass84,mdativ,muldativ,colmafu,inmafu","7e380070-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","60277b56-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T06:57:04.427+00:00","2024-07-30T10:11:18.215+00:00",392,"PRESERVED_SPECIMEN","PRESENT",3181658,6,7707728,220,690,5014,3173889,10840504,10840504,"Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hylobates","Calyptranthes","hylobates","SPECIES","SYNONYM","LC",NA,"NORTH_AMERICA","Jinotega",2008,2,27,"2008-02-27",58,58,NA,"2024-07-30T10:11:18.215+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"7977226","none","none",FALSE,NA,"Indiana M. Coronado González, Armingol Fernández","Warren Douglas (Doug) Stevens","WGS84","Magnoliopsida","NI","none","none","LATIN_AMERICA","Nicaragua","EUROPE",NA,"7977226",NA,NA,NA,"BOT","1826249869","67a5df62-2a05-4e44-8a34-1498582f3500",NA,"BM001172473","NHMUK",NA,NA,NA,"Calyptranthes hylobates Standl. ex Amshoff",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",170,"1d808a7c-1f9e-4379-9616-edb749ecf10e","8bb3763f-955c-4791-8777-44de1996b378","4312","Wiwilí; Reserva de la Biosfera de Bosawas, comunidad de Inipuwas, Caño Drapapa","North America; Nicaragua; Jinotega; El Cuá","NHMUK:ecatalogue:7977226","{""associatedMediaCount"": 1, ""barcode"": ""001172473"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": ""Sheet"", ""collectionName"": null, ""commodity"": null, ""created"": 1489488334000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Calyptranthes hylobates Standl. ex Amshoff"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1826249869"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": ""Arbusto 3 m; frutos amarillentos"", ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": ""Digital Services"", ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""Gen Herb"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}","Google Maps","4312","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://data.nhm.ac.uk/media/c7dcdfcb-8c63-4b60-8999-b1a82b55da32"
"1930819917","Calyptranthes hylobates Standl. ex Amshoff",8.4042,-83.3375,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:41.086+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3181658,6,7707728,220,690,5014,3173889,10840504,10840504,"Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hylobates","Calyptranthes","hylobates","SPECIES","SYNONYM","LC","2009-01-01T00:00:00","NORTH_AMERICA","Puntarenas",2008,4,8,"2008-04-08",99,99,NA,"2024-07-21T05:14:41.086+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098085","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"d7edca03-e340-499b-9e97-85f0e6b8fc4c","none","none",FALSE,"Vascular plants","R. Aguilar","M. L. Kawasaki","WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","The New York Botanical Garden","d7edca03-e340-499b-9e97-85f0e6b8fc4c",NA,"08 Apr 2008",NA,"NY","1930819917","d7edca03-e340-499b-9e97-85f0e6b8fc4c",NA,"1095969","NY",NA,NA,NA,"Calyptranthes hylobates Standl. ex Amshoff",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72","11136","Distrito: Jiménez; Refugio Nacional de Vida Silvestre Osa; Centro Los Amigos de Osa",NA,NA,NA,NA,NA,NA,"sheet","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","Golfito (Canton)","en","PhysicalObject","! B.K. Holst 2009","98 ft","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/258/987/v-247-01095969.jpg"
"4519389970","Calyptranthes hylobates Standl. ex Amshoff",8.823056,-80.659722,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:48.384+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181658,6,7707728,220,690,5014,3173889,10840504,10840504,"Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hylobates","Calyptranthes","hylobates","SPECIES","SYNONYM","LC",NA,"NORTH_AMERICA",NA,2007,9,22,"2007-09-22T00:00",265,265,NA,"2024-08-02T01:14:48.384+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"K000812361","none","none",FALSE,NA,"McPherson, G.;","Barrie, F.","WGS84","Magnoliopsida","PA","none","none","LATIN_AMERICA","Panama","EUROPE",NA,"K000812361",NA,NA,NA,"Herbarium","4519389970","http://specimens.kew.org/herbarium/K000812361",NA,"K000812361",NA,NA,NA,NA,"Calyptranthes hylobates Standl. ex Amshoff",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",279,NA,NA,"19786","Colon, Teck Cominco Petaquilla mining concession.",NA,NA,NA,"Label",NA,"Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ridgetop forest along road.","Fallen tree at least 15m; buds white; fruits green to pale yellow.  DNA material extracted, 21 Sept 2009 by Lucas, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/6dbc965e8a31a7b8bba14c5031bd6854.jpg"
"2270561696","Calyptranthes hylobates Standl. ex Amshoff",9.383333,-78.566667,"cdc,gass84,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.230+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181658,6,7707728,220,690,5014,3173889,10840504,10840504,"Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hylobates","Calyptranthes","hylobates","SPECIES","SYNONYM","LC","2010-01-01T00:00:00","NORTH_AMERICA","San Blas",1994,8,9,"1994-08-09",221,221,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.230+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3101486","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"3101486","none","none",TRUE,NA,"Heraclio Herrera; C. Galdames, E. Montenegro, C. Chung","B. K. Holst","WGS84","Magnoliopsida","PA","none","none","LATIN_AMERICA","Panama","NORTH_AMERICA",NA,"3101486",NA,NA,NA,"Plants","2270561696","c4d19510-b48f-48a3-b3b2-5e6b97e60bac","187058","ASU0060525","ASU",NA,NA,NA,"Calyptranthes hylobates Standl. ex Amshoff",NA,NA,40,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","1723","Comarca de San Blas, Rio Diablo, Tierra firme del Pueblo de Nargana, a 7 km de la costa.",NA,"279410",NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes",NA,NA,NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"c4d19510-b48f-48a3-b3b2-5e6b97e60bac","http://creativecommons.org/licenses/by-nc/3.0/","Arbusto 1 m; botones verdes; petalos y estambres blancos.","alorozco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0060/ASU0060525_lg.jpg"
"1228359357","Calyptranthes hylobates Standl. ex Amshoff",8.4833,-78.5,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:07.499+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3181658,6,7707728,220,690,5014,3173889,10840504,10840504,"Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hylobates","Calyptranthes","hylobates","SPECIES","SYNONYM","LC","2004-01-01T00:00:00","NORTH_AMERICA","Panamá",1990,5,11,"1990-05-11",131,131,"2023-08-31T17:29:00.000+00:00","2024-01-25T11:00:07.499+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"6c6da1ce-f22c-4d3c-9dab-bea3862d0379","none","none",TRUE,"seeds-22-sep-2023","G. McPherson","B. K. Holst","WGS84","Magnoliopsida","PA","none","none","LATIN_AMERICA","Panama","NORTH_AMERICA","The Field Museum of Natural History","6c6da1ce-f22c-4d3c-9dab-bea3862d0379",NA,NA,NA,"Botany","1228359357","6c6da1ce-f22c-4d3c-9dab-bea3862d0379",NA,NA,"F",NA,NA,NA,"Calyptranthes hylobates Standl. ex Amshoff",NA,NA,NA,"689b4219-8256-4c6e-890b-2e81405d4c58",NA,"15050","Panamá","North America, Panama, Panamá. [LL]",NA,NA,"TGN - Centroid","15050","Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"F","ICBN",NA,NA,NA,NA,NA,"Botany",NA,NA,NA,NA,NA,NA,"none","397086","fa406ea1-e5ae-44e4-9bd0-ac40d15285ab","F","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/196/507/MYRT_caly_hylo_2259263.jpg"
"2270559621","Calyptranthes hylobates Standl. ex Amshoff",9.3,-79.266667,"cdc,gass84,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.299+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181658,6,7707728,220,690,5014,3173889,10840504,10840504,"Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hylobates","Calyptranthes","hylobates","SPECIES","SYNONYM","LC","2010-01-01T00:00:00","NORTH_AMERICA","San Blas",1985,4,21,"1985-04-21",111,111,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.299+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3101487","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"3101487","none","none",TRUE,NA,"Greg de Nevers; Barry Hammel, Susan Charnely, Heraclio Herrera","B. K. Holst","WGS84","Magnoliopsida","PA","none","none","LATIN_AMERICA","Panama","NORTH_AMERICA",NA,"3101487",NA,NA,NA,"Plants","2270559621","c2edc07f-77d0-4864-bf56-147d9c50cca8","187058","ASU0060526","ASU",NA,NA,NA,"Calyptranthes hylobates Standl. ex Amshoff",NA,NA,850,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","5420","Cerro Brewster.",NA,"279546",NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes",NA,NA,NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","Premontane rain forest.",NA,"c2edc07f-77d0-4864-bf56-147d9c50cca8","http://creativecommons.org/licenses/by-nc/3.0/","Tree 15 m; common; flowers white.","alorozco",NA,NA,NA,NA,NA,NA,NA,"ecologicallyOccursWith: Bonafousia sananho",NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0060/ASU0060526a_lg.jpg"
"2236021408","Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra",-11.13,-69.13,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:46.383+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10840504,6,7707728,220,690,5014,3173889,10840504,10840504,"Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hylobates","Myrcia","hylobates","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Pando",1982,8,2,"1982-08-02",214,214,"2023-11-08T09:55:00.000+00:00","2024-08-02T12:39:46.383+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"http://n2t.net/ark:/65665/3a0346294-c11e-4a8b-9174-a03ae7230ec4","none","none",FALSE,"NMNH Extant Biology","C. R. Sperling & S. King",NA,"WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/3a0346294-c11e-4a8b-9174-a03ae7230ec4",NA,NA,NA,"US","2236021408","http://n2t.net/ark:/65665/3a0346294-c11e-4a8b-9174-a03ae7230ec4",NA,"US 3261550","US",NA,NA,NA,"Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",250,"be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67","6478","Department of Pando, Nicolas Suarez, Southwest of Cobija on the Rio Naraueda.","South America - Neotropics, Bolivia, Pando",NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae",NA,"urn:lsid:biocol.org:col:15463",NA,NA,NA,NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m32e1798aa-89de-4039-bca2-00e824062b39"
"2235760726","Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra",-2.38,-77.5,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:38:34.256+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10840504,6,7707728,220,690,5014,3173889,10840504,10840504,"Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hylobates","Myrcia","hylobates","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Morona-Santiago",1980,6,22,"1980-06-22",174,174,"2023-11-08T09:54:00.000+00:00","2024-08-02T12:38:34.256+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"http://n2t.net/ark:/65665/30fa7553b-be5e-4482-83a1-ee1426c9a144","none","none",FALSE,"NMNH Extant Biology","J. Brandbyge & E. Asanza C.",NA,"WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/30fa7553b-be5e-4482-83a1-ee1426c9a144",NA,NA,NA,"US","2235760726","http://n2t.net/ark:/65665/30fa7553b-be5e-4482-83a1-ee1426c9a144",NA,"US 3255016","US",NA,NA,NA,"Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",300,"be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67","32232","Taisha. 5 km E of the military camp.","South America - Neotropics, Ecuador, Morona-Santiago",NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae",NA,"urn:lsid:biocol.org:col:15463",NA,NA,NA,NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m329748717-9bd3-4ef6-94d6-a77e693a2ffa"
"1228581643","Calyptranthes hylobates Standl. ex Amshoff",12.9167,-85.6667,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:07.641+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3181658,6,7707728,220,690,5014,3173889,10840504,10840504,"Myrcia hylobates (Standl. ex Amshoff) E.Lucas & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hylobates","Calyptranthes","hylobates","SPECIES","SYNONYM","LC","1972-01-01T00:00:00","NORTH_AMERICA","Matagalpa",1967,3,10,"1967-03-10",69,69,"2023-08-31T17:05:00.000+00:00","2024-01-25T11:00:07.641+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"6fca439a-ec8c-4b54-a188-5d472bb44bf5","none","none",TRUE,"seeds-22-sep-2023","A. Molina R.","R. L. Liesner","WGS84","Magnoliopsida","NI","none","none","LATIN_AMERICA","Nicaragua","NORTH_AMERICA","The Field Museum of Natural History","6fca439a-ec8c-4b54-a188-5d472bb44bf5",NA,NA,NA,"Botany","1228581643","6fca439a-ec8c-4b54-a188-5d472bb44bf5",NA,NA,"F",NA,NA,NA,"Calyptranthes hylobates Standl. ex Amshoff",NA,NA,NA,"689b4219-8256-4c6e-890b-2e81405d4c58",NA,"20469","Matagalpa","North America, Nicaragua, Matagalpa. [LL]",NA,NA,"TGN - Centroid","20469","Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"F","ICBN",NA,NA,NA,NA,NA,"Botany",NA,NA,NA,NA,NA,NA,NA,"302695","6ea5e12d-8470-42db-b353-4935d0c14de9","F","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/174/209/MYRT_caly_hylo_nic_1693801.jpg"
