"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","informationWithheld","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","occurrenceRemarks","networkKeys","elevation","elevationAccuracy","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","verbatimElevation","collectionID","county","gadm","otherCatalogNumbers","http...unknown.org.recordID","associatedTaxa","rights","http...unknown.org.recordEnteredBy","higherClassification","individualCount","preparations","organismID","accessRights","eventID","footprintSRS","bibliographicCitation","verbatimIdentification","media_url","license"
"665761443","Myrceugenia colchaguensis (Phil.) Navás",-38.234167,-71.353611,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:06.024+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185559,6,7707728,220,690,5014,3185514,3185559,3185559,"Myrceugenia colchaguensis (Phil.) Navás","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia colchaguensis","Myrceugenia","colchaguensis","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,2012,3,30,"2012-03-30",90,90,NA,"2024-07-30T17:32:06.024+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00593010","none","none",TRUE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00593010",NA,NA,"30th March 2012",NA,"E","665761443","https://data.rbge.org.uk/herb/E00593010",NA,"E00593010","RBGE",NA,NA,NA,"Myrceugenia colchaguensis (Phil.) Navás",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",338,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","109","0.5 ha of remnant native forest in a slight depression which is likely to be seasonally wet. Associated species include Maytenus boaria, Discaria, Luma apiculata, Blepharocalyx cruckshanksii, Azara microphylla, Berberis valdiviana and Cissus striatus.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [La Araucanía]:Provincia de Angol:Comuna de Victoria:Hotel El Bosque on Ruta 5 south-bound from Victoria.","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","587265","338m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00593010/manifest","http://creativecommons.org/licenses/by/4.0/"
"574979357","Myrceugenia colchaguensis (Phil.) Navás",-38.234167,-72.353611,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:01.322+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185559,6,7707728,220,690,5014,3185514,3185559,3185559,"Myrceugenia colchaguensis (Phil.) Navás","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia colchaguensis","Myrceugenia","colchaguensis","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",2008,12,24,"2008-12-24",359,359,NA,"2024-07-30T17:32:01.322+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00282748","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00282748",NA,NA,"24th December 2008",NA,"E","574979357","https://data.rbge.org.uk/herb/E00282748",NA,"E00282748","RBGE",NA,NA,NA,"Myrceugenia colchaguensis (Phil.) Navás",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",338,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","8361","0.5 ha of remnant native forest in a slight depression which is likely to be seasonally wet. Associated species include Maytenus boari., Discari., Luma apiculat., Blepharocalyx cruckshanksi., Azara microphyll., Berberis valdiviana and Cissus striatu..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucanía]:Provincia de Malleco:Victoria:Hotel El Bosque on Ruta 5 south-bound from Victoria.","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","307970","338m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Malleco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00282748/full/300,/0/default.jpg","http://creativecommons.org/licenses/by/4.0/"
"575246388","Myrceugenia colchaguensis (Phil.) Navás",-38.234167,-72.353611,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.870+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185559,6,7707728,220,690,5014,3185514,3185559,3185559,"Myrceugenia colchaguensis (Phil.) Navás","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia colchaguensis","Myrceugenia","colchaguensis","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",2004,1,21,"2004-01-21",21,21,NA,"2024-07-30T17:31:58.870+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00182255","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00182255",NA,NA,"21st January 2004",NA,"E","575246388","https://data.rbge.org.uk/herb/E00182255",NA,"E00182255","RBGE",NA,NA,NA,"Myrceugenia colchaguensis (Phil.) Navás",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",338,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","822","0.5 ha of remnant native forest in a slight depression which is likely to be seasonally wet. Associated species include Maytenus boari., Disacri., Luma apiculat., Blepharocalyx cruckshanksi., Azara microphyll., Berberis valdiviana and Cissus striatu..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucanía]:Provincia de Malleco:Victoria:Hotel El Bosque on Ruta 5 south-bound from Victoria.","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","180236","338m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Malleco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00182255/full/300,/0/default.jpg","http://creativecommons.org/licenses/by/4.0/"
"575014892","Myrceugenia colchaguensis (Phil.) Navás",-38.234167,-72.353611,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.862+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185559,6,7707728,220,690,5014,3185514,3185559,3185559,"Myrceugenia colchaguensis (Phil.) Navás","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia colchaguensis","Myrceugenia","colchaguensis","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",2004,1,21,"2004-01-21",21,21,NA,"2024-07-30T17:31:58.862+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00182262","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00182262",NA,NA,"21st January 2004",NA,"E","575014892","https://data.rbge.org.uk/herb/E00182262",NA,"E00182262","RBGE",NA,NA,NA,"Myrceugenia colchaguensis (Phil.) Navás",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",338,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","821","0.5 ha of remnant native forest in a slight depression which is likely to be seasonally wet. Associated species include Maytenus boari., Discari., Luma apiculat., Blepharocalyx cruckshanksi., Azara microphyll., Berberis valdiviana and Cissus striatu..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucanía]:Provincia de Malleco:Victoria:Hotel El Bosque on Ruta 5 south-bound from Victoria.","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","180235","338m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Malleco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00182262/full/300,/0/default.jpg","http://creativecommons.org/licenses/by/4.0/"
"575292744","Myrceugenia colchaguensis (Phil.) Navás",-38.234167,-72.353611,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:59.127+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185559,6,7707728,220,690,5014,3185514,3185559,3185559,"Myrceugenia colchaguensis (Phil.) Navás","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia colchaguensis","Myrceugenia","colchaguensis","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",2004,1,21,"2004-01-21",21,21,NA,"2024-07-30T17:31:59.127+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00189823","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00189823",NA,NA,"21st January 2004",NA,"E","575292744","https://data.rbge.org.uk/herb/E00189823",NA,"E00189823","RBGE",NA,NA,NA,"Myrceugenia colchaguensis (Phil.) Navás",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",338,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","825","0.5 ha of remnant native forest in a slight depression which is likely to be seasonally wet. Associated species include Maytenus boari., Disacri., Luma apiculat., Blepharocalyx cruckshanksi., Azara microphyll., Berberis valdiviana and Cissus striatu..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucanía]:Provincia de Malleco:Victoria:Hotel El Bosque on Ruta 5 south-bound from Victoria.","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","180239","338m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Malleco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00189823/full/300,/0/default.jpg","http://creativecommons.org/licenses/by/4.0/"
"575292735","Myrceugenia colchaguensis (Phil.) Navás",-38.234167,-72.353611,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:59.290+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185559,6,7707728,220,690,5014,3185514,3185559,3185559,"Myrceugenia colchaguensis (Phil.) Navás","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia colchaguensis","Myrceugenia","colchaguensis","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",2004,1,21,"2004-01-21",21,21,NA,"2024-07-30T17:31:59.290+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00198889","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00198889",NA,NA,"21st January 2004",NA,"E","575292735","https://data.rbge.org.uk/herb/E00198889",NA,"E00198889","RBGE",NA,NA,NA,"Myrceugenia colchaguensis (Phil.) Navás",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",338,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","824","0.5 ha of remnant native forest in a slight depression which is likely to be seasonally wet. Associated species include Maytenus boari., Disacri., Luma apiculat., Blepharocalyx cruckshanksi., Azara microphyll., Berberis valdiviana and Cissus striatu..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucanía]:Provincia de Malleco:Victoria:Hotel El Bosque on Ruta 5 south-bound from Victoria.","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","180238","338m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Malleco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00198889/manifest","http://creativecommons.org/licenses/by/4.0/"
"575163224","Myrceugenia colchaguensis (Phil.) Navás",-38.234167,-72.353611,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:59.212+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185559,6,7707728,220,690,5014,3185514,3185559,3185559,"Myrceugenia colchaguensis (Phil.) Navás","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia colchaguensis","Myrceugenia","colchaguensis","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",2004,1,21,"2004-01-21",21,21,NA,"2024-07-30T17:31:59.212+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00198890","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00198890",NA,NA,"21st January 2004",NA,"E","575163224","https://data.rbge.org.uk/herb/E00198890",NA,"E00198890","RBGE",NA,NA,NA,"Myrceugenia colchaguensis (Phil.) Navás",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",338,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","823","0.5 ha of remnant native forest in a slight depression which is likely to be seasonally wet. Associated species include Maytenus boari., Disacri., Luma apiculat., Blepharocalyx cruckshanksi., Azara microphyll., Berberis valdiviana and Cissus striatu..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucanía]:Provincia de Malleco:Victoria:Hotel El Bosque on Ruta 5 south-bound from Victoria.","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","180237","338m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Malleco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00198890/full/300,/0/default.jpg","http://creativecommons.org/licenses/by/4.0/"
"574698464","Myrceugenia colchaguensis (Phil.) Navás",-38.234167,-72.353611,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:59.488+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185559,6,7707728,220,690,5014,3185514,3185559,3185559,"Myrceugenia colchaguensis (Phil.) Navás","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia colchaguensis","Myrceugenia","colchaguensis","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",2004,12,11,"2004-12-11",346,346,NA,"2024-07-30T17:31:59.488+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00212668","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00212668",NA,NA,"11th December 2004",NA,"E","574698464","https://data.rbge.org.uk/herb/E00212668",NA,"E00212668","RBGE",NA,NA,NA,"Myrceugenia colchaguensis (Phil.) Navás",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",338,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","1924","0.5 ha of remnant native forest in a slight depression which is likely to be seasonally wet. Associated species include Maytenus boari., Disacri., Luma apiculat., Blepharocalyx cruckshanksi., Azara microphyll., Berberis valdiviana and Cissus striatu..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucanía]:Provincia de Malleco:Victoria:Hotel El Bosque on Ruta 5 south-bound from Victoria.","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","203344","338m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e","Malleco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00212668/manifest","http://creativecommons.org/licenses/by/4.0/"
"2270674788","Myrceugenia colchaguensis (Phil.) Navás",-38.3333,-72.3333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.123+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185559,6,7707728,220,690,5014,3185514,3185559,3185559,"Myrceugenia colchaguensis (Phil.) Navás","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia colchaguensis","Myrceugenia","colchaguensis","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucania",1993,10,28,"1993-10-28",301,301,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.123+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764209",FALSE,"764209","none","none",FALSE,NA,"L. R. Landrum; S.S. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764209",NA,NA,NA,NA,"Plants","2270674788","bf17233e-ec77-4083-b434-f1ab4e3bb22d","33063","ASU0043211","ASU",NA,NA,NA,"Myrceugenia colchaguensis (Phil.) Navás",NA,NA,NA,NA,"Scanned.; Shrub ca 4m high.",NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","8033","On river bank.",NA,NA,"About 10km S of Victoria; back roads NE of Pua, along Rio Quino N of Pua and E of Hwy 5.",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"191693","bf17233e-ec77-4083-b434-f1ab4e3bb22d","ecologicallyOccursWith: Luma|ecologicallyOccursWith: Nothofagus|ecologicallyOccursWith: Sophora|ecologicallyOccursWith: Maytenus|ecologicallyOccursWith: Azara","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia",NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/Myrtaceae/herb_sheets/Myrcol191693c.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270676926","Myrceugenia colchaguensis (Phil.) Navás",-38.25,-72.3333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.079+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185559,6,7707728,220,690,5014,3185514,3185559,3185559,"Myrceugenia colchaguensis (Phil.) Navás","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia colchaguensis","Myrceugenia","colchaguensis","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucania",1993,10,29,"1993-10-29",302,302,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.079+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764210",FALSE,"764210","none","none",TRUE,NA,"L. R. Landrum; S.S. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764210",NA,NA,NA,NA,"Plants","2270676926","30c9a7d1-fc6f-40c9-9d9e-1b6e53a36d6e","33063","ASU0043212","ASU",NA,NA,NA,"Myrceugenia colchaguensis (Phil.) Navás",NA,NA,NA,NA,"Tree ca. 4m high; bark gray, rough.",NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","8037","Remnants of wet land forest.",NA,NA,"Victoria, Hotel El Bosque at entrance to Victoria along Hwy 5 (Panamericana)",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"191699","30c9a7d1-fc6f-40c9-9d9e-1b6e53a36d6e","ecologicallyOccursWith: Luma|ecologicallyOccursWith: Myrceugenia|ecologicallyOccursWith: Blepharocalyx|ecologicallyOccursWith: Maytenus","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia",NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043212_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
