"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","occurrenceRemarks","http...unknown.org.captive","identificationID","name","identificationRemarks","networkKeys","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","verbatimElevation","higherClassification","infraspecificEpithet","elevation","eventRemarks","gadm","otherCatalogNumbers","preparations","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","collectionID","reproductiveCondition","recordedByIDs.type","recordedByIDs.value","type","locationRemarks","individualCount","higherGeography","datasetID","ownerInstitutionCode","fieldNumber","elevationAccuracy","typeStatus","dynamicProperties","georeferenceProtocol","typifiedName","acceptedNameUsage","media_url","license"
"1451071372","Eugenia capensis subsp. natalitia (Sond.) F.White",-24.876667,30.888056,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:35.105+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA",NA,1963,12,11,"1963-12-11T00:00",345,345,NA,"2024-08-02T01:15:35.105+00:00",NA,FALSE,"K001001606","none","none",FALSE,NA,"van der Schyff, H.P.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001606",NA,NA,NA,"Herbarium","1451071372","http://specimens.kew.org/herbarium/K001001606",NA,"K001001606","K",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"6395","Riverbank, Blyde picnic spot",NA,NA,"Mariepskop, G. Tvl., Blyde picnic spot",NA,"Myrtaceae","natalitia",NA,"Shrub about 8 ft. high, green berries.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/45d680f871162f4569852ede33c6a75d.jpg","http://creativecommons.org/licenses/by/4.0/"
"1451070388","Eugenia capensis subsp. natalitia (Sond.) F.White",-22.993333,30.085,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.619+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA",NA,1934,9,14,"1934-09-14T00:00",257,257,NA,"2024-08-02T01:14:50.619+00:00",NA,FALSE,"K001001613","none","none",FALSE,NA,"Pole-Evans, I.B.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001613",NA,NA,NA,"Herbarium","1451070388","http://specimens.kew.org/herbarium/K001001613",NA,"K001001613","K",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"3771",NA,NA,NA,"Swaziland; Piesanghoek, Zoutpansberg",NA,"Myrtaceae","natalitia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/591d665300e3ce9675ecef2969995229.jpg","http://creativecommons.org/licenses/by/4.0/"
"1451070626","Eugenia capensis subsp. natalitia (Sond.) F.White",-28.886389,31.469722,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:51.162+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA",NA,1927,9,1,"1927-09-01T00:00",244,244,NA,"2024-08-02T01:14:51.162+00:00",NA,FALSE,"K001001576","none","none",FALSE,NA,"Thode, J.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001576",NA,NA,NA,"Herbarium","1451070626","http://specimens.kew.org/herbarium/K001001576",NA,"K001001576","K",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"A1237",NA,NA,NA,"Eshowe",NA,"Myrtaceae","natalitia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/3a871e01e3e64d67e07d36984e333a5c.jpg","http://creativecommons.org/licenses/by/4.0/"
"1057045108","Eugenia capensis subsp. natalitia (Sond.) F.White",-28.99853,25.092539,"gass84,mdativ,muldativ,txmatfuz,colmafu,inmafu","7e380070-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","60277b56-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T06:57:04.427+00:00","2024-07-30T10:11:01.056+00:00",392,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,780,"AFRICA",NA,1911,12,12,"1911-12-12",346,346,NA,"2024-07-30T10:11:01.056+00:00",NA,FALSE,"4525256","none","none",TRUE,NA,"August Gottlieb Hans Rudatis",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"4525256",NA,NA,NA,"BOT","1057045108","a3be123c-4962-466c-abcf-5e7a78817e1b",NA,"BM000902353","NHMUK",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","1d808a7c-1f9e-4379-9616-edb749ecf10e","8bb3763f-955c-4791-8777-44de1996b378","1544",NA,NA,NA,NA,NA,"Myrtaceae","natalitia",NA,NA,NA,"NHMUK:ecatalogue:4525256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Africa; South Africa",NA,NA,"1544",NA,"TYPE","{""associatedMediaCount"": 1, ""barcode"": null, ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": ""Sheet"", ""collectionName"": null, ""commodity"": null, ""created"": 1190875580000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": [""No"", ""Yes""], ""determinationNames"": [""Eugenia rudatisii Engl. & Brehmer"", ""Eugenia capensis subsp. natalita Sond""], ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057045108"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": ""GPI Georeferencing"", ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""Gen Herb"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}","Google Earth",NA,NA,"https://data.nhm.ac.uk/media/11449040-65e8-46fd-bedc-3aa140fb937e","http://creativecommons.org/licenses/by/4.0/"
"2514450783","Eugenia natalitia Sond.",-30.28333,30.3,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:21.775+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5416794,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","natalitia","SPECIES","ACCEPTED","NE",NA,NA,"AFRICA","Kwazulu-Natal",1911,12,12,"1911-12-12",346,346,NA,"2024-07-18T23:54:21.775+00:00",NA,FALSE,"L.2514335@BRAHMS","none","none",TRUE,NA,"Rudatis AGH",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE","Naturalis Biodiversity Center","L.2514335@BRAHMS",NA,NA,NA,"Botany","2514450783","https://data.biodiversitydata.nl/naturalis/specimen/L.2514335",NA,"L.2514335",NA,NA,NA,NA,NA,"Eugenia natalitia Sond.",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055","Rudatis, AGH 1547","Unterholz schatiges Wälder.","Naturalis Biodiversity Center","ICN","Natal Colony. District Alexandra. Station Dumisa. Hlutankungu.","1100.0 m","Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISOTYPE",NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2514335/format/large","http://creativecommons.org/licenses/by/4.0/"
"3711638330","Eugenia natalitia Sond.",-29.4825,30.22056,"cdc,colmano,inmafu","1e98cc26-065e-40ca-9c57-20fa0a2f4981","c1b1455b-18ec-4637-9e0f-18cb0524b7ed","602f7766-f762-11e1-a439-00145eb45e9a","58520c30-bafb-11d9-8e53-b8a03c50a862","IT","BIOCASE","2024-08-04T08:22:30.690+00:00","2024-08-04T08:39:43.209+00:00",218,"PRESERVED_SPECIMEN","PRESENT",5416794,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","natalitia","SPECIES","ACCEPTED","NE",NA,NA,"AFRICA",NA,1901,11,1,"1901-11-01",305,305,NA,"2024-08-04T08:39:43.209+00:00","https://pi.jacq.org/PI052967",FALSE,"https://pi.jacq.org/PI052967","none","none",FALSE,NA,"Wood,J.M.|Wood,J.M. 8369 s.n. [1901-11-01]","J. M. Wood 1901-11-01","WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"https://pi.jacq.org/PI052967",NA,NA,NA,"Herbarium Horti Botanici Pisani (PI)","3711638330","https://pi.jacq.org/PI052967",NA,"052967","PI",NA,NA,NA,NA,"Eugenia natalitia Sond.",NA,NA,"f735b764-40d3-4a9d-b8df-e1934b3fc5ec",NA,"8369 s.n.",NA,NA,NA,"[label: Ex Herbario Natalensi] pr. Howick, Natal. Alt. 3400 ped.",NA,NA,NA,1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://object.jacq.org/europeana/PI/1812715.jpg","http://creativecommons.org/licenses/by/4.0/"
"1451070976","Eugenia capensis subsp. natalitia (Sond.) F.White",-28.633333,30.833334,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:35.105+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA",NA,1900,12,12,"1900-12-12T00:00",346,346,NA,"2024-08-02T01:15:35.105+00:00",NA,FALSE,"K001001590","none","none",FALSE,NA,"White, H.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001590",NA,NA,NA,"Herbarium","1451070976","http://specimens.kew.org/herbarium/K001001590",NA,"K001001590","K",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"7893",NA,NA,NA,"Qudeni Forest",NA,"Myrtaceae","natalitia",1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/1875da5e20028972acda53830df98c65.jpg","http://creativecommons.org/licenses/by/4.0/"
"1451070546","Eugenia capensis subsp. natalitia (Sond.) F.White",-29.715,30.948055,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:40.718+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA",NA,1881,4,1,"1881-04-01T00:00",91,91,NA,"2024-08-02T01:15:40.718+00:00",NA,FALSE,"K001001572","none","none",FALSE,NA,"Wood, J.M.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001572",NA,NA,NA,"Herbarium","1451070546","http://specimens.kew.org/herbarium/K001001572",NA,"K001001572","K",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"s.n.",NA,NA,NA,"Inanda",NA,"Myrtaceae","natalitia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/3c7e0f9b259fc32af0996e053309dcb0.jpg","http://creativecommons.org/licenses/by/4.0/"
"1451070465","Eugenia capensis subsp. natalitia (Sond.) F.White",-28.730833,31.119167,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.168+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA",NA,NA,NA,NA,NA,NA,NA,NA,"2024-08-02T01:14:50.168+00:00",NA,FALSE,"K001001568","none","none",FALSE,NA,"Pentz, J.A.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001568",NA,NA,NA,"Herbarium","1451070465","http://specimens.kew.org/herbarium/K001001568",NA,"K001001568","K",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"351","Highveld",NA,NA,"Nkandhla Forest",NA,"Myrtaceae","natalitia",NA,"Tree, common",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/1a800121e9f164e0d1c4eac7c611873c.jpg","http://creativecommons.org/licenses/by/4.0/"
"1451070524","Eugenia capensis subsp. natalitia (Sond.) F.White",-28.098333,32.349444,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.281+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA",NA,NA,NA,NA,NA,NA,NA,NA,"2024-08-02T01:14:50.281+00:00",NA,FALSE,"K001001571","none","none",FALSE,NA,"Moll, E.J.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001571",NA,NA,NA,"Herbarium","1451070524","http://specimens.kew.org/herbarium/K001001571",NA,"K001001571","K",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"2737",NA,NA,NA,"Hlabisa; Dukuduku West, Meric Forest",NA,"Myrtaceae","natalitia",NA,"Tree 20 ft. DBH 4 inches. Flowers white.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/7d044a9cca64d70ef461516240bd1ed0.jpg","http://creativecommons.org/licenses/by/4.0/"
