"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","occurrenceRemarks","http...unknown.org.captive","identificationID","name","identificationRemarks","networkKeys","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","verbatimElevation","higherClassification","infraspecificEpithet","elevation","eventRemarks","gadm","otherCatalogNumbers","preparations","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","collectionID","reproductiveCondition","recordedByIDs.type","recordedByIDs.value","type","locationRemarks","individualCount","higherGeography","datasetID","ownerInstitutionCode","fieldNumber","elevationAccuracy","typeStatus","dynamicProperties","georeferenceProtocol","typifiedName","acceptedNameUsage","media_url","license"
"2515933770","Eugenia natalitia Sond.",-22.73042,30.45288,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:55:20.266+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5416794,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","natalitia","SPECIES","ACCEPTED","NE",NA,NA,"AFRICA","Limpopo",2013,11,28,"2013-11-28",332,332,NA,"2024-07-18T23:55:20.266+00:00",NA,FALSE,"WAG.1576754@BRAHMS","none","none",FALSE,NA,"Burrows JE; Burrows SM",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE","Naturalis Biodiversity Center","WAG.1576754@BRAHMS",NA,NA,NA,"Botany","2515933770","https://data.biodiversitydata.nl/naturalis/specimen/WAG.1576754",NA,"WAG.1576754",NA,NA,NA,NA,NA,"Eugenia natalitia Sond.",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055","Burrows, JE; Burrows, SM 13907","Soutpansberg Mountain Bushveld (SVcb 21).","Naturalis Biodiversity Center","ICN","Eastern Soutpansberg, c. 7 km E of Tshumulungwi on road to Mufulwi.","1124.0 m","Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/WAG.1576754/format/large","http://creativecommons.org/licenses/by/4.0/"
"1451070424","Eugenia capensis subsp. natalitia (Sond.) F.White",-22.743889,30.425833,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.761+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA",NA,2004,9,15,"2004-09-15T00:00",259,259,NA,"2024-08-02T01:14:50.761+00:00",NA,FALSE,"K001001566","none","none",FALSE,NA,"Nkuna, L.A.; van Wyk, E.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001566",NA,NA,NA,"Herbarium","1451070424","http://specimens.kew.org/herbarium/K001001566",NA,"K001001566","K",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"868","Afromontane forest margin. Associated with Englerophytum magalismontanum, Parinari curatellifolia, Senecio barbotonensis, Rapanea melanophloeos, Syzygium sp.",NA,NA,"Mpheni village, on road between Mupuluri & Khakhu",NA,"Myrtaceae","natalitia",1087,"4 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/e677ee0c19863917aae55b32e189785d.jpg","http://creativecommons.org/licenses/by/4.0/"
"1451070987","Eugenia natalitia Sond.",-17.801667,31.050833,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.778+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416794,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","natalitia","SPECIES","ACCEPTED","NE",NA,NA,"AFRICA",NA,1997,11,1,"1997-11-01T00:00",305,305,NA,"2024-08-02T01:14:50.778+00:00",NA,FALSE,"K001001687","none","none",FALSE,NA,"van Wyk, P.",NA,"WGS84","Magnoliopsida","ZW","none","none","AFRICA","Zimbabwe","EUROPE",NA,"K001001687",NA,NA,NA,"Herbarium","1451070987","http://specimens.kew.org/herbarium/K001001687",NA,"K001001687","K",NA,NA,NA,NA,"Eugenia natalitia Sond.",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"BSA 3352","Garden.",NA,NA,"Harare Botanic Garden",NA,"Myrtaceae",NA,NA,"Single stemmed shrub tree 4 m. high; fruit round green, tipped with the remains of the old calyx.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/205c9d77e2966f5e3f8779efcb52f20c.jpg","http://creativecommons.org/licenses/by/4.0/"
"1451071308","Eugenia capensis subsp. natalitia (Sond.) F.White",-25,31,"cdc,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.163+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA",NA,1992,12,9,"1992-12-09T00:00",344,344,NA,"2024-08-02T01:14:50.163+00:00",NA,FALSE,"K001001553","none","none",FALSE,NA,"Balkwill, K.; Stalmans, M.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001553",NA,NA,NA,"Herbarium","1451071308","http://specimens.kew.org/herbarium/K001001553",NA,"K001001553","K",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"7732","Forest",NA,NA,"The Transvaal.  Barberton District, Songimvelo Game Reserve, on the farm Duurstede 361 JU.  The Bearded Man.",NA,"Myrtaceae","natalitia",1280,"Leaves dark, shiny green above, lighter below. Buds cream, petals white.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/97f7cd84315ddb1ce77eb3057ffe3031.jpg","http://creativecommons.org/licenses/by/4.0/"
"2517388597","Eugenia capensis subsp. natalitia (Sond.) F.White",-26.05,32.90833,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:55:11.090+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA","Maputo",1984,6,25,"1984-06-25",177,177,NA,"2024-07-18T23:55:11.090+00:00",NA,FALSE,"WAG.1115127@BRAHMS","none","none",FALSE,NA,"Groenendijk EMC; Koning J de",NA,"WGS84","Magnoliopsida","MZ","none","none","AFRICA","Mozambique","EUROPE","Naturalis Biodiversity Center","WAG.1115127@BRAHMS",NA,NA,NA,"Botany","2517388597","https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115127",NA,"WAG.1115127",NA,NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055","Groenendijk, EMC; Koning, J de 1416",NA,"Naturalis Biodiversity Center","ICN","Ilha da Inhaca. da Estação de Biologia Marítima.","20.0 m","Plantae|Myrtales|Myrtaceae","natalitia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/WAG.1115127/format/large","http://creativecommons.org/licenses/by/4.0/"
"1840277952","Eugenia natalitia Sond.",-27.666667,32.25,"cdc,gass84","b740eaa0-0679-41dc-acb7-990d562dfa37","a344ee9f-f1b7-4761-be2c-58ee6d741395","4c5fccfd-c052-42ec-97ab-a4657ec27751","a344ee9f-f1b7-4761-be2c-58ee6d741395","BE","EML","2024-06-18T08:41:46.137+00:00","2024-06-18T09:36:21.094+00:00",308,"PRESERVED_SPECIMEN","PRESENT",5416794,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","natalitia","SPECIES","ACCEPTED","NE",NA,NA,"AFRICA",NA,1982,1,27,"1982-01-27",27,27,"2017-12-31T00:00:00.000+00:00","2024-06-18T09:36:21.094+00:00",NA,FALSE,"http://www.botanicalcollections.be/specimen/BR0000017929820","none","none",FALSE,"Meise Botanic Garden Herbarium","Bamps P.",NA,"WGS84","Magnoliopsida","ZA",NA,"none","AFRICA","South Africa","EUROPE","Meise Botanic Garden","http://www.botanicalcollections.be/specimen/BR0000017929820",NA,NA,NA,"BR","1840277952","http://www.botanicalcollections.be/specimen/BR0000017929820",NA,"BR0000017929820","MeiseBG",NA,NA,NA,NA,"Eugenia natalitia Sond.",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","3b896e03-901d-4cc7-ac2b-61e0469521b0","6416a67f-3c3e-495c-8998-568f64249178","7035",NA,"http://biocol.org/urn:lsid:biocol.org:col:15605","ICBN","S. Africa, Mkuze Game Reserve",NA,NA,NA,NA,NA,NA,NA,"HerbariumSheet",NA,NA,NA,"gbif:ih:irn:124997",NA,"OTHER","http://viaf.org/viaf/41836216","PhysicalObject","Country: Natal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://oxalis.br.fgov.be/images/BR0/000/017/929/820/BR0000017929820.jpg","http://creativecommons.org/licenses/by/4.0/"
"1451070338","Eugenia capensis subsp. natalitia (Sond.) F.White",-24.163055,30.318056,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.776+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA",NA,1981,10,17,"1981-10-17T00:00",290,290,NA,"2024-08-02T01:14:50.776+00:00",NA,FALSE,"K001001610","none","none",FALSE,NA,"Venter, F.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001610",NA,NA,NA,"Herbarium","1451070338","http://specimens.kew.org/herbarium/K001001610",NA,"K001001610","K",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"7159","High montane scrub forest. Forest margin.",NA,NA,"Swaziland; Tzaneen District: Farm Paris 69 KT. Mashelu",NA,"Myrtaceae","natalitia",1480,"Tree 4 m tall. Flowers white. Sweet scented. Common.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/ff344b8f7cc58dee8b1b2a132d284c18.jpg","http://creativecommons.org/licenses/by/4.0/"
"2235935323","Eugenia natalitia Sond.",-26.62,32.02,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:19.062+00:00",403,"PRESERVED_SPECIMEN","PRESENT",5416794,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","natalitia","SPECIES","ACCEPTED","NE",NA,NA,"AFRICA",NA,1977,10,27,"1977-10-27",300,300,"2019-01-09T23:59:00.000+00:00","2024-08-02T12:41:19.062+00:00",NA,FALSE,"http://n2t.net/ark:/65665/3704a8b0a-6573-4fa4-8712-fc78b1b73096","none","none",FALSE,"NMNH Extant Biology","E. S. Kemp",NA,"WGS84","Magnoliopsida","SZ","none","none","AFRICA","Eswatini","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/3704a8b0a-6573-4fa4-8712-fc78b1b73096",NA,NA,NA,"US","2235935323","http://n2t.net/ark:/65665/3704a8b0a-6573-4fa4-8712-fc78b1b73096",NA,"US 2933527","US",NA,NA,NA,NA,"Eugenia natalitia Sond.",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67","1060",NA,"urn:lsid:biocol.org:col:15463",NA,"Jilobi forest.",NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae",NA,550,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,1,"Africa, Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m35bae3a78-2880-41b3-8589-0fa093c5d0ee","http://creativecommons.org/licenses/by/4.0/"
"1451071278","Eugenia capensis subsp. natalitia (Sond.) F.White",-25.833333,30.95,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.618+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA",NA,1968,11,11,"1968-11-11T00:00",316,316,NA,"2024-08-02T01:14:50.618+00:00",NA,FALSE,"K001001602","none","none",FALSE,NA,"Edwards, D.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001602",NA,NA,NA,"Herbarium","1451071278","http://specimens.kew.org/herbarium/K001001602",NA,"K001001602","K",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"4102","Rock outcrops.",NA,NA,"2530 DD (Lydenburg), REgio Transvaal.  Cythna Letty Nature Reserve, off Agnes Mine road west of Barberton",NA,"Myrtaceae","natalitia",1219,"Shrub 5 ft. high.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/4a1a68ddf38df6b5c902a4cd8d308ec6.jpg","http://creativecommons.org/licenses/by/4.0/"
"1451070403","Eugenia capensis subsp. natalitia (Sond.) F.White",-29.566667,31.166667,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:51.161+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416793,6,7707728,220,690,5014,3177662,5416794,5416794,"Eugenia natalitia Sond.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia natalitia","Eugenia","capensis","SUBSPECIES","SYNONYM",NA,NA,NA,"AFRICA",NA,1966,9,5,"1966-09-05T00:00",248,248,NA,"2024-08-02T01:14:51.161+00:00",NA,FALSE,"K001001565","none","none",FALSE,NA,"Ward, C.J.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001565",NA,NA,NA,"Herbarium","1451070403","http://specimens.kew.org/herbarium/K001001565",NA,"K001001565","K",NA,NA,NA,NA,"Eugenia capensis subsp. natalitia (Sond.) F.White",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,"5847","In woodland, reddish sandy soil on N-facing slope",NA,NA,"Regio natal, Degree Square Ref: 2931 (Stanger).  Inanda, Saunder's Park.  Southern side Tongaat River, just W of main National Road",NA,"Myrtaceae","natalitia",38,"Small tree, 3m tall. Common.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/0869caf305df5985dac17bd87f0c5583.jpg","http://creativecommons.org/licenses/by/4.0/"
