"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","isInCluster","recordedBy","preparations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","informationWithheld","institutionID","nomenclaturalCode","verbatimEventDate","verbatimLocality","gbifID","occurrenceID","disposition","catalogNumber","locationRemarks","previousIdentifications","institutionCode","ownerInstitutionCode","reproductiveCondition","name","dateIdentified","elevation","elevationAccuracy","modified","collectionKey","otherCatalogNumbers","identifiedBy","habitat","http...unknown.org.recordID","locality","collectionCode","taxonID","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","higherClassification","collectionID","gadm","datasetName","language","type","media_url"
"1457778658","Hottea torbeciana Urb. & Ekman",18.33143,-74.00317,"cdc,colmano,inmafu","b89d52a2-861d-4388-adad-c0da3d55fc78","8483a1f0-1032-11db-ae00-b8a03c50a862","12fadca0-d638-416d-8cee-6f29ef37a249","8483a1f0-1032-11db-ae00-b8a03c50a862","US","EML","2024-08-05T04:01:24.363+00:00","2024-08-05T04:07:03.015+00:00",2274,"PRESERVED_SPECIMEN","PRESENT",3176160,6,7707728,220,690,5014,3177662,10825892,10825892,"Eugenia torbeciana (Urb. & Ekman) Flickinger","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia torbeciana","Hottea","torbeciana","SPECIES","SYNONYM","NE","NORTH_AMERICA","Sud",2013,1,14,"2013-01-14",14,14,"2024-08-05T04:07:03.015+00:00","http://specifyportal.flmnh.ufl.edu/herbarium/?filter=catalogNumber:242569","http://creativecommons.org/licenses/by/4.0/",FALSE,"663eee68-df5d-4551-9bc0-7df0c35e397c","none","none","2bfdf57f-35bd-450a-b830-a5189c2d836d",FALSE,"Gretchen M. Ionta","Preserved herbarium specimen","WGS84","Magnoliopsida","HT","none","none","LATIN_AMERICA","Haiti","NORTH_AMERICA","University of Florida","2047","663eee68-df5d-4551-9bc0-7df0c35e397c","location information not given for endangered species","University of Florida Herbarium","ICN","14 Jan 2013","Massif de la Hotte, Macaya Biosphere Reserve, Parc National Pic Macaya, Deron Plain; rak bwa above/behind Kay Michele Aubrey ""Experiment Station,""","1457778658","663eee68-df5d-4551-9bc0-7df0c35e397c","FLASCAT","242569","Parc Macaya","[Orig. id.:] Hottea torbeciana Urb. & Ekman [Det.:] W.S. Judd","FLAS","FLAS","Immature Fruit","Hottea torbeciana Urb. & Ekman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://cdn.floridamuseum.ufl.edu/Herbarium/0d0d768d-7094-430b-9687-c5905a4f30ef"
"2270558774","Hottea torbeciana Urb. & Ekman",18.875,-71.925,"cdc,cucdmis,gass84,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:15.859+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3176160,6,7707728,220,690,5014,3177662,10825892,10825892,"Eugenia torbeciana (Urb. & Ekman) Flickinger","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia torbeciana","Hottea","torbeciana","SPECIES","SYNONYM","NE","NORTH_AMERICA","San Juan",2001,11,30,"2001-11-30",334,334,"2024-08-01T20:02:15.859+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3088709","http://creativecommons.org/licenses/by/4.0/",FALSE,"3088709","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485",FALSE,"T. Clase; R. Ramirez, M. Perez, M. Calzada",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"3173","3088709",NA,NA,NA,NA,NA,"2270558774","5e4da84a-5c71-4adb-982e-2c1f5bef92c0",NA,"ASU0043132",NA,NA,"ASU",NA,NA,"Hottea torbeciana Urb. & Ekman","2005-01-01T00:00:00",1950,50,"2023-07-16T07:02:03.000+00:00","0bbd7d8f-706c-4e2a-9505-58b142356450","255555","L. R. Landrum","Bosque nublado.","5e4da84a-5c71-4adb-982e-2c1f5bef92c0","Cordillero Central. Parque J. del Carmen Ramierz, subida del Tetero por el sendero hacia el valle.","Plants","47974","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 3 m; con botones y algunas flores.","alorozco","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Hottea","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043132_lg.jpg"
