"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","isSequenced","identifier","facts","relations","isInCluster","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","identifier.1","catalogNumber","organismName","identificationVerificationStatus","gbifID","verbatimLocality","occurrenceID","higherClassification","taxonID","identificationID","name","networkKeys","gadm","institutionKey","recordNumber","habitat","institutionCode","locality","eventRemarks","collectionCode","higherGeography","collectionKey","otherCatalogNumbers","dynamicProperties","fieldNumber","stateProvince","typeStatus","elevation","georeferenceProtocol","media_url","license"
"1055896566","Eugenia calcadensis Bedd.",11.064382,76.537955,"gass84,mdativ,muldativ,colmafu,inmafu","7e380070-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","60277b56-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T06:57:04.427+00:00","2024-07-30T10:11:44.758+00:00",392,"PRESERVED_SPECIMEN","PRESENT",5418831,6,7707728,220,690,5014,3029010,3182570,3182570,"Syzygium calcadense (Bedd.) Chandrash.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Syzygium","Syzygium calcadense","Eugenia","calcadensis","SPECIES","SYNONYM","VU","ASIA",NA,NA,NA,NA,NA,NA,"2024-07-30T10:11:44.758+00:00",FALSE,"432584","none","none",FALSE,"Col. Richard Henry Beddome",NA,"WGS84","Magnoliopsida","IN","none","none","ASIA","India","EUROPE","432584","BM000944119",NA,NA,"1055896566",NA,"43d564e2-01ba-4d8b-b78f-bd6254f23989","Myrtaceae",NA,NA,"Eugenia calcadensis Bedd.","17abcf75-2f1e-46dd-bf75-a5b21dd02655,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"1d808a7c-1f9e-4379-9616-edb749ecf10e","2923",NA,"NHMUK","Silent Valley, Malabar; 3000'",NA,"BOT","Asia; India; Kerala; Palakkad","8bb3763f-955c-4791-8777-44de1996b378","NHMUK:ecatalogue:432584","{""associatedMediaCount"": 1, ""barcode"": null, ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": ""Sheet"", ""collectionName"": null, ""commodity"": null, ""created"": 1216731031000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Eugenia calcadensis Bedd."", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055896566"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": ""GPI Georeferencing"", ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""Gen Herb"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}","2923","Kerala","TYPE",914,"Google Maps","https://data.nhm.ac.uk/media/13906012-8a3f-450f-a6fa-d71036988e5f","http://creativecommons.org/licenses/by/4.0/"
