"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","locality","networkKeys","institutionKey","recordNumber","habitat","eventRemarks","higherClassification","gadm","distanceFromCentroidInMeters","eventID","disposition","institutionID","collectionID","typeStatus","collectionKey","preparations","occurrenceRemarks","fieldNotes","nomenclaturalCode","individualCount","nomenclaturalStatus","type","ownerInstitutionCode","bibliographicCitation","media_url","license"
"1451070689","Eugenia tinifolia Lam.",-20.445555,57.350556,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:35.104+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416461,6,7707728,220,690,5014,3177662,5416461,5416461,"Eugenia tinifolia Lam.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia tinifolia","Eugenia","tinifolia","SPECIES","ACCEPTED","NE",NA,NA,"AFRICA",NA,1975,11,29,"1975-11-29T00:00",333,333,NA,"2024-08-02T01:15:35.104+00:00",NA,FALSE,"K001001480","none","none",FALSE,NA,"Gueho, J.",NA,"WGS84","Magnoliopsida","MU","none","none","AFRICA","Mauritius","EUROPE",NA,"K001001480",NA,NA,NA,"Herbarium","1451070689","http://specimens.kew.org/herbarium/K001001480",NA,"K001001480","K",NA,NA,NA,"Eugenia tinifolia Lam.","Crest of ridge between Mt. La Porte and Piton du fouge","17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f","17621","Crest of ridge.","Low tree 10-12 feet tall, flowers white.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/6e6a0a992953ecb42817e56e457bc45d.jpg","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"1451070305","Eugenia tinifolia Lam.",-20.3,57.583333,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.280+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416461,6,7707728,220,690,5014,3177662,5416461,5416461,"Eugenia tinifolia Lam.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia tinifolia","Eugenia","tinifolia","SPECIES","ACCEPTED","NE",NA,NA,"AFRICA",NA,1864,1,1,"1864-01-01T00:00",1,1,NA,"2024-08-02T01:14:50.280+00:00",NA,FALSE,"K001001461","none","none",FALSE,NA,"Grey, I.",NA,"WGS84","Magnoliopsida","MU","none","none","AFRICA","Mauritius","EUROPE",NA,"K001001461",NA,NA,NA,"Herbarium","1451070305","http://specimens.kew.org/herbarium/K001001461",NA,"K001001461","K",NA,NA,NA,"Eugenia tinifolia Lam.",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f","s.n.",NA,NA,"Myrtaceae",NA,0.31334221453742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/8305a30b43f06058f92cf97fe8ca5003.jpg","http://creativecommons.org/licenses/by-nc-sa/3.0/"
