"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","occurrenceRemarks","http...unknown.org.captive","identificationID","name","identificationRemarks","elevation","institutionKey","collectionKey","otherCatalogNumbers","recordNumber","http...unknown.org.recordID","locality","county","rights","http...unknown.org.recordEnteredBy","higherClassification","collectionID","reproductiveCondition","associatedOccurrences","habitat","preparations","informationWithheld","institutionID","nomenclaturalCode","disposition","previousIdentifications","ownerInstitutionCode","associatedTaxa","gadm","language","networkKeys","individualCount","higherGeography","identificationQualifier","lifeStage","georeferenceProtocol","fieldNumber","organismID","locationID","accessRights","georeferenceSources","dynamicProperties","elevationAccuracy","municipality","bibliographicCitation","georeferencedBy","georeferenceVerificationStatus","fieldNotes","recordedByIDs.type","recordedByIDs.value","type","locationRemarks","typeStatus","nomenclaturalStatus","typifiedName","distanceFromCentroidInMeters","eventID","footprintSRS","verbatimIdentification","media_url","license"
"2270482520","Psidium kennedyanum Morong",-25.1333,-57.3,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.783+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Cordillera",1990,3,3,"1990-03-03",62,62,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.783+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124517",FALSE,"1124517","none","none",TRUE,NA,"Zardini & Velazquez",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124517",NA,NA,NA,"Plants","2270482520","38af71c7-82f5-4324-8d55-03aad7ab6ed0","48253","ASU0008068","ASU",NA,"gallery forest",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","180794","19797","38af71c7-82f5-4324-8d55-03aad7ab6ed0","Western side of Rio Piribebuy basin, 27 km W of Arroyos y Esteros (ca. 25*8'S, 57*18'W)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008068_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270480760","Psidium kennedyanum Morong",-25.3333,-56.6667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.815+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Cordillera",1990,7,7,"1990-07-07",188,188,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.815+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124514",FALSE,"1124514","none","none",TRUE,NA,"Zardini & Velazquez",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124514",NA,NA,NA,"Plants","2270480760","52452ec3-d385-49d6-9c22-123bb7eeca1f","48253","ASU0008076","ASU",NA,"patch of forest",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","180795","21849","52452ec3-d385-49d6-9c22-123bb7eeca1f","Parque Nacional Vapor Cue, Arroyo Yaghuy (25*20'S, 56*40'W)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008076_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482781","Psidium kennedyanum Morong",-25.5,-57.5,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.668+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Central",1990,8,3,"1990-08-03",215,215,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.668+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124515",FALSE,"1124515","none","none",TRUE,NA,"Zardini & Velazquez",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124515",NA,NA,NA,"Plants","2270482781","e4b06779-44a0-40a7-851e-403df73a95ca","48253","ASU0008072","ASU",NA,"gallery forest",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","180792","22389","e4b06779-44a0-40a7-851e-403df73a95ca","Tavarory, on Rio Paraguay, Arroyo Abai (25*30'S, 57*30'W)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008072_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270483327","Psidium kennedyanum Morong",-25.5,-57.5,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.650+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Central",1990,8,31,"1990-08-31",243,243,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.650+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124516",FALSE,"1124516","none","none",TRUE,NA,"Zardini & Velazquez",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124516",NA,NA,NA,"Plants","2270483327","23d3ab84-fc58-46be-976c-1b572766571e","48253","ASU0008067","ASU",NA,"gallery forest",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","180793","22991","23d3ab84-fc58-46be-976c-1b572766571e","Tavarory, along Arroyo Abai (25*30'S, 57*30'W)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008067_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270481594","Psidium kennedyanum Morong",-25.5,-57.5,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.600+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Central",1990,11,30,"1990-11-30",334,334,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.600+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124510",FALSE,"1124510","none","none",TRUE,NA,"Zardini & Velazquez",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124510",NA,NA,NA,"Plants","2270481594","22a2b209-f770-4fce-99eb-b1263870b937","48253","ASU0008074","ASU",NA,"gallery forest",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","180802","24372","22a2b209-f770-4fce-99eb-b1263870b937","Tavarory, Arroyo Avai near confluence with Rio Paraguay (25*30'S, 57*30'W)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008074_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270480883","Psidium kennedyanum Morong",-25.5,-57.5,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.675+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Central",1990,11,30,"1990-11-30",334,334,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.675+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124511",FALSE,"1124511","none","none",TRUE,NA,"Zardini & Velazquez",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124511",NA,NA,NA,"Plants","2270480883","8eda08f6-d8ff-44d3-a387-a88608d7045c","48253","ASU0008077","ASU",NA,"gallery forest",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","180801","24379","8eda08f6-d8ff-44d3-a387-a88608d7045c","Tavarory, Arroyo Avai near confluence with Rio Paraguay (25*30'S, 57*30'W)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl, fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008077_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270481902","Psidium kennedyanum Morong",-25.5,-57.5,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.745+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Central",1990,11,9,"1990-11-09",313,313,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.745+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124512",FALSE,"1124512","none","none",TRUE,NA,"Zardini & Velazquez",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124512",NA,NA,NA,"Plants","2270481902","78ccf9d4-3714-40d9-8497-4d2b50ab2798","48253","ASU0008075","ASU",NA,"gallery forest",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","180798","23498","78ccf9d4-3714-40d9-8497-4d2b50ab2798","Tavarory, Arroyo Avai near confluence with Rio Paraguay (25*30'S, 57*30'W)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008075_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482176","Psidium kennedyanum Morong",-13.55,-64.75,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.775+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE","2016-01-01T00:00:00",NA,"SOUTH_AMERICA","Beni",1989,10,24,"1989-10-24",297,297,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.775+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124747",FALSE,"1124747","none","none",FALSE,NA,"Foster","L. R. Landrum","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"1124747",NA,NA,NA,"Plants","2270482176","d3173052-b9d5-4bf1-ae81-58f9123d8351","48253","ASU0015615","ASU",NA,"small leaves",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","191131","13368","d3173052-b9d5-4bf1-ae81-58f9123d8351","Prov. Yacuma. Bosque de Chimanes, ca. 20 km SW of San Ignacio, rd. to Hervel sawmill (ca.1510/6545)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/storage/portals/seinet/arizona/ASU_Plants/ASU0015/ASU0015615-lighter_1555535777.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482834","Psidium kennedyanum Morong",-25.15,-57.5,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.661+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Cordillera",1989,12,23,"1989-12-23",357,357,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.661+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124513",FALSE,"1124513","none","none",TRUE,NA,"Zardini & Velazquez",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124513",NA,NA,NA,"Plants","2270482834","04c7a937-d311-4a1d-b822-3d7668fb8240","48253","ASU0008060","ASU",NA,"gallery forest",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","180828","17336","04c7a937-d311-4a1d-b822-3d7668fb8240","confluence of Rio Paraguay and Rio Salado (25*09'S, 57*30'W)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008060_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270480647","Psidium kennedyanum Morong",-19.0167,-57.65,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.783+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Mato Grosso do Sul",1988,10,22,"1988-10-22",296,296,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.783+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124508",FALSE,"1124508","none","none",TRUE,NA,"Hatschbach",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"1124508",NA,NA,NA,"Plants","2270480647","727f612f-5d3f-4e50-b699-442c5e58a772","48253","ASU0008064","ASU",NA,NA,NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","160192","52495","727f612f-5d3f-4e50-b699-442c5e58a772","Mun. Corumba, Rod. BR-262, 10-20 km O [W] do rio Paraguai.","Corumba","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008064_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270484295","Psidium kennedyanum Morong",-24.079426,-54.257416,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.745+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,20000,"SOUTH_AMERICA","Parana",1980,9,10,"1980-09-10",254,254,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.745+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124521",FALSE,"1124521","none","none",FALSE,NA,"Fontella",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"1124521",NA,NA,NA,"Plants","2270484295","0b8b48d7-78cb-4184-8a5d-e3bb109b9d59","48253","ASU0008066","ASU",NA,"1.7-2 m",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","208065","1177","0b8b48d7-78cb-4184-8a5d-e3bb109b9d59","Guaira, P. N. de Sete Quedas, Prainha, a 7 km do centro da cidade",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GoogleMaps",NA,NA,NA,NA,"alorozco","reviewed - high confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008066_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
