"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","occurrenceRemarks","http...unknown.org.captive","identificationID","name","identificationRemarks","elevation","institutionKey","collectionKey","otherCatalogNumbers","recordNumber","http...unknown.org.recordID","locality","county","rights","http...unknown.org.recordEnteredBy","higherClassification","collectionID","reproductiveCondition","associatedOccurrences","habitat","preparations","informationWithheld","institutionID","nomenclaturalCode","disposition","previousIdentifications","ownerInstitutionCode","associatedTaxa","gadm","language","networkKeys","individualCount","higherGeography","identificationQualifier","lifeStage","georeferenceProtocol","fieldNumber","organismID","locationID","accessRights","georeferenceSources","dynamicProperties","elevationAccuracy","municipality","bibliographicCitation","georeferencedBy","georeferenceVerificationStatus","fieldNotes","recordedByIDs.type","recordedByIDs.value","type","locationRemarks","typeStatus","nomenclaturalStatus","typifiedName","distanceFromCentroidInMeters","eventID","footprintSRS","verbatimIdentification","media_url","license"
"2270484020","Psidium kennedyanum Morong",-17.2167,-46.8667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.732+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Minas Gerais",1997,10,25,"1997-10-25",298,298,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.732+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125335",FALSE,"1125335","none","none",TRUE,NA,"Pereira & Alvarenga.","L.R. Landrum, 1998.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"1125335",NA,NA,NA,"Plants","2270484020","3a13f48e-10cc-4265-a90f-b71e31f23ca7","48253","ASU0008061","ASU",NA,"Arbusto ca. 2,6m de altura; viviendo practicamente",NA,NA,"Psidium kennedyanum Morong",NA,800,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","224167","3450","3a13f48e-10cc-4265-a90f-b71e31f23ca7","Margem esquerda do Rio Sao Marcos (divisa Minas Gerais/Goias), no local denominado Porto Faustino Lemos.","Paracatu","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008061_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270483666","Psidium kennedyanum Morong",-18.1739,-59.4414,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.907+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Santa Cruz",1995,1,30,"1995-01-30",30,30,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.907+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125333",FALSE,"1125333","none","none",TRUE,NA,"Abbott","L.R. Landrum, 2002.","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"1125333",NA,NA,NA,"Plants","2270483666","50737e8a-ac5a-4c80-bc41-808b1e0d3634","48253","ASU0008063","ASU",NA,"Erect hairs; calyx globose. SCANNED; Tree ca. 8m tall; mature fruits yellow.",NA,NA,"Psidium kennedyanum Morong",NA,200,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","244185","15905","50737e8a-ac5a-4c80-bc41-808b1e0d3634","Valle de Tucavaca, road from Santiago de Chiquitos to Santo Corazon, on bank of Tucavaca River.",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","Ft","herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=780bcab1-a2ad-4ad8-834b-1be301f2272b","Field-preserved in 70% alcohol.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008063_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482599","Psidium kennedyanum Morong",-25.3333,-57.6667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.661+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Presidente Hayes",1995,12,15,"1995-12-15",349,349,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.661+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124522",FALSE,"1124522","none","none",TRUE,NA,"L. R. Landrum",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124522",NA,NA,NA,"Plants","2270482599","e71b426c-36a2-47c6-9a4d-cb3757120c7c","48253","ASU0008073","ASU",NA,"DNA voucher for A. Salywon dissertation 2003; 3 m",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","205890","8879","e71b426c-36a2-47c6-9a4d-cb3757120c7c","Rio Paraguay, 3 km NW of Puente Remanso between Asuncion and Villa Hayes (ca. 25*20'S, 57*40'W)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl","herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=urn:uuid:3523fc17-3413-4062-8c58-acaacf79db3d | herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=795261E8-B8C2-405C-B987-5DEBFB45E665 | herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=b8f2f1ed-fa9d-48a4-92fb-7733d7e66608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008073_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270556851","Psidium kennedyanum Morong",-25.08333,-57.85,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.018+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE","2007-01-01T00:00:00",NA,"SOUTH_AMERICA","Presidente Hayes",1994,2,16,"1994-02-16",47,47,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.018+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3068702",FALSE,"3068702","none","none",TRUE,NA,"Elsa Matilde Zardini; Bonifacia Benitez Bertoni","L. R. Landrum","WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"3068702",NA,NA,NA,"Plants","2270556851","943256c6-5188-4e40-a7a5-f60741fbd443","48253","ASU0018601","ASU",NA,"Tree 10 m, fruit brown.",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","274369","38251","943256c6-5188-4e40-a7a5-f60741fbd443","Rio Pilcomayo. Puerto Galileo.",NA,"http://creativecommons.org/licenses/by-nc/3.0/","Jordan 2012_03_01","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"Gallery forest and grassland on river banks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0018/ASU0018601_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482510","Psidium kennedyanum Morong",-18.2125,-59.4656,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.799+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Santa Cruz",1994,10,22,"1994-10-22",295,295,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.799+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125332",FALSE,"1125332","none","none",FALSE,NA,"Foster; M. Pena, I. Vargas",NA,"WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"1125332",NA,NA,NA,"Plants","2270482510","594d6fb4-6b96-48ab-aefe-6e8a9d336613","48253","ASU0008065","ASU",NA,"Loc 3; ov/loc ca. 56; stamens ca. 330 had scanned.; Arbusto de 2m de altura, formando una mata con tal",NA,NA,"Psidium kennedyanum Morong",NA,200,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","213056","3426","594d6fb4-6b96-48ab-aefe-6e8a9d336613","Rio Tucabaca, 20 km al NE de Santiago de Chiquitos.","Chiquitos","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,"Llanura no inundada, bosuq eseco con 'curupau' y e",NA,NA,NA,NA,NA,NA,NA,"ecologicallyOccursWith: Anandenanthera colubrina|ecologicallyOccursWith: Ananas cf. ananasoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008065_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270485527","Psidium kennedyanum Morong",-25.0564,-57.8828,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.778+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Presidente Hayes",1994,10,29,"1994-10-29",302,302,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.778+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125334",FALSE,"1125334","none","none",TRUE,NA,"Zardini & Vera","L.R. Landrum, 2003.","WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1125334",NA,NA,NA,"Plants","2270485527","f69eb895-2d79-4910-8f65-dcf0f0c22bd6","48253","ASU0008062","ASU",NA,"Tree 6m; fruit brown.",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","246359","41709","f69eb895-2d79-4910-8f65-dcf0f0c22bd6","Pilcomayo River basin; Rio Negro.",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","Ft",NA,"Gallery forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008062_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270481289","Psidium kennedyanum Morong",-26.6667,-56.25,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.736+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Caazapa",1993,3,22,"1993-03-22",81,81,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.736+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124518",FALSE,"1124518","none","none",TRUE,NA,"A. Schinini,",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124518",NA,NA,NA,"Plants","2270481289","7eaa9394-d8f2-40da-9a46-72da1e787673","48253","ASU0008059","ASU",NA,"selva marginal, suelo arenoso",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","191853","27706","7eaa9394-d8f2-40da-9a46-72da1e787673","ruta 6 y rio Tebicuary (56*15'W, 26*40'S)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008059_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270477971","Psidium kennedyanum Morong",-25.1333,-57.3,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.884+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Cordillera",1991,1,11,"1991-01-11",11,11,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.884+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124519",FALSE,"1124519","none","none",TRUE,NA,"Zardini & Velazquez",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124519",NA,NA,NA,"Plants","2270477971","2e482acc-5dbf-4bd1-bb37-e23b79aafed7","48253","ASU0008070","ASU",NA,"cerrado forest",NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","188434","25759","2e482acc-5dbf-4bd1-bb37-e23b79aafed7","Rio Piribebuy basin, 17 km W of Arroyos y Esteros (25*8'S, 57*18'W)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008070_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482739","Psidium kennedyanum Morong",-25.5,-57.5,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.676+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Central",1991,6,18,"1991-06-18",169,169,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.676+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124520",FALSE,"1124520","none","none",FALSE,NA,"Zardini & Velazquez",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124520",NA,NA,NA,"Plants","2270482739","9cccf4af-dc3f-4e39-a386-882260d72c5f","48253","ASU0008071","ASU",NA,NA,NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","188435","27492","9cccf4af-dc3f-4e39-a386-882260d72c5f","Tavarory, Avai River near confluence with Paraguay river (25*30'S, 57*30'W)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008071_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482395","Psidium kennedyanum Morong",-25.1333,-57.3,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.736+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420446,6,7707728,220,690,5014,3187232,5420446,5420446,"Psidium kennedyanum Morong","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium kennedyanum","Psidium","kennedyanum","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Cordillera",1990,3,3,"1990-03-03",62,62,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.736+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124509",FALSE,"1124509","none","none",TRUE,NA,"Zardini & Velazquez",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"1124509",NA,NA,NA,"Plants","2270482395","f23ee861-adcb-449a-953d-88502cafc5de","48253","ASU0008069","ASU",NA,NA,NA,NA,"Psidium kennedyanum Morong",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","180796","19804","f23ee861-adcb-449a-953d-88502cafc5de","W side of Rio Piribebuy basin, 27 km W of Arroyos y Esteros (25*8'S, 57*18'W)",NA,"http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008069_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
