"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","gadm","networkKeys","elevation","institutionKey","collectionKey","preparations","institutionID","fieldNotes","fieldNumber","elevationAccuracy","eventRemarks","recordNumber","habitat","locality","higherClassification","datasetID","otherCatalogNumbers","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","eventID","nomenclaturalCode","language","type","verbatimIdentification","ownerInstitutionCode","accessRights","collectionID","occurrenceRemarks","verbatimElevation","individualCount","higherGeography","projectId","samplingProtocol","acceptedNameUsage","georeferenceRemarks","materialSampleID","parentNameUsageID","disposition","acceptedNameUsageID","bibliographicCitation","parentNameUsage","locationRemarks","typeStatus","media_url","license"
"3418771302","Eugenia bullata Pancher ex Guillaumin",-22.3775,166.93833,"cdc,gass84","cb9beff3-a185-486f-975a-732251444158","2853c0e7-c758-4c9c-83a2-7c2d18967fb9","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T12:53:56.310+00:00","2024-07-31T13:15:08.218+00:00",534,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1984,9,14,"1984-09-14",258,258,"2021-12-17T09:56:59.000+00:00","2024-07-31T13:15:08.218+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1406504","none","none",TRUE,NA,"MacKee, H.S.",NA,"WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1406504",NA,NA,"Entre Cap Ndoua et Port Boisé","MPU","3418771302","http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1406504",NA,"MPU1406504","UM",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",30,"17ff2e84-80c7-4904-81c7-26183b3ce46e","1fddc155-2d5b-4b1d-92cb-1268e22cc2bb","hb","http://grscicoll.org/institution/université-montpellier-2","Arbuste de 4 mètres ; feuilles vert foncé brillant en dessus, vert clair brillant en dessous ; fleurs blanches sauf le caluce rouge sombre ; cf. 36 140","42231",NA,"Localement commun mais peu fleuri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/16397314192848YhT7OkesCrKjEQe","http://creativecommons.org/publicdomain/zero/1.0/"
"1212579276","Eugenia bullata Pancher ex Guillaumin",-21.34111,165.03778,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:23.248+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1983,5,26,"1983-05-26",146,146,"2015-10-23T19:56:26.000+00:00","2024-07-31T15:50:23.248+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089733","none","none",FALSE,NA,"MacKee, H.S.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089733",NA,NA,"Poya : Forêt de Nékoro","P","1212579276","http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089733",NA,"P02089733","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",2,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste élancé multicaule de 2 mètres ; feuilles vert foncé brillant en dessus, vert pâle en dessous","41498",NA,"Localement assez commun à l'ombre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1453322787920TXPXu2kFOy50Dt53","http://creativecommons.org/publicdomain/zero/1.0/"
"694441047","Eugenia bullata Pancher ex Guillaumin",-21.86,165.96472,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:37.592+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1983,11,10,"1983-11-10",314,314,"2015-11-20T14:55:25.000+00:00","2024-07-31T15:50:37.592+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094215","none","none",FALSE,NA,"MacKee, H.S.|Cherrier, Leg : J-F.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094215",NA,NA,"Haute Ouaménie","P","694441047","http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094215",NA,"P05094215","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",150,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste cauliflore; feuilles vert foncé brillant en dessus, vert clair en dessous; sépales bruns; pétales blancs; filets des étamines blanc; anthères brunes","41687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441421443075mHVE82Irwgn7BcCK","http://creativecommons.org/publicdomain/zero/1.0/"
"694441044","Eugenia bullata Pancher ex Guillaumin",-20.34556,166.95278,"gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:37.222+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,NA,NA,1982,11,18,"1982-11-18",322,322,"2015-09-05T03:49:37.000+00:00","2024-07-31T15:50:37.222+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094211","none","none",FALSE,NA,"McPherson, G.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094211",NA,NA,"Port Boisé, near South end of island","P","694441044","http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094211",NA,"P05094211","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin","none","17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Tree 5 m tall ; fruit borne on trunk, brown","5148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441421442784VDloTiuLrT2by0fx","http://creativecommons.org/publicdomain/zero/1.0/"
"4520863016","Eugenia bullata Pancher ex Guillaumin",-22.352616,166.9594,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:24.115+00:00",29,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Grand Terre, Province Sud",1982,11,18,"1982-11-18",322,322,"2023-04-28T00:35:09.000+00:00","2024-07-30T01:23:24.115+00:00","https://collections.tepapa.govt.nz/object/1388047",FALSE,"tepapa:collection/object/1388047","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","John Dawson",NA,"WGS84","Magnoliopsida","NC",NA,"none","OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1388047",NA,"18 Nov 1982",NA,"WELT","4520863016","tepapa:collection/object/1388047",NA,"SP102104","NMNZ",NA,NA,"tepapa:collection/identification/1388047/74049","Eugenia bullata Pancher ex Guillaumin","none",NA,NA,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","[Map co-ordinates are derived, and only approximate.]",NA,NA,NA,"1811006",NA,"Port Boise.","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Eugenia | bullata","tepapa:collection/dataset/plants",NA,"WIKIDATA","https://www.wikidata.org/wiki/Q5933721",NA,NA,"tepapa:collection/fieldcollection/261490","ICBN","en","PhysicalObject","Eugenia bullata Pancher ex Guillaumin","NMNZ","https://data.tepapa.govt.nz/docs/","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/706039/preview","http://creativecommons.org/publicdomain/zero/1.0/"
"4520877463","Eugenia bullata Pancher ex Guillaumin",-22.352617,166.9594,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:24.102+00:00",29,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Grand Terre, Province Sud",1980,6,10,"1980-06-10",162,162,"2023-04-28T00:35:09.000+00:00","2024-07-30T01:23:24.102+00:00","https://collections.tepapa.govt.nz/object/1388088",FALSE,"tepapa:collection/object/1388088","none","none",TRUE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","Gordon McPherson",NA,"WGS84","Magnoliopsida","NC",NA,"none","OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1388088",NA,"10 Jun 1980",NA,"WELT","4520877463","tepapa:collection/object/1388088",NA,"SP102108/A","NMNZ",NA,NA,"tepapa:collection/identification/1388088/74049","Eugenia bullata Pancher ex Guillaumin","none",NA,NA,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","[Map co-ordinates are derived, and only approximate.]",NA,NA,NA,"2771","Araucaria columnaris dominated forest above beach.","Ca 20 air-km S [South] of Yate, Port Boise.","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Eugenia | bullata","tepapa:collection/dataset/plants",NA,"WIKIDATA","https://www.wikidata.org/wiki/Q2167790",NA,NA,"tepapa:collection/fieldcollection/265543","ICBN","en","PhysicalObject","Eugenia bullata Pancher ex Guillaumin","NMNZ","https://data.tepapa.govt.nz/docs/","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/706040/preview","http://creativecommons.org/publicdomain/zero/1.0/"
"694514418","Eugenia bullata Pancher ex Guillaumin",-22.34139,166.99639,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:51:15.276+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1978,11,29,"1978-11-29",333,333,"2015-11-20T14:52:06.000+00:00","2024-07-31T15:51:15.276+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094094","none","none",FALSE,NA,"MacKee, H.S.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094094",NA,NA,"Cap Reine Charlotte","P","694514418","http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094094",NA,"P05094094","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",2,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste de 2 mètres; feuilles vert foncé brillant en dessus, vert clair en dessous; fruits bruns sur le vieux bois; cf. 36093","36140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441421231528fyMvLDNoqTPmqNSz","http://creativecommons.org/publicdomain/zero/1.0/"
"694514419","Eugenia bullata Pancher ex Guillaumin",-22.32111,167.00861,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:51:15.217+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1978,11,22,"1978-11-22",326,326,"2015-09-05T03:46:06.000+00:00","2024-07-31T15:51:15.217+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094095","none","none",FALSE,NA,"MacKee, H.S.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094095",NA,NA,"Goro : Nokotaré","P","694514419","http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094095",NA,"P05094095","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",2,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste de 3 mètres; feuilles vert foncé brillant en dessus, vert clair jaunâtre en dessous; fruits bruns sur le vieux bois; cf. 22819","36093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441421231652JNleTwJpJ6pZ7YQr","http://creativecommons.org/publicdomain/zero/1.0/"
"3464202301","Eugenia bullata Pancher ex Guillaumin",-21.28889,165.51944,"cdc,gass84","cb9beff3-a185-486f-975a-732251444158","2853c0e7-c758-4c9c-83a2-7c2d18967fb9","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T12:53:56.310+00:00","2024-07-31T13:14:57.584+00:00",534,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1977,2,2,"1977-02-02",33,33,"2022-02-07T11:26:02.000+00:00","2024-07-31T13:14:57.584+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1349637","none","none",FALSE,NA,"MacKee, H.S.",NA,"WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1349637",NA,NA,"Houaïlou : Nessakouya","MPU","3464202301","http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1349637",NA,"MPU1349637","UM",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",30,"17ff2e84-80c7-4904-81c7-26183b3ce46e","1fddc155-2d5b-4b1d-92cb-1268e22cc2bb","hb","http://grscicoll.org/institution/université-montpellier-2","Arbuste cauliflore de 4 mètres; feuilles vert foncé brillant en dessus, vert clair en dessous; fruits bruns; cf.29248, 29306","32746",NA,"Localement abondant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1644229561624oaVANcjDuThPiRJt","http://creativecommons.org/publicdomain/zero/1.0/"
"1212579298","Eugenia bullata Pancher ex Guillaumin",-22.32417,166.81806,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:21.891+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1977,12,11,"1977-12-11",345,345,"2016-01-20T22:54:26.000+00:00","2024-07-31T15:50:21.891+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089734","none","none",FALSE,NA,"MacKee, H.S.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089734",NA,NA,"Prony","P","1212579298","http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089734",NA,"P02089734","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste multicaule cauliflore de 2 mètres; feuilles vert foncé brillant en dessus, vert clair brillant en dessous; fruits bruns","34363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1453322796616RcjXRAy0J3ShYdRm","http://creativecommons.org/publicdomain/zero/1.0/"
"1212579254","Eugenia bullata Pancher ex Guillaumin",-22.25111,167.02944,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:21.905+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1970,9,15,"1970-09-15",258,258,"2015-10-23T19:57:11.000+00:00","2024-07-31T15:50:21.905+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089732","none","none",TRUE,NA,"MacKee, H.S.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089732",NA,NA,"Kuébini : Cap Coronation","P","1212579254","http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089732",NA,"P02089732","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin","none","17abcf75-2f1e-46dd-bf75-a5b21dd02655",3,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste peu ramifié de 2 mètres; feuilles vert foncé brillant en dessus, vert clair brillant en dessous; boutons floraux blancs à bases rouges; fleurs blanches","22489",NA,"Commun à l'ombre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/14533227791252bQsOoknSQYqEbbF","http://creativecommons.org/publicdomain/zero/1.0/"
"2631345306","Eugenia bullata Pancher ex Guillaumin",-22.26,167.03278,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:16.827+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1970,10,29,"1970-10-29",302,302,"2002-07-01T16:09:26.000+00:00","2024-07-31T15:50:16.827+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918810","none","none",TRUE,NA,"MacKee, H.S.","Dawson","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918810",NA,NA,"Kuébini : Ile Nou","P","2631345306","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918810",NA,"P00918810","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",2,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste de 2 mètres peu ramifié ; feuilles vert foncé brillant en dessus, vert clair brillant en dessous ; fruits brun foncé portés sur la tige, surtout vers la base ; cf. 22489","22806",NA,"Localement commun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1594051077433gkObJhUfwNTJiRPg","http://creativecommons.org/publicdomain/zero/1.0/"
