"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","gadm","networkKeys","elevation","institutionKey","collectionKey","preparations","institutionID","fieldNotes","fieldNumber","elevationAccuracy","eventRemarks","recordNumber","habitat","locality","higherClassification","datasetID","otherCatalogNumbers","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","eventID","nomenclaturalCode","language","type","verbatimIdentification","ownerInstitutionCode","accessRights","collectionID","occurrenceRemarks","verbatimElevation","individualCount","higherGeography","projectId","samplingProtocol","acceptedNameUsage","georeferenceRemarks","materialSampleID","parentNameUsageID","disposition","acceptedNameUsageID","bibliographicCitation","parentNameUsage","locationRemarks","typeStatus","media_url","license"
"4427174309","Eugenia bullata Pancher ex Guillaumin",-20.74389,164.73722,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:56.490+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,2021,7,14,"2021-07-14",195,195,"2023-10-12T15:03:04.000+00:00","2024-07-31T15:50:56.490+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01139592","none","none",FALSE,NA,"Fleurot, D.","Fleurot","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01139592",NA,NA,"Kokobit, Voh","P","4427174309","http://coldb.mnhn.fr/catalognumber/mnhn/p/p01139592",NA,"P01139592","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",710,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbre élancé de 10 m. , fleur blanche sur le tronc","890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1697115784170b7zlOpauNAXq8F0z","http://creativecommons.org/publicdomain/zero/1.0/"
"4520736136","Eugenia bullata Pancher ex Guillaumin",-20.861389,164.728889,"cdround","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.140+00:00",29,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE","2007-01-01T00:00:00",NA,"OCEANIA","Grand Terre, Province Nord",2007,1,13,"2007-01-13",13,13,"2021-04-16T04:13:31.000+00:00","2024-07-30T01:23:27.140+00:00","https://collections.tepapa.govt.nz/object/1928473",FALSE,"tepapa:collection/object/1928473","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","Yohan Pillon","Yohan Pillon","WGS84","Magnoliopsida","NC",NA,NA,"OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1928473",NA,"13 Jan 2007",NA,"WELT","4520736136","tepapa:collection/object/1928473",NA,"SP110396","NMNZ",NA,NA,"tepapa:collection/identification/1928473/74049","Eugenia bullata Pancher ex Guillaumin",NA,NA,450,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","[Any additional information, including coordinates, not recorded on label is gathered from NOU collection website]",NA,150,NA,"YP 664","Forêt mésophylle plus ou moins dégradée, cerfs abondants, nombreuses plantes envahissantes ou agressives. Roches volcano-sédimentaires.","Voh, Mont Tenda, tribu de Témala","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Eugenia | bullata","tepapa:collection/dataset/plants","NOU015713","WIKIDATA","https://www.wikidata.org/wiki/Q26713056","WIKIDATA","https://www.wikidata.org/wiki/Q26713056","tepapa:collection/fieldcollection/319590","ICBN","en","PhysicalObject","Eugenia bullata Pancher ex Guillaumin","NMNZ","https://data.tepapa.govt.nz/docs/","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632353/preview","http://creativecommons.org/publicdomain/zero/1.0/"
"4520850280","Eugenia bullata Pancher ex Guillaumin",-21.6064,165.45479,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.105+00:00",29,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Grand Terre, Province Sud",2005,1,8,"2005-01-08",8,8,"2021-04-16T04:13:29.000+00:00","2024-07-30T01:23:27.105+00:00","https://collections.tepapa.govt.nz/object/1928372",FALSE,"tepapa:collection/object/1928372","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","Dawson, J.W.","Dawson, J.W.","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1928372",NA,"08 Jan 2005",NA,"WELT","4520850280","tepapa:collection/object/1928372",NA,"SP110295/A","NMNZ",NA,NA,"tepapa:collection/identification/1928372/74049","Eugenia bullata Pancher ex Guillaumin",NA,NA,NA,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","[Collector assumed. From box with J Dawson's collection events and newspaper slip in his handwriting]. [No locality given, but assumed. In box with multiple collection events from same locality and date].",NA,NA,NA,NA,NA,"[Bourail], Baie des Tortues","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Eugenia | bullata","tepapa:collection/dataset/plants",NA,NA,NA,NA,NA,"tepapa:collection/fieldcollection/318423","ICBN","en","PhysicalObject","Eugenia bullata Pancher ex Guillaumin","NMNZ","https://data.tepapa.govt.nz/docs/","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632272/preview","http://creativecommons.org/publicdomain/zero/1.0/"
"4520743730","Eugenia bullata Pancher ex Guillaumin",-21.6064,165.45479,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.129+00:00",29,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Grand Terre, Province Sud",2005,1,8,"2005-01-08",8,8,"2021-04-16T04:13:29.000+00:00","2024-07-30T01:23:27.129+00:00","https://collections.tepapa.govt.nz/object/1928373",FALSE,"tepapa:collection/object/1928373","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","Dawson, J.W.","Dawson, J.W.","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1928373",NA,"08 Jan 2005",NA,"WELT","4520743730","tepapa:collection/object/1928373",NA,"SP110296","NMNZ",NA,NA,"tepapa:collection/identification/1928373/74049","Eugenia bullata Pancher ex Guillaumin",NA,NA,NA,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","[Collector assumed. From box with J Dawson's collection events and newspaper slip in his handwriting]. [No locality given, but assumed. In box with multiple collection events from same locality and date].",NA,NA,NA,NA,NA,"[Bourail], Baie des Tortues","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Eugenia | bullata","tepapa:collection/dataset/plants",NA,NA,NA,NA,NA,"tepapa:collection/fieldcollection/318423","ICBN","en","PhysicalObject","Eugenia bullata Pancher ex Guillaumin","NMNZ","https://data.tepapa.govt.nz/docs/","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632274/preview","http://creativecommons.org/publicdomain/zero/1.0/"
"4520736111","Eugenia bullata Pancher ex Guillaumin",-21.6064,165.45479,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.137+00:00",29,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Grand Terre, Province Sud",2005,1,8,"2005-01-08",8,8,"2021-04-16T04:13:29.000+00:00","2024-07-30T01:23:27.137+00:00","https://collections.tepapa.govt.nz/object/1928374",FALSE,"tepapa:collection/object/1928374","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","Dawson, J.W.","Dawson, J.W.","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1928374",NA,"08 Jan 2005",NA,"WELT","4520736111","tepapa:collection/object/1928374",NA,"SP110297","NMNZ",NA,NA,"tepapa:collection/identification/1928374/74049","Eugenia bullata Pancher ex Guillaumin",NA,NA,NA,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","[Collector assumed. From box with J Dawson's collection events and newspaper slip in his handwriting]. | [No date given, but assumed. In box with multiple collection events from same locality].",NA,NA,NA,NA,NA,"[Bourail], Baie des Tortues","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Eugenia | bullata","tepapa:collection/dataset/plants",NA,NA,NA,NA,NA,"tepapa:collection/fieldcollection/318425","ICBN","en","PhysicalObject","Eugenia bullata Pancher ex Guillaumin","NMNZ","https://data.tepapa.govt.nz/docs/","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632275/preview","http://creativecommons.org/publicdomain/zero/1.0/"
"4520743833","Eugenia bullata Pancher ex Guillaumin",-21.6064,165.45479,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.085+00:00",29,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Grand Terre, Province Sud",2005,1,8,"2005-01-08",8,8,"2021-04-16T04:13:29.000+00:00","2024-07-30T01:23:27.085+00:00","https://collections.tepapa.govt.nz/object/1931818",FALSE,"tepapa:collection/object/1931818","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","Dawson, J.W.","Dawson, J.W.","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1931818",NA,"08 Jan 2005",NA,"WELT","4520743833","tepapa:collection/object/1931818",NA,"SP110295/B","NMNZ",NA,NA,"tepapa:collection/identification/1931818/74049","Eugenia bullata Pancher ex Guillaumin",NA,NA,NA,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","[Collector assumed. From box with J Dawson's collection events and newspaper slip in his handwriting]. [No locality given, but assumed. In box with multiple collection events from same locality and date].",NA,NA,NA,NA,NA,"[Bourail], Baie des Tortues","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Eugenia | bullata","tepapa:collection/dataset/plants",NA,NA,NA,NA,NA,"tepapa:collection/fieldcollection/318423","ICBN","en","PhysicalObject","Eugenia bullata Pancher ex Guillaumin","NMNZ","https://data.tepapa.govt.nz/docs/","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632273/preview","http://creativecommons.org/publicdomain/zero/1.0/"
"1212579417","Eugenia bullata Pancher ex Guillaumin",-21.73472,165.91361,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:22.461+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1992,12,9,"1992-12-09",344,344,"2018-01-08T12:06:22.000+00:00","2024-07-31T15:50:22.461+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089813","none","none",FALSE,NA,"MacKee, H.S.","Dawson","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089813",NA,NA,"La Foa : Pocquereux","P","1212579417","http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089813",NA,"P02089813","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",100,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste multicaule de 5 mètres; feuilles vert foncé brillant en dessus vert clair jaunâtre en dessous; fruits bruns groupés sur le vieux bois","46038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1453322744889mGBlXcyZkaiFkb3Q","http://creativecommons.org/publicdomain/zero/1.0/"
"1212579449","Eugenia bullata Pancher ex Guillaumin",-21.73472,165.91361,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:22.393+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1992,12,9,"1992-12-09",344,344,"2015-11-13T08:33:34.000+00:00","2024-07-31T15:50:22.393+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089975","none","none",FALSE,NA,"MacKee, H.S.","Dawson","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089975",NA,NA,"La Foa : Pocquereux","P","1212579449","http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089975",NA,"P02089975","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",100,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste multicaule de 5 mètres; feuilles vert foncé brillant en dessus vert clair jaunâtre en dessous; fruits bruns groupés sur le vieux bois","46038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1453322753300plo5hpn5PSVlc4hw","http://creativecommons.org/publicdomain/zero/1.0/"
"2631349310","Eugenia bullata Pancher ex Guillaumin",-22.3775,166.93833,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:16.502+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1984,9,14,"1984-09-14",258,258,"2017-05-23T14:16:34.000+00:00","2024-07-31T15:50:16.502+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918839","none","none",TRUE,NA,"MacKee, H.S.","Dawson","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918839",NA,NA,"Entre Cap Ndoua et Port Boisé","P","2631349310","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00918839",NA,"P00918839","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",30,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste de 4 mètres ; feuilles vert foncé brillant en dessus, vert clair brillant en dessous ; fleurs blanches sauf le caluce rouge sombre ; cf. 36 140","42231",NA,"Localement commun mais peu fleuri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1594051082456JwZ0MA1SnjGxEHsM","http://creativecommons.org/publicdomain/zero/1.0/"
"2805465304","Eugenia bullata Pancher ex Guillaumin",-22.3775,166.93833,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:59.688+00:00",549,"PRESERVED_SPECIMEN","PRESENT",5416330,6,7707728,220,690,5014,3177662,5416330,5416330,"Eugenia bullata Pancher ex Guillaumin","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia bullata","Eugenia","bullata","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1984,9,14,"1984-09-14",258,258,"2023-07-24T09:21:03.000+00:00","2024-07-31T15:50:59.688+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00919161","none","none",TRUE,NA,"MacKee, H.S.",NA,"WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00919161",NA,NA,"Entre Cap Ndoua et Port Boisé","P","2805465304","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00919161",NA,"P00919161","MNHN",NA,NA,NA,"Eugenia bullata Pancher ex Guillaumin",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",30,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Arbuste de 4 mètres ; feuilles vert foncé brillant en dessus, vert clair brillant en dessous ; fleurs blanches sauf le caluce rouge sombre ; cf. 36 140","42231",NA,"Localement commun mais peu fleuri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1594051099479IVHcL9G942hRVOXo","http://creativecommons.org/publicdomain/zero/1.0/"
