"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","fieldNotes","municipality","locality","gbifID","collectionCode","occurrenceID","name","elevation","gadm","verbatimEventDate","higherClassification","occurrenceRemarks","nomenclaturalCode","bibliographicCitation","typeStatus","references","preparations","language","type","locationRemarks","collectionID","media_url","license"
"4131127362","Psidium bergianum (Nied.) Burret",-15.908056,-47.887222,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:54.990+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5420603,6,7707728,220,690,5014,3187232,5420603,5420603,"Psidium bergianum (Nied.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium bergianum","Psidium","bergianum","SPECIES","ACCEPTED","NE","2019-09-01T00:00:00","SOUTH_AMERICA","Distrito Federal",2019,9,7,"2019-09-07",250,250,"2023-05-25T16:39:49.000+00:00","2024-08-01T12:21:54.990+00:00",FALSE,"urn:catalog:JBRJ:RB:1491717","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 851431","J.E.Q. Faria","J.E.Q. Faria","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","9628","urn:catalog:JBRJ:RB:1491717","RB01491717","04.936.616/0001-20","JBRJ","Cerrado sensu stricto","Brasília","Estrada em direção ao Cristo Redentor, próximo à cancela de acesso à área da Aeronáutica","4131127362","RB","urn:catalog:JBRJ:RB:1491717","Psidium bergianum (Nied.) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/49/17/17/01491717.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424067541","Psidium bergianum (Nied.) Burret",-19.194444,-57.608889,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:33.907+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5420603,6,7707728,220,690,5014,3187232,5420603,5420603,"Psidium bergianum (Nied.) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium bergianum","Psidium","bergianum","SPECIES","ACCEPTED","NE","2009-03-17T00:00:00","SOUTH_AMERICA","Mato Grosso do Sul",1995,10,9,"1995-10-09",282,282,"2017-10-19T08:31:12.000+00:00","2024-08-01T12:21:33.907+00:00",FALSE,"urn:catalog:JBRJ:RB:306300","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 356641","Damasceno, G.A.; Carvalho, A.G.; Rodriguez, D.P.","J. E. Q. Faria Jr.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","920","urn:catalog:JBRJ:RB:306300","RB00306300","04.936.616/0001-20","JBRJ","Campo rupestre; Solo - sílico-ferruginoso; Relevo - Morro.","Corumbá","Logradouro - Morro do Urucum.","1424067541","RB","urn:catalog:JBRJ:RB:306300","Psidium bergianum (Nied.) Burret",900,NA,NA,NA,"Erva de 25cm; Flor branca; Fruto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/30/63/0/00306300.jpg","http://creativecommons.org/licenses/by/4.0/"
