"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","coordinateUncertaintyInMeters","occurrenceRemarks","identificationRemarks","informationWithheld","identifiedByIDs.type","identifiedByIDs.value","higherGeography","institutionKey","collectionKey","preparations","recordNumber","habitat","nomenclaturalCode","georeferenceProtocol","http...unknown.org.taxonRankID","locality","county","type","vernacularName","taxonConceptID","http...unknown.org.species","higherClassification","elevation","eventRemarks","reproductiveCondition","establishmentMeans","verbatimSRS","verbatimCoordinateSystem","disposition","verbatimTaxonRank","georeferenceSources","otherCatalogNumbers","networkKeys","gadm","institutionID","individualCount","collectionID","infraspecificEpithet","typeStatus","language","coordinatePrecision","georeferencedBy","eventID","http...unknown.org.typifiedName","fieldNotes","locationID","locationRemarks","media_url"
"2515146504","Rhodamnia argentea Benth.",-27.63333,152.88333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:44.892+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3186002,6,7707728,220,690,5014,3185949,3186002,3186002,"Rhodamnia argentea Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodamnia","Rhodamnia argentea","Rhodamnia","argentea","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,1994,1,12,"1994-01-12",12,12,NA,"2024-07-18T23:54:44.892+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3926066@BRAHMS","none","none",FALSE,NA,"Forster PI; Bird LH",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","EUROPE","Naturalis Biodiversity Center","L.3926066@BRAHMS",NA,NA,NA,"Botany","2515146504","https://data.biodiversitydata.nl/naturalis/specimen/L.3926066",NA,"L.3926066",NA,NA,NA,NA,"Rhodamnia argentea Benth.",NA,NA,NA,NA,NA,NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,"Forster, PI; Bird, LH 14612",NA,"ICN",NA,NA,"Flora of Queensland, Moreton. Woogaroo Creek, east of Redbank Plains.",NA,NA,NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,"Naturalis Biodiversity Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3926066/format/large"
"2418623965","Rhodamnia argentea Benth.",-24.428698,151.210234,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:47.520+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3186002,6,7707728,220,690,5014,3185949,3186002,3186002,"Rhodamnia argentea Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodamnia","Rhodamnia argentea","Rhodamnia","argentea","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",1993,12,30,"1993-12-30",364,364,"2021-07-17T16:34:40.000+00:00","2024-06-19T04:58:47.520+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"6099c3b0-d74d-42ae-abdd-78e433c21a55","none","none",FALSE,NA,"Forster, P.I.|Smyrell, G.|Tucker, M.C.|Orford, D.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"6099c3b0-d74d-42ae-abdd-78e433c21a55",NA,NA,NA,"Herbrecs","2418623965","6099c3b0-d74d-42ae-abdd-78e433c21a55",NA,"BRI AQ0622952","BRI",NA,NA,NA,"Rhodamnia argentea Benth.",100,"Tree to 6m high, sterile.",NA,NA,NA,NA,"Australia, Queensland, Port Curtis","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","PIF14506","Araucarian microphyll vineforest on red-brown soil, with Backhousia citriodora dominant in canopy, Bosistoas & Fontainea venosa common in understorey.","ICN","Map","7000","Lower reaches of Koolkoorum Creek, 12km west of Ubobo.","Port Curtis","PhysicalObject","White Myrtle","https://id.biodiversity.org.au/node/apni/2919069","Rhodamnia argentea","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodamnia",160,"Occasional in area.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=83671418-89fd-41b1-84d7-62f797d4b79c"
"2418546740","Rhodamnia argentea Benth.",-24.650536,151.343487,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:40.026+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3186002,6,7707728,220,690,5014,3185949,3186002,3186002,"Rhodamnia argentea Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodamnia","Rhodamnia argentea","Rhodamnia","argentea","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",1989,9,3,"1989-09-03",246,246,"2021-07-17T16:34:16.000+00:00","2024-06-19T04:58:40.026+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"3fceeecd-be3f-467a-880e-a3200473c674","none","none",FALSE,NA,"Forster, P.I.|Bean, A.R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"3fceeecd-be3f-467a-880e-a3200473c674",NA,NA,NA,"Herbrecs","2418546740","3fceeecd-be3f-467a-880e-a3200473c674",NA,"BRI AQ0457325","BRI",NA,NA,NA,"Rhodamnia argentea Benth.",100,NA,NA,NA,NA,NA,"Australia, Queensland, Port Curtis","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","PIF5668",NA,"ICN","Hrb Convert","7000","Mount Fort William, Mill South Logging Area, State Forest 95, grid ref 9148-322725.","Port Curtis","PhysicalObject","White Myrtle","https://id.biodiversity.org.au/node/apni/2919069","Rhodamnia argentea","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodamnia",690,"Araucarian notophyll vine forest, red soil.  Tree to 5m, leaves silver below.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=f01dba64-394a-446a-9154-61eabacb2e90"
"2514336859","Rhodamnia argentea Benth.",-24.65,151.35,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:19.248+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3186002,6,7707728,220,690,5014,3185949,3186002,3186002,"Rhodamnia argentea Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodamnia","Rhodamnia argentea","Rhodamnia","argentea","SPECIES","ACCEPTED","NE",NA,"OCEANIA",NA,1989,9,3,"1989-09-03",246,246,NA,"2024-07-18T23:54:19.248+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"L.2519251@BRAHMS","none","none",FALSE,NA,"Forster PI; Bean AR",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","EUROPE","Naturalis Biodiversity Center","L.2519251@BRAHMS",NA,NA,NA,"Botany","2514336859","https://data.biodiversitydata.nl/naturalis/specimen/L.2519251",NA,"L.2519251",NA,NA,NA,NA,"Rhodamnia argentea Benth.",NA,NA,NA,NA,NA,NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,"Forster, PI; Bean, AR 5668",NA,"ICN",NA,NA,"Queensland, Port Curtis District, Mount Fort William, Mill South Logging Area, State Forest 95.",NA,NA,NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,"Naturalis Biodiversity Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2519251/format/large"
"2418929487","Rhodamnia argentea Benth.",-23.606754,150.442748,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:14.844+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3186002,6,7707728,220,690,5014,3185949,3186002,3186002,"Rhodamnia argentea Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodamnia","Rhodamnia argentea","Rhodamnia","argentea","SPECIES","ACCEPTED","NE","2001-06-01T00:00:00","OCEANIA","Queensland",1984,11,3,"1984-11-03",308,308,"2021-07-17T16:34:14.000+00:00","2024-06-19T04:59:14.844+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"e2a94787-fa31-4a90-9db0-b5e8425eda00","none","none",FALSE,NA,"Hoy, D.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"e2a94787-fa31-4a90-9db0-b5e8425eda00",NA,NA,NA,"Herbrecs","2418929487","e2a94787-fa31-4a90-9db0-b5e8425eda00",NA,"BRI AQ0437939","BRI",NA,NA,NA,"Rhodamnia argentea Benth.",2000,NA,NA,NA,NA,NA,"Australia, Queensland, Port Curtis","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","18A",NA,"ICN","Hrb Convert","7000","Struck Oil, via Mt Morgan.","Port Curtis","PhysicalObject","White Myrtle","https://id.biodiversity.org.au/node/apni/2919069","Rhodamnia argentea","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodamnia",NA,"On regrowth scrub. Small tree.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=1d00caa7-7ee5-4e8a-993e-4c8b06496b79"
"2418831762","Rhodamnia argentea Benth.",-23.606754,150.442748,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:10.083+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3186002,6,7707728,220,690,5014,3185949,3186002,3186002,"Rhodamnia argentea Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodamnia","Rhodamnia argentea","Rhodamnia","argentea","SPECIES","ACCEPTED","NE","2001-06-01T00:00:00","OCEANIA","Queensland",1984,12,8,"1984-12-08",343,343,"2021-07-17T16:34:14.000+00:00","2024-06-19T04:59:10.083+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"b9285f59-dd1c-4eb2-9ddd-2c06bf8510f0","none","none",FALSE,NA,"Hoy, D.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"b9285f59-dd1c-4eb2-9ddd-2c06bf8510f0",NA,NA,NA,"Herbrecs","2418831762","b9285f59-dd1c-4eb2-9ddd-2c06bf8510f0",NA,"BRI AQ0437940","BRI",NA,NA,NA,"Rhodamnia argentea Benth.",2000,NA,NA,NA,NA,NA,"Australia, Queensland, Port Curtis","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","18B",NA,"ICN","Hrb Convert","7000","Struck Oil, via Mount Morgan.","Port Curtis","PhysicalObject","White Myrtle","https://id.biodiversity.org.au/node/apni/2919069","Rhodamnia argentea","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodamnia",NA,"On regrowth scrub. Small tree.","Flowers and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=87a1d6ac-5bd2-48e0-a7f1-669b9a7aef16"
"2418659009","Rhodamnia argentea Benth.",-27.643056,152.896667,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:50.134+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3186002,6,7707728,220,690,5014,3185949,3186002,3186002,"Rhodamnia argentea Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodamnia","Rhodamnia argentea","Rhodamnia","argentea","SPECIES","ACCEPTED","NE","2001-06-01T00:00:00","OCEANIA","Queensland",1983,11,26,"1983-11-26",330,330,"2021-07-17T16:34:15.000+00:00","2024-06-19T04:58:50.134+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"6fc12374-fd67-41f0-a981-858e2c42f7bd","none","none",FALSE,NA,"Williams, K.A.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"6fc12374-fd67-41f0-a981-858e2c42f7bd",NA,NA,NA,"Herbrecs","2418659009","6fc12374-fd67-41f0-a981-858e2c42f7bd",NA,"BRI AQ0430002","BRI",NA,NA,NA,"Rhodamnia argentea Benth.",100,"Small tree ca 6m high, flowers white.",NA,NA,NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet|Spirit","83069","Araucarian vine scrub on hillside slope.","ICN","Google Earth","7000","Woogaroo Creek, S of Goodna.","Moreton","PhysicalObject","White Myrtle","https://id.biodiversity.org.au/node/apni/2919069","Rhodamnia argentea","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodamnia",NA,NA,"Flowers and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=f85c79ed-ce32-4fc2-ae9c-f6ae4033cea9"
"2418693204","Rhodamnia argentea Benth.",-28.248401,153.25107,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:54.895+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3186002,6,7707728,220,690,5014,3185949,3186002,3186002,"Rhodamnia argentea Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodamnia","Rhodamnia argentea","Rhodamnia","argentea","SPECIES","ACCEPTED","NE","2001-06-01T00:00:00","OCEANIA","New South Wales",1979,3,6,"1979-03-06",65,65,"2021-07-17T16:33:51.000+00:00","2024-06-19T04:58:54.895+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"7deefd5f-cafe-4a73-b490-467c6c047cbc","none","none",FALSE,NA,"Mcdonald, W.J.|Whiteman, W.G.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"7deefd5f-cafe-4a73-b490-467c6c047cbc",NA,NA,NA,"Herbrecs","2418693204","7deefd5f-cafe-4a73-b490-467c6c047cbc",NA,"BRI AQ0296366","BRI",NA,NA,NA,"Rhodamnia argentea Benth.",25000,"Relict tree, 6m high.",NA,NA,NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","2817",NA,"ICN","Hrb Convert","7000","Upper Tallebudgera. Beechwoods.","Moreton","PhysicalObject","White Myrtle","https://id.biodiversity.org.au/node/apni/2919069","Rhodamnia argentea","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodamnia",60,NA,"Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=def2646a-bc75-46af-9762-9dbdccb99397"
"2829345890","Rhodamnia argentea Benth.",-31.43,152.92,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:45.159+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3186002,6,7707728,220,690,5014,3185949,3186002,3186002,"Rhodamnia argentea Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodamnia","Rhodamnia argentea","Rhodamnia","argentea","SPECIES","ACCEPTED","NE","2001-06-06T00:00:00","OCEANIA","New South Wales",1979,8,10,"1979-08-10",222,222,"2021-07-23T18:42:26.000+00:00","2024-07-02T07:40:45.159+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"cae85c58-aafa-4579-9b99-50487a6eff3c","none","none",TRUE,NA,"Floyd, A.G.","Snow, N.W.","WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"cae85c58-aafa-4579-9b99-50487a6eff3c",NA,NA,NA,"NSW","2829345890","cae85c58-aafa-4579-9b99-50487a6eff3c",NA,"NSW462288","NSW",NA,NA,NA,"Rhodamnia argentea Benth.",10000,"Tree 15 m tall, 50 cm diameter. Southern known limit. Ex Forestry Commission of N.S.W.",NA,NA,NA,NA,NA,"bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","sheet","1340","In littoral rainforest.","ICN",NA,"7000","North Shore, Port Macquarie.","North Coast","PhysicalObject","White Myrtle","https://id.biodiversity.org.au/node/apni/2919069","Rhodamnia argentea","Benth.",NA,NA,"sterile","native",NA,"Degrees Minutes","in collection","species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=a5dd2d8b-3d6a-4aab-92e2-261c54d75a1f"
"2829136783","Rhodamnia argentea Benth.",-28.4583,152.88,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:44.544+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3186002,6,7707728,220,690,5014,3185949,3186002,3186002,"Rhodamnia argentea Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodamnia","Rhodamnia argentea","Rhodamnia","argentea","SPECIES","ACCEPTED","NE","2001-06-06T00:00:00","OCEANIA","New South Wales",1977,7,5,"1977-07-05",186,186,"2021-07-23T18:42:17.000+00:00","2024-07-02T07:40:44.544+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"7fba86b0-af08-4e23-b9e9-c8a5d8c0bc0e","none","none",TRUE,NA,"Coveny, R.G.","Snow, N.W.","WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"7fba86b0-af08-4e23-b9e9-c8a5d8c0bc0e",NA,NA,NA,"NSW","2829136783","7fba86b0-af08-4e23-b9e9-c8a5d8c0bc0e",NA,"NSW462289","NSW",NA,NA,NA,"Rhodamnia argentea Benth.",1000,"Small tree 8-10 m high with grey flaky bark.",NA,NA,NA,NA,NA,"bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","sheet","9956","Rainforest with Mallotus philippensis, Castanospermum australe, Podocarpus elatus, etc.","ICN",NA,"7000","Moore Park, Old Grevillea [Old Grevillia].","North Coast","PhysicalObject","White Myrtle","https://id.biodiversity.org.au/node/apni/2919069","Rhodamnia argentea","Benth.",NA,NA,"sterile","native",NA,"Degrees Minutes Seconds","in collection","species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=38bf9c34-f7e3-4013-b136-ea6719e5c55b"
"2829999792","Rhodamnia argentea Benth.",-28.5,152.55,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:36.136+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3186002,6,7707728,220,690,5014,3185949,3186002,3186002,"Rhodamnia argentea Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodamnia","Rhodamnia argentea","Rhodamnia","argentea","SPECIES","ACCEPTED","NE","2001-06-06T00:00:00","OCEANIA","New South Wales",1969,7,24,"1969-07-24",205,205,"2021-07-23T18:41:49.000+00:00","2024-07-02T07:40:36.136+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"3ca36f86-b11d-4620-99f0-131443935a62","none","none",TRUE,NA,"Coveny, R.G.|Clark, S.|Pickard, J.","Snow, N.W.","WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"3ca36f86-b11d-4620-99f0-131443935a62",NA,NA,NA,"NSW","2829999792","3ca36f86-b11d-4620-99f0-131443935a62",NA,"NSW462297","NSW",NA,NA,NA,"Rhodamnia argentea Benth.",5000,"Small tree 5-7 m high with leaves glaucous on the undersurface.",NA,NA,NA,NA,NA,"bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","sheet","1713","In rainforest in association with Dendrocnide excelsa, Flagellaria indica, Euodia sp., etc.","ICN",NA,"7000","c. 5 miles [8 km] S of Urbenville, 28 miles [45 km] W of Kyogle, Yabbra State Forest.","North Coast","PhysicalObject","White Myrtle","https://id.biodiversity.org.au/node/apni/2919069","Rhodamnia argentea","Benth.",NA,NA,"sterile","native",NA,"Degrees Minutes","in collection","species","Map",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=42464682-fb20-41aa-83de-9eb8fac0244f"
"2828112942","Rhodamnia argentea Benth.",-28.45,152.82,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:44.241+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3186002,6,7707728,220,690,5014,3185949,3186002,3186002,"Rhodamnia argentea Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodamnia","Rhodamnia argentea","Rhodamnia","argentea","SPECIES","ACCEPTED","NE","2001-06-06T00:00:00","OCEANIA","New South Wales",1969,8,23,"1969-08-23",235,235,"2021-07-23T18:41:43.000+00:00","2024-07-02T07:40:44.241+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"8fc997e2-1fc6-4ab8-ab4d-1a7b14415a41","none","none",TRUE,NA,"Coveny, R.G.|Clark, S.|Pickard, J.","Snow, N.W.","WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"8fc997e2-1fc6-4ab8-ab4d-1a7b14415a41",NA,NA,NA,"NSW","2828112942","8fc997e2-1fc6-4ab8-ab4d-1a7b14415a41",NA,"NSW462291","NSW",NA,NA,NA,"Rhodamnia argentea Benth.",10000,"Tree 8-10 m high with leaves glaucous on the undersurface.",NA,NA,NA,NA,NA,"bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","sheet","1646","In association with Baloghia lucida, Castanospermum australe, Streblus brunonianus, Ficus coronata, etc.","ICN",NA,"7000","Moore Park, Grevillia (15 miles [24 km] west-northwest of Kyogle).","North Coast","PhysicalObject","White Myrtle","https://id.biodiversity.org.au/node/apni/2919069","Rhodamnia argentea","Benth.",NA,NA,"sterile","native",NA,"Degrees Minutes","in collection","species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=a8b24fcd-5334-40eb-b359-7a082f4b2126"
