"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","elevation","elevationAccuracy","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","habitat","http...unknown.org.recordID","locality","county","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","higherClassification","collectionID","name","networkKeys","gadm","datasetName","preparations","recordedByIDs.type","recordedByIDs.value","rightsHolder","institutionID","nomenclaturalCode","verbatimEventDate","type","locationRemarks","dynamicProperties","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","individualCount","higherGeography","islandGroup","typeStatus","typifiedName","eventID","disposition","media_url"
"2270686874","Eugenia umbellulifera Krug & Urb. ex Urb.",8.30528,-63.4508,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:07.584+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7847670,6,7707728,220,690,5014,3186782,3186783,3186783,"Pseudanamomis umbellulifera (Kunth) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pseudanamomis","Pseudanamomis umbellulifera","Eugenia","umbellulifera","SPECIES","SYNONYM","NE","2017-01-01T00:00:00",20,10,"SOUTH_AMERICA","Bolivar",2003,5,31,"2003-05-31",151,151,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:07.584+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=775745","http://creativecommons.org/licenses/by/4.0/",FALSE,"775745","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,"265112","Wilmer Diaz; P. Zambrano (Baquiano)","L. R. Landrum","WGS84","Magnoliopsida","VE","none","none","LATIN_AMERICA","Venezuela (Bolivarian Republic of)","NORTH_AMERICA","6250","775745","Arbustal en los alrededores de laja granitica","c3bad2d6-101b-49c3-978c-bc374a46fdc7","Las Galderas. Rio Orinoco, margen derecha","Heres","Plants","2270686874","c3bad2d6-101b-49c3-978c-bc374a46fdc7","305150","ASU0019045","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 5-7m alto. Comun","Veronica","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","Eugenia umbellulifera Krug & Urb. ex Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0019/ASU0019045_lg.jpg"
"2270468657","Eugenia umbellulifera Krug & Urb. ex Urb.",19.55,-70.75,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.960+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7847670,6,7707728,220,690,5014,3186782,3186783,3186783,"Pseudanamomis umbellulifera (Kunth) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pseudanamomis","Pseudanamomis umbellulifera","Eugenia","umbellulifera","SPECIES","SYNONYM","NE","2017-01-01T00:00:00",350,50,"NORTH_AMERICA","Santiago",1989,6,30,"1989-06-30",181,181,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.960+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1111595","http://creativecommons.org/licenses/by/4.0/",FALSE,"1111595","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,"201364","T. Zanoni; J. Pimentel, A. Cabral","J. A. Flickinger","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","42832","1111595","bosque arido de Prosopis juliflora y Acacia macracantha","81b7c4f9-e7ae-4ab1-b6de-81fc22e27953","Cordillera Septentrional Valle del Cibao: en el poblado rural de Palmar Arriba (aprox. 15 km. al Noroeste de Santiago): en el camino viejo que sube la ladera del sur de la Loma Diego de Ocampo",NA,"Plants","2270468657","81b7c4f9-e7ae-4ab1-b6de-81fc22e27953","305150","ASU0016439","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbusto 4m de alto; esteril; hoja con olor no muy fuerte.","Xmirny","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","Eugenia umbellulifera Krug & Urb. ex Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0016/ASU0016439_lg.jpg"
"2270679089","Eugenia umbellulifera Krug & Urb. ex Urb.",19.113024,-69.833652,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.656+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7847670,6,7707728,220,690,5014,3186782,3186783,3186783,"Pseudanamomis umbellulifera (Kunth) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pseudanamomis","Pseudanamomis umbellulifera","Eugenia","umbellulifera","SPECIES","SYNONYM","NE",NA,NA,NA,"NORTH_AMERICA",NA,1931,7,7,"1931-07-07",188,188,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.656+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=767415","http://creativecommons.org/licenses/by/4.0/",FALSE,"767415","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"238587","E. Valeur",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","686","767415","Ciguela soil.","6dbee5a8-784f-48d5-8719-0066af3a7091","Mata de Guaraguano",NA,"Plants","2270679089","6dbee5a8-784f-48d5-8719-0066af3a7091","305150","ASU0105989","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Tree; flowers white; fruits apple shaped.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","Eugenia umbellulifera Krug & Urb. ex Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3036,"ksanderford","reviewed - high confidence","georef batch tool 2012-07-05; GeoLocate",NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0105/ASU0105989_lg.jpg"
