"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","institutionID","nomenclaturalCode","georeferenceProtocol","locality","collectionCode","gbifID","occurrenceID","catalogNumber","organismID","institutionCode","locationID","ownerInstitutionCode","accessRights","higherClassification","collectionID","georeferenceSources","name","media_url"
"1228196545","Myrcia rionegrensis L.L.Santos & T.N.C.Vasconc.",-5,-63,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:50.508+00:00",313,"PRESERVED_SPECIMEN","PRESENT",11864629,6,7707728,220,690,5014,3173889,11864629,11864629,"Myrcia rionegrensis L.L.Santos & T.N.C.Vasconc.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia rionegrensis","Myrcia","rionegrensis","SPECIES","ACCEPTED","NE","2021-01-01T00:00:00","SOUTH_AMERICA","Amazonas","South America, Brazil, Amazonas. [LL]",1987,11,3,"1987-11-03",307,307,"2023-03-02T20:14:00.000+00:00","2024-01-25T10:59:50.508+00:00","(c) Field Museum of Natural History - CC BY-NC 4.0",FALSE,"55e2c740-333a-479e-b74e-b109d1e4244c","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",FALSE,"seeds-22-sep-2023","P. J. M. Maas","Leidiana L. dos Santos","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The Field Museum of Natural History","6904","55e2c740-333a-479e-b74e-b109d1e4244c","F","ICBN","TGN - Centroid","Amazonas","Botany","1228196545","55e2c740-333a-479e-b74e-b109d1e4244c","V0121527F","2487918","F","945bc7f7-f773-4410-8f63-dbf8bf61a8a0","F","http://fieldmuseum.org/about/copyright-information","Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany","Getty Thesaurus of Geographic Names (TGN)","Myrcia rionegrensis L.L.Santos & T.N.C.Vasconc.","http://fm-digital-assets.fieldmuseum.org/530/469/V0121527F.jpg"
"1228239980","Myrcia rionegrensis L.L.Santos & T.N.C.Vasconc.",-5,-63,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:09.220+00:00",313,"PRESERVED_SPECIMEN","PRESENT",11864629,6,7707728,220,690,5014,3173889,11864629,11864629,"Myrcia rionegrensis L.L.Santos & T.N.C.Vasconc.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia rionegrensis","Myrcia","rionegrensis","SPECIES","ACCEPTED","NE","2021-01-01T00:00:00","SOUTH_AMERICA","Amazonas","South America, Brazil, Amazonas. [LL]",1987,11,13,"1987-11-13",317,317,"2023-03-02T20:11:00.000+00:00","2024-01-25T11:00:09.220+00:00","(c) Field Museum of Natural History - CC BY-NC 4.0",FALSE,"8ccef7e2-8899-4b84-9e74-d77020db2c34","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",FALSE,"seeds-22-sep-2023","M. L. Kawasaki","Leidiana L. dos Santos","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The Field Museum of Natural History","150","8ccef7e2-8899-4b84-9e74-d77020db2c34","F","ICBN","TGN - Centroid","Amazonas","Botany","1228239980","8ccef7e2-8899-4b84-9e74-d77020db2c34","V0121528F","2487919","F","945bc7f7-f773-4410-8f63-dbf8bf61a8a0","F","http://fieldmuseum.org/about/copyright-information","Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany","Getty Thesaurus of Geographic Names (TGN)","Myrcia rionegrensis L.L.Santos & T.N.C.Vasconc.","http://fm-digital-assets.fieldmuseum.org/530/470/V0121528F.jpg"
