"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","isInCluster","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","habitat","georeferenceProtocol","municipality","locality","eventRemarks","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","occurrenceRemarks","higherClassification","name","stateProvince","gadm","collectionKey","preparations","institutionID","fieldNumber","verbatimLocality","typeStatus","datasetName","rightsHolder","nomenclaturalCode","organismID","ownerInstitutionCode","accessRights","collectionID","media_url"
"1252640103","Eugenia pisonis O.Berg",-3.033333,-60.283333,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:35.515+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417679,6,7707728,220,690,5014,3177662,5417677,5417677,"Eugenia moschata (Aubl.) Nied. ex T.Durand & B.D.Jacks.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia moschata","Eugenia","pisonis","SPECIES","SYNONYM","NE","SOUTH_AMERICA","Manaus",1992,1,31,"1992-01-31T00:00",31,31,"2018-06-28T15:07:00.787+00:00","2024-08-02T01:15:35.515+00:00","(c) Field Museum of Natural History - CC BY-NC 4.0",FALSE,"K001019157","none","none","fa252605-26f6-426c-9892-94d071c2c77f",FALSE,"Ferreira, L.V.","Giaretta, A.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE","122","K001019157","Data not transcribed.","Label","Manaus","Comunidade Nossa Senhora de Fátima (rio Taruma-mirim).","Data not transcribed.","Herbarium","1252640103","http://specimens.kew.org/herbarium/K001019157","K001019157","K","Sheet 2/2","Myrtaceae","Eugenia pisonis O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/5a7a9616ee9404b1e616763d5d1ef833.jpg"
