"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","otherCatalogNumbers","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","habitat","http...unknown.org.recordID","locality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","higherClassification","collectionID","name","elevationAccuracy","gadm","datasetName","preparations","rightsHolder","institutionID","nomenclaturalCode","verbatimEventDate","language","type","verbatimElevation","typeStatus","networkKeys","individualCount","higherGeography","islandGroup","island","locationRemarks","media_url"
"2270468394","Eugenia pubicalyx Alain",18.65,-69.9667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:09.219+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5416485,6,7707728,220,690,5014,3177662,5416485,5416485,"Eugenia pubicalyx Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pubicalyx","Eugenia","pubicalyx","SPECIES","ACCEPTED","NE",70,"NORTH_AMERICA","Distrito Nacional",1995,7,1,"1995-07-01",182,182,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:09.219+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1111590","http://creativecommons.org/licenses/by/4.0/",FALSE,"1111590","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,"255485","A. Veloz; A Luisa Monegro, R. Garica & M. Mejia","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","21","1111590","sobre suelo serpentino, afloramiento de rocas y poca materia organica, con predominancia de Croton impressus, Piptocoma rufescens, Byrsonima crassifolia, Scolosanthus densiflorusy, Phyllanthus nummulariodes.","83981e7a-386f-478c-9e62-69af3759c53f","Sierra Prieta, Noroeste de Villa Mella, camino a Yamasa, al Norte de la Loma Sierra Prieta.","Plants","2270468394","83981e7a-386f-478c-9e62-69af3759c53f","47909","ASU0015896","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbusto de 0.5 m con frutos color verde.","xmirny","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","Eugenia pubicalyx Alain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015896_lg.jpg"
"2270469123","Eugenia pubicalyx Alain",18.65,-69.9667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:09.029+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5416485,6,7707728,220,690,5014,3177662,5416485,5416485,"Eugenia pubicalyx Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pubicalyx","Eugenia","pubicalyx","SPECIES","ACCEPTED","NE",120,"NORTH_AMERICA","Distrito Nacional",1990,4,8,"1990-04-08",98,98,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:09.029+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1111589","http://creativecommons.org/licenses/by/4.0/",FALSE,"1111589","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,"221014","R. Garcia; S. Ramos, S. Borges","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","2900","1111589","sobre una lomita de serpentina, vegetacion arbustiva con: Calliandra, Byrsonima, Croton y Scolosanthus.","f8e03136-2d64-4802-be01-b0d0a311c271","Villa Mella, Sierra Prieta 400 m. aprox. Del cruce de la carretera hacia Yamasa con la entrada al Campo de Tiro.","Plants","2270469123","f8e03136-2d64-4802-be01-b0d0a311c271","47909","ASU0015895","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbusot, 1m de alto; fr. verde.","xmirny","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","Eugenia pubicalyx Alain",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015895_lg.jpg"
"2270468539","Eugenia pubicalyx Alain",18.9667,-70.0833,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.922+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5416485,6,7707728,220,690,5014,3177662,5416485,5416485,"Eugenia pubicalyx Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pubicalyx","Eugenia","pubicalyx","SPECIES","ACCEPTED","NE",390,"NORTH_AMERICA","Sanchez Ramirez",1989,6,14,"1989-06-14",165,165,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.922+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1111588","http://creativecommons.org/licenses/by/4.0/",FALSE,"1111588","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,"255985","R. Garcia; M. Colella","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","2676","1111588"," Vegetacion sobre serpentina, con arboles pequenos y arbustos: Swietenia, Chaetocarpus, Sideroxyolon, Randia, Guettarda y Psychotria","cae6a2e4-0508-46ac-854b-744a2b43c1d7","NO de Yamasa, en un lugar llamado La Javilla, en el camino a Maimon;","Plants","2270468539","cae6a2e4-0508-46ac-854b-744a2b43c1d7","47909","ASU0015894","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbusto, 2m de alto; fruto verde.","xmirny","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","Eugenia pubicalyx Alain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015894_lg.jpg"
