"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","verbatimEventDate","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","occurrenceRemarks","bibliographicCitation","name","elevation","elevationAccuracy","higherGeography","modified","habitat","eventRemarks","higherClassification","dateIdentified","datasetName","otherCatalogNumbers","institutionID","gadm","references","http...unknown.org.recordID","taxonID","rights","collectionID","preparations","nomenclaturalCode","county","language","type","identificationRemarks","typeStatus","georeferenceProtocol","georeferenceSources","georeferencedDate","media_url","license"
"2996077217","Myrcia spathulifolia Proença",-12.92,-38.318333,"cdc,cdround,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:57.227+00:00",203,"PRESERVED_SPECIMEN","PRESENT",8080667,6,7707728,220,690,5014,3173889,8080667,8080667,"Myrcia spathulifolia Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spathulifolia","Myrcia","spathulifolia","SPECIES","ACCEPTED","VU","SOUTH_AMERICA","Bahia",2016,10,31,"2016-10-31",305,305,"2024-07-01T12:17:57.227+00:00",FALSE,"3949269","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",TRUE,"Guedes, ML;Sales, EF,Teixeira, Lde J,Barbosa, MCF","Melo, JDO","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","25133","3949269","31/10/2016","Lauro de Freitas","UNIDUNAS: Parcelas 1,3, 4 e 7,","ALCB","2996077217","3949269","ALCB027393","ALCB","Folhas coriáceas, discolores. Inflorescência com flores em botões.","Folhas coriáceas, discolores. Inflorescência com flores em botões.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3949269","Myrcia spathulifolia Proença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/2/73/93/alcb00027393.dzi","http://creativecommons.org/licenses/by/4.0/"
"2996061342","Myrcia spathulifolia Proença",-14.230278,-39.014722,"cdc,cdround,elmms,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:45.920+00:00",203,"PRESERVED_SPECIMEN","PRESENT",8080667,6,7707728,220,690,5014,3173889,8080667,8080667,"Myrcia spathulifolia Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spathulifolia","Myrcia","spathulifolia","SPECIES","ACCEPTED","VU","SOUTH_AMERICA","Bahia",2016,11,13,"2016-11-13",318,318,"2024-07-01T12:17:45.920+00:00",FALSE,"5542202","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",TRUE,"Stadnik, A;Gandara, A,Coutinho, K,Tuller, A","Melo, JDO","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","424","5542202","13/11/2016","Maraú","Estrada piracanjé.","ALCB","2996061342","5542202","ALCB069219","ALCB","ca. 2m. Estéril.","ca. 2m. Estéril.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5542202","Myrcia spathulifolia Proença",10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/6/92/19/alcb00069219.dzi","http://creativecommons.org/licenses/by/4.0/"
"4519398185","Myrcia spathulifolia Proença",-14.136944,-38.998055,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:52.697+00:00",407,"PRESERVED_SPECIMEN","PRESENT",8080667,6,7707728,220,690,5014,3173889,8080667,8080667,"Myrcia spathulifolia Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spathulifolia","Myrcia","spathulifolia","SPECIES","ACCEPTED","VU","SOUTH_AMERICA",NA,2014,10,29,"2014-10-29T00:00",302,302,"2024-08-02T01:14:52.697+00:00",FALSE,"K001265267","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,TRUE,"Faria, J.E.Q.","Faria, J.E.Q.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"4214","K001265267",NA,"Marau","Margem da estrada de terra da BA - 001 para Marau, na entrada para Marau.","Herbarium","4519398185","http://specimens.kew.org/herbarium/K001265267","K001265267","K",NA,NA,NA,"Myrcia spathulifolia Proença",NA,NA,"Marau","2023-03-03T11:38:23.147+00:00","Restinga aberta.","Arvoreta ca. 3 m de altura. Botoes verdes cinereos.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/adbeb13b4b5f8b3d22fb2f958f412c9b.jpg","http://creativecommons.org/licenses/by/4.0/"
"4900549103","Myrcia spathulifolia Proença",-13.95,-38.933333,"cdc,cdround,gass84,iddativ,rdativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:43.276+00:00",203,"PRESERVED_SPECIMEN","PRESENT",8080667,6,7707728,220,690,5014,3173889,8080667,8080667,"Myrcia spathulifolia Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spathulifolia","Myrcia","spathulifolia","SPECIES","ACCEPTED","VU","SOUTH_AMERICA","Bahia",2014,11,8,"2014-11-08",312,312,"2024-07-01T12:17:43.276+00:00",FALSE,"6270106","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Guedes, ML;Alunos de Kelmo da Disciplina Ecologia,Kelmo, F","Melo, JDO","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","23049","6270106","08/11/2014","Maraú","Litoral Sul, Ponto 02 a 8 km de Barra Grande.","ALCB","4900549103","6270106","ALCB00060359","ALCB","de ca 2,5 m de altura. Folhas cartáceas. Inflorescência com flores alvas.","de ca 2,5 m de altura. Folhas cartáceas. Inflorescência com flores alvas.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6270106","Myrcia spathulifolia Proença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/6/3/59/alcb00060359.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900498470","Myrcia spathulifolia Proença",-12.966667,0,"cdround,cucdmis,gass84,iddativ,rdativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:20.033+00:00",203,"PRESERVED_SPECIMEN","PRESENT",8080667,6,7707728,220,690,5014,3173889,8080667,8080667,"Myrcia spathulifolia Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spathulifolia","Myrcia","spathulifolia","SPECIES","ACCEPTED","VU",NA,"Bahia",2008,7,5,"2008-07-05",187,187,"2024-07-01T12:17:20.033+00:00",FALSE,"6269776","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Silva, FO da;Moreira, ALC,Paz, JRL da","Melo, JDO","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","111","6269776","05/07/2008","Salvador","Região Metropolitana Salvador, Dunas do Flamengo, APA das Dunas e Lagoas do Abaeté","ALCB","4900498470","6269776","ALCB00060017","ALCB","ca 1,5m de altura. Folhas alternas, lisas, coreáceas, concolores, margem inteira. Inflorescência terminal. Fruto globoso.","ca 1,5m de altura. Folhas alternas, lisas, coreáceas, concolores, margem inteira. Inflorescência terminal. Fruto globoso.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6269776","Myrcia spathulifolia Proença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/6/0/17/alcb00060017_1.dzi","http://creativecommons.org/licenses/by/4.0/"
"2270557187","Myrcia spathulifolia Proença",-14.258889,-38.998056,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.115+00:00",276,"PRESERVED_SPECIMEN","PRESENT",8080667,6,7707728,220,690,5014,3173889,8080667,8080667,"Myrcia spathulifolia Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spathulifolia","Myrcia","spathulifolia","SPECIES","ACCEPTED","VU","SOUTH_AMERICA","Bahia",2006,3,17,"2006-03-17",76,76,"2024-08-01T20:02:16.115+00:00",FALSE,"3070194","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"J. G. de Carvalho Sobrinho; M. A. Freitas, T. Filadelfo","C.B. Proenca et al.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"763","3070194",NA,NA,"Itacar. Caminho para Piracanga, após a travessia da balsa.","Plants","2270557187","798f6744-2e54-43ed-8449-1d99c6e1407a","ASU0057453","ASU",NA,"Arvore ca. 6 m alt. Folhas cartaceas, discolores. Frutos imaturos verdes.",NA,"Myrcia spathulifolia Proença",NA,NA,NA,"2023-07-16T07:02:03.000+00:00","Restinga. Solo arenoso.",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","2014-01-01T00:00:00",NA,"280751",NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3070194","798f6744-2e54-43ed-8449-1d99c6e1407a","171252","http://creativecommons.org/licenses/by-nc/3.0/","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU_Plants/ASU0057/ASU0057453_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"4900549017","Myrcia spathulifolia Proença",-13.483333,-39.033333,"cdc,cdround,gass84,iddativ,rdativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:43.171+00:00",203,"PRESERVED_SPECIMEN","PRESENT",8080667,6,7707728,220,690,5014,3173889,8080667,8080667,"Myrcia spathulifolia Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spathulifolia","Myrcia","spathulifolia","SPECIES","ACCEPTED","VU","SOUTH_AMERICA","Bahia",2006,8,12,"2006-08-12",224,224,"2024-07-01T12:17:43.171+00:00",FALSE,"6270060","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Tosto, MG;Guedes, ML,Santos, JS,Rigueira, D","Melo, JDO","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","15","6270060","12/08/2006","Cairu","Baixo Sul, Garapuá","ALCB","4900549017","6270060","ALCB00060316","ALCB","Ca de 2,0 m. Folhas coriáceas, discolor. Bastante óleo essencial.; Mussununga, herbácea- arbustiva","Ca de 2,0 m. Folhas coriáceas, discolor. Bastante óleo essencial.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6270060","Myrcia spathulifolia Proença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/6/3/16/alcb00060316.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900498462","Myrcia spathulifolia Proença",-12.683333,-38.316667,"cdc,cdround,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:20.020+00:00",203,"PRESERVED_SPECIMEN","PRESENT",8080667,6,7707728,220,690,5014,3173889,8080667,8080667,"Myrcia spathulifolia Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spathulifolia","Myrcia","spathulifolia","SPECIES","ACCEPTED","VU","SOUTH_AMERICA","Bahia",2002,3,14,"2002-03-14",73,73,"2024-07-01T12:17:20.020+00:00",FALSE,"6269789","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Guedes, ML;et al.,Guaré, F","Melo, JDO","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","10167","6269789","14/03/2002","Salvador","Região Metropolitana Salvador, Dunas do Aeroporto, atrás do Motel Sky","ALCB","4900498462","6269789","ALCB00060029","ALCB","de ca. 2 m. Folhas discolores.; arbustivo-arbórea","de ca. 2 m. Folhas discolores.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6269789","Myrcia spathulifolia Proença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/6/0/29/alcb00060029.dzi","http://creativecommons.org/licenses/by/4.0/"
"1424072646","Myrcia spathulifolia Proença",-13.986111,-38.950556,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:35.697+00:00",520,"PRESERVED_SPECIMEN","PRESENT",8080667,6,7707728,220,690,5014,3173889,8080667,8080667,"Myrcia spathulifolia Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spathulifolia","Myrcia","spathulifolia","SPECIES","ACCEPTED","VU","SOUTH_AMERICA","Bahia",2000,2,2,"2000-02-02",33,33,"2024-08-01T12:21:35.697+00:00",FALSE,"urn:catalog:JBRJ:RB:311515","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"J. G. Jardim; et al.","DFLIMA","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","2619","urn:catalog:JBRJ:RB:311515",NA,"Maraú","Ca. 7 km N do povoado de Saquaíra, Península de Maraú.","RB","1424072646","urn:catalog:JBRJ:RB:311515","RB00311515","JBRJ","Restinga Arbustiva.","Arvoreta ca. 4 m alt. Flores verdes com face inferior mais clara. Frutos imaturos de cor pardacenta.",NA,"Myrcia spathulifolia Proença",NA,NA,NA,"2016-07-25T17:26:02.000+00:00",NA,NA,NA,"2016-07-01T00:00:00","RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 398061","04.936.616/0001-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/31/15/15/00311515.jpg","http://creativecommons.org/licenses/by/4.0/"
"4900579534","Myrcia spathulifolia Proença",-11.8,-37.6,"cdc,gass84,iddativ,rdativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:44.660+00:00",203,"PRESERVED_SPECIMEN","PRESENT",8080667,6,7707728,220,690,5014,3173889,8080667,8080667,"Myrcia spathulifolia Proença","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spathulifolia","Myrcia","spathulifolia","SPECIES","ACCEPTED","VU","SOUTH_AMERICA","Bahia",2000,5,11,"2000-05-11",132,132,"2024-07-01T12:17:44.660+00:00",FALSE,"6269508","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Santana, DL;Neves, MF,Nascimento, AFS,Saar, E,Ribeiro, T","Melo, JDO","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","82","6269508","11/05/2000","Conde","Litoral Norte, Barra do Itariri (Farol)","ALCB","4900579534","6269508","ALCB00059661","ALCB","Ca. 2 m de altura. Folhas cartáceas, discolores. Frutos imaturos verdes.; Área antropizada.","Ca. 2 m de altura. Folhas cartáceas, discolores. Frutos imaturos verdes.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6269508","Myrcia spathulifolia Proença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/96/61/alcb00059661.dzi","http://creativecommons.org/licenses/by/4.0/"
