"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","municipality","locality","gbifID","occurrenceRemarks","collectionCode","occurrenceID","name","dateIdentified","elevation","fieldNotes","references","preparations","habitat","nomenclaturalCode","verbatimEventDate","county","language","type","identificationRemarks","verbatimElevation","collectionID","higherGeography","typeStatus","georeferenceProtocol","higherClassification","gadm","media_url","license"
"3912830592","Myrcia robusta Sobral",-19.971389,-40.530278,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:54.109+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174330,6,7707728,220,690,5014,3173889,3174330,3174330,"Myrcia robusta Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia robusta","Myrcia","robusta","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Espírito Santo",2006,4,7,"2006-04-07",97,97,"2022-07-18T16:15:59.000+00:00","2024-08-01T12:21:54.109+00:00",FALSE,"urn:catalog:JBRJ:RB:1466246","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 833810","L. Kollmann; S. Krause","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","8849","urn:catalog:JBRJ:RB:1466246","RB01466246","04.936.616/0001-20","JBRJ","Santa Teresa","Estação Ecológica de Santa Lúcia","3912830592","arvoreto","RB","urn:catalog:JBRJ:RB:1466246","Myrcia robusta Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/46/62/46/01466246.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424290268","Myrcia robusta Sobral",-19.910278,-40.598333,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:40.382+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174330,6,7707728,220,690,5014,3173889,3174330,3174330,"Myrcia robusta Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia robusta","Myrcia","robusta","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Espírito Santo",2006,11,27,"2006-11-27",331,331,"2017-10-19T04:32:13.000+00:00","2024-08-01T12:21:40.382+00:00",FALSE,"urn:catalog:JBRJ:RB:579787","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 491577","EJ. Lucas; et.al","M.F.SANTOS","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","727","urn:catalog:JBRJ:RB:579787","RB00579787","04.936.616/0001-20","JBRJ","Santa Teresa","São Antônio, sitio do Boza.","1424290268","Árvore de c. 17 m de altura, frutos verdes, com polpa branca, embriaão verde com manchas vermelho. Material coletado em silica. Foto","RB","urn:catalog:JBRJ:RB:579787","Myrcia robusta Sobral","2016-05-20T00:00:00",780,"Floresta ombrofila densa pertubada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/57/97/87/00579787.jpg","http://creativecommons.org/licenses/by/4.0/"
"1930195416","Myrcia robusta Sobral",-14.586111,-39.117222,"cdround,gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:21.810+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174330,6,7707728,220,690,5014,3173889,3174330,3174330,"Myrcia robusta Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia robusta","Myrcia","robusta","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",2005,2,19,"2005-02-19",50,50,NA,"2024-07-21T05:14:21.810+00:00",FALSE,"abb93292-82b3-44fd-98c1-31eca637c83a","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants",NA,"P. Fiaschi","D. F. Lima","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","2707","abb93292-82b3-44fd-98c1-31eca637c83a","01196015","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,"Rodovia Ilhéus-Itacaré (BA001), na altura do km 20, estrada à esquerda. Acesso ao Retiro. Ramal vicinal ca. 5.5 km à direita, para a Lagoa Encantada.","1930195416",NA,"NY","abb93292-82b3-44fd-98c1-31eca637c83a","Myrcia robusta Sobral","2016-06-01T00:00:00",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105247","sheet","Floresta Ombrofila antropizada","ICN","19 Feb 2005","Ilhéus Mun.","en","PhysicalObject","Duplicate specimen at herb. SPF--169441   identified as such.","558 ft","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2156/633/01196015.jpg","http://creativecommons.org/licenses/by/4.0/"
"4519388782","Myrcia robusta Sobral",-19.935556,-40.600278,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:47.111+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3174330,6,7707728,220,690,5014,3173889,3174330,3174330,"Myrcia robusta Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia robusta","Myrcia","robusta","SPECIES","ACCEPTED","NE","SOUTH_AMERICA",NA,2001,7,12,"2001-07-12T00:00",193,193,NA,"2024-08-02T01:14:47.111+00:00",FALSE,"K000752618","none","none",NA,NA,TRUE,NA,NA,"Kollmann, L.; Bausen, E.; Pizziolo, W.","Santos, M.F.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"4166","K000752618","K000752618",NA,NA,"Santa Teresa","Santo Antônio, sítio do Boza.","4519388782",NA,"Herbarium","http://specimens.kew.org/herbarium/K000752618","Myrcia robusta Sobral","2013-01-01T00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Teresa","PARATYPE","SpeciesLink","Myrtaceae",NA,"https://d2seqvvyy3b8p2.cloudfront.net/b0ea41198cb5176eff6487c17bd2c259.jpg","http://creativecommons.org/licenses/by/4.0/"
