"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","occurrenceRemarks","http...unknown.org.captive","identificationID","name","projectId","individualCount","elevation","elevationAccuracy","coordinateUncertaintyInMeters","higherGeography","institutionKey","recordNumber","institutionID","nomenclaturalCode","locality","county","organismID","locationID","ownerInstitutionCode","accessRights","higherClassification","collectionID","networkKeys","collectionKey","otherCatalogNumbers","habitat","verbatimElevation","http...unknown.org.recordID","georeferenceRemarks","rights","identificationQualifier","gadm","eventRemarks","georeferenceProtocol","georeferenceSources","fieldNotes","municipality","lifeStage","preparations","fieldNumber","associatedOccurrences","http...unknown.org.recordEnteredBy","distanceFromCentroidInMeters","dynamicProperties","language","type","reproductiveCondition","locationRemarks","island","associatedTaxa","programmeAcronym","disposition","recordedByIDs.type","recordedByIDs.value","georeferencedDate","identificationRemarks","typeStatus","eventID","typifiedName","datasetID","footprintWKT","islandGroup","media_url","license"
"1262189052","Eugenia coffeifolia DC.",-5.81,-73.865556,"cdround,gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:51.283+00:00",313,"PRESERVED_SPECIMEN","PRESENT",5417497,6,7707728,220,690,5014,3177662,5417497,5417497,"Eugenia coffeifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia coffeifolia","Eugenia","coffeifolia","SPECIES","ACCEPTED","LC","2019-01-01T00:00:00","SOUTH_AMERICA","Loreto",2014,10,12,"2014-10-12",285,285,"2023-03-01T18:50:00.000+00:00","2024-01-25T10:59:51.283+00:00",NA,FALSE,"67e25c8b-9478-4fc9-b8f2-7b2089f08889","none","none",FALSE,"seeds-22-sep-2023","M. A. Ríos Paredes et al. et al.","M. L. Kawasaki : Field Museum of Natural History - Botany Department","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA","The Field Museum of Natural History","67e25c8b-9478-4fc9-b8f2-7b2089f08889",NA,NA,NA,"Botany","1262189052","67e25c8b-9478-4fc9-b8f2-7b2089f08889",NA,"V0415126F","F",NA,NA,NA,NA,"Eugenia coffeifolia DC.",NA,NA,NA,NA,5,"[RI-27.B-1], South America, Peru, Loreto, Requena, 100-130m: 2.5 km SW of the confluence of the Blanco River and Quebrada Yanayacu. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58","4379","F","ICBN","2.5 km SW of the confluence of the Blanco River and Quebrada Yanayacu","Requena","3366427","6d54c9f2-c283-43b9-943f-196b1e936039","F","http://fieldmuseum.org/about/copyright-information","Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/1689/286/V0415126F.jpg","http://creativecommons.org/licenses/by/4.0/"
"2845792400","Eugenia coffeifolia DC.",4.90617,-55.13767,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:55:01.468+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5417497,6,7707728,220,690,5014,3177662,5417497,5417497,"Eugenia coffeifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia coffeifolia","Eugenia","coffeifolia","SPECIES","ACCEPTED","LC","2011-09-01T00:00:00","SOUTH_AMERICA","Brokopondo",2011,1,23,"2011-01-23",23,23,NA,"2024-07-18T23:55:01.468+00:00",NA,FALSE,"U.1616124@BRAHMS","none","none",FALSE,NA,"Bhikhi CR; Troon F van; Fredison I; Marjanom G; Landveld J","Lucas E","WGS84","Magnoliopsida","SR","none","none","LATIN_AMERICA","Suriname","EUROPE","Naturalis Biodiversity Center","U.1616124@BRAHMS",NA,NA,NA,"Botany","2845792400","https://data.biodiversitydata.nl/naturalis/specimen/U.1616124",NA,"U.1616124",NA,NA,NA,NA,NA,"Eugenia coffeifolia DC.",NA,NA,NA,NA,NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","Bhikhi, CR; Troon, F van; Fredison, I; Marjanom, G; Landveld, J 74","Naturalis Biodiversity Center","ICN","van Blommesteijn Lake, Island North-West.",NA,NA,NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","0add23db-a8f7-4d15-95ad-4ed0c5c8a055","U  0289477","On the banks. Primary forest on laterite soil.","52.0 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1616124/format/large","http://creativecommons.org/licenses/by/4.0/"
"2845800392","Eugenia coffeifolia DC.",4.93317,-54.9865,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:26.044+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5417497,6,7707728,220,690,5014,3177662,5417497,5417497,"Eugenia coffeifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia coffeifolia","Eugenia","coffeifolia","SPECIES","ACCEPTED","LC","2011-09-01T00:00:00","SOUTH_AMERICA","Brokopondo",2011,2,15,"2011-02-15",46,46,NA,"2024-07-18T23:56:26.044+00:00",NA,FALSE,"U.1616131@BRAHMS","none","none",FALSE,NA,"Bhikhi CR; Troon F van; Marjanom G; Diran F; Landveld J","Lucas E","WGS84","Magnoliopsida","SR","none","none","LATIN_AMERICA","Suriname","EUROPE","Naturalis Biodiversity Center","U.1616131@BRAHMS",NA,NA,NA,"Botany","2845800392","https://data.biodiversitydata.nl/naturalis/specimen/U.1616131",NA,"U.1616131",NA,NA,NA,NA,NA,"Eugenia coffeifolia DC.",NA,NA,NA,NA,NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","Bhikhi, CR; Troon, F van; Marjanom, G; Diran, F; Landveld, J 361","Naturalis Biodiversity Center","ICN","van Blommesteijn Lake, Island North-East.",NA,NA,NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","0add23db-a8f7-4d15-95ad-4ed0c5c8a055","U  0289460","On the banks. Primary forest on laterite, rocky soil.","43.0 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1616131/format/large","http://creativecommons.org/licenses/by/4.0/"
"3762894633","Eugenia coffeifolia DC.",-12.53273,-69.04777,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:23.287+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417497,6,7707728,220,690,5014,3177662,5417497,5417497,"Eugenia coffeifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia coffeifolia","Eugenia","coffeifolia","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA",NA,2010,5,14,"2010-05-14",134,134,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:23.287+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29225992",FALSE,"29225992","none","none",FALSE,NA,NA,NA,"WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"29225992",NA,"05/14/2010",NA,"Plants","3762894633","0ae25ebf-67e9-417c-88c6-f881a4319251","47794","ASU0321529","ASU",NA,"Tree",NA,NA,"Eugenia coffeifolia DC.",NA,NA,180,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,NA,NA,"Inkaterra 1; INK1",NA,NA,NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"0bbd7d8f-706c-4e2a-9505-58b142356450","CSP19307","Tropical Moist Forest, soil order: Inceptisol",NA,"0ae25ebf-67e9-417c-88c6-f881a4319251","MAP: 2600, MAT: 24.7","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP19/CSP19307_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"3762892646","Eugenia coffeifolia DC.",-12.53273,-69.04777,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:23.260+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417497,6,7707728,220,690,5014,3177662,5417497,5417497,"Eugenia coffeifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia coffeifolia","Eugenia","coffeifolia","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA",NA,2010,5,16,"2010-05-16",136,136,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:23.260+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29226176",FALSE,"29226176","none","none",FALSE,NA,NA,NA,"WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"29226176",NA,"05/16/2010",NA,"Plants","3762892646","238c5b5b-b9f4-424c-8997-50f34c1b61b1","47794","ASU0321339","ASU",NA,"Tree",NA,NA,"Eugenia coffeifolia DC.",NA,NA,180,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,NA,NA,"Inkaterra 1; INK1",NA,NA,NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"0bbd7d8f-706c-4e2a-9505-58b142356450","CSP19491","Tropical Moist Forest, soil order: Inceptisol",NA,"238c5b5b-b9f4-424c-8997-50f34c1b61b1","MAP: 2600, MAT: 24.7","http://creativecommons.org/licenses/by-nc/3.0/","aff.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP19/CSP19491_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"1262189053","Eugenia coffeifolia DC.",-2.71831,-70.52919,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:48.779+00:00",313,"PRESERVED_SPECIMEN","PRESENT",5417497,6,7707728,220,690,5014,3177662,5417497,5417497,"Eugenia coffeifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia coffeifolia","Eugenia","coffeifolia","SPECIES","ACCEPTED","LC","2019-01-01T00:00:00","SOUTH_AMERICA","Loreto",2010,10,27,"2010-10-27",300,300,"2023-03-01T18:49:00.000+00:00","2024-01-25T10:59:48.779+00:00",NA,FALSE,"300b100b-fde8-4136-9ec8-b3428922d4a4","none","none",FALSE,"seeds-22-sep-2023","I. Huamantupa et al.","M. L. Kawasaki : Field Museum of Natural History - Botany Department","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA","The Field Museum of Natural History","300b100b-fde8-4136-9ec8-b3428922d4a4",NA,NA,NA,"Botany","1262189053","300b100b-fde8-4136-9ec8-b3428922d4a4",NA,"V0414691F","F",NA,NA,NA,NA,"Eugenia coffeifolia DC.",NA,NA,NA,NA,5,"[RI-23.B-3], South America, Peru, Loreto, Putumayo, 70-100m: At the confluence of Yaguas River and Quebrada Cachimbo. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58","14696","F","ICBN","At the confluence of Yaguas River and Quebrada Cachimbo","Putumayo","3360647","45f809f9-8255-464c-a29e-75226b011fda","F","http://fieldmuseum.org/about/copyright-information","Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/1775/738/MYRT_Eugenia_zz_per_IHua1312_c3.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424784804","Eugenia coffeifolia DC.",-1.4628,-78.1869,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:01.552+00:00",313,"PRESERVED_SPECIMEN","PRESENT",5417497,6,7707728,220,690,5014,3177662,5417497,5417497,"Eugenia coffeifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia coffeifolia","Eugenia","coffeifolia","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA",NA,2009,4,21,"2009-04-21",111,111,"2023-03-01T15:41:00.000+00:00","2024-01-25T11:00:01.552+00:00",NA,FALSE,"6fe377ae-c053-4ae5-b853-51e03326a6c2","none","none",FALSE,"seeds-22-sep-2023","Á. J. Pérez",NA,"WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","NORTH_AMERICA","The Field Museum of Natural History","6fe377ae-c053-4ae5-b853-51e03326a6c2",NA,NA,NA,"Botany","1424784804","6fe377ae-c053-4ae5-b853-51e03326a6c2",NA,"V0386583F","F",NA,NA,NA,NA,"Eugenia coffeifolia DC.",NA,NA,NA,NA,NA,"South America, Ecuador. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58","4146","F","ICBN","Ecuador",NA,"3542375","cc86ae40-02ee-47b5-91cf-94f7454a5175","F","http://fieldmuseum.org/about/copyright-information","Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany",NA,NA,NA,NA,NA,NA,"Generalised COUNTRY centroid",NA,NA,NA,NA,"TGN - Country Centroid","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/1479/999/V0386583F.jpg","http://creativecommons.org/licenses/by/4.0/"
"1252639644","Eugenia coffeifolia DC.",5.466667,-53.6,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:40.783+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417497,6,7707728,220,690,5014,3177662,5417497,5417497,"Eugenia coffeifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia coffeifolia","Eugenia","coffeifolia","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA",NA,2009,9,11,"2009-09-11T00:00",254,254,NA,"2024-08-02T01:15:40.783+00:00",NA,FALSE,"K001018776","none","none",TRUE,NA,"Gonzalez, S.; Prévost, M.F.","Prévost, M.F.","WGS84","Magnoliopsida","GF","none","none","LATIN_AMERICA","French Guiana","EUROPE",NA,"K001018776",NA,NA,NA,"Herbarium","1252639644","http://specimens.kew.org/herbarium/K001018776",NA,"K001018776","K",NA,"01/fev",NA,NA,"Eugenia coffeifolia DC.",NA,NA,NA,NA,NA,NA,"fa252605-26f6-426c-9892-94d071c2c77f","1920",NA,NA,"RNI Cayenne St Laurent pk 194,5.",NA,NA,NA,NA,NA,"Myrtaceae",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,"Data not transcribed.",NA,NA,NA,NA,NA,NA,"Data not transcribed.","Label",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/c80c00dc2804996019418a09be539825.jpg","http://creativecommons.org/licenses/by/4.0/"
"1585338671","Eugenia coffeifolia DC.",4.742778,-52.436667,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:52.263+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5417497,6,7707728,220,690,5014,3177662,5417497,5417497,"Eugenia coffeifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia coffeifolia","Eugenia","coffeifolia","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA",NA,2008,10,31,"2008-10-31",305,305,"2017-10-15T18:23:50.000+00:00","2024-08-01T12:21:52.263+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:1345138","none","none",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","O. Tostain; G. Leotard","G. Léotard","WGS84","Magnoliopsida","GF","none","none","LATIN_AMERICA","French Guiana","LATIN_AMERICA","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1345138",NA,NA,NA,"RB","1585338671","urn:catalog:JBRJ:RB:1345138",NA,"RB01345138","JBRJ",NA,NA,NA,NA,"Eugenia coffeifolia DC.",NA,NA,28,NA,NA,NA,"48b29504-e1ac-432c-a0d6-f09f46023207","2276","04.936.616/0001-20",NA,"Montagne des Chevaux, carrière SCC. Carrière de la SCC (société des carrières de Cabassou), du groupe Ribal, préalablement à sa réouverture",NA,NA,NA,NA,NA,NA,NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97","e89ac5d6-77af-4d2a-adef-f54d512af4fa","RB 740115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fôret primaire humide de basse altitude","Guiana Francesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/34/51/38/01345138.jpg","http://creativecommons.org/licenses/by/4.0/"
"1252639664","Eugenia coffeifolia DC.",4.666667,-53.266667,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.340+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417497,6,7707728,220,690,5014,3177662,5417497,5417497,"Eugenia coffeifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia coffeifolia","Eugenia","coffeifolia","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA",NA,2006,1,27,"2006-01-27T00:00",27,27,NA,"2024-08-02T01:14:50.340+00:00",NA,FALSE,"K001018779","none","none",TRUE,NA,"Girod, C.; Hequet, V.","Girod, C.","WGS84","Magnoliopsida","GF","none","none","LATIN_AMERICA","French Guiana","EUROPE",NA,"K001018779",NA,NA,NA,"Herbarium","1252639664","http://specimens.kew.org/herbarium/K001018779",NA,"K001018779","K",NA,NA,NA,NA,"Eugenia coffeifolia DC.",NA,NA,NA,NA,NA,NA,"fa252605-26f6-426c-9892-94d071c2c77f","3453",NA,NA,"Réserve Naturelle de la Trinité, secteus Aïmara.",NA,NA,NA,NA,NA,"Myrtaceae",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,"Data not transcribed.",NA,NA,NA,NA,NA,NA,"Data not transcribed.","Label",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/26f16c3aa1f7bf42ce42461e68effd93.jpg","http://creativecommons.org/licenses/by/4.0/"
