"key","scientificName","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","gadm","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","institutionID","dynamicProperties","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","name","decimalLatitude","decimalLongitude","geodeticDatum","occurrenceRemarks","identificationQualifier","dateIdentified","elevation","references","habitat","verbatimEventDate","http...unknown.org.recordID","taxonID","rights","http...unknown.org.recordEnteredBy","verbatimElevation","higherClassification","collectionID","nomenclaturalCode","county","georeferenceRemarks","individualCount","nomenclaturalStatus","fieldNumber","type","ownerInstitutionCode","bibliographicCitation","elevationAccuracy","georeferenceProtocol","eventRemarks","higherGeography","infraspecificEpithet","organismID","locationID","accessRights","georeferenceSources","verbatimTaxonRank","reproductiveCondition","associatedOccurrences","lifeStage","preparations","language","georeferencedDate","coordinateUncertaintyInMeters","georeferencedBy","verbatimLocality","identificationID","identificationRemarks","typeStatus","disposition","projectId","programmeAcronym","locationRemarks","datasetID","media_url","license"
"2270559470","Calyptranthes speciosa Sagot","cdc,cucdmis,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.235+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181400,6,7707728,220,690,5014,3173889,10825908,10825908,"Myrcia neospeciosa A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neospeciosa","Calyptranthes","speciosa","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Madre de Dios",NA,2005,4,8,"2005-04-08",98,98,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.235+00:00",FALSE,"3196639","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,NA,"R. Vásquez; R. Rojas, L. Valenzuela",NA,"Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"30873","3196639",NA,NA,NA,"Prov. Tambopata. Dist. Las Piedras. Localidad Gamitana.","Plants","2270559470","ac3333cd-0c36-43d5-8a03-ebaa6d4b1b98","ASU0018718","ASU",NA,"Calyptranthes speciosa Sagot",-12.3,-68.57,"WGS84","Arbolito 2 m, botones verdes.",NA,NA,165,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3196639","Bosque de ribera.",NA,"ac3333cd-0c36-43d5-8a03-ebaa6d4b1b98","47727","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0018/ASU0018718_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"4519389978","Calyptranthes speciosa Sagot","cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:48.325+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181400,6,7707728,220,690,5014,3173889,10825908,10825908,"Myrcia neospeciosa A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neospeciosa","Calyptranthes","speciosa","SPECIES","SYNONYM","LC","SOUTH_AMERICA",NA,NA,2005,10,20,"2005-10-20T00:00",293,293,NA,"2024-08-02T01:14:48.325+00:00",FALSE,"K000812541","none","none",NA,NA,FALSE,NA,NA,"Perez, A.J.; Yandun, S.; Endara, M.J.; Diaz, C.; Zambrano, L.","Holst, B.K.","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","EUROPE",NA,"2237","K000812541",NA,NA,NA,"Via de acceso Chiruisla- Rio Tiputini, colecciones en los alrededores del km 12+500 - Puende de Dosel Huagrashi.","Herbarium","4519389978","http://specimens.kew.org/herbarium/K000812541","K000812541",NA,NA,"Calyptranthes speciosa Sagot",-0.6925,-75.923889,"WGS84",NA,NA,NA,210,NA,"Bosque Humedo Tropical, areas de Tierra firme y Plano temporalmente Inundable.",NA,NA,NA,NA,NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Label","Arbol 5m. Flores en botones verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/5eb2b83031f60ff50fb4e653d510d92f.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1456090028","Myrcia neospeciosa A.R.Lourenço & E.Lucas","gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:06.920+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10825908,6,7707728,220,690,5014,3173889,10825908,10825908,"Myrcia neospeciosa A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neospeciosa","Myrcia","neospeciosa","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Marowijne",NA,2003,2,6,"2003-02-06",37,37,"2023-11-08T09:34:00.000+00:00","2024-08-02T12:39:06.920+00:00",FALSE,"http://n2t.net/ark:/65665/347ea4e58-0403-4844-91dd-4583694050c6","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",TRUE,"NMNH Extant Biology",NA,"M. J. Jansen-Jacobs, U. Raghoenandan, A. Grant, G. Ramharrakh, H. ter Steege & O. Bánki",NA,"Magnoliopsida","SR","none","none","LATIN_AMERICA","Suriname","NORTH_AMERICA",NA,"6568","http://n2t.net/ark:/65665/347ea4e58-0403-4844-91dd-4583694050c6","urn:lsid:biocol.org:col:15463",NA,NA,"Nassau Mts., Plateau C","US","1456090028","http://n2t.net/ark:/65665/347ea4e58-0403-4844-91dd-4583694050c6","US 3523156","US",NA,"Myrcia neospeciosa A.R.Lourenço & E.Lucas",4.8,-54.58,"WGS84",NA,NA,NA,525,NA,"Lateritic rocky soil. Mountain savanna forest on slope","6-Feb-03",NA,NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,1,NA,NA,NA,NA,NA,25,NA,NA,"South America - Neotropics, Suriname, Marowijne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m32db76e9e-a769-4995-8c3f-be8438a242cb","http://creativecommons.org/publicdomain/zero/1.0/"
"2515419646","Calyptranthes speciosa Sagot","colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:26.189+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3181400,6,7707728,220,690,5014,3173889,10825908,10825908,"Myrcia neospeciosa A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neospeciosa","Calyptranthes","speciosa","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Sipaliwini",NA,2003,2,6,"2003-02-06",37,37,NA,"2024-07-18T23:56:26.189+00:00",FALSE,"U.1441244@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",TRUE,NA,"U  0110386","Jansen-Jacobs MJ; Raghoenandan UPD; et al.","Andel TR van","Magnoliopsida","SR","none","none","LATIN_AMERICA","Suriname","EUROPE","Naturalis Biodiversity Center","Jansen-Jacobs, MJ; Raghoenandan, UPD; et al. 6568","U.1441244@BRAHMS","Naturalis Biodiversity Center",NA,NA,"Plateau C, lateritic rocky soil.","Botany","2515419646","https://data.biodiversitydata.nl/naturalis/specimen/U.1441244","U.1441244",NA,NA,"Calyptranthes speciosa Sagot",4.8,-54.58333,"WGS84",NA,NA,NA,NA,NA,"Mountain savanna forest on slope.",NA,NA,NA,NA,NA,"0.0 m","Plantae|Myrtales|Myrtaceae",NA,"ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1441244/format/large","http://creativecommons.org/publicdomain/zero/1.0/"
"2235950078","Myrcia neospeciosa A.R.Lourenço & E.Lucas","gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:30.082+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10825908,6,7707728,220,690,5014,3173889,10825908,10825908,"Myrcia neospeciosa A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neospeciosa","Myrcia","neospeciosa","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Cusco",NA,1998,4,18,"1998-04-18",108,108,"2023-11-08T09:37:00.000+00:00","2024-08-02T12:39:30.082+00:00",FALSE,"http://n2t.net/ark:/65665/378899f90-a55f-481e-bca0-2106f116a966","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,"NMNH Extant Biology",NA,"P. Nuñez V., H. Beltran, W. Nauray, L. Acurio & et al.",NA,"Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"21563","http://n2t.net/ark:/65665/378899f90-a55f-481e-bca0-2106f116a966","urn:lsid:biocol.org:col:15463",NA,NA,"Prov. La Convencion, Distr. Echarati Pagoreni well site.","US","2235950078","http://n2t.net/ark:/65665/378899f90-a55f-481e-bca0-2106f116a966","US 3407085","US",NA,"Myrcia neospeciosa A.R.Lourenço & E.Lucas",-11.68,-73,"WGS84",NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics, Peru, Cusco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3f3c7f111-98b2-40f0-a7f2-0043061f704b","http://creativecommons.org/publicdomain/zero/1.0/"
"1228307228","Calyptranthes speciosa var. gigantifolia (McVaugh) McVaugh","gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862",NA,"3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:49.048+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3181401,6,7707728,220,690,5014,3173889,10825908,10825908,"Myrcia neospeciosa A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neospeciosa","Calyptranthes","speciosa","VARIETY","SYNONYM",NA,"SOUTH_AMERICA","Amazonas",NA,1997,2,6,"1997-02-06",37,37,"2023-08-31T17:32:00.000+00:00","2024-01-25T10:59:49.048+00:00",FALSE,"3c139c95-7dcc-4d82-8fbb-f18c7807f7f8","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,FALSE,"seeds-22-sep-2023",NA,"E. Rodríguez R.","L. R. Landrum","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA","The Field Museum of Natural History","1403","3c139c95-7dcc-4d82-8fbb-f18c7807f7f8","F",NA,NA,"Amazonas","Botany","1228307228","3c139c95-7dcc-4d82-8fbb-f18c7807f7f8","V0348858F","F",NA,"Calyptranthes speciosa var. gigantifolia (McVaugh) McVaugh",-5,-78,"WGS84",NA,NA,"2002-01-01T00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany","ICBN",NA,NA,NA,NA,"1403",NA,"F",NA,NA,"TGN - Centroid",NA,"South America, Peru, Amazonas. [LL]","gigantifolia","302735","8684464a-f500-440d-a79c-730a6bfe3686","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/195/685/MYRT_caly_spec_per_2237987.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"4519398192","Myrcia neospeciosa A.R.Lourenço & E.Lucas","cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:53.542+00:00",407,"PRESERVED_SPECIMEN","PRESENT",10825908,6,7707728,220,690,5014,3173889,10825908,10825908,"Myrcia neospeciosa A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neospeciosa","Myrcia","neospeciosa","SPECIES","ACCEPTED","LC","SOUTH_AMERICA",NA,NA,1997,5,24,"1997-05-24T00:00",144,144,"2023-03-10T11:37:54.493+00:00","2024-08-02T01:14:53.542+00:00",FALSE,"K001265339","none","none",NA,NA,TRUE,NA,NA,"Clarke, H.D.","Lucas, E.","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","EUROPE",NA,"4929","K001265339",NA,NA,NA,"U. Takutu - U. Essequibo, Kamoa Mts.; summit of unnamed outlier, 5 km S of camp on Kassikaityu R.","Herbarium","4519398192","http://specimens.kew.org/herbarium/K001265339","K001265339",NA,NA,"Myrcia neospeciosa A.R.Lourenço & E.Lucas",1.789444,-58.738333,"WGS84",NA,NA,NA,NA,NA,"Dense forest on brown sand & granite outcroppings, with Aspidosperma, Erythroxylum & Symphonia.",NA,NA,NA,NA,NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tree, 8 m; immature fruits green, maturing red.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/66aaf229615a89e4ae8d8fda8c1910e5.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270555755","Calyptranthes speciosa var. gigantifolia (McVaugh) McVaugh","cdc,gass84,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:15.775+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181401,6,7707728,220,690,5014,3173889,10825908,10825908,"Myrcia neospeciosa A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neospeciosa","Calyptranthes","speciosa","VARIETY","SYNONYM",NA,"SOUTH_AMERICA","Amazonas",NA,1997,6,20,"1997-06-20",171,171,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:15.775+00:00",FALSE,"3012039","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"236532","R. Vasquez; A. Pena, E. Chavez, E. Quiaco",NA,"Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"24097","3012039",NA,NA,NA,"Condorcanqui Province. Distrito El Cenepa, Comunidad de San Antonio. Rio Cenepa.","Plants","2270555755","30759982-0663-4235-8353-220ebaa975fd","ASU0009088","ASU",NA,"Calyptranthes speciosa var. gigantifolia (McVaugh) McVaugh",-4.491667,-78.175,"WGS84","Sheet 1/2.; Arbol 12 m, frutos negros.",NA,NA,300,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3012039","Bosque de ribera.",NA,"30759982-0663-4235-8353-220ebaa975fd","187062","http://creativecommons.org/licenses/by-nc/3.0/","alorozco",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes|Calyptranthes speciosa","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gigantifolia",NA,NA,NA,NA,"var.",NA,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=1e8b24a7-ac7f-4cc8-add8-78d216361d7b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009088_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"4519382294","Calyptranthes speciosa Sagot","cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:28.399+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181400,6,7707728,220,690,5014,3173889,10825908,10825908,"Myrcia neospeciosa A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neospeciosa","Calyptranthes","speciosa","SPECIES","SYNONYM","LC","SOUTH_AMERICA",NA,NA,1997,8,6,"1997-08-06T00:00",218,218,NA,"2024-08-02T01:15:28.399+00:00",FALSE,"K000567078","none","none",NA,NA,TRUE,NA,NA,"Souza, M.A.D.; Silva, C.F., Pereira, E.C.","Araujo, A.C.","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"395","K000567078",NA,NA,"Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km26., próx, da picada da Petrobrás.","Herbarium","4519382294","http://specimens.kew.org/herbarium/K000567078","K000567078",NA,NA,"Calyptranthes speciosa Sagot",-2.883333,-59.966667,"WGS84",NA,NA,"2012-01-01T00:00:00",NA,NA,"Floresta de Platô.",NA,NA,NA,NA,NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estimated","Árvore 7m x 8cm DAP. Tronco circular com raizes superficiais. Folhas verde-acetinado na face superior, amarelo ferrugíneo na face inferior. Ritidoma marrom-avermelhado, liso, saindo com a unha, ao corte casca morta 1,5mm marrom escuro; casca vi","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/da8f793518e4ac9eb41934a82b6c3712.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1322362485","Myrcia neospeciosa A.R.Lourenço & E.Lucas","gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:40:10.193+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10825908,6,7707728,220,690,5014,3173889,10825908,10825908,"Myrcia neospeciosa A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neospeciosa","Myrcia","neospeciosa","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Cusco",NA,1997,9,23,"1997-09-23",266,266,"2020-03-02T09:49:00.000+00:00","2024-08-02T12:40:10.193+00:00",FALSE,"http://n2t.net/ark:/65665/3e4444edb-ccf1-44fb-a553-260dcf9df98b","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,"NMNH Extant Biology",NA,"P. Acevedo-Rodriguez & F. Ramirez","Strong, Mark T., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA",NA,"9917","http://n2t.net/ark:/65665/3e4444edb-ccf1-44fb-a553-260dcf9df98b","urn:lsid:biocol.org:col:15463",NA,NA,"Distrito Camisea; Campamento Malvinas.","US","1322362485","http://n2t.net/ark:/65665/3e4444edb-ccf1-44fb-a553-260dcf9df98b","US 3620792","US",NA,"Myrcia neospeciosa A.R.Lourenço & E.Lucas",-11.87,-72.9411,"WGS84",NA,NA,NA,450,NA,"Remnant vegetation along river bank","23 Sep 1997",NA,NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,"Cusco",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics, Peru, Cusco, Cusco",NA,NA,NA,NA,NA,NA,NA,NA,"Fruiting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3998b0a25-f223-4b96-a337-74856107bbb6","http://creativecommons.org/publicdomain/zero/1.0/"
"1456219457","Myrcia neospeciosa A.R.Lourenço & E.Lucas","gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:26.768+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10825908,6,7707728,220,690,5014,3173889,10825908,10825908,"Myrcia neospeciosa A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neospeciosa","Myrcia","neospeciosa","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Saint-Laurent-du-Maroni",NA,1997,11,11,"1997-11-11",315,315,"2023-11-08T10:07:00.000+00:00","2024-08-02T12:41:26.768+00:00",FALSE,"http://n2t.net/ark:/65665/384826641-23ad-4c10-9759-217ad6f06d30","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",TRUE,"NMNH Extant Biology",NA,"B. Wallnöfer & J. Tarin",NA,"Magnoliopsida","GF","none","none","LATIN_AMERICA","French Guiana","NORTH_AMERICA",NA,"13487","http://n2t.net/ark:/65665/384826641-23ad-4c10-9759-217ad6f06d30","urn:lsid:biocol.org:col:15463",NA,NA,"Inini: Saül and vicinity, Mont Galbao W-WSW of Saül, south-side of summit of the NW peak","US","1456219457","http://n2t.net/ark:/65665/384826641-23ad-4c10-9759-217ad6f06d30","US 3585513","US",NA,"Myrcia neospeciosa A.R.Lourenço & E.Lucas",3.61,-53.29,"WGS84",NA,NA,NA,720,NA,"Montane tropical moist forest. Primary","11-Nov-97",NA,NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,"Saül",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics, French Guiana, Saint-Laurent-du-Maroni, Saül",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m385775e4f-0416-4e81-8666-52270db2308e","http://creativecommons.org/publicdomain/zero/1.0/"
