"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","stateProvince","gadm","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","verbatimEventDate","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","occurrenceRemarks","bibliographicCitation","name","elevation","elevationAccuracy","continent","dateIdentified","modified","datasetName","otherCatalogNumbers","institutionID","higherGeography","habitat","eventRemarks","higherClassification","references","preparations","nomenclaturalCode","county","language","type","identificationRemarks","verbatimElevation","collectionID","recordedByIDs.type","recordedByIDs.value","fieldNumber","verbatimLocality","typeStatus","organismID","ownerInstitutionCode","accessRights","typifiedName","media_url","license"
"4900517565","Myrcia tortuosa (O.Berg) N.Silveira",0,0,"cucdmis,gass84,iddativ,rdativ,zerocd,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:49.099+00:00",203,"PRESERVED_SPECIMEN","PRESENT",3174283,6,7707728,220,690,5014,3173889,3174283,3174283,"Myrcia tortuosa (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia tortuosa","Myrcia","tortuosa","SPECIES","ACCEPTED","LC","Tocantins","none",2023,3,4,"2023-03-04",63,63,"2024-07-01T12:17:49.099+00:00",FALSE,"6277714","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Stadnik, A;Ogasawara, HA,Melo, JDO,Guerra, GC","Rosa, P","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","691","6277714","04/03/2023","Monte do Carmo","Fazenda próxima a área da Mineradora Gold","ALCB","4900517565","6277714","ALCB00078151","ALCB","ca. 4 m. Folhas discolores. Indumento alvos ou cremes. Frutos secos, castanhos, passados; altamente degradado","ca. 4 m. Folhas discolores. Indumento alvos ou cremes. Frutos secos, castanhos, passados","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6277714","Myrcia tortuosa (O.Berg) N.Silveira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/7/81/51/alcb00078151.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900517575","Myrcia tortuosa (O.Berg) N.Silveira",-10.7375,-48.059722,"cdc,cdround,elmms,gass84,iddativ,rdativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:49.104+00:00",203,"PRESERVED_SPECIMEN","PRESENT",3174283,6,7707728,220,690,5014,3173889,3174283,3174283,"Myrcia tortuosa (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia tortuosa","Myrcia","tortuosa","SPECIES","ACCEPTED","LC","Tocantins",NA,2023,3,5,"2023-03-05",64,64,"2024-07-01T12:17:49.104+00:00",FALSE,"6277720","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Stadnik, A;Ogasawara, HA,Melo, JDO,Guerra, GC","Rosa, P","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","697","6277720","05/03/2023","Monte do Carmo","Fazenda próxima a área da Mineradora Gold","ALCB","4900517575","6277720","ALCB00078157","ALCB","ca 3 m. Tronco áspero. Folhas discolores. Indumento alvo na face abaxial. Frutos imaturos verdes passando a róseos.","ca 3 m. Tronco áspero. Folhas discolores. Indumento alvo na face abaxial. Frutos imaturos verdes passando a róseos.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6277720","Myrcia tortuosa (O.Berg) N.Silveira",351,351,"SOUTH_AMERICA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/7/81/57/alcb00078157.dzi","http://creativecommons.org/licenses/by/4.0/"
"2294348655","Myrcia tortuosa (O.Berg) N.Silveira",-10.670833,-45.973056,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:52.687+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174283,6,7707728,220,690,5014,3173889,3174283,3174283,"Myrcia tortuosa (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia tortuosa","Myrcia","tortuosa","SPECIES","ACCEPTED","LC","Bahia",NA,2018,10,2,"2018-10-02",275,275,"2024-08-01T12:21:52.687+00:00",FALSE,"urn:catalog:JBRJ:RB:1414228","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"M.F. Simon; A.A. Santos, F.A. de Souza, J.C.O. Santana, M.S. Martins, R.O. de Aguiar e W.B. Silva","J.E.Q.F. Júnior","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","3411","urn:catalog:JBRJ:RB:1414228",NA,"Formosa do Rio Preto","ESEC Serra Geral do Tocantins. Parcela de monitoramento da flora. 20 km NE do Acampamento da Vila dos Prazeres.","RB","2294348655","urn:catalog:JBRJ:RB:1414228","RB01414228","JBRJ","Cerrado sensu stricto. Relevo plano. Solo arenoso.",NA,NA,"Myrcia tortuosa (O.Berg) N.Silveira",NA,NA,"SOUTH_AMERICA","2018-12-01T00:00:00","2019-07-19T23:35:44.000+00:00","RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 789848","04.936.616/0001-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/41/42/28/01414228.jpg","http://creativecommons.org/licenses/by/4.0/"
"2302267809","Myrcia tortuosa (O.Berg) N.Silveira",-10.670833,-45.973056,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:54.295+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174283,6,7707728,220,690,5014,3173889,3174283,3174283,"Myrcia tortuosa (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia tortuosa","Myrcia","tortuosa","SPECIES","ACCEPTED","LC","Bahia",NA,2018,10,2,"2018-10-02",275,275,"2024-08-01T12:21:54.295+00:00",FALSE,"urn:catalog:JBRJ:RB:1414674","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"M.F. Simon; A.A. Santos; F.A. de Souza; J.C.O. Santana; M.S. Martins; R.O. de Aguiar; W.B. Silva","J.E.Q. Faria Jr.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","3386","urn:catalog:JBRJ:RB:1414674",NA,"Formosa do Rio Preto","ESEC Serra Geral do Tocantins. Parcela de monitoramento da flora. 20 Km NE do acampamento da Vila dos Prazeres.","RB","2302267809","urn:catalog:JBRJ:RB:1414674","RB01414674","JBRJ","Cerrado sensu stricto, relevo plano, solo arenoso.",NA,NA,"Myrcia tortuosa (O.Berg) N.Silveira",NA,NA,"SOUTH_AMERICA","2018-12-01T00:00:00","2019-07-24T16:06:48.000+00:00","RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 790294","04.936.616/0001-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/41/46/74/01414674.jpg","http://creativecommons.org/licenses/by/4.0/"
"2992943332","Myrcia tortuosa (O.Berg) N.Silveira",-13.468056,-47.145833,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:52.449+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174283,6,7707728,220,690,5014,3173889,3174283,3174283,"Myrcia tortuosa (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia tortuosa","Myrcia","tortuosa","SPECIES","ACCEPTED","LC","Goiás",NA,2017,8,27,"2017-08-27",239,239,"2024-08-01T12:21:52.449+00:00",FALSE,"urn:catalog:JBRJ:RB:1434286","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"J.E.Q. Faria; T.N.C. Vasconcelos; M.S. Melo","J.E.Q. Faria","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","8165","urn:catalog:JBRJ:RB:1434286",NA,"Teresina de Goiás",NA,"RB","2992943332","urn:catalog:JBRJ:RB:1434286","RB01434286","JBRJ","Cerradão decíduo época seca.","Arvoreta 2,8m. Botões verdes. Flor branca.",NA,"Myrcia tortuosa (O.Berg) N.Silveira",NA,NA,"SOUTH_AMERICA","2017-08-01T00:00:00","2020-12-08T20:24:05.000+00:00","RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 807258","04.936.616/0001-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/43/42/86/01434286.jpg","http://creativecommons.org/licenses/by/4.0/"
"4519404196","Myrcia tortuosa (O.Berg) N.Silveira",-11.663333,-47.695833,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:53.427+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3174283,6,7707728,220,690,5014,3173889,3174283,3174283,"Myrcia tortuosa (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia tortuosa","Myrcia","tortuosa","SPECIES","ACCEPTED","LC",NA,NA,2014,9,1,"2014-09-01T00:00",244,244,"2024-08-02T01:14:53.427+00:00",FALSE,"K001265266","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,TRUE,"Faria, J.E.Q.","Rosa, P.O.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"4094","K001265266",NA,"Natividade","Serra de Natividade, subida para a torre de TV","Herbarium","4519404196","http://specimens.kew.org/herbarium/K001265266","K001265266","K",NA,NA,NA,"Myrcia tortuosa (O.Berg) N.Silveira",NA,NA,"SOUTH_AMERICA",NA,"2023-03-03T11:32:30.473+00:00",NA,NA,NA,"Natividade","Cerrado rupestre.","Arvoreta ca. 3,5m de altura, botoes florais verdes e frutos imaturos verdes.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/b59ba6cf1787c573324d0d33b725255c.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424508843","Myrcia tortuosa (O.Berg) N.Silveira",-11.65,-47.683333,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:44.614+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174283,6,7707728,220,690,5014,3173889,3174283,3174283,"Myrcia tortuosa (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia tortuosa","Myrcia","tortuosa","SPECIES","ACCEPTED","LC","Tocantins",NA,2014,9,1,"2014-09-01",244,244,"2024-08-01T12:21:44.614+00:00",FALSE,"urn:catalog:JBRJ:RB:949348","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"J.E.Q. Faria et. al.;","P.O.I Oliveira","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","4093","urn:catalog:JBRJ:RB:949348",NA,"Natividade","Serra de Natividade, borda da estrada na subidada para a torre.","RB","1424508843","urn:catalog:JBRJ:RB:949348","RB00949348","JBRJ",NA,"Arvoreta ca. 2,5m alt.; caule corticoso profundamente fissurado, botões florais verdes, flores brancas",NA,"Myrcia tortuosa (O.Berg) N.Silveira",536,NA,"SOUTH_AMERICA","2014-09-01T00:00:00","2017-10-19T11:30:18.000+00:00","RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 623095","04.936.616/0001-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/94/93/48/00949348.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424282603","Myrcia tortuosa (O.Berg) N.Silveira",-13.943889,-47.696111,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:38.012+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174283,6,7707728,220,690,5014,3173889,3174283,3174283,"Myrcia tortuosa (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia tortuosa","Myrcia","tortuosa","SPECIES","ACCEPTED","LC","Goiás",NA,2009,4,15,"2009-04-15",105,105,"2024-08-01T12:21:38.012+00:00",FALSE,"urn:catalog:JBRJ:RB:570131","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"G. Martinelli; M.A.Moraes, E.Ferrnandes","P.O. Rosa","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","16457","urn:catalog:JBRJ:RB:570131",NA,"Cavalcante","Parque Nacional da Chapada dos Veadeiros. Alto do Cruzeiro, campos rupestres.","RB","1424282603","urn:catalog:JBRJ:RB:570131","RB00570131","JBRJ",NA,"Arbusto, com 2,80m, heliófila, saxícola; folhas verdes marcadamente discolores; frutos maduros atrapurpureos.",NA,"Myrcia tortuosa (O.Berg) N.Silveira",1320,NA,"SOUTH_AMERICA","2013-05-01T00:00:00","2017-10-18T18:07:15.000+00:00","RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 485613","04.936.616/0001-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/57/1/31/00570131.jpg","http://creativecommons.org/licenses/by/4.0/"
"1927946987","Myrcia tortuosa (O.Berg) N.Silveira",-11.6939,-47.7017,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:11.455+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174283,6,7707728,220,690,5014,3173889,3174283,3174283,"Myrcia tortuosa (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia tortuosa","Myrcia","tortuosa","SPECIES","ACCEPTED","LC","Tocantins",NA,2007,7,24,"2007-07-24",205,205,"2024-07-21T05:13:11.455+00:00",FALSE,"0cb64590-739a-4082-85db-4d02499f7d66","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"M. M. Saavedra","D. F. Lima","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","493","0cb64590-739a-4082-85db-4d02499f7d66","24 Jul 2007",NA,"Topo da Serra de Natividade.","NY","1927946987","0cb64590-739a-4082-85db-4d02499f7d66","1018678","NY",NA,NA,NA,"Myrcia tortuosa (O.Berg) N.Silveira",NA,NA,"SOUTH_AMERICA","2016-01-01T00:00:00",NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"Cerrado sobre afloramento de quartzito.",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1261546","sheet","ICN","Natividade Mun.","en","PhysicalObject","Duplicate specimen at herb RB barcode 519580   annotated as such, verif. Dec 2016","2697 ft","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2156/054/01018678.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424075755","Myrcia tortuosa (O.Berg) N.Silveira",-11.693889,-47.701667,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:34.089+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174283,6,7707728,220,690,5014,3173889,3174283,3174283,"Myrcia tortuosa (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia tortuosa","Myrcia","tortuosa","SPECIES","ACCEPTED","LC","Tocantins",NA,2003,12,7,"2003-12-07",341,341,"2024-08-01T12:21:34.089+00:00",FALSE,"urn:catalog:JBRJ:RB:314650","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"R. Mello-Silva; R. C. Forzza, B. R. Silva & R. D. Melo","D.F. Lima","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","2341","urn:catalog:JBRJ:RB:314650",NA,"Natividade","Serra da Natividade, alto da serra. 9,1 km da rodovia Natividade - Dianópolis, entrada por Jacuba.","RB","1424075755","urn:catalog:JBRJ:RB:314650","RB00314650","JBRJ","Afloramentos quatzíticos e solo areno-pedregoso.","Arvoreta 1 - 1,5 m alt. Súber fendido longitudinalmente, cinéreo. Folhas discolores, verde-claro-incanas na face abaxial. Frutos verdes passando a vináceos.",NA,"Myrcia tortuosa (O.Berg) N.Silveira",834,NA,"SOUTH_AMERICA","2016-07-01T00:00:00","2017-10-18T16:40:37.000+00:00","RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 396476","04.936.616/0001-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/31/46/50/00314650.jpg","http://creativecommons.org/licenses/by/4.0/"
