"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","elevation","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","habitat","http...unknown.org.recordID","locality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","higherClassification","collectionID","name","networkKeys","typeStatus","datasetName","rightsHolder","institutionID","municipality","media_url"
"2270570849","Campomanesia costata M.Ibrahim & Landrum",-12.303056,-40.486667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.851+00:00",276,"PRESERVED_SPECIMEN","PRESENT",8154138,6,7707728,220,690,5014,3180879,8154138,8154138,"Campomanesia costata M.Ibrahim & Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Campomanesia","Campomanesia costata","Campomanesia","costata","SPECIES","ACCEPTED","NE","2013-01-01T00:00:00",547,"SOUTH_AMERICA","Bahia",2012,4,12,"2012-04-12",103,103,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.851+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3836692",FALSE,"3836692","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"289271","J.E.Q. Faria","L. R. Landrum","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","2619","3836692","Caatinga.","79f4195b-1cc9-4930-84f1-560de09ab239","Ruy Barbosa, Subida para a serra do Orobo, no comeco da subida, proximo a cidade.","Plants","2270570849","79f4195b-1cc9-4930-84f1-560de09ab239","170893","ASU0076308","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arvoreta ca. 2.5 m de altura, caule castanho acinzentado soltando placas de ritidoma.","waltola64","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Campomanesia","a2e32c87-d320-4a01-bafd-a9182ae2e191","Campomanesia costata M.Ibrahim & Landrum",NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/201312/ASU0076308_lg.jpg"
"1423896788","Campomanesia costata M.Ibrahim & Landrum",-11.628333,-41.153056,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:48.256+00:00",520,"PRESERVED_SPECIMEN","PRESENT",8154138,6,7707728,220,690,5014,3180879,8154138,8154138,"Campomanesia costata M.Ibrahim & Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Campomanesia","Campomanesia costata","Campomanesia","costata","SPECIES","ACCEPTED","NE","2016-01-04T00:00:00",1065,"SOUTH_AMERICA","Bahia",2010,2,5,"2010-02-05",36,36,"2017-10-15T15:49:37.000+00:00","2024-08-01T12:21:48.256+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:1035727","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB 431560","M. Ibrahim; A.L. Cortes e Irmão Delmar","M. Ibrahim","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","187","urn:catalog:JBRJ:RB:1035727",NA,NA,"Estrada para Utinga, caminho para o povoado de Santa Úrsula.","RB","1423896788","urn:catalog:JBRJ:RB:1035727",NA,"RB01035727","JBRJ",NA,"Árvore 4-5 m de altura. Casca escamosa acinzentada a avermelhada. Folhas coriáceas, verdes, discolores, buladas. frutos maduros amarelos, sépalas esverdeadas persistentes, sabor adocicado.",NA,NA,NA,"Campomanesia costata M.Ibrahim & Landrum","4b0d8edb-7504-42c4-9349-63e86c01bf97","ISOTYPE","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Rio de Janeiro Botanical Garden","04.936.616/0001-20","Morro do Chapéu","http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/3/57/27/01035727.jpg"
