"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","coordinateUncertaintyInMeters","elevation","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","http...unknown.org.recordID","locality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","rights","http...unknown.org.recordEnteredBy","higherClassification","collectionID","reproductiveCondition","name","gadm","networkKeys","individualCount","higherGeography","datasetName","institutionID","preparations","rightsHolder","nomenclaturalCode","verbatimEventDate","language","type","identificationRemarks","typeStatus","georeferenceProtocol","occurrenceRemarks","dateIdentified","dynamicProperties","fieldNumber","verbatimLocality","disposition","accessRights","typifiedName","datasetID","ownerInstitutionCode","identificationID","infraspecificEpithet","associatedReferences","taxonRemarks","vernacularName","previousIdentifications","bibliographicCitation","media_url","license"
"2270567452","Psidium rotundatum Griseb.",22.775756,-83.44794,"cdc,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:17.012+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420578,6,7707728,220,690,5014,3187232,5420578,5420578,"Psidium rotundatum Griseb.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium rotundatum","Psidium","rotundatum","SPECIES","ACCEPTED","NE",3000,150,"NORTH_AMERICA","Pinar del Rio",1995,4,15,"1995-04-15",105,105,"2023-07-18T15:45:07.000+00:00","2024-08-01T20:02:17.012+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3357716",FALSE,"3357716","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,"225894","A. J. Urquiola; F. Cejas","A. J. Urquiola","WGS84","Magnoliopsida","CU","none","none","LATIN_AMERICA","Cuba","NORTH_AMERICA","7934","3357716","959362e2-1188-440d-9672-bb8d141688dc","Ladera sur de Cajálbana; a la izquierda de la carretera a Mil Cumbres, La Palma.","Plants","2270567452","959362e2-1188-440d-9672-bb8d141688dc","333431","ASU0069450","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Anne 2013_02_27","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl","Psidium rotundatum Griseb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0069/ASU0069450_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1057539417","Psidium rotundatum Griseb.",21.62117,-79.03635,"gass84,mdativ,muldativ,rdativ,colmafu,inmafu","7e380070-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","60277b56-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T06:57:04.427+00:00","2024-07-30T10:11:06.130+00:00",392,"PRESERVED_SPECIMEN","PRESENT",5420578,6,7707728,220,690,5014,3187232,5420578,5420578,"Psidium rotundatum Griseb.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium rotundatum","Psidium","rotundatum","SPECIES","ACCEPTED","NE",1134,NA,"NORTH_AMERICA",NA,NA,NA,NA,NA,NA,NA,NA,"2024-07-30T10:11:06.130+00:00",NA,FALSE,"4984320","none","none","1d808a7c-1f9e-4379-9616-edb749ecf10e","8bb3763f-955c-4791-8777-44de1996b378",TRUE,"NHMUK:ecatalogue:4984320","Charles Wright","Armando Jesús Urquiola Cruz","WGS84","Magnoliopsida","CU","none","none","LATIN_AMERICA","Cuba","EUROPE","2457","4984320",NA,NA,"BOT","1057539417","92c5e323-4f40-4e8c-bb66-cb25f18163ef",NA,"BM000616946","NHMUK",NA,NA,"Myrtaceae",NA,NA,"Psidium rotundatum Griseb.",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"North America; Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISOTYPE","Google Earth",NA,NA,"{""associatedMediaCount"": 1, ""barcode"": null, ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": ""Sheet"", ""collectionName"": null, ""commodity"": null, ""created"": 1190895339000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Psidium rotundatum Griseb."", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057539417"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""RECORDED_DATE_INVALID""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": ""GPI Georeferencing"", ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""Gen Herb"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}","2457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://data.nhm.ac.uk/media/2e1d3122-0ef8-4793-804b-2244f025256e","http://creativecommons.org/publicdomain/zero/1.0/"
