"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","institutionID","dynamicProperties","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","occurrenceRemarks","name","elevation","habitat","georeferenceProtocol","eventRemarks","higherClassification","gadm","higherGeography","typeStatus","preparations","acceptedNameUsage","nomenclaturalCode","organismID","ownerInstitutionCode","accessRights","collectionID","media_url","license"
"1424492753","Eugenia lagoensis Kiaersk.",-20.328056,-45.585555,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:46.705+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5416752,6,7707728,220,690,5014,3177662,5416752,5416752,"Eugenia lagoensis Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia lagoensis","Eugenia","lagoensis","SPECIES","ACCEPTED","EN","2017-06-01T00:00:00","SOUTH_AMERICA","Minas Gerais",2013,6,27,"2013-06-27",178,178,"2017-10-04T18:50:39.000+00:00","2024-08-01T12:21:46.705+00:00",FALSE,"urn:catalog:JBRJ:RB:880663","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 606897","Neves, D.M.; Dexter, K.G.","M.SOBRAL","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","1347","urn:catalog:JBRJ:RB:880663","04.936.616/0001-20","{""project"" : ""Niche evolution of South American trees and its consequences.""}","Arcos","Just south of limestone mine in Arcos.","RB","1424492753","urn:catalog:JBRJ:RB:880663","RB00880663","JBRJ","Limestone cliffs; clay soil calcereous in general","Small tree 3m; 3cm DBH; red fleshy fruits","Eugenia lagoensis Kiaersk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/88/6/63/00880663.jpg","(c) Field Museum of Natural History - CC BY-NC 4.0"
"1424309274","Eugenia lagoensis Kiaersk.",-19.045833,-43.748611,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:39.500+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5416752,6,7707728,220,690,5014,3177662,5416752,5416752,"Eugenia lagoensis Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia lagoensis","Eugenia","lagoensis","SPECIES","ACCEPTED","EN",NA,"SOUTH_AMERICA","Minas Gerais",2009,2,28,"2009-02-28",59,59,"2017-10-19T11:56:05.000+00:00","2024-08-01T12:21:39.500+00:00",FALSE,"urn:catalog:JBRJ:RB:598369","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 502757","C.N. Fraga; Saadedra, M.M.","M.Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","2436","urn:catalog:JBRJ:RB:598369","04.936.616/0001-20",NA,"Santana do Riacho","Serra do Cipó, acesso pela Faz. Inhame, propriedade do Sr. Geraldo Alves Ferreira a 2,2 km da ponte do Rio das Pedras.","RB","1424309274","urn:catalog:JBRJ:RB:598369","RB00598369","JBRJ","Mata seca semidecídua associada a afloramento de calcário.","Arvoreta ca. 2 m alt. Folhas verde brilhosas, flores  com sépalas brancas, estames brancos.","Eugenia lagoensis Kiaersk.",700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/59/83/69/00598369.jpg","(c) Field Museum of Natural History - CC BY-NC 4.0"
"1252639910","Eugenia lagoensis Kiaersk.",-18.990833,-43.780833,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:35.512+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416752,6,7707728,220,690,5014,3177662,5416752,5416752,"Eugenia lagoensis Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia lagoensis","Eugenia","lagoensis","SPECIES","ACCEPTED","EN",NA,"SOUTH_AMERICA",NA,2009,3,7,"2009-03-07T00:00",66,66,NA,"2024-08-02T01:15:35.512+00:00",FALSE,"K001018992","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,TRUE,NA,NA,"Zappi, D.C.; Milliken, W.; Sasaki, D.; Edwards, S.L.","Mazine, F.F.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"1843","K001018992",NA,NA,NA,"Santana do Pirapama, Serra do Cipó, acesso pela Faz. Inhame., Estrada entre a Capela de São José e Santana do Riacho, Faz. Toucan Cipó.","Herbarium","1252639910","http://specimens.kew.org/herbarium/K001018992","K001018992","K",NA,"Sheet 2/2. Flora da Serra do Cipó","Eugenia lagoensis Kiaersk.",633,"Data not transcribed.","Label","Data not transcribed.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/1ef07d5d2db9532ce7890aeffa7d6057.jpg","(c) Field Museum of Natural History - CC BY-NC 4.0"
"3751330350","Eugenia lagoensis Kiaersk.",-19.3075,-43.613889,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:56.807+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5416752,6,7707728,220,690,5014,3177662,5416752,5416752,"Eugenia lagoensis Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia lagoensis","Eugenia","lagoensis","SPECIES","ACCEPTED","EN","2016-06-01T00:00:00","SOUTH_AMERICA","Minas Gerais",2002,3,5,"2002-03-05",64,64,"2022-04-11T21:55:17.000+00:00","2024-08-01T12:21:56.807+00:00",FALSE,"urn:catalog:JBRJ:RB:1459422","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 828336","J.R. Pirani; I. Cordeiro, L.R. Lima, C.G. Gomes","A. Giaretta","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","5001","urn:catalog:JBRJ:RB:1459422","04.936.616/0001-20","{""project"" : ""Flora da Serra do Cipó""}","Santana do Riacho","Cardeal Mota, APA Morro da Pedreira, Grupo 3 (afloramento calcário na base da Serra do Cipó).","RB","3751330350","urn:catalog:JBRJ:RB:1459422","RB01459422","JBRJ","Mata decídua.","Arvoreta ramosa, à sombra densa. Flores alvas. Poucos frutos verdes.","Eugenia lagoensis Kiaersk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/45/94/22/01459422.jpg","(c) Field Museum of Natural History - CC BY-NC 4.0"
"1252639853","Eugenia lagoensis Kiaersk.",-18.288055,-44.185,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:51.005+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416752,6,7707728,220,690,5014,3177662,5416752,5416752,"Eugenia lagoensis Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia lagoensis","Eugenia","lagoensis","SPECIES","ACCEPTED","EN",NA,"SOUTH_AMERICA",NA,1997,3,23,"1997-03-23T00:00",82,82,NA,"2024-08-02T01:14:51.005+00:00",FALSE,"K001018990","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,TRUE,NA,NA,"Mello-Silva, R.; Pirani, J.R.; Cordeiro, I.; Meguro, M.","Faria, J.E.Q.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"1278","K001018990",NA,NA,"Santo Hipólito","cerca de 5 km além de Santo Hipólito em direção a Monjolos, no antigo leito da estrada de ferro.","Herbarium","1252639853","http://specimens.kew.org/herbarium/K001018990","K001018990","K",NA,"Sheet 1/2","Eugenia lagoensis Kiaersk.",500,"Data not transcribed.","Label","Data not transcribed.","Myrtaceae",NA,"Santo Hipólito",NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/1e52ff353029b87354f936a8d3d53984.jpg","(c) Field Museum of Natural History - CC BY-NC 4.0"
