"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","typeStatus","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","preparations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","georeferencedDate","identifier.1","institutionID","nomenclaturalCode","verbatimEventDate","georeferenceProtocol","locality","collectionCode","gbifID","language","occurrenceID","type","catalogNumber","institutionCode","identificationRemarks","verbatimElevation","collectionID","georeferenceSources","name","media_url"
"1931034068","Myrcia maricaensis Alain",18.152331,-66.99416,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:51.365+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3173916,6,7707728,220,690,5014,3173889,6069276,6069276,"Myrcia portoricensis (Britton) Cedeño-Mald. & Breckon ex F.S.Axelrod","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia portoricensis","Myrcia","maricaensis","SPECIES","SYNONYM","CR","NORTH_AMERICA","Maricao",1950,7,16,"1950-07-16",197,197,"HOLOTYPE","2024-07-21T05:14:51.365+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412717","http://creativecommons.org/licenses/by/4.0/",FALSE,"e6f9c867-5cb9-49a2-adc7-a1edd8305cc3","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",FALSE,"Vascular plants","E. L. Little Jr.","sheet","WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","13421","2010-04-30","e6f9c867-5cb9-49a2-adc7-a1edd8305cc3","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","16 Jul 1950","Online gazetteer","Bosque Insular de Maricao. Camino Caín near Buena Vista","NY","1931034068","en","e6f9c867-5cb9-49a2-adc7-a1edd8305cc3","PhysicalObject","99344","NY","Basionym","1500-2600 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","USGS Geographic Names Information System (GNIS), Google Earth (map data 2010)","Myrcia maricaensis Alain","http://sweetgum.nybg.org/images3/672/056/00099344.jpg"
