"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","gadm","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","municipality","locality","gbifID","collectionCode","occurrenceID","name","higherGeography","habitat","eventRemarks","higherClassification","fieldNotes","dateIdentified","nomenclaturalCode","verbatimElevation","georeferenceProtocol","lifeStage","references","http...unknown.org.recordID","language","taxonID","rights","http...unknown.org.recordEnteredBy","collectionID","elevation","coordinateUncertaintyInMeters","georeferencedBy","dynamicProperties","georeferenceVerificationStatus","occurrenceRemarks","georeferenceSources","individualCount","verbatimEventDate","associatedTaxa","reproductiveCondition","elevationAccuracy","county","verbatimLocality","type","identificationID","associatedOccurrences","materialSampleID","verbatimIdentification","preparations","locationRemarks","organismID","locationID","ownerInstitutionCode","accessRights","georeferenceRemarks","georeferencedDate","island","distanceFromCentroidInMeters","recordedByIDs.type","recordedByIDs.value","identificationQualifier","fieldNumber","eventID","identificationRemarks","projectId","programmeAcronym","typeStatus","typifiedName","disposition","footprintSRS","bibliographicCitation","islandGroup","media_url","license"
"2270670554","Calyptranthes fasciculata O.Berg",3.16667,-58.6667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:04.974+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","SOUTH_AMERICA","U. Takutu-Upper Essequibo",NA,1997,9,20,"1997-09-20",263,263,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:04.974+00:00",FALSE,"758176","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"220097","D. Clarke; C. Watson, R. Williams, C. Perry, J. Clarke and K. Hurtubise","B.K. Holst, 1998.","WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA",NA,"6543","758176","ASU0009014",NA,"ASU",NA,"GUYANA: Region U. Takutu-Upper Essequibo. Rewa River, at Great Falls.","2270670554","Plants","c8d5060c-b021-4270-9b49-49d32cb0b9b2","Calyptranthes fasciculata O.Berg",NA,"Riparian vegetation on granite outcropppings",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes",NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=758176","c8d5060c-b021-4270-9b49-49d32cb0b9b2",NA,"33792","http://creativecommons.org/licenses/by-nc/3.0/","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,"Shurb, 2m.; fruits green.",NA,NA,NA,"ecologicallyOccursWith: Ceiba|ecologicallyOccursWith: Ananas|ecologicallyOccursWith: Mourera","fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009014_lg.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"1455935826","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra",3.17722,-58.6767,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:38:11.481+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10855033,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Myrcia","fasciculata","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","U. Takutu-U. Essequibo",NA,1997,9,20,"1997-09-20",263,263,"2024-07-15T10:23:00.000+00:00","2024-08-02T12:38:11.481+00:00",FALSE,"http://n2t.net/ark:/65665/300189861-aeaf-482a-9be5-9dd014dcba8d","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,"NMNH Extant Biology",NA,"H. D. Clarke, C. Watson, R. Williams, C. Perry, J. Clarke & K. Hurtubise",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA",NA,"6589","http://n2t.net/ark:/65665/300189861-aeaf-482a-9be5-9dd014dcba8d","US 3378246","urn:lsid:biocol.org:col:15463","US",NA,"Rewa River, at Great Falls","1455935826","US","http://n2t.net/ark:/65665/300189861-aeaf-482a-9be5-9dd014dcba8d","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","South America - Neotropics, Guyana, U. Takutu-U. Essequibo","Riparian vegetation on granite outcroppings, with Ceiba, Ananas, & Mourera",NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",90,NA,NA,NA,NA,NA,NA,1,"20 September 1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3749176e1-231e-4e27-904f-ff985c9eb5e7","http://creativecommons.org/licenses/by-sa/3.0/"
"1456292636","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra",2.91083,-58.9719,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:48.996+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10855033,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Myrcia","fasciculata","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","U. Takutu-U. Essequibo",NA,1997,9,12,"1997-09-12",255,255,"2024-07-15T10:22:00.000+00:00","2024-08-02T12:39:48.996+00:00",FALSE,"http://n2t.net/ark:/65665/3a6a3f88f-0894-430c-a194-d390f619d7cb","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,"NMNH Extant Biology",NA,"H. D. Clarke, C. Watson, R. Williams, C. Perry, J. Clarke & K. Hurtubise",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA",NA,"6244","http://n2t.net/ark:/65665/3a6a3f88f-0894-430c-a194-d390f619d7cb","US 3401663","urn:lsid:biocol.org:col:15463","US",NA,"Kwitaro Landing; 0.5-1.5 km W, on trail to Shea Village","1456292636","US","http://n2t.net/ark:/65665/3a6a3f88f-0894-430c-a194-d390f619d7cb","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","South America - Neotropics, Guyana, U. Takutu-U. Essequibo","Dense forest on brown sand, with Inga, Maximiliana & Ceiba",NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",120,NA,NA,NA,NA,NA,NA,1,"12 September 1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m379e5d7c8-f94e-45f6-abb2-ada5fedba1c5","http://creativecommons.org/licenses/by-sa/3.0/"
"1456414038","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra",3.18944,-58.855,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:53.544+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10855033,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Myrcia","fasciculata","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","U. Takutu-U. Essequibo",NA,1997,9,17,"1997-09-17",260,260,"2024-07-15T10:23:00.000+00:00","2024-08-02T12:41:53.544+00:00",FALSE,"http://n2t.net/ark:/65665/3df36e402-bb44-49c6-88fe-ab6986b80983","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,"NMNH Extant Biology",NA,"H. D. Clarke, C. Watson, R. Williams, C. Perry, J. Clarke & K. Hurtubise",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA",NA,"6408","http://n2t.net/ark:/65665/3df36e402-bb44-49c6-88fe-ab6986b80983","US 3393420","urn:lsid:biocol.org:col:15463","US",NA,"Eastern Kanuku Mts., 5 km W of Kwitaro R., summit of unnamed mt.","1456414038","US","http://n2t.net/ark:/65665/3df36e402-bb44-49c6-88fe-ab6986b80983","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","South America - Neotropics, Guyana, U. Takutu-U. Essequibo","Scrub forest on granite outcropping, with Clusia, Erythroxylum & Sloanea",NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",560,NA,NA,NA,NA,NA,NA,1,"17 September 1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3335c7b1d-a296-4342-92a3-b300487c6a34","http://creativecommons.org/licenses/by-sa/3.0/"
"2517493839","Calyptranthes fasciculata O.Berg",3.16667,-58.66667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:24.597+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Upper Takutu - Upper Essequibo",NA,1997,9,20,"1997-09-20",263,263,NA,"2024-07-18T23:56:24.597+00:00",FALSE,"U.1440666@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",TRUE,NA,"U  0089221","Clarke HD; Watson C; Williams (Guyana) R; Perry C; Clarke J; Hurtubise K","Holst BK","WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","EUROPE","Naturalis Biodiversity Center","Clarke, HD; Watson, C; Williams (Guyana), R; Perry, C; Clarke, J; Hurtubise, K 6589","U.1440666@BRAHMS","U.1440666","Naturalis Biodiversity Center",NA,NA,NA,"2517493839","Botany","https://data.biodiversitydata.nl/naturalis/specimen/U.1440666","Calyptranthes fasciculata O.Berg",NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,NA,"ICN","0.0 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1440666/format/large","http://creativecommons.org/licenses/by-sa/3.0/"
"2517076186","Calyptranthes fasciculata O.Berg",2.9,-58.96667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:59.654+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Upper Takutu-Upper Essequibo",NA,1997,9,12,"1997-09-12",255,255,NA,"2024-07-18T23:54:59.654+00:00",FALSE,"U.1440667@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,NA,"U  0063137","Clarke HD; Watson C; Williams (Guyana) R; Perry C; Clarke J; Hurtubise K","Holst BK","WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","EUROPE","Naturalis Biodiversity Center","Clarke, HD; Watson, C; Williams (Guyana), R; Perry, C; Clarke, J; Hurtubise, K 6244","U.1440667@BRAHMS","U.1440667","Naturalis Biodiversity Center",NA,NA,NA,"2517076186","Botany","https://data.biodiversitydata.nl/naturalis/specimen/U.1440667","Calyptranthes fasciculata O.Berg",NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,NA,"ICN","0.0 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1440667/format/large","http://creativecommons.org/licenses/by-sa/3.0/"
"2270688166","Calyptranthes fasciculata O.Berg",6.28333,-62.9,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:07.611+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Bolivar",NA,1996,7,14,"1996-07-14",196,196,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:07.611+00:00",FALSE,"775759","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"265688","Luis Chacon","Holst, 2003","WGS84","Magnoliopsida","VE","none","none","LATIN_AMERICA","Venezuela (Bolivarian Republic of)","NORTH_AMERICA",NA,"714","775759","ASU0009007",NA,"ASU",NA,"Parque Nacional Canaima","2270688166","Plants","13622d4f-5569-4ca3-a823-1e43c4bbe1cf","Calyptranthes fasciculata O.Berg",NA,"bosque humedo",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes",NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=775759","13622d4f-5569-4ca3-a823-1e43c4bbe1cf",NA,"33792","http://creativecommons.org/licenses/by-nc/3.0/","Veronica","a2e32c87-d320-4a01-bafd-a9182ae2e191",1200,NA,NA,NA,NA,"Arbolito de 4 m de alto. Ramificacion doblada hacia abajo. Hojas verde oscuro por el haz y grisaceas por el enves. fruto negro",NA,NA,NA,NA,NA,0,"Gran Sabana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009007_lg.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"1455942691","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra",4.79,-57.9189,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:38:18.854+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10855033,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Myrcia","fasciculata","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","E. Berbice-Corentyne",NA,1995,3,29,"1995-03-29",88,88,"2024-02-09T15:16:00.000+00:00","2024-08-02T12:38:18.854+00:00",FALSE,"http://n2t.net/ark:/65665/303513ee4-20ba-47f1-b830-52a0a7af2c88","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,"NMNH Extant Biology",NA,"P. Mutchnick",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA",NA,"1101","http://n2t.net/ark:/65665/303513ee4-20ba-47f1-b830-52a0a7af2c88","US 3344797","urn:lsid:biocol.org:col:15463","US",NA,"Corentyne River, Warakabra Rapids","1455942691","US","http://n2t.net/ark:/65665/303513ee4-20ba-47f1-b830-52a0a7af2c88","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","South America - Neotropics, Guyana, E. Berbice-Corentyne","Mesic riverine forest with flooded banks",NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",15,NA,NA,NA,NA,NA,NA,1,"29 March 1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3ea66eee3-f654-46ec-b7e1-8d1da1833ab4","http://creativecommons.org/licenses/by-sa/3.0/"
"912286684","Calyptranthes fasciculata O.Berg",1.633333,-58.616667,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:34.512+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","SOUTH_AMERICA",NA,NA,1994,1,1,"1994-01-01T00:00",1,1,NA,"2024-08-02T01:14:34.512+00:00",FALSE,"K000331257","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,FALSE,NA,NA,"Henkel, T.W.; Williams, R.; James, R.","Holst, B.K.","WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","EUROPE",NA,"5396","K000331257","K000331257",NA,"K",NA,"Essequibo River, 5km upstream from Gunns Village.","912286684","Herbarium","http://specimens.kew.org/herbarium/K000331257","Calyptranthes fasciculata O.Berg",NA,"Riverine forest and bank vegetation","Tree 8m., fruit globose, greenish yellow.","Myrtaceae",NA,NA,NA,NA,"label",NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/bd11f4ba40a8558ebc3db3f9b132b5e3.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"912286660","Calyptranthes fasciculata O.Berg",-15.833333,-61.5,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:27.620+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","SOUTH_AMERICA",NA,NA,1994,5,8,"1994-05-08T00:00",128,128,NA,"2024-08-02T01:15:27.620+00:00",FALSE,"K000331273","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,TRUE,NA,NA,"Killeen, T.J.; Quevedo, R.; Mamanim F.","Holst, B.K.","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","EUROPE",NA,"6239","K000331273","K000331273",NA,"K","Velasco","Reserva Florestal Bajo Paragua, 30km N de Santa Rosa de la Frontera.","912286660","Herbarium","http://specimens.kew.org/herbarium/K000331273","Calyptranthes fasciculata O.Berg","Velasco","Campo cerrado, bosgue de galeria.","Tree, in fruit.","Myrtaceae",NA,NA,NA,NA,"label",NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/f3e65c2c85b648444c6c2c77d0ad11e0.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"2572993381","Calyptranthes fasciculata O.Berg",15.341667,-61.344444,"cdc,gass84,preneglat,inmafu","e42c4be9-dc6d-466b-8df2-60ac8c47fadd","fee1eb85-53bb-4edb-91cc-de55f11b3cee",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T17:08:10.802+00:00","2024-08-01T17:16:26.336+00:00",222,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","NORTH_AMERICA","Saint Paul",NA,1994,6,5,"1994-06-05",156,156,"2023-07-16T07:02:03.000+00:00","2024-08-01T17:16:26.336+00:00",FALSE,"15465367","none","none","5c317c20-a640-4f0d-853c-ce104d3241df","fdc6f4b1-6ba7-4e70-aa42-6c48df77790e",TRUE,NA,NA,"Hill, S. R.; Texas A&M Univ. Field class","SRH","WGS84","Magnoliopsida","DM","none","none","LATIN_AMERICA","Dominica","NORTH_AMERICA","University of Vermont","25826","15465367","UVMVT231129",NA,"VT",NA,"Middleham Falls trail, Morne Trois Pitons National Park","2572993381",NA,"8b0ff2ef-10a9-47c6-8ab9-dc9d5cce252f","Calyptranthes fasciculata O.Berg",NA,"Montane rainforest, mostly undisturbed.",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes",NA,"1994-01-01T00:00:00",NA,NA,NA,NA,"https://nansh.org/portal/collections/individual/index.php?occid=15465367","8b0ff2ef-10a9-47c6-8ab9-dc9d5cce252f",NA,"33792","http://creativecommons.org/licenses/by-nc/3.0/","Koenemann, D. M.","58ab88f3-0034-461c-9c44-9e525c4d360f",2200,NA,NA,NA,NA,"Occasional; Small tree ca. 30 ft tall; flowers cream tan, leaves coppery beneath",NA,NA,"5 June 1994",NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://nansh.org/imglib/storage/vt/vplants/UVMVT231/UVMVT231129_lg.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
