"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","gadm","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","municipality","locality","gbifID","collectionCode","occurrenceID","name","higherGeography","habitat","eventRemarks","higherClassification","fieldNotes","dateIdentified","nomenclaturalCode","verbatimElevation","georeferenceProtocol","lifeStage","references","http...unknown.org.recordID","language","taxonID","rights","http...unknown.org.recordEnteredBy","collectionID","elevation","coordinateUncertaintyInMeters","georeferencedBy","dynamicProperties","georeferenceVerificationStatus","occurrenceRemarks","georeferenceSources","individualCount","verbatimEventDate","associatedTaxa","reproductiveCondition","elevationAccuracy","county","verbatimLocality","type","identificationID","associatedOccurrences","materialSampleID","verbatimIdentification","preparations","locationRemarks","organismID","locationID","ownerInstitutionCode","accessRights","georeferenceRemarks","georeferencedDate","island","distanceFromCentroidInMeters","recordedByIDs.type","recordedByIDs.value","identificationQualifier","fieldNumber","eventID","identificationRemarks","projectId","programmeAcronym","typeStatus","typifiedName","disposition","footprintSRS","bibliographicCitation","islandGroup","media_url","license"
"2350520809","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra",-13.394444,-61.941111,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:54.718+00:00",520,"PRESERVED_SPECIMEN","PRESENT",10855033,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Myrcia","fasciculata","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Rondônia","none",2018,5,28,"2018-05-28",148,148,"2023-07-05T16:11:24.000+00:00","2024-08-01T12:21:54.718+00:00",FALSE,"urn:catalog:JBRJ:RB:1415554","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 791151","K.S. Gonçalves; R.C. Chaves; D. Daly; A.C. Oliveira; J.S. Gonçalves; A.L.P. Silveira; A.A. Soares","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","442","urn:catalog:JBRJ:RB:1415554","RB01415554","04.936.616/0001-20","JBRJ","Cerejeiras","Parque Corumbiara Laranjeira, baía sem volta do rio Guaporé.","2350520809","RB","urn:catalog:JBRJ:RB:1415554","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/41/55/54/01415554.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"4519403199","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra",70.5325,-16.407778,"cdround,cucdmis,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:37.077+00:00",407,"PRESERVED_SPECIMEN","PRESENT",10855033,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Myrcia","fasciculata","SPECIES","ACCEPTED","NE",NA,NA,"none",2018,12,2,"2018-12-02T00:00",336,336,"2023-03-03T12:56:38.487+00:00","2024-08-02T01:15:37.077+00:00",FALSE,"K001265273","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,FALSE,NA,NA,"Delnatte, C.",NA,"WGS84","Magnoliopsida","MQ","none","none","LATIN_AMERICA","Martinique","EUROPE",NA,"3785","K001265273","K001265273",NA,"K","Pitons du Carbet","Ascension du Morne Chapeau Negre","4519403199","Herbarium","http://specimens.kew.org/herbarium/K001265273","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Pitons du Carbet","Foret d'altitude","Arbre; 2,5 m haut; 7 cm circ.; feuilles opposees a limbe coriace, vert luisant face superiure et souvent bunatre face inferieure; limbe lanceole a acumen retrorse; infrutescence axillaire en fascicule; fruit spherique bunatre granuleux, calice persistant.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/888fd7986f8f15e221434f5a16f67ab5.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"2350520924","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra",-3.566667,-61.188889,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:51.830+00:00",520,"PRESERVED_SPECIMEN","PRESENT",10855033,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Myrcia","fasciculata","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Roraima",NA,2017,10,23,"2017-10-23",296,296,"2023-07-04T20:38:02.000+00:00","2024-08-01T12:21:51.830+00:00",FALSE,"urn:catalog:JBRJ:RB:1415418","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 791015","L.A.S. Santos","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","3774","urn:catalog:JBRJ:RB:1415418","RB01415418","04.936.616/0001-20","JBRJ","Bonfim","Conglomerado RR 290, subunidade 4, subparcela 10, indivíduo 3.","2350520924","RB","urn:catalog:JBRJ:RB:1415418","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra",NA,NA,NA,NA,"Vegetação arbustivo-arbórea, solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/41/54/18/01415418.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"2845768385","Calyptranthes fasciculata O.Berg",4.92283,-54.98267,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:26.224+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Brokopondo",NA,2011,2,12,"2011-02-12",43,43,NA,"2024-07-18T23:56:26.224+00:00",FALSE,"U.1616141@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,NA,"U  0289463","Bhikhi CR; Troon F van; Marjanom G; Diran F","Lucas E","WGS84","Magnoliopsida","SR","none","none","LATIN_AMERICA","Suriname","EUROPE","Naturalis Biodiversity Center","Bhikhi, CR; Troon, F van; Marjanom, G; Diran, F 285","U.1616141@BRAHMS","U.1616141","Naturalis Biodiversity Center",NA,NA,"van Blommesteijn Lake, Island North-East.","2845768385","Botany","https://data.biodiversitydata.nl/naturalis/specimen/U.1616141","Calyptranthes fasciculata O.Berg",NA,"On the banks. Primary forest on laterite, rocky, brown sandy soil.",NA,"Plantae|Myrtales|Myrtaceae",NA,"2011-09-01T00:00:00","ICN","53.0 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1616141/format/large","http://creativecommons.org/licenses/by-sa/3.0/"
"4519375715","Calyptranthes fasciculata O.Berg",2.9,-58.966667,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:22.696+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","SOUTH_AMERICA",NA,NA,2003,1,31,"2003-01-31T00:00",31,31,NA,"2024-08-02T01:15:22.696+00:00",FALSE,"K000066154","none","none",NA,NA,FALSE,NA,NA,"Jansen-Jacobs, M.J.; Behari-Ramdas, J; et al.","Holst, B.K.","WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","EUROPE",NA,"6467","K000066154","K000066154",NA,NA,NA,"Kwitaro R","4519375715","Herbarium","http://specimens.kew.org/herbarium/K000066154","Calyptranthes fasciculata O.Berg",NA,NA,NA,"Myrtaceae",NA,NA,NA,NA,"Gazetteer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/247112f829e6dd4c173e05ae521f4526.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"4519390857","Calyptranthes fasciculata O.Berg",3.166667,-58.666667,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:47.265+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","SOUTH_AMERICA",NA,NA,2003,1,31,"2003-01-31T00:00",31,31,NA,"2024-08-02T01:14:47.265+00:00",FALSE,"K000771901","none","none",NA,NA,FALSE,NA,NA,"Jansen-Jacobs, M.J.; Behari-Ramdas, J; et al.","Holst, B.K.","WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","EUROPE",NA,"6468","K000771901","K000771901",NA,NA,NA,"Rewa R","4519390857","Herbarium","http://specimens.kew.org/herbarium/K000771901","Calyptranthes fasciculata O.Berg",NA,NA,NA,"Myrtaceae",NA,NA,NA,NA,"Gazetteer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/290ba9c104add12d51bd0396550c217e.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"4519388948","Calyptranthes fasciculata O.Berg",3.000833,-56.450833,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:32.841+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","SOUTH_AMERICA",NA,NA,2003,6,11,"2003-06-11T00:00",162,162,NA,"2024-08-02T01:15:32.841+00:00",FALSE,"K000812378","none","none",NA,NA,TRUE,NA,NA,"Rosario, C.S.; Rosario, D.O.; Pinho, J.A.G.B.","Holst, B.K.","WGS84","Magnoliopsida","SR","none","none","LATIN_AMERICA","Suriname","EUROPE",NA,"1970","K000812378","K000812378",NA,NA,NA,"Vicinity of camp on W bank of Zuid River, across river from Central Suriname Nature Reserve, ca 10km SSE of Kayserberg Airstrip.","4519388948","Herbarium","http://specimens.kew.org/herbarium/K000812378","Calyptranthes fasciculata O.Berg",NA,"Mata de terra firme.","Arbusto de 4m de altura; flor cor-de-creme.","Myrtaceae",NA,NA,NA,NA,"Label",NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/e4e79c0887b584b26c726f63003e2204.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"2270684789","Calyptranthes fasciculata O.Berg",1.925191,-66.078172,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:07.356+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Amazonas",NA,1998,1,12,"1998-01-12",12,12,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:07.356+00:00",FALSE,"774931","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"264847","Leo Nico","Bruce K. Holst","WGS84","Magnoliopsida","VE","none","none","LATIN_AMERICA","Venezuela (Bolivarian Republic of)","NORTH_AMERICA",NA,"3","774931","ASU0009009",NA,"ASU",NA,"Rio Siapa, Raudal de Cano Negro.","2270684789","Plants","40232182-afb7-483d-b09b-02e5f41608a8","Calyptranthes fasciculata O.Berg",NA,"River edge, white or black water. Alluvial plain height.",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes",NA,"2005-01-01T00:00:00",NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=774931","40232182-afb7-483d-b09b-02e5f41608a8",NA,"33792","http://creativecommons.org/licenses/by-nc/3.0/","Carlos","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,2e+05,"alorozco","Arbol de 8-10m; frutos verdes.","reviewed - high confidence","Curame hoja roja. Arbol de 8-10 m. Frutos verdes.","GoogleEarth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009009a_lg.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
"1456287409","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra",3.17778,-58.6736,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:47.285+00:00",403,"PRESERVED_SPECIMEN","PRESENT",10855033,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Myrcia","fasciculata","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","U. Takutu-U. Essequibo",NA,1997,2,11,"1997-02-11",42,42,"2024-07-12T15:57:00.000+00:00","2024-08-02T12:39:47.285+00:00",FALSE,"http://n2t.net/ark:/65665/3a4305307-6ece-4a6e-9128-2c099511b6e5","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",TRUE,"NMNH Extant Biology",NA,"H. D. Clarke",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA",NA,"3496","http://n2t.net/ark:/65665/3a4305307-6ece-4a6e-9128-2c099511b6e5","US 3400857","urn:lsid:biocol.org:col:15463","US",NA,"Rewa River; gorge below Great Falls","1456287409","US","http://n2t.net/ark:/65665/3a4305307-6ece-4a6e-9128-2c099511b6e5","Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","South America - Neotropics, Guyana, U. Takutu-U. Essequibo","Dense forest & riparian vegetation on brown sand with granite outcropping; with Ceiba, Ananas & Combretum",NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",90,NA,NA,NA,NA,NA,NA,1,"11 February 1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3edad0982-88d2-4956-81e5-7b3baa6c458d","http://creativecommons.org/licenses/by-sa/3.0/"
"4519392327","Calyptranthes fasciculata O.Berg",1.840833,-59.083333,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:29.304+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181369,6,7707728,220,690,5014,3173889,10855033,10855033,"Myrcia fasciculata (O.Berg) K.Campbell & K.Samra","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia fasciculata","Calyptranthes","fasciculata","SPECIES","SYNONYM","LC","SOUTH_AMERICA",NA,NA,1997,5,18,"1997-05-18T00:00",138,138,NA,"2024-08-02T01:15:29.304+00:00",FALSE,"K000565154","none","none",NA,NA,TRUE,NA,NA,"Clarke, H.D.;","Holst, B.K.","WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","EUROPE",NA,"4661","K000565154","K000565154",NA,NA,NA,"Kassikaityu R, 0-1 km N of landing at terminus of trail from Kuyuwini R","4519392327","Herbarium","http://specimens.kew.org/herbarium/K000565154","Calyptranthes fasciculata O.Berg",NA,"Dense forest on brown sand","Tree, 5 m; sepals green, petals & stamens white","Myrtaceae",NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/2cd8d50c60accb1434249fcd1d50841c.jpg","http://creativecommons.org/licenses/by-sa/3.0/"
