"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","license","isSequenced","identifier","facts","relations","isInCluster","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","catalogNumber","georeferenceProtocol","municipality","locality","gbifID","collectionCode","occurrenceID","higherClassification","name","habitat","eventRemarks","stateProvince","modified","references","institutionKey","collectionKey","otherCatalogNumbers","http...unknown.org.recordID","taxonID","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","collectionID","datasetName","preparations","rightsHolder","institutionID","nomenclaturalCode","verbatimEventDate","county","language","type","verbatimElevation","identifiedBy","taxonRemarks","associatedTaxa","identificationQualifier","reproductiveCondition","gadm","associatedOccurrences","individualCount","lifeStage","elevationAccuracy","island","typeStatus","dynamicProperties","fieldNumber","verbatimLocality","disposition","accessRights","acceptedNameUsage","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","islandGroup","organismID","ownerInstitutionCode","media_url"
"4519385934","Calyptranthes laevigata Urb. & Ekman",19.371667,-71.324722,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:33.280+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181691,6,7707728,220,690,5014,3173889,10790060,10790060,"Myrcia neolaevigata K.Campbell & Peguero","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neolaevigata","Calyptranthes","laevigata","SPECIES","SYNONYM","NE",588,"NORTH_AMERICA","Santiago Rodriguez",2013,5,23,"2013-05-23T00:00",143,143,"2024-08-02T01:15:33.280+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"K000812335","none","none",FALSE,"Clase, T.; Peguero, B.; Toribio, P.","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","7421","K000812335","K000812335","Estimate","Santiago Rodriguez","Moncion, yendo hacia La Leonor, aproximadamenta 3km, después del cruce de La Maguana, cercano al camino","4519385934","Herbarium","http://specimens.kew.org/herbarium/K000812335","Myrtaceae","Calyptranthes laevigata Urb. & Ekman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/c5092dcacde3f7b0925862137a5c570b.jpg"
"4519387954","Calyptranthes laevigata Urb. & Ekman",19.533333,-71.5,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:33.188+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181691,6,7707728,220,690,5014,3173889,10790060,10790060,"Myrcia neolaevigata K.Campbell & Peguero","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neolaevigata","Calyptranthes","laevigata","SPECIES","SYNONYM","NE",314,"NORTH_AMERICA","Dajabon",2013,5,24,"2013-05-24T00:00",144,144,"2024-08-02T01:15:33.188+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"K000812337","none","none",FALSE,"Clase, T.; Peguero, B.; Toribio, P.","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","7475","K000812337","K000812337","Estimate","Dajabon","Municipo Partido, subiendo hacia los nacimientos o la cabecera del rio Maguaca, en las margenes de un arroyo afluente del mismo.","4519387954","Herbarium","http://specimens.kew.org/herbarium/K000812337","Myrtaceae","Calyptranthes laevigata Urb. & Ekman","bosque mixto impactado por corte de madera","Arbusto de 2.5m, con botones.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/11852490ebde11c7fcc99a2b12605701.jpg"
"4519389968","Calyptranthes laevigata Urb. & Ekman",19.371667,-71.324722,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:48.318+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181691,6,7707728,220,690,5014,3173889,10790060,10790060,"Myrcia neolaevigata K.Campbell & Peguero","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neolaevigata","Calyptranthes","laevigata","SPECIES","SYNONYM","NE",707,"NORTH_AMERICA","San Jose de Las Matas",2011,11,23,"2011-11-23T00:00",327,327,"2024-08-02T01:14:48.318+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"K000812343","none","none",FALSE,"Clase, T.; Peguero, B.; Toribio, P.","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","7230","K000812343","K000812343","Estimate","San Jose de Las Matas","Distrito Municipal El Rubio, comunidad Los Ramones, en el camino yendo hacia Jicome.","4519389968","Herbarium","http://specimens.kew.org/herbarium/K000812343","Myrtaceae","Calyptranthes laevigata Urb. & Ekman","Vegetación natural sobre suelos serpentinos","Arbusto con botones y flores blancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/efef9884a34dffee1a3d3a33a34dcc12.jpg"
"2270557101","Calyptranthes laevigata Urb. & Ekman",18.651944,-69.974167,"cdc,gass84,preneglat,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.062+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181691,6,7707728,220,690,5014,3173889,10790060,10790060,"Myrcia neolaevigata K.Campbell & Peguero","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neolaevigata","Calyptranthes","laevigata","SPECIES","SYNONYM","NE",170,"NORTH_AMERICA",NA,2009,5,25,"2009-05-25",145,145,"2024-08-01T20:02:16.062+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"3101174","none","none",TRUE,"E. J. Lucas; A. C. Araujo, T. Ulian, A. Veloz, J. Coronado, W. Agramonte","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","1109","3101174","ASU0057287",NA,NA,"Mun. Santo Domingo Norte, Sierra Prieta, carreteria Sierra Prieta proxima 500 m de Campo de tiro.","2270557101","Plants","723547e0-6991-46a1-b690-4603a1add30e","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes","Calyptranthes laevigata Urb. & Ekman","Humid 'bosque', clay soil, border of track in shade.",NA,"Santo Domingo","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3101174","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","278054","723547e0-6991-46a1-b690-4603a1add30e","47706","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Material coletado en silica.; Small, single trunked tree to 5.5 m, branching from ca. 4 m, flowers white, bark grey.","alorozco","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0057/ASU0057287a_lg.jpg"
"2270558599","Calyptranthes laevigata Urb. & Ekman",18.651944,-69.974167,"cdc,gass84,preneglat,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.317+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181691,6,7707728,220,690,5014,3173889,10790060,10790060,"Myrcia neolaevigata K.Campbell & Peguero","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neolaevigata","Calyptranthes","laevigata","SPECIES","SYNONYM","NE",170,"NORTH_AMERICA",NA,2009,5,25,"2009-05-25",145,145,"2024-08-01T20:02:16.317+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"3101175","none","none",TRUE,"E. J. Lucas; A. C. Araujo, T. Ulian, A. Veloz, J. Coronado, W. Agramonte","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","1110","3101175","ASU0057288",NA,NA,"Mun. Santo Domingo Norte, Sierra Prieta, carreteria Sierra Prieta proxima 500 m de Campo de tiro.","2270558599","Plants","dea423ff-b4b1-4fca-a108-33d193774722","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes","Calyptranthes laevigata Urb. & Ekman","Humid 'bosque', clay soil, border of track in shade.",NA,"Santo Domingo","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3101175","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","278055","dea423ff-b4b1-4fca-a108-33d193774722","47706","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Material coletado en silica.; Small, twisted single trunked tree to 5.5 m, branching from ca. 4 m, bark grey.","alorozco","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0057/ASU0057288_lg.jpg"
"4519381794","Calyptranthes laevigata Urb. & Ekman",18.651944,-69.974167,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:31.585+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181691,6,7707728,220,690,5014,3173889,10790060,10790060,"Myrcia neolaevigata K.Campbell & Peguero","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neolaevigata","Calyptranthes","laevigata","SPECIES","SYNONYM","NE",170,"NORTH_AMERICA","Mun. Santo Domingo Norte",2009,5,25,"2009-05-25T00:00",145,145,"2024-08-02T01:14:31.585+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"K000276026","none","none",TRUE,"Araújo, A.C.; E.J.Lucas, T.Ulian, A.Veloz, J.Coronado. W.Agramonte","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","1793","K000276026","K000276026","Label","Mun. Santo Domingo Norte","Sierra Prieta, carreteria Sierra Prieta proxima 500 m de Campo de tiro","4519381794","Herbarium","http://specimens.kew.org/herbarium/K000276026","Myrtaceae","Calyptranthes laevigata Urb. & Ekman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lucas, E & Araujo, A., 2009","Slender tree to 4 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/5fa1be5c3dc0cc6d262a02a09b39a7e9.jpg"
"2270672200","Calyptranthes laevigata Urb. & Ekman",18.65,-69.9667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.638+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181691,6,7707728,220,690,5014,3173889,10790060,10790060,"Myrcia neolaevigata K.Campbell & Peguero","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neolaevigata","Calyptranthes","laevigata","SPECIES","SYNONYM","NE",NA,"NORTH_AMERICA",NA,1995,7,1,"1995-07-01",182,182,"2024-08-01T20:02:05.638+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"761712","none","none",FALSE,"A. Veloz; A. Luisa Monegro, R. Garcia y M. Mejia","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","35","761712","ASU0008828",NA,NA,"Rep. Dominicana: Distrito Nacional, Sierra Prieta, noroeste de Villa Mella, camino de Yamasa, al norte de la Loma Sierra Prieta.","2270672200","Plants","8367b800-7721-418c-8386-88cc1237a304","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes","Calyptranthes laevigata Urb. & Ekman","Sobre suelo serpentino, afloramiento de rocas y poca materia organica.",NA,"Distrito Nacional","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=761712","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","255502","8367b800-7721-418c-8386-88cc1237a304","47706","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 4m, con botones y frutos verde-rojizos.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecologicallyOccursWith: Croton impressus|ecologicallyOccursWith: Piptocoma rufescens|ecologicallyOccursWith: Byrsonima crassifolia|ecologicallyOccursWith: Scolosanthus densiflorusy|ecologicallyOccursWith: Phyllanthus nummularoides","cf.","flowers and fruits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008828_lg.jpg"
"2270674189","Calyptranthes laevigata Urb. & Ekman",18.3167,-69.9667,"gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.585+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181691,6,7707728,220,690,5014,3173889,10790060,10790060,"Myrcia neolaevigata K.Campbell & Peguero","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neolaevigata","Calyptranthes","laevigata","SPECIES","SYNONYM","NE",NA,NA,NA,1995,8,12,"1995-08-12",224,224,"2024-08-01T20:02:05.585+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"761714","none","none",FALSE,"A. Veloz; Luisa Monegro, F. Jimenez y O.P. Perdomo","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","286","761714","ASU0008827",NA,NA,"Rep. Dominicana: Distrito Nacional, Sierra Prieta, noroeste de Villa Mella, camino de Yamasa, en las margenes de un arroyo sin nombre, que nace en la vertiente Noroeste de la Loma Sierra Prieta.","2270674189","Plants","d9706c10-8f18-4908-b283-b5a22139830f","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes","Calyptranthes laevigata Urb. & Ekman","Sobre suelo serpentino.",NA,"Distrito Nacional","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=761714","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","255504","d9706c10-8f18-4908-b283-b5a22139830f","47706","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 4m, con frutos verdes.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cf.","fruits","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008827_lg.jpg"
"2270674904","Calyptranthes laevigata Urb. & Ekman",19.5,-71.5667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.621+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181691,6,7707728,220,690,5014,3173889,10790060,10790060,"Myrcia neolaevigata K.Campbell & Peguero","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neolaevigata","Calyptranthes","laevigata","SPECIES","SYNONYM","NE",NA,"NORTH_AMERICA",NA,1989,6,17,"1989-06-17",168,168,"2024-08-01T20:02:05.621+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"761716","none","none",TRUE,"R. Garcia; J. Pimentel, M. Colella","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","2718","761716","ASU0008831",NA,NA,"Rep. Dominicana: Cordillera Central: Prov. Dejabon; E de Santiago de la Cruz, en el lugar llamado Pinar Claro, en la orilla del Rio Chacuey. Aprox. 3km. SO del puente sobre el Rio en la carretera Dejabon-Partido: zona de serpentina.","2270674904","Plants","bbbc97b0-a54e-4894-8654-f53ef60a7e00","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes","Calyptranthes laevigata Urb. & Ekman",NA,NA,"Dajabon","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=761716","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","221012","bbbc97b0-a54e-4894-8654-f53ef60a7e00","47706","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbusto, 3m. De alto; fruto verde.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.R. Landrum, 2005.",NA,"ecologicallyOccursWith: Zombia|ecologicallyOccursWith: Eugenia|ecologicallyOccursWith: Vitrex y Manilkara",NA,"fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008831_lg.jpg"
"2270466763","Calyptranthes laevigata Urb. & Ekman",19.35,-71.2667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.687+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3181691,6,7707728,220,690,5014,3173889,10790060,10790060,"Myrcia neolaevigata K.Campbell & Peguero","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neolaevigata","Calyptranthes","laevigata","SPECIES","SYNONYM","NE",NA,"NORTH_AMERICA",NA,1987,6,10,"1987-06-10",161,161,"2024-08-01T20:02:08.687+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"1110676","none","none",TRUE,"R. Garcia; J. Pimentel","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","2273","1110676","ASU0008830",NA,NA,"Rep. Dominicana: Cordillera Central: Prov. Santiago Rodriguez: Moncion: al S de la Meseta de la carretera hacia La Leonor, proximo a las margenes del Rio Toma, lado N del cruce sobre el rio.","2270466763","Plants","f225f6d8-b3dc-4f1f-83b3-dcddc957fb00","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Calyptranthes","Calyptranthes laevigata Urb. & Ekman","Vegetacion con abundantes arbustos.",NA,"Santiago Rodriguez","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1110676","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","223408","f225f6d8-b3dc-4f1f-83b3-dcddc957fb00","47706","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbusto de 3m.de alto, botones florales rojizos.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.R. Landrum, 2005.",NA,"ecologicallyOccursWith: Rondeletia|ecologicallyOccursWith: Eugenia|ecologicallyOccursWith: Guettarda y Pychotria",NA,"flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008830a_lg.jpg"
