"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","institutionID","dynamicProperties","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","occurrenceRemarks","name","fieldNotes","dateIdentified","elevation","elevationAccuracy","gadm","individualCount","higherGeography","habitat","verbatimEventDate","georeferenceProtocol","higherClassification","collectionID","eventRemarks","nomenclaturalCode","references","http...unknown.org.recordID","taxonID","rights","http...unknown.org.recordEnteredBy","preparations","type","locationRemarks","fieldNumber","verbatimLocality","language","identificationRemarks","verbatimElevation","associatedTaxa","county","identificationQualifier","reproductiveCondition","georeferencedDate","georeferenceSources","typeStatus","nomenclaturalStatus","ownerInstitutionCode","bibliographicCitation","organismID","accessRights","media_url","license"
"2029278509","Myrcia saxatilis (Amshoff) McVaugh",-7.136667,-58.226667,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:50.987+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174595,6,7707728,220,690,5014,3173889,9827818,9827818,"Myrcia saxatilis (Amshoff) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia saxatilis","Myrcia","saxatilis","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Amazonas",2018,12,8,"2018-12-08",342,342,"2023-06-29T23:15:58.000+00:00","2024-08-01T12:21:50.987+00:00",FALSE,"urn:catalog:JBRJ:RB:1406765","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 783152","P. Labiak; R. C. Forzza; L. Piva; L. Durães","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","7508","urn:catalog:JBRJ:RB:1406765","04.936.616/0001-20","{""project"" : ""Programa de Monitoramento da Biodiversidade - ICMBio""}","Maués","Campinarana. Cerca de 1.3 Km a partir da margem esquerda do Rio Tapajós, ca. 25 Km ao Norte da Comunidade da Barra de São Manoel. Parque Nacional do Juruena","RB","2029278509","urn:catalog:JBRJ:RB:1406765","RB01406765","JBRJ","Arvoreta 2 m. Frutos verdes.","Myrcia saxatilis (Amshoff) McVaugh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/40/67/65/01406765.jpg","http://creativecommons.org/licenses/by/4.0/"
"2312219178","Myrcia saxatilis (Amshoff) McVaugh",-1.44,-61.188889,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:51.633+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174595,6,7707728,220,690,5014,3173889,9827818,9827818,"Myrcia saxatilis (Amshoff) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia saxatilis","Myrcia","saxatilis","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Roraima",2017,11,16,"2017-11-16",320,320,"2023-07-04T16:01:57.000+00:00","2024-08-01T12:21:51.633+00:00",FALSE,"urn:catalog:JBRJ:RB:1414998","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 790610","I.M.S. Dácio","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","1316","urn:catalog:JBRJ:RB:1414998","04.936.616/0001-20",NA,"Caracaraí","Conglomerado RR 334; Subunidade 1, subparcela 10, indivíduo 9.","RB","2312219178","urn:catalog:JBRJ:RB:1414998","RB01414998","JBRJ",NA,"Myrcia saxatilis (Amshoff) McVaugh","Pouco substrato, campinarana baixa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/41/49/98/01414998.jpg","http://creativecommons.org/licenses/by/4.0/"
"2512707245","Myrcia saxatilis (Amshoff) McVaugh",-0.18,-61.188889,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:52.402+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174595,6,7707728,220,690,5014,3173889,9827818,9827818,"Myrcia saxatilis (Amshoff) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia saxatilis","Myrcia","saxatilis","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Roraima",2017,11,16,"2017-11-16",320,320,"2023-07-05T22:36:43.000+00:00","2024-08-01T12:21:52.402+00:00",FALSE,"urn:catalog:JBRJ:RB:1423932","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 799263","L.A.S. Santos","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","3989","urn:catalog:JBRJ:RB:1423932","04.936.616/0001-20","{""project"" : ""Plantas - Roraima ""}","Rorainópolis","Congl. RR_490. Subunidade 2. Subparcela 10. Indivíduo 3.","RB","2512707245","urn:catalog:JBRJ:RB:1423932","RB01423932","JBRJ",NA,"Myrcia saxatilis (Amshoff) McVaugh","Área de campinarana. Solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/42/39/32/01423932.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424486017","Myrcia saxatilis (Amshoff) McVaugh",0.188889,-63.168056,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:45.176+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174595,6,7707728,220,690,5014,3173889,9827818,9827818,"Myrcia saxatilis (Amshoff) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia saxatilis","Myrcia","saxatilis","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Amazonas",2014,4,17,"2014-04-17",107,107,"2017-10-18T19:09:01.000+00:00","2024-08-01T12:21:45.176+00:00",FALSE,"urn:catalog:JBRJ:RB:865734","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 601591","R. Goldenberg; P.H. Labiak, R.C. Forzza, A.M. Amorim, L. Freitas, F. Obermüller & R. Barbosa-Silva","M.SOBRAL","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","1910","urn:catalog:JBRJ:RB:865734","04.936.616/0001-20",NA,"Barcelos","Rio Aracá, comunidade de Bacuquara.","RB","1424486017","urn:catalog:JBRJ:RB:865734","RB00865734","JBRJ","Arbusto 2m, sobre areia; frutos vinosos","Myrcia saxatilis (Amshoff) McVaugh",NA,"2015-06-24T00:00:00",37.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/86/57/34/00865734.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424461430","Myrcia saxatilis (Amshoff) McVaugh",-9.221667,-43.488889,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:44.565+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174595,6,7707728,220,690,5014,3173889,9827818,9827818,"Myrcia saxatilis (Amshoff) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia saxatilis","Myrcia","saxatilis","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Piauí",2013,2,20,"2013-02-20",51,51,"2020-06-07T05:34:22.000+00:00","2024-08-01T12:21:44.565+00:00",FALSE,"urn:catalog:JBRJ:RB:807044","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 584020","G. Martinelli; N.Pougy, E.Fernandez, L.Santos, D.Judice, D.Maurenza, T.Lima, M.Moraes","M.Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","18048","urn:catalog:JBRJ:RB:807044","04.936.616/0001-20","{""project"" : ""Projeto Inventário em Áreas Prioritárias para Conservação""}","Caracol","Parque Nacional da Serra das Confusões. entre o Portal do Parque e a descida da Serra das Confusões.","RB","1424461430","urn:catalog:JBRJ:RB:807044","RB00807044","JBRJ","arbusto, 2,70m, heliófila; folhas de cor verde, discolores; flores em boões de cor verde, corola fechada de cor rósea.","Myrcia saxatilis (Amshoff) McVaugh",NA,"2019-07-01T00:00:00",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/80/70/44/00807044.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424474504","Myrcia saxatilis (Amshoff) McVaugh",-4.222778,-41.678889,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:43.497+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174595,6,7707728,220,690,5014,3173889,9827818,9827818,"Myrcia saxatilis (Amshoff) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia saxatilis","Myrcia","saxatilis","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Piauí",2013,10,29,"2013-10-29",302,302,"2019-08-01T21:00:39.000+00:00","2024-08-01T12:21:43.497+00:00",FALSE,"urn:catalog:JBRJ:RB:838008","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 593456","E.M.Saddi; Pedro Samor, Pablo Gomes & Rafael Bruno","M.Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","972","urn:catalog:JBRJ:RB:838008","04.936.616/0001-20","{""project"" : ""LT Presidente Dutra - Teresina II - Sobral III""}","Piripiri","Ponto C5 referente aos estudos para o EIA da LT Presidente Dutra - Teresina II - Sobral III.","RB","1424474504","urn:catalog:JBRJ:RB:838008","RB00838008","JBRJ","Árvore com cerca de 5m de altura. Flores alvas. Beira de Rio.","Myrcia saxatilis (Amshoff) McVaugh",NA,"2019-07-01T00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/83/80/8/00838008.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424432157","Myrcia saxatilis (Amshoff) McVaugh",1.282222,-61.7425,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:45.163+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174595,6,7707728,220,690,5014,3173889,9827818,9827818,"Myrcia saxatilis (Amshoff) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia saxatilis","Myrcia","saxatilis","SPECIES","SYNONYM","LC","SOUTH_AMERICA","Roraima",2012,3,22,"2012-03-22",82,82,"2017-10-18T17:23:18.000+00:00","2024-08-01T12:21:45.163+00:00",FALSE,"urn:catalog:JBRJ:RB:743145","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 562282","R.C. Forzza; G. Martinelli; D.P. Costa; M.A. Moraes; M.A.Nadruz; S. Gallucci & P. Benevides","DFLIMA","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","6856","urn:catalog:JBRJ:RB:743145","04.936.616/0001-20",NA,"Caracaraí","Campinarana com buritis e capões de mata. Parque Nacional Serra da Mocidade","RB","1424432157","urn:catalog:JBRJ:RB:743145","RB00743145","JBRJ","Arbusto, cerca de 1 metro de altura. Frutos negros.","Myrcia saxatilis (Amshoff) McVaugh",NA,"2016-07-01T00:00:00",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/74/31/45/00743145.jpg","http://creativecommons.org/licenses/by/4.0/"
"1318239602","Myrcia saxatilis (Amshoff) McVaugh",4.19111,-52.1435,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:00.262+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3174595,6,7707728,220,690,5014,3173889,9827818,9827818,"Myrcia saxatilis (Amshoff) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia saxatilis","Myrcia","saxatilis","SPECIES","SYNONYM","LC","SOUTH_AMERICA",NA,2011,3,12,"2011-03-12",71,71,"2023-11-06T15:01:00.000+00:00","2024-08-02T12:41:00.262+00:00",FALSE,"http://n2t.net/ark:/65665/32dddb362-e27f-461e-b663-c9c5d1510f01","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,"NMNH Extant Biology",NA,"T. B. Croat & G. Ferry","Holst, Bruce K.","WGS84","Magnoliopsida","GF","none","none","LATIN_AMERICA","French Guiana","NORTH_AMERICA",NA,"102946","http://n2t.net/ark:/65665/32dddb362-e27f-461e-b663-c9c5d1510f01","urn:lsid:biocol.org:col:15463",NA,NA,"Cayenne. Trail to La Virginie Inselberg located S of N2 Hwy between Regina and St Georges.","US","1318239602","http://n2t.net/ark:/65665/32dddb362-e27f-461e-b663-c9c5d1510f01","US 3672545","US",NA,"Myrcia saxatilis (Amshoff) McVaugh",NA,NA,96.5,23.5,NA,1,"South America - Neotropics, French Guiana","In forest along trail and on granite stones of inselberg","12 Mar 2011","Label","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3e23c0bc4-0c79-446e-ac26-a56741db468c","http://creativecommons.org/licenses/by/4.0/"
"4519389302","Myrcia saxatilis (Amshoff) McVaugh",4.091667,-52.7,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:43.768+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3174595,6,7707728,220,690,5014,3173889,9827818,9827818,"Myrcia saxatilis (Amshoff) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia saxatilis","Myrcia","saxatilis","SPECIES","SYNONYM","LC","SOUTH_AMERICA",NA,2007,10,17,"2007-10-17T00:00",290,290,NA,"2024-08-02T01:14:43.768+00:00",FALSE,"K000565627","none","none",NA,NA,FALSE,NA,NA,"Delnatte, C.; Norden, N., Delarboulas, T.","Delnatte, C.","WGS84","Magnoliopsida","GF","none","none","LATIN_AMERICA","French Guiana","EUROPE",NA,"1506","K000565627",NA,NA,NA,"Reserve Naturelle des Nouragues, Iayon Inselberg. Entre le premier et le deuxieme plateau","Herbarium","4519389302","http://specimens.kew.org/herbarium/K000565627","K000565627",NA,NA,"Myrcia saxatilis (Amshoff) McVaugh",NA,"2009-01-01T00:00:00",300,NA,NA,NA,NA,"Foret basse d'Inselberg",NA,NA,"Myrtaceae",NA,"Arbuste, Bouton floral. Les axes les plus jeunes sont couvert d'un tomentum. Feuilles opposees coriaces, courtement petiolees. Inflorescence axillaire a l'aisselle des dernieres feuilles. Limbe lanceole. Boutons floraux rouges.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/41a214a48a202377042b7e18084da0fd.jpg","http://creativecommons.org/licenses/by/4.0/"
"4519393799","Myrcia saxatilis (Amshoff) McVaugh",3.5125,-52.32,"cdc,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:32.101+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3174595,6,7707728,220,690,5014,3173889,9827818,9827818,"Myrcia saxatilis (Amshoff) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia saxatilis","Myrcia","saxatilis","SPECIES","SYNONYM","LC","SOUTH_AMERICA",NA,2007,11,29,"2007-11-29T00:00",333,333,NA,"2024-08-02T01:15:32.101+00:00",FALSE,"K000752013","none","none",NA,NA,FALSE,NA,NA,"Granville, J.J de.; Chevillotte, H. Crozier, F. Pascal, L. Petit, J.M. Ricot, S.","Crozier, F.","WGS84","Magnoliopsida","GF","none","none","LATIN_AMERICA","French Guiana","EUROPE",NA,"17555","K000752013",NA,NA,NA,"Pic du Grand Croissant Est","Herbarium","4519393799","http://specimens.kew.org/herbarium/K000752013","K000752013",NA,NA,"Myrcia saxatilis (Amshoff) McVaugh",NA,"2008-01-01T00:00:00",2,NA,NA,NA,NA,NA,NA,NA,"Myrtaceae",NA,"Inflorescence dressee. Fleurs blanches.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/b41c3cb223ca18c04d176cb08cad8db1.jpg","http://creativecommons.org/licenses/by/4.0/"
