"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","elevation","elevationAccuracy","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","identifiedBy","preparations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","habitat","institutionID","nomenclaturalCode","verbatimEventDate","georeferenceProtocol","locality","county","collectionCode","gbifID","language","occurrenceID","type","catalogNumber","institutionCode","identificationRemarks","verbatimElevation","collectionID","georeferenceSources","name","networkKeys","gadm","modified","fieldNumber","verbatimLocality","media_url"
"1931166643","Myrcia siriacoana Glaz.",-16.0538443,-48.809142,"cdrep,cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:21.542+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3717005,6,7707728,220,690,5014,3173889,3717005,3717005,"Myrcia siriacoana Glaz.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia siriacoana","Myrcia","siriacoana","SPECIES","DOUBTFUL","NE","2008-01-01T00:00:00",5000,975,0,"SOUTH_AMERICA","Goiás",1965,11,30,"1965-11-30",334,334,"2024-07-21T05:16:21.542+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983314","http://creativecommons.org/licenses/by/4.0/",FALSE,"f078c12b-2008-4d99-892e-dc4ec3e3d223","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",FALSE,"Vascular plants","H. S. Irwin","J. E. Q. de Faria","sheet","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","10783","f078c12b-2008-4d99-892e-dc4ec3e3d223","Rocky cerrado, ""canga"" soil","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","30 Nov 1965","online gazetteer","Serra dos Pirineus, ca. 14 km S. of Corumbá de Goiás","Abadiânia Mun.","NY","1931166643","en","f078c12b-2008-4d99-892e-dc4ec3e3d223","PhysicalObject","00906916","NY","Duplicate specimen at herb. UB--139687   identified as such.","3199 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","speciesLink (http://splink.cria.org.br/)","Myrcia siriacoana Glaz.",NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2155/026/00906916.jpg"
