"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","gadm","informationWithheld","networkKeys","infraspecificEpithet","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","verbatimElevation","higherClassification","typeStatus","preparations","language","type","identificationRemarks","collectionID","higherGeography","dynamicProperties","fieldNumber","disposition","accessRights","reproductiveCondition","otherCatalogNumbers","occurrenceRemarks","georeferenceProtocol","georeferenceRemarks","organismID","locationID","ownerInstitutionCode","georeferenceSources","rights","http...unknown.org.recordID","http...unknown.org.recordEnteredBy","media_url"
"1228521741","Psidium galapageium Hook.f., 1847",-1.4628,-78.1869,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:49.034+00:00",313,"PRESERVED_SPECIMEN","PRESENT",7330673,6,7707728,220,690,5014,3187232,7330673,7330673,"Psidium galapageium Hook.f., 1847","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium galapageium","Psidium","galapageium","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,NA,NA,NA,NA,NA,NA,"2023-03-01T15:40:00.000+00:00","2024-01-25T10:59:49.034+00:00",NA,"http://creativecommons.org/licenses/by-nc-sa/3.0/",FALSE,"34d82ff1-1a7f-436e-9677-2c8055ffbee4","none","none",FALSE,"seeds-22-sep-2023","H. K. Svenson",NA,"WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","NORTH_AMERICA","The Field Museum of Natural History","34d82ff1-1a7f-436e-9677-2c8055ffbee4",NA,NA,NA,"Botany","1228521741","34d82ff1-1a7f-436e-9677-2c8055ffbee4",NA,"V0121046F","F",NA,NA,NA,"Psidium galapageium Hook.f., 1847",NA,NA,NA,NA,"689b4219-8256-4c6e-890b-2e81405d4c58",NA,"223",NA,"F","ICBN","Ecuador",NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,NA,NA,NA,NA,"Botany","South America, Ecuador. [LL]",NA,NA,NA,"http://fieldmuseum.org/about/copyright-information",NA,NA,NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2764276","cc86ae40-02ee-47b5-91cf-94f7454a5175","F","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/532/482/V0121046F.jpg"
