"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","informationWithheld","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","gadm","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","identificationRemarks","elevation","institutionKey","collectionKey","datasetID","recordNumber","eventID","habitat","institutionID","nomenclaturalCode","locality","language","type","verbatimIdentification","vernacularName","ownerInstitutionCode","accessRights","higherClassification","collectionID","county","verbatimElevation","media_url"
"4520822264","Neomyrtus pedunculata (Hook.fil.) Allan",-43.8903,171.2594,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:26.079+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3188106,6,7707728,220,690,5014,3188105,3188106,3188106,"Neomyrtus pedunculata (Hook.fil.) Allan","Plantae","Tracheophyta","Myrtales","Myrtaceae","Neomyrtus","Neomyrtus pedunculata","Neomyrtus","pedunculata","SPECIES","ACCEPTED","NE","2018-03-07T00:00:00",NA,"OCEANIA","South Island, Canterbury",2018,1,22,"2018-01-22",22,22,"2020-09-15T20:55:03.000+00:00","2024-07-30T01:23:26.079+00:00","https://collections.tepapa.govt.nz/object/1759574","http://creativecommons.org/licenses/by-nc/4.0/",FALSE,"tepapa:collection/object/1759574","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","Dirk Albach","Antony Kusabs","WGS84","Magnoliopsida","NZ",NA,NA,"OCEANIA","New Zealand","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1759574",NA,NA,"22 Jan 2018",NA,"WELT","4520822264","tepapa:collection/object/1759574",NA,"SP107340","NMNZ",NA,NA,"tepapa:collection/identification/1759574/21510","Neomyrtus pedunculata (Hook.fil.) Allan",NA,NA,"WIKIDATA","https://www.wikidata.org/wiki/Q21341459","ORCID","https://orcid.org/0000-0002-4829-5333",NA,350,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550","tepapa:collection/dataset/plants","DCA 1633","tepapa:collection/fieldcollection/302041","lowland forest","https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","ICBN","Peel Forest Park Scenic Reserve, Allan Track to Acland Falls","en","PhysicalObject","Neomyrtus pedunculata (Hook.f.) Allan","rohutu | routu | myrtle","NMNZ","https://data.tepapa.govt.nz/docs/","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Neomyrtus | pedunculata","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,"https://media.tepapa.govt.nz/collection/527860/preview"
"4520712882","Neomyrtus pedunculata (Hook.fil.) Allan",-44.7222,167.9494,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:26.088+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3188106,6,7707728,220,690,5014,3188105,3188106,3188106,"Neomyrtus pedunculata (Hook.fil.) Allan","Plantae","Tracheophyta","Myrtales","Myrtaceae","Neomyrtus","Neomyrtus pedunculata","Neomyrtus","pedunculata","SPECIES","ACCEPTED","NE","2020-06-10T00:00:00",NA,"OCEANIA","South Island, Fiordland",2018,1,26,"2018-01-26",26,26,"2021-01-31T20:31:56.000+00:00","2024-07-30T01:23:26.088+00:00","https://collections.tepapa.govt.nz/object/1777986","http://creativecommons.org/licenses/by-nc/4.0/",FALSE,"tepapa:collection/object/1777986","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","Dirk Albach","Dr David Glenny","WGS84","Magnoliopsida","NZ",NA,NA,"OCEANIA","New Zealand","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1777986",NA,NA,"26 Jan 2018",NA,"WELT","4520712882","tepapa:collection/object/1777986",NA,"SP107534","NMNZ",NA,NA,"tepapa:collection/identification/1777986/21510","Neomyrtus pedunculata (Hook.fil.) Allan",NA,NA,"WIKIDATA","https://www.wikidata.org/wiki/Q21341459","WIKIDATA","https://www.wikidata.org/wiki/Q18984971",NA,225,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550","tepapa:collection/dataset/plants","DCA 1678","tepapa:collection/fieldcollection/304329","beech forest","https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","ICBN","Fiordland National Park, The Chasm","en","PhysicalObject","Neomyrtus pedunculata (Hook.f.) Allan","rohutu | routu | myrtle","NMNZ","https://data.tepapa.govt.nz/docs/","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Neomyrtus | pedunculata","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,"https://media.tepapa.govt.nz/collection/630585/preview"
"1986724721","Neomyrtus pedunculata (Hook.fil.) Allan",-39.647857,175.723749,"cdc,colmafu,inmafu","df582950-3b58-11dc-8c19-b8a03c50a862","6b2f029b-7823-4b84-9c30-31ff364238fe","79214403-ef01-4407-9b02-4439cd3b78e1","6b2f029b-7823-4b84-9c30-31ff364238fe","NZ","EML","2024-07-07T13:13:22.377+00:00","2024-07-07T13:24:54.104+00:00",551,"PRESERVED_SPECIMEN","PRESENT",3188106,6,7707728,220,690,5014,3188105,3188106,3188106,"Neomyrtus pedunculata (Hook.fil.) Allan","Plantae","Tracheophyta","Myrtales","Myrtaceae","Neomyrtus","Neomyrtus pedunculata","Neomyrtus","pedunculata","SPECIES","ACCEPTED","NE","2018-10-22T00:00:00",NA,"OCEANIA","Wellington Land District",2018,10,22,"2018-10-22",295,295,"2023-09-22T18:13:26.660+00:00","2024-07-07T13:24:54.104+00:00","https://scd.landcareresearch.co.nz/Specimen/CHR_655505","http://creativecommons.org/licenses/by-nc/4.0/",FALSE,"5E10A1D4-E3DE-4A6E-864D-A9C66E136CA9","none","none",TRUE,NA,"K Maurin","K. Maurin","WGS84","Magnoliopsida","NZ","none","none","OCEANIA","New Zealand","OCEANIA","Manaaki Whenua - Landcare Research NZ Ltd.","5E10A1D4-E3DE-4A6E-864D-A9C66E136CA9",NA,NA,"22 Oct 2018","Taihape, Mataroa, Paengaroa Scenic Reserve","CHR","1986724721","5E10A1D4-E3DE-4A6E-864D-A9C66E136CA9",NA,"CHR 655505","CHR",NA,NA,"431367","Neomyrtus pedunculata (Hook.fil.) Allan",NA,NA,NA,NA,NA,NA,NA,521,"4ffd9b7a-c41f-41c1-b612-7c0c46aa6264","f656e84f-12b2-461a-b128-dd58fb9104d8",NA,"100",NA,"Native forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rangitikei","521 m","http://data.landcareresearch.co.nz/Image/45CB/NZVH"
