"key","scientificName","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","gadm","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","isInCluster","recordedBy","preparations","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","informationWithheld","institutionID","nomenclaturalCode","verbatimEventDate","verbatimLocality","gbifID","occurrenceID","disposition","catalogNumber","locationRemarks","previousIdentifications","institutionCode","ownerInstitutionCode","occurrenceRemarks","reproductiveCondition","name","collectionKey","datasetName","locality","collectionCode","language","type","verbatimElevation","collectionID","networkKeys","individualCount","lifeStage","elevation","higherGeography","modified","island","higherClassification","decimalLatitude","decimalLongitude","geodeticDatum","eventRemarks","identifiedBy","nomenclaturalStatus","taxonID","bibliographicCitation","typeStatus","islandGroup","organismID","accessRights","otherCatalogNumbers","dynamicProperties","fieldNumber","media_url"
"1451071678","Eugenia pitoniana Urb. & Ekman","cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:34.450+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417696,6,7707728,220,690,5014,3177662,5557113,5557113,"Eugenia picardae Krug & Urb. ex Urb","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia picardae","Eugenia","pitoniana","SPECIES","SYNONYM","NE","NORTH_AMERICA",NA,"none",1928,3,30,"1928-03-30T00:00",90,90,"2024-08-02T01:15:34.450+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"K001002628","none","none","fa252605-26f6-426c-9892-94d071c2c77f",TRUE,"Ekman., E.L.",NA,"Magnoliopsida","HT","none","none","LATIN_AMERICA","Haiti","EUROPE",NA,"9817","K001002628",NA,NA,NA,NA,NA,"1451071678","http://specimens.kew.org/herbarium/K001002628",NA,"K001002628",NA,NA,"K",NA,NA,NA,"Eugenia pitoniana Urb. & Ekman",NA,NA,"Massif du Nord, Port-de-Paix, Haut-Piton, 'Laubwald'","Herbarium",NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,NA,NA,NA,"Myrtaceae",19.95,-72.833333,"WGS84","Arbor parva, not rare.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/8d0fd98cf7823ed1f546114542ca8b18.jpg"
