"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","informationWithheld","occurrenceRemarks","identificationRemarks","identifiedByIDs.type","identifiedByIDs.value","recordedByIDs.type","recordedByIDs.value","networkKeys","elevation","elevationAccuracy","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","county","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","verbatimElevation","collectionID","otherCatalogNumbers","http...unknown.org.recordID","associatedTaxa","rights","http...unknown.org.recordEnteredBy","higherClassification","reproductiveCondition","georeferenceProtocol","georeferenceRemarks","organismID","locationID","accessRights","georeferenceSources","individualCount","gadm","georeferencedBy","georeferenceVerificationStatus","preparations","georeferencedDate","language","locationRemarks","typeStatus","typifiedName","nomenclaturalStatus","bibliographicCitation","dynamicProperties","fieldNumber","infraspecificEpithet","disposition","eventID","footprintSRS","verbatimIdentification","municipality","media_url"
"1228219977","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:12.914+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1940,3,19,"1940-03-19",79,79,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:12.914+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"20f35f64-1da1-4634-99da-fa6e53566457","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","20f35f64-1da1-4634-99da-fa6e53566457",NA,NA,NA,"Botany","1228219977","20f35f64-1da1-4634-99da-fa6e53566457",NA,"V0105961F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"721",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479549","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/933/V0105961F.jpg"
"1228287768","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:04.395+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1940,5,17,"1940-05-17",138,138,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:04.395+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"2075ba7b-bad7-47c1-ba32-d67b7d1bc7b2","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","2075ba7b-bad7-47c1-ba32-d67b7d1bc7b2",NA,NA,NA,"Botany","1228287768","2075ba7b-bad7-47c1-ba32-d67b7d1bc7b2",NA,"V0105971F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"699",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479537","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/942/V0105971F.jpg"
"1228608110","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:07.351+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1940,8,18,"1940-08-18",231,231,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:07.351+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"019a8f01-4b27-4dd6-9d55-650ab12bdbe5","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","019a8f01-4b27-4dd6-9d55-650ab12bdbe5",NA,NA,NA,"Botany","1228608110","019a8f01-4b27-4dd6-9d55-650ab12bdbe5",NA,"V0105959F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"779",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479563","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/931/V0105959F.jpg"
"1228209068","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:09.709+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1940,8,18,"1940-08-18",231,231,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:09.709+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"295c6517-30d5-41f9-ba8e-bcaa81f27699","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","295c6517-30d5-41f9-ba8e-bcaa81f27699",NA,NA,NA,"Botany","1228209068","295c6517-30d5-41f9-ba8e-bcaa81f27699",NA,"V0105974F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"782",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479540","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/945/V0105974F.jpg"
"1228622195","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:14.545+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1940,8,18,"1940-08-18",231,231,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:14.545+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"7e857721-28ce-45f6-ab82-144049eaa625","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","7e857721-28ce-45f6-ab82-144049eaa625",NA,NA,NA,"Botany","1228622195","7e857721-28ce-45f6-ab82-144049eaa625",NA,"V0105958F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"780",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479561","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/930/V0105958F.jpg"
"1228585302","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:08.933+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1938,12,8,"1938-12-08",342,342,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:08.933+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"84ac32e5-7df4-4941-be46-dcb402a71bd1","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","84ac32e5-7df4-4941-be46-dcb402a71bd1",NA,NA,NA,"Botany","1228585302","84ac32e5-7df4-4941-be46-dcb402a71bd1",NA,"V0105960F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"488",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479548","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/932/V0105960F.jpg"
"1928357911","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",22.130781,-80.339315,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:26.658+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","Villa Clara",1929,4,24,"1929-04-24",114,114,NA,"2024-07-21T05:13:26.658+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1684016","http://creativecommons.org/licenses/by/4.0/",FALSE,"29a0bd6c-7ad6-4acd-90cd-ae8757bcc097","none","none",FALSE,"Vascular plants","J. G. Jack",NA,"WGS84","Magnoliopsida","CU","none","none","LATIN_AMERICA","Cuba","NORTH_AMERICA","The New York Botanical Garden","29a0bd6c-7ad6-4acd-90cd-ae8757bcc097",NA,"24 Apr 1929",NA,"NY","1928357911","29a0bd6c-7ad6-4acd-90cd-ae8757bcc097",NA,"01437101","NY",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72","7305",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","Santa Clara. Soledad, Cienfuegos.",NA,NA,"PhysicalObject",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"Georeferencing Quick Reference Guide, Version 2012",NA,NA,NA,NA,"Google Maps (map data 2018); MaNIS Georef. Calculator",NA,NA,NA,NA,"sheet","2018-04-19","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/485/839/01437101.jpg"
"1228288781","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:10.402+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1923,2,4,"1923-02-04",35,35,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:10.402+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"a7895198-c19a-4213-afbe-aaa1105d1805","none","none",FALSE,"seeds-22-sep-2023","Dr. K. Behn",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","a7895198-c19a-4213-afbe-aaa1105d1805",NA,NA,NA,"Botany","1228288781","a7895198-c19a-4213-afbe-aaa1105d1805",NA,"V0105955F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,NA,NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479556","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/926/V0105955F.jpg"
"1228394885","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:43.755+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1885,6,NA,"1885-06",NA,NA,"2023-07-20T21:20:00.000+00:00","2024-01-25T10:59:43.755+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"04d7299f-304a-4cd7-8f3b-841de53b01fc","none","none",TRUE,"seeds-22-sep-2023","H. H. Rusby",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","04d7299f-304a-4cd7-8f3b-841de53b01fc",NA,NA,NA,"Botany","1228394885","04d7299f-304a-4cd7-8f3b-841de53b01fc",NA,"V0109576F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"582",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2430781","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/520/286/V0109576F.jpg"
"1228323224","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:51.654+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1885,6,NA,"1885-06",NA,NA,"2023-07-20T21:20:00.000+00:00","2024-01-25T10:59:51.654+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"6eb235ce-a5ef-4267-924a-3bebe10f721f","none","none",TRUE,"seeds-22-sep-2023","H. H. Rusby",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","6eb235ce-a5ef-4267-924a-3bebe10f721f",NA,NA,NA,"Botany","1228323224","6eb235ce-a5ef-4267-924a-3bebe10f721f",NA,"V0109575F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"584",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2430720","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/520/285/V0109575F.jpg"
"1228247895","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:18.250+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1830,1,NA,"1830-01",NA,NA,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:18.250+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"f60c689e-a9e5-4936-afc6-f6dc74321b8c","none","none",FALSE,"seeds-22-sep-2023","C. G. Bertero",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","f60c689e-a9e5-4936-afc6-f6dc74321b8c",NA,NA,NA,"Botany","1228247895","f60c689e-a9e5-4936-afc6-f6dc74321b8c",NA,"V0105977F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"1164",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479543","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/948/V0105977F.jpg"
