"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","individualCount","http...unknown.org.taxonRankID","dynamicProperties","locality","taxonRemarks","vernacularName","taxonConceptID","http...unknown.org.species","occurrenceRemarks","verbatimElevation","gadm","informationWithheld","locationRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","identificationRemarks","elevation","higherGeography","institutionKey","collectionKey","preparations","recordNumber","habitat","nomenclaturalCode","georeferenceProtocol","county","eventRemarks","type","higherClassification","datasetID","eventID","institutionID","locationID","reproductiveCondition","establishmentMeans","verbatimSRS","verbatimCoordinateSystem","disposition","verbatimTaxonRank","georeferenceSources","identificationVerificationStatus","networkKeys","collectionID","typeStatus","http...unknown.org.license","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","language","http...unknown.org.typifiedName","media_url","license"
"4892716773","Rhodomyrtus psidioides (G.Don) Benth.",-25.429417,152.116139,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:09.159+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3179993,6,7707728,220,690,5014,3179966,3179993,3179993,"Rhodomyrtus psidioides (G.Don) Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodomyrtus","Rhodomyrtus psidioides","Rhodomyrtus","psidioides","SPECIES","ACCEPTED","NE","2020-03-01T00:00:00",50,"OCEANIA","Queensland",2021,3,19,"2021-03-19",78,78,"2021-09-27T09:14:39.000+00:00","2024-06-19T04:59:09.159+00:00",NA,FALSE,"c64a029d-f77e-46f3-9130-ff49f82c9bf7","none","none",FALSE,NA,"Halford, J.J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"c64a029d-f77e-46f3-9130-ff49f82c9bf7",NA,NA,NA,"Herbrecs","4892716773","c64a029d-f77e-46f3-9130-ff49f82c9bf7",NA,"BRI AQ1023601","BRI",NA,NA,NA,"Rhodomyrtus psidioides (G.Don) Benth.",NA,"7000",NA,"Mt Goonaneman, on western slope in section forming a saddle between Mt Woowoonga.",NA,"Native Guava","https://id.biodiversity.org.au/node/apni/2901415","Rhodomyrtus psidioides","Poorly formed woody shrub 2m tall. Open-crowned but showing minimal effects of myrtle rust. Sterile.",NA,NA,NA,NA,NA,NA,NA,NA,NA,628,"Australia, Queensland, Wide Bay","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","JJH1009","Low, dense closed forest.","ICN","GPS","Wide Bay","1 seen.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodomyrtus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=90940932-e4fd-41f2-ad18-1b1f35c9fc19","http://creativecommons.org/publicdomain/zero/1.0/"
"2825407589","Rhodomyrtus psidioides (G.Don) Benth.",-26.231486,152.701144,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:51.214+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3179993,6,7707728,220,690,5014,3179966,3179993,3179993,"Rhodomyrtus psidioides (G.Don) Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodomyrtus","Rhodomyrtus psidioides","Rhodomyrtus","psidioides","SPECIES","ACCEPTED","NE","2020-05-21T00:00:00",2000,"OCEANIA","Queensland",2020,5,5,"2020-05-05",126,126,"2021-04-09T16:25:01.000+00:00","2024-06-19T04:58:51.214+00:00",NA,FALSE,"64a22b50-5e95-438e-976e-85848021d6a9","none","none",FALSE,NA,"Lyngcoln, S.J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"64a22b50-5e95-438e-976e-85848021d6a9",NA,NA,NA,"Herbrecs","2825407589","64a22b50-5e95-438e-976e-85848021d6a9",NA,"BRI AQ1013271","BRI",NA,NA,NA,"Rhodomyrtus psidioides (G.Don) Benth.",NA,"7000",NA,"Six Mile Creek, Gympie.",NA,"Native Guava","https://id.biodiversity.org.au/node/apni/2901415","Rhodomyrtus psidioides","Tree. Strong scent.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia, Queensland, Wide Bay","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","ST3","Riparian zone. Waterhousea floribunda fringing vine forest.","ICN","Google Earth","Wide Bay","Common.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodomyrtus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=d59376a4-80b8-4d57-8870-22864a61d216","http://creativecommons.org/publicdomain/zero/1.0/"
"3386353325","Rhodomyrtus psidioides (G.Don) Benth.",-27.666306,152.991778,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:29.252+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3179993,6,7707728,220,690,5014,3179966,3179993,3179993,"Rhodomyrtus psidioides (G.Don) Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodomyrtus","Rhodomyrtus psidioides","Rhodomyrtus","psidioides","SPECIES","ACCEPTED","NE",NA,50,"OCEANIA","Queensland",2020,6,25,"2020-06-25",177,177,"2021-07-27T15:59:21.000+00:00","2024-06-19T04:58:29.252+00:00",NA,FALSE,"19750306-2a7c-4bf9-a8fb-57bb882252b9","none","none",FALSE,NA,"Copping, P.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"19750306-2a7c-4bf9-a8fb-57bb882252b9",NA,NA,NA,"Herbrecs","3386353325","19750306-2a7c-4bf9-a8fb-57bb882252b9",NA,"BRI AQ1020112","BRI",NA,NA,NA,"Rhodomyrtus psidioides (G.Don) Benth.",NA,"7000",NA,"Oxley Creek, Forestdale.",NA,"Native Guava","https://id.biodiversity.org.au/node/apni/2901415","Rhodomyrtus psidioides","Small tree, approximately 3m tall, no sign of myrtle rust.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","s.n.","Small floodplain beside creek. Softwood and eucalypt riparian fringe. Quaternary alluvium. Vegetation is regrowth naturally occurring.","ICN","GPS","Moreton","3 number of individuals . Photograph with specimen at BRI.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodomyrtus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=1095957b-9ad1-4538-ab2b-7a5569cc8638","http://creativecommons.org/publicdomain/zero/1.0/"
"2825402520","Rhodomyrtus psidioides (G.Don) Benth.",-27.465833,152.953056,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:43.288+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3179993,6,7707728,220,690,5014,3179966,3179993,3179993,"Rhodomyrtus psidioides (G.Don) Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodomyrtus","Rhodomyrtus psidioides","Rhodomyrtus","psidioides","SPECIES","ACCEPTED","NE","2019-09-01T00:00:00",50,"OCEANIA","Queensland",2019,4,29,"2019-04-29",119,119,"2020-01-24T18:29:57.000+00:00","2024-06-19T04:58:43.288+00:00",NA,FALSE,"49680d7d-7c0d-459a-82ff-650bead6f94a","none","none",FALSE,NA,"Fensham, R.J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"49680d7d-7c0d-459a-82ff-650bead6f94a",NA,NA,NA,"Herbrecs","2825402520","49680d7d-7c0d-459a-82ff-650bead6f94a",NA,"BRI AQ1005834","BRI",NA,NA,NA,"Rhodomyrtus psidioides (G.Don) Benth.",NA,"7000",NA,"Simpson Fall, Mt Nebo",NA,"Native Guava","https://id.biodiversity.org.au/node/apni/2901415","Rhodomyrtus psidioides","Blistery grey bark tree to 5m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","7003","Edge of ephemeral stream.","ICN","GPS","Moreton","Myrtle rust infecting this population.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodomyrtus",NA,NA,NA,NA,"Flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=ca6a0fa5-f59a-411e-bf70-308bbb2ebf62","http://creativecommons.org/publicdomain/zero/1.0/"
"2830249627","Rhodomyrtus psidioides (G.Don) Benth.",-31.69928,152.79372,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:33.750+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3179993,6,7707728,220,690,5014,3179966,3179993,3179993,"Rhodomyrtus psidioides (G.Don) Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodomyrtus","Rhodomyrtus psidioides","Rhodomyrtus","psidioides","SPECIES","ACCEPTED","NE","2018-05-09T00:00:00",4,"OCEANIA","New South Wales",2014,3,3,"2014-03-03",62,62,"2021-07-23T18:32:22.000+00:00","2024-07-02T07:40:33.750+00:00",NA,FALSE,"3de7154e-b0d3-4ad6-88d6-70c43547f9e4","none","none",TRUE,NA,"Johnstone, R.L.|von Richter, L.","Wiecek, B.M.","WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"3de7154e-b0d3-4ad6-88d6-70c43547f9e4",NA,NA,NA,"NSW","2830249627","3de7154e-b0d3-4ad6-88d6-70c43547f9e4",NA,"NSW846746","NSW",NA,NA,NA,"Rhodomyrtus psidioides (G.Don) Benth.",NA,"7000",NA,"Cheese Tree Picnic Area, north west corner of car park, Crowdy Bay National Park.",NA,"Native Guava","https://id.biodiversity.org.au/node/apni/2901415","Rhodomyrtus psidioides","Locally occasional small tree 6 m x 3 m. Only one plant with fruits, all plants in population severely damaged by myrtle rust, not very active at time of seed collection though. Seeds collected from one plant.","10 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","sheet","3467","Swale behind foredune, littoral rainforest. With Cupaniopsis anacardioides, Syzygium oleosum, S. smithii, Glochidion ferdinandi, Acacia concurrens, Banksia integrifolia, Rhodomyrtus psidioides, Smilax australis, Eustrephus latifolius. Deep pale grey sand.","ICN",NA,"North Coast",NA,"PhysicalObject","(G.Don) Benth.",NA,NA,NA,NA,"fruits","native","EPSG:4283","Degrees Minutes Decimal Seconds","in collection","species","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=bdf9aaf1-72c5-4e32-aa01-804b5639dcdc","http://creativecommons.org/publicdomain/zero/1.0/"
"2418815685","Rhodomyrtus psidioides (G.Don) Benth.",-26.672292,153.047724,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:05.303+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3179993,6,7707728,220,690,5014,3179966,3179993,3179993,"Rhodomyrtus psidioides (G.Don) Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodomyrtus","Rhodomyrtus psidioides","Rhodomyrtus","psidioides","SPECIES","ACCEPTED","NE",NA,100,"OCEANIA","Queensland",2011,3,3,"2011-03-03",62,62,"2022-05-26T17:03:19.000+00:00","2024-06-19T04:59:05.303+00:00",NA,FALSE,"b246a3f9-51e1-43ed-adca-6bc87d646ce3","none","none",TRUE,NA,"Halford, J.|Bush, S.|Froude, J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"b246a3f9-51e1-43ed-adca-6bc87d646ce3",NA,NA,NA,"Herbrecs","2418815685","b246a3f9-51e1-43ed-adca-6bc87d646ce3",NA,"BRI AQ0758183","BRI",NA,NA,NA,"Rhodomyrtus psidioides (G.Don) Benth.",NA,"7000",NA,"Buderim, Buderim Forest Park on Lindsay Rd, 50m from carpark.",NA,"Native Guava","https://id.biodiversity.org.au/node/apni/2901415","Rhodomyrtus psidioides","Small tree to 10m with heavy crown and somewhat pendulous branches. Bark slightly spongy, tessellated, cream in colour. Leaves opposite, glossy above, paler below. Fruit a berry ripening yellow-green with several seeds.",NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","BGQLD0785","Creek flat. Orange-brown gravelly-loam. Land use: conservation. Geology: alluvial.  Riparian area in wet sclerophyll forest. Associated species Lophostemon confertus, Archontophoenix cunninghamiana, Glochidion sumatranum, Pilidiostigma rhytispermum, Elaeocarpus grandis and Livistona australis.","ICN","GPS","Moreton","Uncommon at site. Common name: native guava.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodomyrtus",NA,NA,NA,NA,"Flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=2b131e72-7d3e-49b6-a187-dd490191a657","http://creativecommons.org/publicdomain/zero/1.0/"
"2418905760","Rhodomyrtus psidioides (G.Don) Benth.",-28.119945,153.317145,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:15.813+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3179993,6,7707728,220,690,5014,3179966,3179993,3179993,"Rhodomyrtus psidioides (G.Don) Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodomyrtus","Rhodomyrtus psidioides","Rhodomyrtus","psidioides","SPECIES","ACCEPTED","NE","2018-08-01T00:00:00",100,"OCEANIA","Queensland",2010,11,12,"2010-11-12",316,316,"2022-01-20T08:08:32.000+00:00","2024-06-19T04:59:15.813+00:00",NA,FALSE,"d840e549-756c-4f44-9fb5-8780d46f2737","none","none",FALSE,NA,"Franks, A.J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"d840e549-756c-4f44-9fb5-8780d46f2737",NA,NA,NA,"Herbrecs","2418905760","d840e549-756c-4f44-9fb5-8780d46f2737",NA,"BRI AQ0824340","BRI",NA,NA,NA,"Rhodomyrtus psidioides (G.Don) Benth.",NA,"7000",NA,"Lot 2 on RP183397, Gold Coast - Springbrook Road, Neranwood. Western bank of Mudgeeraba Creek.",NA,"Native Guava","https://id.biodiversity.org.au/node/apni/2901415","Rhodomyrtus psidioides","Small tree to 8m tall with white flowers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,44,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","AJF1011004",NA,"ICN","GPS","Moreton","Occasional on site.  Fringing forest of Eucalyptus microcorys with vine forest species in understorey. Growing on bank of tributary of Mudgeeraba Creek on small alluvial plain. RE: 12.3.2.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodomyrtus",NA,NA,NA,NA,"Flowers and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=07377b8a-db4b-477b-bb67-06c4edac92f9","http://creativecommons.org/publicdomain/zero/1.0/"
"2418644467","Rhodomyrtus psidioides (G.Don) Benth.",-27.465851,152.956256,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:50.105+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3179993,6,7707728,220,690,5014,3179966,3179993,3179993,"Rhodomyrtus psidioides (G.Don) Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodomyrtus","Rhodomyrtus psidioides","Rhodomyrtus","psidioides","SPECIES","ACCEPTED","NE","2009-12-01T00:00:00",100,"OCEANIA","Queensland",2009,11,23,"2009-11-23",327,327,"2022-01-20T08:08:32.000+00:00","2024-06-19T04:58:50.105+00:00",NA,FALSE,"6896c5e0-9d0c-4e0a-8ee3-b126048ce3bf","none","none",TRUE,NA,"Pollock, A.B.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"6896c5e0-9d0c-4e0a-8ee3-b126048ce3bf",NA,NA,NA,"Herbrecs","2418644467","6896c5e0-9d0c-4e0a-8ee3-b126048ce3bf",NA,"BRI AQ0871486","BRI",NA,NA,NA,"Rhodomyrtus psidioides (G.Don) Benth.",NA,"7000",NA,"Immediately upstream of Simpsons Falls, upper Ithaca Creek, Mt Coot-tha.",NA,"Native Guava","https://id.biodiversity.org.au/node/apni/2901415","Rhodomyrtus psidioides","Tall shrub to small tree to 3.5m tall. Trunk slender, multi-stemmed at base, pale, bark sub-papery. Leaves dark green, aromatic when crushed. Main vein raised above. Flowers cream, conspicuous.",NA,NA,NA,NA,NA,NA,NA,NA,NA,160,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","ABP2525","Rocky gully line of gravel, sand and rock pavement derived from the Bunya Phyllites. Narrow fringing vegetation of Melaleuca viminalis, Acmena smithii, Glochidion ferdinandi and Acronychia species, with lower shrubs of Ochna serrulata, sparse groundlayer of Lomandra longifolia and Imperata cylindrica. Area subject to recent flash-flooding. Adjacent vegetation is open forest of Lophostemon confertus, Eucalyptus crebra and Eucalyptus major.","ICN","GPS","Moreton",NA,"PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodomyrtus",NA,NA,NA,NA,"Flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=5b3aa04b-49e8-43a7-91e6-e5a6b393e7e4","http://creativecommons.org/publicdomain/zero/1.0/"
"2418717840","Rhodomyrtus psidioides (G.Don) Benth.",-26.446464,152.973004,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:58.817+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3179993,6,7707728,220,690,5014,3179966,3179993,3179993,"Rhodomyrtus psidioides (G.Don) Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodomyrtus","Rhodomyrtus psidioides","Rhodomyrtus","psidioides","SPECIES","ACCEPTED","NE","2018-08-01T00:00:00",100,"OCEANIA","Queensland",2008,3,25,"2008-03-25",85,85,"2022-01-20T08:08:32.000+00:00","2024-06-19T04:58:58.817+00:00",NA,FALSE,"88e76f81-a62f-41b3-bc5e-fc440458be2a","none","none",FALSE,NA,"Forster, P.I.|Russell, M.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"88e76f81-a62f-41b3-bc5e-fc440458be2a",NA,NA,NA,"Herbrecs","2418717840","88e76f81-a62f-41b3-bc5e-fc440458be2a",NA,"BRI AQ0752781","BRI",NA,NA,NA,"Rhodomyrtus psidioides (G.Don) Benth.",NA,"7000",NA,"4km NNE of Eumundi; N of Mindi Crescent, off both Sunrise Road and Bushtucker Crescent; property of M. Brown.",NA,"Native Guava","https://id.biodiversity.org.au/node/apni/2901415","Rhodomyrtus psidioides","Shrub to 2m tall; foliage coriaceous, matt, mid green above, paler below; fruit green and immature.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","PIF33507","Araucarian microphyll vineforest along creek, metamorphics. Minute natural remnant.","ICN","GPS","Moreton","Occasional at locality.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodomyrtus",NA,NA,NA,NA,"Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=ba0cb897-48ef-4f39-bc40-b14fa01b9a0f","http://creativecommons.org/publicdomain/zero/1.0/"
"2418914557","Rhodomyrtus psidioides (G.Don) Benth.",-27.628124,153.205232,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:13.942+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3179993,6,7707728,220,690,5014,3179966,3179993,3179993,"Rhodomyrtus psidioides (G.Don) Benth.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Rhodomyrtus","Rhodomyrtus psidioides","Rhodomyrtus","psidioides","SPECIES","ACCEPTED","NE","2008-10-01T00:00:00",100,"OCEANIA","Queensland",2008,10,11,"2008-10-11",285,285,"2022-01-20T08:08:32.000+00:00","2024-06-19T04:59:13.942+00:00",NA,FALSE,"dc291630-c17f-4abd-949d-85b88d1fe302","none","none",FALSE,NA,"Bean, A.R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"dc291630-c17f-4abd-949d-85b88d1fe302",NA,NA,NA,"Herbrecs","2418914557","dc291630-c17f-4abd-949d-85b88d1fe302",NA,"BRI AQ0820165","BRI",NA,NA,NA,"Rhodomyrtus psidioides (G.Don) Benth.",NA,"7000",NA,"Venman Bushland Reserve, Mt Cotton.",NA,"Native Guava","https://id.biodiversity.org.au/node/apni/2901415","Rhodomyrtus psidioides","Shrub 2.5m high, in bud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","28097","Tall open forest of Eucalyptus pilularis, E. propinqua, E. tindaliae, E. siderophloia; understorey of Callistemon salignus, Acacia fimbriata. Loamy soil.  Common along bank of small creek.","ICN","GPS","Moreton",NA,"PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Rhodomyrtus",NA,NA,NA,NA,"Buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=13847a68-7a51-43ca-a790-b319b7fe605d","http://creativecommons.org/publicdomain/zero/1.0/"
