"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","elevationAccuracy","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","verbatimEventDate","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","occurrenceRemarks","bibliographicCitation","name","dateIdentified","modified","datasetName","otherCatalogNumbers","identifiedBy","institutionID","higherGeography","nomenclaturalCode","georeferenceProtocol","organismID","locationID","ownerInstitutionCode","accessRights","higherClassification","collectionID","georeferenceSources","gadm","typeStatus","media_url","license"
"2996066503","Calycolpus australis Landrum",-19.408056,-43.360278,"cdc,cdround,elmms,gass84,iddativ,rdativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:49.398+00:00",203,"PRESERVED_SPECIMEN","PRESENT",3177649,6,7707728,220,690,5014,3177606,3177649,3177649,"Calycolpus australis Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calycolpus","Calycolpus australis","Calycolpus","australis","SPECIES","ACCEPTED","NE",401,401,"SOUTH_AMERICA","Minas Gerais",2016,7,12,"2016-07-12",194,194,"2024-07-01T12:17:49.398+00:00",FALSE,"5155578","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",TRUE,"Faria, JEQ;Stadnik, A,Vasconcelos, TNC,Stadnik, AMS","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","6269","5155578","12/07/2016","Itambé do Mato Dentro","Margem da estrada de terra de Itambé do Mato Dentro para o povoado Cabeça de Boi.","ALCB","2996066503","5155578","ALCB046560","ALCB","prostado ca 0,5 m de altura, botões florais verdes, flores brnacas e frutos imaturos verdes; Campo rupestre.","prostado ca 0,5 m de altura, botões florais verdes, flores brnacas e frutos imaturos verdes","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5155578","Calycolpus australis Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/4/65/60/alcb00046560.dzi","http://creativecommons.org/licenses/by/4.0/"
"1228162610","Calycolpus australis Landrum",-18,-44,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862",NA,"3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:08.386+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3177649,6,7707728,220,690,5014,3177606,3177649,3177649,"Calycolpus australis Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calycolpus","Calycolpus australis","Calycolpus","australis","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Minas Gerais",1995,10,12,"1995-10-12",285,285,"2024-01-25T11:00:08.386+00:00",FALSE,"7ad0970d-9902-4060-adfd-595d25895045","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,TRUE,"M. L. Kawasaki","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The Field Museum of Natural History","873","7ad0970d-9902-4060-adfd-595d25895045",NA,NA,"Minas Gerais","Botany","1228162610","7ad0970d-9902-4060-adfd-595d25895045","V0107401F","F",NA,NA,NA,"Calycolpus australis Landrum",NA,"2023-03-02T20:40:00.000+00:00","seeds-22-sep-2023",NA,NA,"F","South America, Brazil, Minas Gerais. [LL]","ICBN","TGN - Centroid","2381826","4846d7c1-8783-4f59-a44b-c2aeebdb56b3","F","http://fieldmuseum.org/about/copyright-information","Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany","Getty Thesaurus of Geographic Names (TGN)",NA,NA,"http://fm-digital-assets.fieldmuseum.org/495/835/V0107401F.jpg","http://creativecommons.org/licenses/by/4.0/"
